date,QCLN_2021_Q3,meta
2021-08-20 00:00:00,85.039536833267,
2021-08-20 10:00:00,53.805658977458734,
2021-08-20 10:30:00,49.21794023734492,
2021-08-20 12:00:00,48.776787936237724,
2021-08-20 13:30:00,59.476534603297296,
2021-08-20 15:00:00,74.59386055533605,
2021-08-20 15:30:30,74.59386055533605,
2021-08-20 23:59:59,57.21165915155598,w
2021-08-23 00:00:00,19.910884751983303,
2021-08-23 10:00:00,52.5433660069848,
2021-08-23 10:30:00,35.445192425343066,
2021-08-23 12:00:00,16.105980205673404,
2021-08-23 13:30:00,33.28622008224511,
2021-08-23 15:00:00,16.86164736161527,
2021-08-23 15:30:30,16.86164736161527,
2021-08-23 23:59:59,31.984976910087425,c
2021-08-24 00:00:00,37.57271370531271,
2021-08-24 10:00:00,17.341463721034415,
2021-08-24 10:30:00,17.352538813976025,
2021-08-24 12:00:00,-14.734548002239535,
2021-08-24 13:30:00,-3.999714613089054,
2021-08-24 15:00:00,-11.083204141509214,
2021-08-24 15:30:30,-11.083204141509214,
2021-08-24 23:59:59,-12.22421641188339,c
2021-08-25 00:00:00,-11.239785926795776,
2021-08-25 10:00:00,-18.02282243030868,
2021-08-25 10:30:00,-35.88306636300831,
2021-08-25 12:00:00,-67.43649172398591,
2021-08-25 13:30:00,-47.32450894277645,
2021-08-25 15:00:00,-53.522409379066175,
2021-08-25 15:30:30,-53.522409379066175,
2021-08-25 23:59:59,-56.53518375899375,c
2021-08-26 00:00:00,-53.392853966385246,
2021-08-26 10:00:00,-62.870891150634634,
2021-08-26 10:30:00,-39.54000675997395,
2021-08-26 12:00:00,-56.28547514736465,
2021-08-26 13:30:00,-52.08022719022256,
2021-08-26 15:00:00,-31.549624866412614,
2021-08-26 15:30:30,-31.549624866412614,
2021-08-26 23:59:59,-35.81793120793054,c
2021-08-27 00:00:00,-141.42617847376187,
2021-08-27 10:00:00,-55.47929423374035,
2021-08-27 10:30:00,-80.74385467071897,
2021-08-27 12:00:00,-94.3456750417763,
2021-08-27 13:30:00,-84.44177479009659,
2021-08-27 15:00:00,-94.6966366902825,
2021-08-27 15:30:30,-94.6966366902825,
2021-08-27 23:59:59,-85.16010989732285,w
2021-08-30 00:00:00,-108.79728572752447,
2021-08-30 10:00:00,-112.27886484216106,
2021-08-30 10:30:00,-123.25588303605628,
2021-08-30 12:00:00,-102.55915903813002,
2021-08-30 13:30:00,-122.5258953252278,
2021-08-30 15:00:00,-118.04168807276119,
2021-08-30 15:30:30,-118.04168807276119,
2021-08-30 23:59:59,-131.67309671154135,c
2021-08-31 00:00:00,-145.90884513547053,
2021-08-31 10:00:00,-104.96730124011083,
2021-08-31 10:30:00,-77.31796533064698,
2021-08-31 12:00:00,-93.25097318639564,
2021-08-31 13:30:00,-102.88899120448013,
2021-08-31 15:00:00,-136.51660160781057,
2021-08-31 15:30:30,-136.51660160781057,s
2021-08-31 23:59:59,-134.11373864519555,c
2021-09-01 00:00:00,-130.33852494635494,
2021-09-01 10:00:00,-94.85446960416584,
2021-09-01 10:30:00,-69.88796580480766,
2021-09-01 12:00:00,-78.34958000837833,
2021-09-01 13:30:00,-72.3640014905327,
2021-09-01 15:00:00,-82.21251899656136,
2021-09-01 15:30:30,-82.21251899656136,
2021-09-01 23:59:59,-79.84797548610504,c
2021-09-02 00:00:00,15.460788772384149,
2021-09-02 10:00:00,-34.03359928523423,
2021-09-02 10:30:00,-43.07834341174021,
2021-09-02 12:00:00,-44.5575385063712,
2021-09-02 13:30:00,-11.8658043943974,
2021-09-02 15:00:00,-12.111315080358509,
2021-09-02 15:30:30,-12.111315080358509,
2021-09-02 23:59:59,-16.529290630977812,c
2021-09-03 00:00:00,8.016577879851411,
2021-09-03 10:00:00,28.063262534160913,
2021-09-03 10:30:00,32.166124363266135,
2021-09-03 12:00:00,18.72480477619456,
2021-09-03 13:30:00,8.63755455304954,
2021-09-03 15:00:00,19.933062435715783,
2021-09-03 15:30:30,19.933062435715783,
2021-09-03 23:59:59,34.48367955195317,w
2021-09-06 00:00:00,34.48367955195317,
2021-09-06 10:00:00,34.48367955195317,
2021-09-06 10:30:00,34.48367955195317,
2021-09-06 12:00:00,34.48367955195317,
2021-09-06 13:30:00,34.48367955195317,
2021-09-06 15:00:00,34.48367955195317,
2021-09-06 15:30:30,34.48367955195317,
2021-09-06 23:59:59,34.48367955195317,c
2021-09-07 00:00:00,37.85624244061137,
2021-09-07 10:00:00,49.79331432704021,
2021-09-07 10:30:00,50.93998295681695,
2021-09-07 12:00:00,84.03632468376918,
2021-09-07 13:30:00,77.96538844715451,
2021-09-07 15:00:00,85.79731343189087,
2021-09-07 15:30:30,85.79731343189087,
2021-09-07 23:59:59,64.25612500182478,c
2021-09-08 00:00:00,47.1692975427095,
2021-09-08 10:00:00,54.44557700514861,
2021-09-08 10:30:00,63.80142587171849,
2021-09-08 12:00:00,72.90952646437836,
2021-09-08 13:30:00,77.62791900968068,
2021-09-08 15:00:00,62.49560409720425,
2021-09-08 15:30:30,62.49560409720425,
2021-09-08 23:59:59,68.53037845850758,c
2021-09-09 00:00:00,69.77098142010755,
2021-09-09 10:00:00,48.878007184910985,
2021-09-09 10:30:00,29.287229257861327,
2021-09-09 12:00:00,-1.196319434498946,
2021-09-09 13:30:00,-9.240306516808687,
2021-09-09 15:00:00,-1.6988969511935466,
2021-09-09 15:30:30,-1.6988969511935466,
2021-09-09 23:59:59,38.303027723836294,c
2021-09-10 00:00:00,-0.37776092308968146,
2021-09-10 10:00:00,-32.145949559323526,
2021-09-10 10:30:00,-37.84451455087083,
2021-09-10 12:00:00,-35.650467547480275,
2021-09-10 13:30:00,-43.80221919362111,
2021-09-10 15:00:00,-21.44414694303532,
2021-09-10 15:30:30,-21.44414694303532,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,1.9580322745396188,
2021-09-13 10:00:00,307.3343774952891,
2021-09-13 10:30:00,307.24288757090653,
2021-09-13 12:00:00,357.4940173843256,
2021-09-13 13:30:00,355.26910444234727,
2021-09-13 15:00:00,325.1326329249423,
2021-09-13 15:30:30,325.1326329249423,
2021-09-13 23:59:59,262.18443302043715,c
2021-09-14 00:00:00,253.08900639907642,
2021-09-14 10:00:00,346.2541743183215,
2021-09-14 10:30:00,363.41682001408026,
2021-09-14 12:00:00,365.4633643453617,
2021-09-14 13:30:00,390.2823449956295,
2021-09-14 15:00:00,401.1443055977661,
2021-09-14 15:30:30,401.1443055977661,
2021-09-14 23:59:59,398.94111446578245,c
2021-09-15 00:00:00,395.2601253301714,
2021-09-15 10:00:00,405.01385003567066,
2021-09-15 10:30:00,413.29513622867535,
2021-09-15 12:00:00,374.20735860970854,
2021-09-15 13:30:00,379.9974945714948,
2021-09-15 15:00:00,385.03772965432745,
2021-09-15 15:30:30,385.03772965432745,
2021-09-15 23:59:59,367.73740833851843,c
2021-09-16 00:00:00,394.19047659994885,
2021-09-16 10:00:00,411.54902424229385,
2021-09-16 10:30:00,425.2415992214151,
2021-09-16 12:00:00,419.9483912590904,
2021-09-16 13:30:00,423.7216418283906,
2021-09-16 15:00:00,408.19332792750265,
2021-09-16 15:30:30,408.19332792750265,
2021-09-16 23:59:59,403.31321095972226,c
2021-09-17 00:00:00,428.606299283701,
2021-09-17 10:00:00,447.7312373424288,
2021-09-17 10:30:00,461.24221626853705,
2021-09-17 12:00:00,415.0971341960858,
2021-09-17 13:30:00,453.8268411763752,
2021-09-17 15:00:00,436.86362239876826,
2021-09-17 15:30:30,436.86362239876826,
2021-09-17 23:59:59,324.953344278435,e
2021-09-20 00:00:00,353.14297867190817,
2021-09-20 10:00:00,393.55683902857936,
2021-09-20 10:30:00,382.87093091687166,
2021-09-20 12:00:00,413.0278756138591,
2021-09-20 13:30:00,419.73447584112546,
2021-09-20 15:00:00,421.2187742434521,
2021-09-20 15:30:30,421.2187742434521,
2021-09-20 23:59:59,395.24069435383853,c
2021-09-21 00:00:00,361.9627076651923,
2021-09-21 10:00:00,438.7498153989245,
2021-09-21 10:30:00,416.7013697634343,
2021-09-21 12:00:00,437.1530076682584,
2021-09-21 13:30:00,423.8677454658373,
2021-09-21 15:00:00,428.9599756409957,
2021-09-21 15:30:30,428.9599756409957,
2021-09-21 23:59:59,445.5103062976232,c
2021-09-22 00:00:00,434.7441334220953,
2021-09-22 10:00:00,372.28282696751376,
2021-09-22 10:30:00,364.61481480872226,
2021-09-22 12:00:00,319.17089536140656,
2021-09-22 13:30:00,308.978947848741,
2021-09-22 15:00:00,300.5409496301809,
2021-09-22 15:30:30,300.5409496301809,
2021-09-22 23:59:59,303.42661739983623,c
2021-09-23 00:00:00,303.8540589436975,
2021-09-23 10:00:00,255.7420110668063,
2021-09-23 10:30:00,271.2636476924813,
2021-09-23 12:00:00,282.27739602488646,
2021-09-23 13:30:00,270.86928951315303,
2021-09-23 15:00:00,281.47610211582696,
2021-09-23 15:30:30,281.47610211582696,
2021-09-23 23:59:59,311.6531593868699,c
2021-09-24 00:00:00,335.11055985892654,
2021-09-24 10:00:00,313.6494268520196,
2021-09-24 10:30:00,295.6883728082844,
2021-09-24 12:00:00,266.02604085443136,
2021-09-24 13:30:00,253.13621045777836,
2021-09-24 15:00:00,236.96141803715,
2021-09-24 15:30:30,236.96141803715,
2021-09-24 23:59:59,231.7934458000709,w
2021-09-27 00:00:00,213.5837869280199,
2021-09-27 10:00:00,232.10488664333297,
2021-09-27 10:30:00,230.13165470525246,
2021-09-27 12:00:00,258.83012145314433,
2021-09-27 13:30:00,244.22730572552518,
2021-09-27 15:00:00,247.14196842074125,
2021-09-27 15:30:30,247.14196842074125,
2021-09-27 23:59:59,265.18391005430203,c
2021-09-28 00:00:00,306.76019674260806,
2021-09-28 10:00:00,285.15772254640206,
2021-09-28 10:30:00,267.03196905736377,
2021-09-28 12:00:00,261.51433101781595,
2021-09-28 13:30:00,249.41259612051726,
2021-09-28 15:00:00,253.73615452794093,
2021-09-28 15:30:30,253.73615452794093,
2021-09-28 23:59:59,262.2197097510066,c
2021-09-29 00:00:00,263.6095106096477,
2021-09-29 10:00:00,242.47988197959148,
2021-09-29 10:30:00,265.17736530051843,
2021-09-29 12:00:00,270.0818479735326,
2021-09-29 13:30:00,256.6570867088435,
2021-09-29 15:00:00,239.59407236169727,
2021-09-29 15:30:30,239.59407236169727,
2021-09-29 23:59:59,273.0643755885844,c
2021-09-30 00:00:00,257.46520475106536,
2021-09-30 10:00:00,212.90790981742248,
2021-09-30 10:30:00,230.37199174190164,
2021-09-30 12:00:00,228.31523835035614,
2021-09-30 13:30:00,221.81195942556087,
2021-09-30 15:00:00,221.38775870402515,
2021-09-30 15:30:30,221.38775870402515,
2021-09-30 23:59:59,271.6879561553692,c
2021-10-01 00:00:00,264.8585827564516,
2021-10-01 10:00:00,260.5999041783439,
2021-10-01 10:30:00,243.69247534425722,
2021-10-01 12:00:00,173.65559781758566,
2021-10-01 13:30:00,148.5170367089945,
2021-10-01 15:00:00,136.04462419636275,
2021-10-01 15:30:30,136.04462419636275,
2021-10-01 23:59:59,143.4960495932819,w
