date,MSCI_US_SC_STAY_HEDGED_2020_Q4,meta
2020-10-06 00:00:00,78.07530334954805,
2020-10-06 10:00:00,61.928436514738394,
2020-10-06 10:30:00,77.43868322348783,
2020-10-06 12:00:00,83.6976368334453,
2020-10-06 13:30:00,79.46937928255238,
2020-10-06 15:00:00,70.49781115438617,
2020-10-06 15:30:30,70.49781115438617,
2020-10-06 23:59:59,74.2005707829311,c
2020-10-07 00:00:00,67.2895999284683,
2020-10-07 10:00:00,97.48842390880787,
2020-10-07 10:30:00,101.4499148828628,
2020-10-07 12:00:00,111.649978631728,
2020-10-07 13:30:00,109.19679888154053,
2020-10-07 15:00:00,116.8652040359795,
2020-10-07 15:30:30,116.8652040359795,
2020-10-07 23:59:59,124.0071964832764,c
2020-10-08 00:00:00,131.07814883102242,
2020-10-08 10:00:00,131.6006115162453,
2020-10-08 10:30:00,140.9588662863536,
2020-10-08 12:00:00,115.47148841282194,
2020-10-08 13:30:00,107.21704160155673,
2020-10-08 15:00:00,94.67960692733635,
2020-10-08 15:30:30,94.67960692733635,
2020-10-08 23:59:59,99.3195738245941,c
2020-10-09 00:00:00,92.05846572278483,
2020-10-09 10:00:00,97.72924765637026,
2020-10-09 10:30:00,108.18090961814801,
2020-10-09 12:00:00,108.30291192535401,
2020-10-09 13:30:00,106.73326011912042,
2020-10-09 15:00:00,114.60391325420227,
2020-10-09 15:30:30,114.60391325420227,
2020-10-09 23:59:59,120.0548621063707,w
2020-10-12 00:00:00,125.79605800080833,
2020-10-12 10:00:00,128.4583653481962,
2020-10-12 10:30:00,125.3654733040683,
2020-10-12 12:00:00,107.96732455167182,
2020-10-12 13:30:00,92.62623345855764,
2020-10-12 15:00:00,84.55873024819039,
2020-10-12 15:30:30,84.55873024819039,
2020-10-12 23:59:59,88.84762483116543,c
2020-10-13 00:00:00,85.79271527271987,
2020-10-13 10:00:00,79.21988080338883,
2020-10-13 10:30:00,84.51265238992602,
2020-10-13 12:00:00,76.84387108012055,
2020-10-13 13:30:00,80.29980398467052,
2020-10-13 15:00:00,87.20297089371593,
2020-10-13 15:30:30,87.20297089371593,
2020-10-13 23:59:59,90.89708201416443,c
2020-10-14 00:00:00,95.74535188799837,
2020-10-14 10:00:00,117.90894950299901,
2020-10-14 10:30:00,86.01039378350367,
2020-10-14 12:00:00,77.7561119070059,
2020-10-14 13:30:00,66.64374985858285,
2020-10-14 15:00:00,50.22903842652778,
2020-10-14 15:30:30,50.22903842652778,
2020-10-14 23:59:59,52.27447646743582,c
2020-10-15 00:00:00,34.678175177306855,
2020-10-15 10:00:00,20.142879438301605,
2020-10-15 10:30:00,27.14116748259221,
2020-10-15 12:00:00,36.58394868827463,
2020-10-15 13:30:00,46.133377359557926,
2020-10-15 15:00:00,57.29246525246958,
2020-10-15 15:30:30,57.29246525246958,
2020-10-15 23:59:59,62.155430228084356,c
2020-10-16 00:00:00,67.58830230037415,
2020-10-16 10:00:00,55.900480447164625,
2020-10-16 10:30:00,44.13722678325934,
2020-10-16 12:00:00,39.23688423922766,
2020-10-16 13:30:00,50.447958680436386,
2020-10-16 15:00:00,49.12323246441849,
2020-10-16 15:30:30,49.12323246441849,
2020-10-16 23:59:59,56.41388575681259,w
2020-10-19 00:00:00,70.12010712900548,
2020-10-19 10:00:00,78.57349034391899,
2020-10-19 10:30:00,69.58765585735904,
2020-10-19 12:00:00,82.38280328002304,
2020-10-19 13:30:00,74.77138750863514,
2020-10-19 15:00:00,61.740576613586256,
2020-10-19 15:30:30,61.740576613586256,s
2020-10-19 23:59:59,49.6940748746087,c
2020-10-20 00:00:00,70.71848200561408,
2020-10-20 10:00:00,41.91361658017718,
2020-10-20 10:30:00,13.38014278141182,
2020-10-20 12:00:00,19.14669036485617,
2020-10-20 13:30:00,32.4897546676778,
2020-10-20 15:00:00,35.55310603943329,
2020-10-20 15:30:30,35.55310603943329,
2020-10-20 23:59:59,29.423950287887948,c
2020-10-21 00:00:00,38.5600757554989,
2020-10-21 10:00:00,11.362462917582349,
2020-10-21 10:30:00,23.223300046189422,
2020-10-21 12:00:00,20.023143497162607,
2020-10-21 13:30:00,23.585760943779917,
2020-10-21 15:00:00,20.599059236068626,
2020-10-21 15:30:30,20.599059236068626,
2020-10-21 23:59:59,10.927963210843643,c
2020-10-22 00:00:00,21.02640175120999,
2020-10-22 10:00:00,21.71865158412774,
