date,CAD_ETFS_2021_Q3,meta
2021-08-20 00:00:00,143.402300947575,
2021-08-20 10:00:00,130.49006368658775,
2021-08-20 10:30:00,123.7883949607085,
2021-08-20 12:00:00,123.88368299376725,
2021-08-20 13:30:00,113.41365760720328,
2021-08-20 15:00:00,110.06159593477514,
2021-08-20 15:30:30,110.06159593477514,
2021-08-20 23:59:59,130.31556106767948,w
2021-08-23 00:00:00,113.59336716766666,
2021-08-23 10:00:00,105.48591839568144,
2021-08-23 10:30:00,96.12923392951143,
2021-08-23 12:00:00,101.94845641674056,
2021-08-23 13:30:00,92.29938693006443,
2021-08-23 15:00:00,80.50570757772948,
2021-08-23 15:30:30,80.50570757772948,
2021-08-23 23:59:59,102.0736767462513,c
2021-08-24 00:00:00,99.61437005575135,
2021-08-24 10:00:00,96.40862419226232,
2021-08-24 10:30:00,90.85550936671098,
2021-08-24 12:00:00,105.35147523927571,
2021-08-24 13:30:00,94.56064186301046,
2021-08-24 15:00:00,81.21182510659582,
2021-08-24 15:30:30,81.21182510659582,
2021-08-24 23:59:59,98.9085068443037,c
2021-08-25 00:00:00,77.74108725734914,
2021-08-25 10:00:00,94.58429712961151,
2021-08-25 10:30:00,95.31906896976761,
2021-08-25 12:00:00,73.90664415588799,
2021-08-25 13:30:00,72.16730630486018,
2021-08-25 15:00:00,70.29542296729869,
2021-08-25 15:30:30,70.29542296729869,
2021-08-25 23:59:59,89.82897287925516,c
2021-08-26 00:00:00,95.0237674982045,
2021-08-26 10:00:00,94.40811715757445,
2021-08-26 10:30:00,99.62646262843464,
2021-08-26 12:00:00,115.22141370932877,
2021-08-26 13:30:00,115.25009784784379,
2021-08-26 15:00:00,123.07859588462361,
2021-08-26 15:30:30,123.07859588462361,
2021-08-26 23:59:59,94.8721772609797,c
2021-08-27 00:00:00,84.10260687691334,
2021-08-27 10:00:00,49.85498205915701,
2021-08-27 10:30:00,42.35673547699389,
2021-08-27 12:00:00,37.122982447206596,
2021-08-27 13:30:00,35.10024453967435,
2021-08-27 15:00:00,48.35752558877084,
2021-08-27 15:30:30,48.35752558877084,
2021-08-27 23:59:59,74.34884843116652,w
2021-08-30 00:00:00,79.7393831487716,
2021-08-30 10:00:00,99.02912069930426,
2021-08-30 10:30:00,87.79342013273344,
2021-08-30 12:00:00,84.8079570436812,
2021-08-30 13:30:00,89.8622749559463,
2021-08-30 15:00:00,93.90940755895463,
2021-08-30 15:30:30,93.90940755895463,
2021-08-30 23:59:59,82.02993140623676,c
2021-08-31 00:00:00,86.09197947047869,
2021-08-31 10:00:00,76.02756133703497,
2021-08-31 10:30:00,68.53796196589337,
2021-08-31 12:00:00,71.75786116200197,
2021-08-31 13:30:00,60.49911287433133,
2021-08-31 15:00:00,70.92111430738714,
2021-08-31 15:30:30,70.92111430738714,s
2021-08-31 23:59:59,81.72645041965916,c
2021-09-01 00:00:00,92.31126354061598,
2021-09-01 10:00:00,48.46523012673151,
2021-09-01 10:30:00,41.36161134005397,
2021-09-01 12:00:00,55.59541633863864,
2021-09-01 13:30:00,44.73674905428561,
2021-09-01 15:00:00,46.269519393398696,
2021-09-01 15:30:30,46.269519393398696,
2021-09-01 23:59:59,37.38511948671203,c
