date,EU_MSCI_DM_STAY_2022_Q1,meta
2021-12-29 00:00:00,217.21548301025425,
2021-12-29 03:30:00,223.8418503403157,
2021-12-29 04:00:00,218.5758742640713,
2021-12-29 06:00:00,211.5451906732926,
2021-12-29 08:00:00,208.30510881453418,
2021-12-29 10:30:00,201.87718920566246,
2021-12-29 11:00:00,200.0609036747329,
2021-12-29 23:59:59,206.672096231724,c
2021-12-30 00:00:00,204.93234203514842,
2021-12-30 03:30:00,212.2021992209506,
2021-12-30 04:00:00,213.1924621386173,
2021-12-30 06:00:00,206.40153240455516,
2021-12-30 08:00:00,213.51523652494163,
2021-12-30 10:30:00,226.02639417580448,
2021-12-30 11:00:00,228.5538319701092,
2021-12-30 23:59:59,232.49362249871416,c
2021-12-31 00:00:00,224.85930931660735,
2021-12-31 03:30:00,219.93464962930963,
2021-12-31 04:00:00,221.1016602691079,
2021-12-31 06:00:00,229.60504710205956,
2021-12-31 08:00:00,229.60504710205956,
2021-12-31 10:30:00,229.60504710205956,
2021-12-31 11:00:00,229.60504710205956,
2021-12-31 23:59:59,230.1749482882789,w
2022-01-03 00:00:00,238.94466987924594,
2022-01-03 03:30:00,250.81827613678954,
2022-01-03 04:00:00,261.8237335808634,
2022-01-03 06:00:00,277.65244815761554,
2022-01-03 08:00:00,278.01544711393416,
2022-01-03 10:30:00,289.1093120203482,
2022-01-03 11:00:00,288.9083028790776,
2022-01-03 23:59:59,297.5566508100355,c
2022-01-04 00:00:00,295.72783868218346,
2022-01-04 03:30:00,279.14399071839836,
2022-01-04 04:00:00,274.15966337198773,
2022-01-04 06:00:00,280.72731775412353,
2022-01-04 08:00:00,277.20422301808236,
2022-01-04 10:30:00,276.7327165146642,
2022-01-04 11:00:00,274.74383025690116,
2022-01-04 23:59:59,275.1647408986231,c
2022-01-05 00:00:00,266.0151428056949,
2022-01-05 03:30:00,268.9917034744061,
2022-01-05 04:00:00,259.2481741222287,
2022-01-05 06:00:00,261.82427167835755,
2022-01-05 08:00:00,254.82348916208548,
2022-01-05 10:30:00,250.39918450852397,
2022-01-05 11:00:00,259.4923240574751,
2022-01-05 23:59:59,254.31973262690653,c
2022-01-06 00:00:00,240.79530989455606,
2022-01-06 03:30:00,215.36432712022034,
2022-01-06 04:00:00,207.20490464658738,
2022-01-06 06:00:00,217.57834051532765,
2022-01-06 08:00:00,219.01789154982717,
2022-01-06 10:30:00,214.66870111641242,
2022-01-06 11:00:00,213.1322390904556,
2022-01-06 23:59:59,213.3005371793184,c
2022-01-07 00:00:00,209.878727926939,
2022-01-07 03:30:00,204.6137283516267,
2022-01-07 04:00:00,195.71926046282653,
2022-01-07 06:00:00,207.73449558618478,
2022-01-07 08:00:00,202.25371677175104,
2022-01-07 10:30:00,218.0040516647087,
2022-01-07 11:00:00,218.1302288241319,
2022-01-07 23:59:59,214.77751012316926,w
2022-01-10 00:00:00,204.64318467358652,
2022-01-10 03:30:00,215.07322509433038,
2022-01-10 04:00:00,216.892618350662,
2022-01-10 06:00:00,235.6845198453164,
2022-01-10 08:00:00,231.10133888791557,
2022-01-10 10:30:00,236.63022656631404,
2022-01-10 11:00:00,239.5353692640794,
2022-01-10 23:59:59,247.56069571054917,c
2022-01-11 00:00:00,252.16294013948124,
2022-01-11 03:30:00,240.03009987763983,
2022-01-11 04:00:00,236.71738835574496,
2022-01-11 06:00:00,232.94710599688324,
2022-01-11 08:00:00,236.2164649041438,
2022-01-11 10:30:00,238.27125747342808,
2022-01-11 11:00:00,234.65059843220854,
2022-01-11 23:59:59,234.07767052193782,c
2022-01-12 00:00:00,229.83397945644842,
2022-01-12 03:30:00,226.15127577973837,
2022-01-12 04:00:00,225.62875466935938,
2022-01-12 06:00:00,211.44016874468733,
2022-01-12 08:00:00,195.23023250415346,
2022-01-12 10:30:00,178.47630972621437,
2022-01-12 11:00:00,181.5815396055087,
2022-01-12 23:59:59,190.95890687850704,c
2022-01-13 00:00:00,199.25675822867328,
2022-01-13 03:30:00,196.0040929391786,
2022-01-13 04:00:00,206.90958559344085,
2022-01-13 06:00:00,207.09597804782982,
2022-01-13 08:00:00,225.3486775616325,
2022-01-13 10:30:00,242.43327337391497,
2022-01-13 11:00:00,234.84727571711414,
2022-01-13 23:59:59,238.61765605864582,c
2022-01-14 00:00:00,243.11816369482506,
2022-01-14 03:30:00,245.627790799876,
2022-01-14 04:00:00,250.61567458993036,
2022-01-14 06:00:00,270.6930519327314,
2022-01-14 08:00:00,267.9320093828081,
2022-01-14 10:30:00,261.0714530671021,
2022-01-14 11:00:00,264.11755337309074,
2022-01-14 23:59:59,265.9724247669823,w
2022-01-17 00:00:00,278.2493773669958,
2022-01-17 03:30:00,273.169313862669,
2022-01-17 04:00:00,281.32796967699676,
2022-01-17 06:00:00,281.6121560986947,
2022-01-17 08:00:00,285.4177081729619,
2022-01-17 10:30:00,289.13130253209573,
2022-01-17 11:00:00,289.86960067012257,
2022-01-17 23:59:59,290.24695693399934,c
2022-01-18 00:00:00,284.3098543979202,
2022-01-18 03:30:00,280.8544526841667,
2022-01-18 04:00:00,284.46222698617487,
2022-01-18 06:00:00,281.2619104640909,
2022-01-18 08:00:00,279.6348075912809,
2022-01-18 10:30:00,296.4681078625854,
2022-01-18 11:00:00,299.3626201199836,
2022-01-18 23:59:59,299.94867207589317,c
2022-01-19 00:00:00,296.49564499926066,
2022-01-19 03:30:00,260.13679054584463,
2022-01-19 04:00:00,256.5657298481062,
2022-01-19 06:00:00,266.4712716521146,
2022-01-19 08:00:00,244.61392752972358,
2022-01-19 10:30:00,270.81937295302686,
2022-01-19 11:00:00,274.52289963487027,
2022-01-19 23:59:59,273.89938123720196,c
2022-01-20 00:00:00,272.13665184305216,
2022-01-20 03:30:00,296.011215185684,
2022-01-20 04:00:00,298.8077691848811,
2022-01-20 06:00:00,312.0500338794852,
2022-01-20 08:00:00,308.0330198702958,
2022-01-20 10:30:00,301.5165877040434,
2022-01-20 11:00:00,301.39319057805073,
2022-01-20 23:59:59,301.30251678879483,c
2022-01-21 00:00:00,306.4718500071164,
2022-01-21 03:30:00,318.5629283366319,
2022-01-21 04:00:00,326.3208533968158,
2022-01-21 06:00:00,315.57090092509674,
2022-01-21 08:00:00,319.5579396108596,
2022-01-21 10:30:00,317.18305796249723,
2022-01-21 11:00:00,316.73841917926586,
2022-01-21 23:59:59,320.1387944117243,w
2022-01-24 00:00:00,293.64894642576735,
2022-01-24 03:30:00,299.0036959415057,
2022-01-24 04:00:00,297.83825040870266,
2022-01-24 06:00:00,307.7042249600674,
2022-01-24 08:00:00,298.1965102489479,
2022-01-24 10:30:00,278.94623703293166,
2022-01-24 11:00:00,272.54109499388096,
2022-01-24 23:59:59,266.23972398354266,c
2022-01-25 00:00:00,263.12155860497296,
2022-01-25 03:30:00,245.47366017641366,
2022-01-25 04:00:00,259.7868561216066,
2022-01-25 06:00:00,233.63720981785787,
2022-01-25 08:00:00,249.1042110295856,
2022-01-25 10:30:00,246.21416457065217,
2022-01-25 11:00:00,239.7846392382733,
2022-01-25 23:59:59,235.75057128555585,c
2022-01-26 00:00:00,235.9362208945032,
2022-01-26 03:30:00,241.90406493745897,
2022-01-26 04:00:00,256.76821340534644,
2022-01-26 06:00:00,246.03092585457406,
2022-01-26 08:00:00,233.11915945625915,
2022-01-26 10:30:00,229.97015100619493,
2022-01-26 11:00:00,220.27740622216854,
2022-01-26 23:59:59,231.60088268651717,c
2022-01-27 00:00:00,223.47087940460483,
2022-01-27 03:30:00,225.25437495298175,
2022-01-27 04:00:00,224.17520301360466,
2022-01-27 06:00:00,237.58759012486917,
2022-01-27 08:00:00,236.11542627479457,
2022-01-27 10:30:00,228.77246793557595,
2022-01-27 11:00:00,227.80817486900082,
2022-01-27 23:59:59,233.11929435565455,c
2022-01-28 00:00:00,213.22825648314026,
2022-01-28 03:30:00,181.88894086502356,
2022-01-28 04:00:00,183.25623006933264,
2022-01-28 06:00:00,178.61943485776408,
2022-01-28 08:00:00,174.36765677952903,
2022-01-28 10:30:00,172.61782910352719,
2022-01-28 11:00:00,177.60681669292387,
2022-01-28 23:59:59,178.1077908888439,w
2022-01-31 00:00:00,174.87532907375632,
2022-01-31 03:30:00,157.58643655696585,
2022-01-31 04:00:00,149.83016214104208,
2022-01-31 06:00:00,153.1151892726383,
2022-01-31 08:00:00,150.94651750501524,
2022-01-31 10:30:00,162.68586165872026,
2022-01-31 11:00:00,172.3861843797653,
2022-01-31 23:59:59,178.76465642840895,c
