date,RBOT_2021_Q2,meta
2021-05-21 00:00:00,73.93108352276802,
2021-05-21 10:00:00,156.330153641834,
2021-05-21 10:30:00,161.665028195256,
2021-05-21 12:00:00,173.4510387907573,
2021-05-21 13:30:00,154.361364379261,
2021-05-21 15:00:00,165.24281224320245,
2021-05-21 15:30:30,165.24281224320245,
2021-05-21 23:59:59,161.5265429505599,w
2021-05-24 00:00:00,153.18405342943385,
2021-05-24 10:00:00,159.8947797139996,
2021-05-24 10:30:00,158.5012987608989,
2021-05-24 12:00:00,152.0499097544174,
2021-05-24 13:30:00,121.41592746512092,
2021-05-24 15:00:00,116.78769546859236,
2021-05-24 15:30:30,116.78769546859236,
2021-05-24 23:59:59,122.73252750091409,c
2021-05-25 00:00:00,101.45916004541408,
2021-05-25 10:00:00,110.15248513105522,
2021-05-25 10:30:00,107.17540898492673,
2021-05-25 12:00:00,86.27621199045632,
2021-05-25 13:30:00,88.83546371857827,
2021-05-25 15:00:00,82.38239833420359,
2021-05-25 15:30:30,82.38239833420359,
2021-05-25 23:59:59,91.15205735379449,c
2021-05-26 00:00:00,97.0693201471681,
2021-05-26 10:00:00,116.5701849510306,
2021-05-26 10:30:00,106.68738614135016,
2021-05-26 12:00:00,87.58597487235805,
2021-05-26 13:30:00,94.74492073968528,
2021-05-26 15:00:00,98.66367779778335,
2021-05-26 15:30:30,98.66367779778335,
2021-05-26 23:59:59,81.5371431838962,c
2021-05-27 00:00:00,87.42512285302938,
2021-05-27 10:00:00,43.22761910168707,
2021-05-27 10:30:00,52.60467155899938,
2021-05-27 12:00:00,62.650598310760415,
2021-05-27 13:30:00,65.90543300367229,
2021-05-27 15:00:00,71.3163409345631,
2021-05-27 15:30:30,71.3163409345631,m
2021-05-27 23:59:59,82.18661115069479,c
2021-05-28 00:00:00,70.07360894729742,
2021-05-28 10:00:00,43.68791513080972,
2021-05-28 10:30:00,51.17650319912696,
2021-05-28 12:00:00,52.39700624634742,
2021-05-28 13:30:00,39.93873145179732,
2021-05-28 15:00:00,36.61014714570786,
2021-05-28 15:30:30,36.61014714570786,s
2021-05-28 23:59:59,28.620294171829304,w
2021-05-31 00:00:00,28.2741787642797,
2021-05-31 10:00:00,24.554874781416313,
2021-05-31 10:30:00,26.125512409686944,
2021-05-31 12:00:00,27.964208167552147,
2021-05-31 13:30:00,23.985263321333388,
2021-05-31 15:00:00,23.687810415890795,
2021-05-31 15:30:30,23.687810415890795,
2021-05-31 23:59:59,23.083616726405356,c
2021-06-01 00:00:00,13.277895632299593,
2021-06-01 10:00:00,6.979881291118264,
2021-06-01 10:30:00,-23.59097986773231,
2021-06-01 12:00:00,-16.934158047465544,
2021-06-01 13:30:00,-3.1319068959601504,
2021-06-01 15:00:00,-0.7900260660147185,
