date,FCTR_2023_F,meta
2023-02-10 00:00:00,-59.098405178578105,
2023-02-10 10:00:00,-106.86136423539094,
2023-02-10 10:30:00,-97.95366070203013,
2023-02-10 12:00:00,-153.4065611457137,
2023-02-10 13:30:00,-141.07455509093398,
2023-02-10 15:00:00,-151.93328001236458,
2023-02-10 15:30:30,-151.93328001236458,
2023-02-10 23:59:59,-141.05016423459838,w
2023-02-13 00:00:00,-124.27311119884826,
2023-02-13 10:00:00,-119.13783563758642,
2023-02-13 10:30:00,-121.07261634991744,
2023-02-13 12:00:00,-88.57030428719122,
2023-02-13 13:30:00,-71.44338696392947,
2023-02-13 15:00:00,-88.58867871184003,
2023-02-13 15:30:30,-88.58867871184003,
2023-02-13 23:59:59,-81.32120060551802,c
2023-02-14 00:00:00,-95.79548786375923,
2023-02-14 10:00:00,-51.315420595293176,
2023-02-14 10:30:00,-44.28875148500143,
2023-02-14 12:00:00,-38.89885661540674,
2023-02-14 13:30:00,-20.791420442255813,
2023-02-14 15:00:00,-3.5491032322125022,
2023-02-14 15:30:30,-3.5491032322125022,
2023-02-14 23:59:59,21.432122779600448,c
2023-02-15 00:00:00,45.14614044007818,
2023-02-15 10:00:00,54.2165646195689,
2023-02-15 10:30:00,76.55850868209603,
2023-02-15 12:00:00,104.80071079532482,
2023-02-15 13:30:00,120.82913440504599,
2023-02-15 15:00:00,124.46682428990749,
2023-02-15 15:30:30,124.46682428990749,
2023-02-15 23:59:59,138.81127428244696,c
2023-02-16 00:00:00,106.34869879609481,
2023-02-16 10:00:00,126.20137627711546,
2023-02-16 10:30:00,137.59027565205128,
2023-02-16 12:00:00,136.51503613556207,
2023-02-16 13:30:00,118.08339661155983,
2023-02-16 15:00:00,126.91364636022078,
2023-02-16 15:30:30,126.91364636022078,
2023-02-16 23:59:59,95.07324257578532,c
2023-02-17 00:00:00,93.91330578788704,
2023-02-17 10:00:00,32.483476199556236,
2023-02-17 10:30:00,42.258113990196414,
2023-02-17 12:00:00,16.58513088257976,
2023-02-17 13:30:00,3.4952499972151116,
2023-02-17 15:00:00,15.03635870753736,
2023-02-17 15:30:30,15.03635870753736,
2023-02-17 23:59:59,22.679890948913197,w
