date,IBB_HEDGED_2020_Q4,meta
2020-11-20 00:00:00,-145.93227649156972,
2020-11-20 10:00:00,-154.7490131528648,
2020-11-20 10:30:00,-143.18261712422895,
2020-11-20 12:00:00,-129.56386624455172,
2020-11-20 13:30:00,-131.20042820686774,
2020-11-20 15:00:00,-116.92692893070728,
2020-11-20 15:30:30,-116.92692893070728,
2020-11-20 23:59:59,-111.41435096710586,w
2020-11-23 00:00:00,-105.94367487508612,
2020-11-23 10:00:00,-73.89886811311226,
2020-11-23 10:30:00,-71.40245589116364,
2020-11-23 12:00:00,-61.247340818577186,
2020-11-23 13:30:00,-47.97691454984647,
2020-11-23 15:00:00,-73.16119781514931,
2020-11-23 15:30:30,-73.16119781514931,
2020-11-23 23:59:59,-82.57640514007221,c
2020-11-24 00:00:00,-106.29894232633615,
2020-11-24 10:00:00,-106.426039357165,
2020-11-24 10:30:00,-94.49947839310698,
2020-11-24 12:00:00,-54.75231424991125,
2020-11-24 13:30:00,-42.089638861916,
2020-11-24 15:00:00,-59.87911842509811,
2020-11-24 15:30:30,-59.87911842509811,
2020-11-24 23:59:59,-53.85000245255844,c
2020-11-25 00:00:00,-93.45797414259005,
2020-11-25 10:00:00,-53.632452353245526,
2020-11-25 10:30:00,-9.267191183891555,
2020-11-25 12:00:00,19.773408107426235,
2020-11-25 13:30:00,15.31348173963272,
2020-11-25 15:00:00,-17.500650055687515,
2020-11-25 15:30:30,-17.500650055687515,
2020-11-25 23:59:59,-5.7267537697508715,c
2020-11-26 00:00:00,-5.7267537697508715,
2020-11-26 10:00:00,-5.7267537697508715,
2020-11-26 10:30:00,-5.7267537697508715,
2020-11-26 12:00:00,-5.7267537697508715,
2020-11-26 13:30:00,-5.7267537697508715,
2020-11-26 15:00:00,-5.7267537697508715,
2020-11-26 15:30:30,-5.7267537697508715,
2020-11-26 23:59:59,-5.7267537697508715,c
2020-11-27 00:00:00,-11.908376928251187,
2020-11-27 10:00:00,44.73514917780835,
2020-11-27 10:30:00,51.042852006788166,
2020-11-27 12:00:00,66.41997358971798,
2020-11-27 13:30:00,66.41997358971798,
2020-11-27 15:00:00,66.41997358971798,
2020-11-27 15:30:30,66.41997358971798,
2020-11-27 23:59:59,51.00273538709871,w
2020-11-30 00:00:00,22.010819193608427,
2020-11-30 10:00:00,39.67527108596698,
2020-11-30 10:30:00,73.46614636260597,
2020-11-30 12:00:00,108.39200384589117,
2020-11-30 13:30:00,137.48363615627363,
2020-11-30 15:00:00,132.352854777346,
2020-11-30 15:30:30,132.352854777346,s
2020-11-30 23:59:59,151.08708725372344,c
2020-12-01 00:00:00,123.3653754401023,
2020-12-01 10:00:00,172.89965832136318,
2020-12-01 10:30:00,156.6252174881845,
2020-12-01 12:00:00,99.29210159166655,
2020-12-01 13:30:00,87.3371857757902,
2020-12-01 15:00:00,108.99632245313205,
2020-12-01 15:30:30,108.99632245313205,
2020-12-01 23:59:59,101.60972926058503,c
2020-12-02 00:00:00,107.85491876209176,
2020-12-02 10:00:00,118.40175981359721,
2020-12-02 10:30:00,129.15573991796214,
2020-12-02 12:00:00,96.73658825851817,
2020-12-02 13:30:00,94.61050877025014,
2020-12-02 15:00:00,94.73557819176449,
2020-12-02 15:30:30,94.73557819176449,
2020-12-02 23:59:59,100.49864593709117,c
2020-12-03 00:00:00,84.47235559213846,
2020-12-03 10:00:00,85.19098918893496,
2020-12-03 10:30:00,91.90984708181941,
2020-12-03 12:00:00,92.2920155601089,
2020-12-03 13:30:00,80.95494954960645,
2020-12-03 15:00:00,87.86536006313554,
2020-12-03 15:30:30,87.86536006313554,
2020-12-03 23:59:59,67.4809573579239,c
2020-12-04 00:00:00,81.71042829202179,
2020-12-04 10:00:00,69.53159148178156,
2020-12-04 10:30:00,43.17871775509809,
2020-12-04 12:00:00,36.29913230207467,
2020-12-04 13:30:00,33.061306560888966,
2020-12-04 15:00:00,26.23764329096514,
2020-12-04 15:30:30,26.23764329096514,
2020-12-04 23:59:59,42.568041217698806,w
2020-12-07 00:00:00,54.24756051704924,
2020-12-07 10:00:00,136.57014364389352,
2020-12-07 10:30:00,96.47510146450054,
2020-12-07 12:00:00,82.46724781781336,
2020-12-07 13:30:00,84.48457602451231,
2020-12-07 15:00:00,93.18475916468424,
2020-12-07 15:30:30,93.18475916468424,
2020-12-07 23:59:59,86.99568260265437,c
2020-12-08 00:00:00,60.919321391841436,
2020-12-08 10:00:00,84.60145437007145,
2020-12-08 10:30:00,78.05870722938948,
2020-12-08 12:00:00,100.15270430302007,
2020-12-08 13:30:00,135.4090371941361,
2020-12-08 15:00:00,149.44695574113484,
2020-12-08 15:30:30,149.44695574113484,
2020-12-08 23:59:59,153.46707905037601,c
2020-12-09 00:00:00,168.3746329442797,
