date,IBB_HEDGED_2020_Q4,meta
2020-12-09 10:00:00,106.29887454435698,
2020-12-09 10:30:00,90.48738943320541,
2020-12-09 12:00:00,87.79935201549438,
2020-12-09 13:30:00,60.977079439136105,
2020-12-09 15:00:00,71.19083059800732,
2020-12-09 15:30:30,71.19083059800732,
2020-12-09 23:59:59,88.25321684529194,c
2020-12-10 00:00:00,68.47914936179473,
2020-12-10 10:00:00,107.91466168894999,
2020-12-10 10:30:00,86.34704715293242,
2020-12-10 12:00:00,56.75632641099878,
2020-12-10 13:30:00,75.7640527194228,
2020-12-10 15:00:00,97.20157488071959,
2020-12-10 15:30:30,97.20157488071959,
2020-12-10 23:59:59,90.7455966776181,c
2020-12-11 00:00:00,96.57772468452004,
2020-12-11 10:00:00,106.12613509805783,
2020-12-11 10:30:00,87.75372801252115,
2020-12-11 12:00:00,73.87162059078628,
2020-12-11 13:30:00,32.66872590087564,
2020-12-11 15:00:00,-6.116928866178114,
2020-12-11 15:30:30,-6.116928866178114,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,-21.9185546746653,
2020-12-14 10:00:00,-37.46994210127423,
2020-12-14 10:30:00,-62.84771995364713,
2020-12-14 12:00:00,-4.847689526678096,
2020-12-14 13:30:00,-10.497536440849558,
2020-12-14 15:00:00,13.598642014179973,
2020-12-14 15:30:30,13.598642014179973,
2020-12-14 23:59:59,-17.47477160055257,c
2020-12-15 00:00:00,-9.413216523635924,
2020-12-15 10:00:00,-17.743848144869276,
2020-12-15 10:30:00,14.500942152602875,
2020-12-15 12:00:00,16.664511970481954,
2020-12-15 13:30:00,32.07655221465791,
2020-12-15 15:00:00,41.00890210484317,
2020-12-15 15:30:30,41.00890210484317,
2020-12-15 23:59:59,49.79195329250763,c
2020-12-16 00:00:00,64.10466753418632,
2020-12-16 10:00:00,30.761289757455756,
2020-12-16 10:30:00,16.73178721138413,
2020-12-16 12:00:00,47.844046237822226,
2020-12-16 13:30:00,10.744630269094273,
2020-12-16 15:00:00,-0.2641146509157579,
2020-12-16 15:30:30,-0.2641146509157579,
2020-12-16 23:59:59,1.2373980852978548,c
2020-12-17 00:00:00,17.667222550917245,
2020-12-17 10:00:00,26.01630257261877,
2020-12-17 10:30:00,23.181081560938196,
2020-12-17 12:00:00,-21.118471754474058,
2020-12-17 13:30:00,22.175696453919954,
2020-12-17 15:00:00,5.629200909199085,
2020-12-17 15:30:30,5.629200909199085,
2020-12-17 23:59:59,3.776287508567748,c
2020-12-18 00:00:00,13.693751670609458,
2020-12-18 10:00:00,11.195331005551566,
2020-12-18 10:30:00,29.273232652311208,
2020-12-18 12:00:00,-10.8185443698286,
2020-12-18 13:30:00,-1.7343772959425223,
2020-12-18 15:00:00,-49.642424752131205,
2020-12-18 15:30:30,-49.642424752131205,
2020-12-18 23:59:59,-197.05358134358596,e
2020-12-21 00:00:00,-175.06450550959448,
2020-12-21 10:00:00,-223.90184978791888,
2020-12-21 10:30:00,-225.73366991839237,
2020-12-21 12:00:00,-215.45827775152804,
2020-12-21 13:30:00,-213.26392576323076,
2020-12-21 15:00:00,-199.91732263515428,
2020-12-21 15:30:30,-199.91732263515428,
2020-12-21 23:59:59,-155.6796979351857,c
2020-12-22 00:00:00,-148.04431743666214,
2020-12-22 10:00:00,-143.66780444405515,
2020-12-22 10:30:00,-119.44047412678958,
2020-12-22 12:00:00,-104.94350651929074,
2020-12-22 13:30:00,-92.90147143403408,
2020-12-22 15:00:00,-87.32342273358643,
2020-12-22 15:30:30,-87.32342273358643,
2020-12-22 23:59:59,-72.63566679892028,c
2020-12-23 00:00:00,-94.07231484014778,
2020-12-23 10:00:00,-98.27364794910488,
2020-12-23 10:30:00,-80.35556893171906,
2020-12-23 12:00:00,-69.04386178528603,
2020-12-23 13:30:00,-58.78505281438811,
2020-12-23 15:00:00,-23.259591863923788,
2020-12-23 15:30:30,-23.259591863923788,
2020-12-23 23:59:59,-8.516821979533916,c
2020-12-24 00:00:00,-7.053447478512226,
2020-12-24 10:00:00,-7.832222389010667,
2020-12-24 10:30:00,-3.384620919523286,
2020-12-24 12:00:00,-24.226362438335173,
2020-12-24 13:30:00,-24.226362438335173,
2020-12-24 15:00:00,-24.226362438335173,
2020-12-24 15:30:30,-24.226362438335173,
2020-12-24 23:59:59,-55.329037428546485,c
2020-12-25 00:00:00,-55.329037428546485,
2020-12-25 10:00:00,-55.329037428546485,
2020-12-25 10:30:00,-55.329037428546485,
2020-12-25 12:00:00,-55.329037428546485,
2020-12-25 13:30:00,-55.329037428546485,
2020-12-25 15:00:00,-55.329037428546485,
2020-12-25 15:30:30,-55.329037428546485,
2020-12-25 23:59:59,-55.329037428546485,w
2020-12-28 00:00:00,-43.42814630811404,
2020-12-28 10:00:00,-77.35047804857629,
2020-12-28 10:30:00,-62.41094878346837,
2020-12-28 12:00:00,-45.453235634975044,
2020-12-28 13:30:00,-74.57603197436651,
2020-12-28 15:00:00,-79.84471457315306,
2020-12-28 15:30:30,-79.84471457315306,
2020-12-28 23:59:59,-85.0215631635408,c
2020-12-29 00:00:00,-95.515782146388,
2020-12-29 10:00:00,-146.00378678621587,
2020-12-29 10:30:00,-151.41313481262023,
2020-12-29 12:00:00,-118.13326116449014,
2020-12-29 13:30:00,-117.99660819332007,
2020-12-29 15:00:00,-95.42152565246886,
2020-12-29 15:30:30,-95.42152565246886,
2020-12-29 23:59:59,-121.58253327671991,c
2020-12-30 00:00:00,-111.19748521377937,
2020-12-30 10:00:00,-128.96538076604418,
2020-12-30 10:30:00,-158.01258189415898,
2020-12-30 12:00:00,-161.6212287382324,
2020-12-30 13:30:00,-198.35286195710648,
2020-12-30 15:00:00,-177.56183628072256,
2020-12-30 15:30:30,-177.56183628072256,
2020-12-30 23:59:59,-171.1871606367124,c
2020-12-31 00:00:00,-185.19014785276408,
2020-12-31 10:00:00,-228.30928297331047,
2020-12-31 10:30:00,-243.50664280258604,
2020-12-31 12:00:00,-253.97591106595758,
2020-12-31 13:30:00,-263.04635617673364,
2020-12-31 15:00:00,-257.4735545866632,
2020-12-31 15:30:30,-257.4735545866632,
2020-12-31 23:59:59,-246.15635562364844,c
2021-01-01 00:00:00,-246.15635562364844,
2021-01-01 10:00:00,-246.15635562364844,
2021-01-01 10:30:00,-246.15635562364844,
2021-01-01 12:00:00,-246.15635562364844,
2021-01-01 13:30:00,-246.15635562364844,
2021-01-01 15:00:00,-246.15635562364844,
2021-01-01 15:30:30,-246.15635562364844,
2021-01-01 23:59:59,-246.15635562364844,w
