date,FTCS_2022_Q3,meta
2022-06-24 00:00:00,-45.9061721273668,
2022-06-24 10:00:00,-60.26099830748448,
2022-06-24 10:30:00,-60.33245282704063,
2022-06-24 12:00:00,-82.85000056012501,
2022-06-24 13:30:00,-81.48854498474915,
2022-06-24 15:00:00,-87.66372867763371,
2022-06-24 15:30:30,-87.66372867763371,
2022-06-24 23:59:59,-83.03487793197225,w
2022-06-27 00:00:00,-68.40174178505042,
2022-06-27 10:00:00,-76.51713347732793,
2022-06-27 10:30:00,-67.63431380558666,
2022-06-27 12:00:00,-77.95788410007356,
2022-06-27 13:30:00,-73.9106423205381,
2022-06-27 15:00:00,-73.24857655119185,
2022-06-27 15:30:30,-73.24857655119185,
2022-06-27 23:59:59,-72.72467771715476,c
2022-06-28 00:00:00,-72.55430018099628,
2022-06-28 10:00:00,-56.01510271493743,
2022-06-28 10:30:00,-53.58435708857545,
2022-06-28 12:00:00,-58.772419404263644,
2022-06-28 13:30:00,-52.525661173746634,
2022-06-28 15:00:00,-55.02255931499096,
2022-06-28 15:30:30,-55.02255931499096,
2022-06-28 23:59:59,-59.10335816869174,c
2022-06-29 00:00:00,-61.14483102258111,
2022-06-29 10:00:00,-71.7934330992179,
2022-06-29 10:30:00,-63.67229321394176,
2022-06-29 12:00:00,-56.387983125561,
2022-06-29 13:30:00,-48.00786560937589,
2022-06-29 15:00:00,-36.071873196801846,
2022-06-29 15:30:30,-36.071873196801846,
2022-06-29 23:59:59,-35.2924965116129,c
2022-06-30 00:00:00,-32.74529323261193,
2022-06-30 10:00:00,-46.865307446758074,
2022-06-30 10:30:00,-52.7910401059595,
2022-06-30 12:00:00,-34.61503683351014,
2022-06-30 13:30:00,-37.76123166553272,
2022-06-30 15:00:00,-45.93599896479325,
2022-06-30 15:30:30,-45.93599896479325,s
2022-06-30 23:59:59,-43.572451125877166,c
2022-07-01 00:00:00,-43.63740588005363,
2022-07-01 10:00:00,-50.72080059667923,
2022-07-01 10:30:00,-64.2064657661325,
2022-07-01 12:00:00,-66.8780860254202,
2022-07-01 13:30:00,-61.252670349082045,
2022-07-01 15:00:00,-63.70263956191933,
2022-07-01 15:30:30,-63.70263956191933,
2022-07-01 23:59:59,-63.65751237061225,w
2022-07-04 00:00:00,-63.65751237061225,
2022-07-04 10:00:00,-63.65751237061225,
2022-07-04 10:30:00,-63.65751237061225,
2022-07-04 12:00:00,-63.65751237061225,
2022-07-04 13:30:00,-63.65751237061225,
2022-07-04 15:00:00,-63.65751237061225,
2022-07-04 15:30:30,-63.65751237061225,
2022-07-04 23:59:59,-63.65751237061225,c
2022-07-05 00:00:00,-81.96553585945126,
2022-07-05 10:00:00,-90.37095986752239,
2022-07-05 10:30:00,-81.18640956622735,
2022-07-05 12:00:00,-61.25365672937572,
2022-07-05 13:30:00,-47.84338846008774,
2022-07-05 15:00:00,-39.12271508324889,
2022-07-05 15:30:30,-39.12271508324889,
2022-07-05 23:59:59,-40.01609634251603,c
2022-07-06 00:00:00,-37.16578997536859,
2022-07-06 10:00:00,-40.70709787014103,
2022-07-06 10:30:00,-40.53683283868644,
2022-07-06 12:00:00,-26.921450314141325,
2022-07-06 13:30:00,-32.22392190694062,
2022-07-06 15:00:00,-31.149249445642678,
2022-07-06 15:30:30,-31.149249445642678,
2022-07-06 23:59:59,-36.4710722969105,c
2022-07-07 00:00:00,-30.860277590462356,
2022-07-07 10:00:00,-27.84139612540618,
2022-07-07 10:30:00,-35.88108920539238,
2022-07-07 12:00:00,-30.054050452851268,
2022-07-07 13:30:00,-21.73065038050574,
2022-07-07 15:00:00,-15.655545740260395,
2022-07-07 15:30:30,-15.655545740260395,
2022-07-07 23:59:59,-21.92748749900933,c
2022-07-08 00:00:00,-21.125490852706662,
2022-07-08 10:00:00,-28.91910905125672,
2022-07-08 10:30:00,-16.719082775298236,
2022-07-08 12:00:00,-9.945137895885484,
2022-07-08 13:30:00,-4.741837673976272,
2022-07-08 15:00:00,-2.8867739978603724,
2022-07-08 15:30:30,-2.8867739978603724,
2022-07-08 23:59:59,0.0,a
2022-07-11 00:00:00,-8.067591018163231,
2022-07-11 10:00:00,7.109127090128704,
2022-07-11 10:30:00,-6.093848538677225,
2022-07-11 12:00:00,-12.610169077331015,
2022-07-11 13:30:00,-22.7513540581423,
2022-07-11 15:00:00,-21.35345718530274,
2022-07-11 15:30:30,-21.35345718530274,
2022-07-11 23:59:59,-20.091107324388556,c
2022-07-12 00:00:00,-14.353887500058898,
2022-07-12 10:00:00,9.291241481267207,
2022-07-12 10:30:00,-0.2946642855662174,
2022-07-12 12:00:00,-2.3892792363975137,
2022-07-12 13:30:00,-2.4185603312984267,
2022-07-12 15:00:00,-8.631243151242023,
2022-07-12 15:30:30,-8.631243151242023,
2022-07-12 23:59:59,-2.1714056809631432,c
2022-07-13 00:00:00,-14.227400054785127,
2022-07-13 10:00:00,-3.4836263121315887,
2022-07-13 10:30:00,-5.36430751899271,
2022-07-13 12:00:00,2.8460723855689767,
2022-07-13 13:30:00,-1.3023691583155643,
2022-07-13 15:00:00,-3.152449545271186,
2022-07-13 15:30:30,-3.152449545271186,
2022-07-13 23:59:59,-9.03417636120969,c
2022-07-14 00:00:00,-15.398846347351851,
2022-07-14 10:00:00,14.641043652089573,
2022-07-14 10:30:00,9.417530008689168,
2022-07-14 12:00:00,16.602300283756637,
2022-07-14 13:30:00,32.55090911753145,
2022-07-14 15:00:00,17.944390568970352,
2022-07-14 15:30:30,17.944390568970352,
2022-07-14 23:59:59,25.164626870509327,c
2022-07-15 00:00:00,43.15043896126405,
2022-07-15 10:00:00,43.73711148348775,
2022-07-15 10:30:00,41.48095098999159,
2022-07-15 12:00:00,36.662672976149025,
2022-07-15 13:30:00,18.86530874503341,
2022-07-15 15:00:00,15.52970538766988,
2022-07-15 15:30:30,15.52970538766988,
2022-07-15 23:59:59,16.875845223612277,e
2022-07-18 00:00:00,11.58369862191094,
2022-07-18 10:00:00,22.564198411914386,
2022-07-18 10:30:00,11.894060573810892,
2022-07-18 12:00:00,17.565688822229703,
2022-07-18 13:30:00,25.925557430234182,
2022-07-18 15:00:00,13.681469059362678,
2022-07-18 15:30:30,13.681469059362678,
2022-07-18 23:59:59,17.716592726865876,c
2022-07-19 00:00:00,10.219645427067029,
2022-07-19 10:00:00,20.45325222761378,
2022-07-19 10:30:00,32.37822233939005,
2022-07-19 12:00:00,34.70997553515314,
2022-07-19 13:30:00,42.00460935083281,
2022-07-19 15:00:00,45.629176249181484,
2022-07-19 15:30:30,45.629176249181484,
2022-07-19 23:59:59,40.9162511459249,c
2022-07-20 00:00:00,41.94986504419153,
2022-07-20 10:00:00,32.47378258322179,
2022-07-20 10:30:00,50.71608512453003,
2022-07-20 12:00:00,57.955200497198156,
2022-07-20 13:30:00,59.32106627597383,
2022-07-20 15:00:00,50.93168685644408,
2022-07-20 15:30:30,50.93168685644408,
2022-07-20 23:59:59,50.715307993560394,c
2022-07-21 00:00:00,63.893660213607745,
2022-07-21 10:00:00,89.5552343938659,
2022-07-21 10:30:00,89.0800052187212,
2022-07-21 12:00:00,100.46181949053275,
2022-07-21 13:30:00,98.78796873501135,
2022-07-21 15:00:00,97.33041218070842,
2022-07-21 15:30:30,97.33041218070842,
2022-07-21 23:59:59,102.98512946464658,c
2022-07-22 00:00:00,107.5331222299948,
2022-07-22 10:00:00,91.6241240717544,
2022-07-22 10:30:00,102.3310701639364,
2022-07-22 12:00:00,95.85242229426854,
2022-07-22 13:30:00,98.89451603963317,
2022-07-22 15:00:00,106.92629696882696,
2022-07-22 15:30:30,106.92629696882696,
2022-07-22 23:59:59,106.30756083852529,w
2022-07-25 00:00:00,95.74268479296644,
2022-07-25 10:00:00,96.6561144160544,
2022-07-25 10:30:00,97.32392022952206,
2022-07-25 12:00:00,95.55759587380729,
2022-07-25 13:30:00,97.24792272901543,
2022-07-25 15:00:00,90.24462931782412,
2022-07-25 15:30:30,90.24462931782412,
2022-07-25 23:59:59,95.14202245762904,c
2022-07-26 00:00:00,79.99654022279992,
2022-07-26 10:00:00,73.9786320628847,
2022-07-26 10:30:00,77.64470973427854,
2022-07-26 12:00:00,80.80245215697146,
2022-07-26 13:30:00,67.56819306382768,
2022-07-26 15:00:00,67.90623472435931,
2022-07-26 15:30:30,67.90623472435931,
2022-07-26 23:59:59,70.93915681977288,c
2022-07-27 00:00:00,46.73518868477094,
2022-07-27 10:00:00,49.63778836706291,
2022-07-27 10:30:00,44.29871581476348,
2022-07-27 12:00:00,41.41954049740048,
2022-07-27 13:30:00,45.2857447019532,
2022-07-27 15:00:00,52.99720467316842,
2022-07-27 15:30:30,52.99720467316842,
2022-07-27 23:59:59,41.54106798963756,c
2022-07-28 00:00:00,39.954204839215926,
2022-07-28 10:00:00,53.02127863856079,
2022-07-28 10:30:00,64.85939310304569,
2022-07-28 12:00:00,76.85793271588179,
2022-07-28 13:30:00,79.37514496769836,
2022-07-28 15:00:00,72.97153317414165,
2022-07-28 15:30:30,72.97153317414165,
2022-07-28 23:59:59,87.78988539635309,c
2022-07-29 00:00:00,78.26870326601086,
2022-07-29 10:00:00,94.10239487197894,
2022-07-29 10:30:00,99.25834184077414,
2022-07-29 12:00:00,85.3643635651437,
2022-07-29 13:30:00,97.54305449371795,
2022-07-29 15:00:00,97.02870897897502,
2022-07-29 15:30:30,97.02870897897502,
2022-07-29 23:59:59,110.45759872377408,w
