date,PCEF_2022_Q4,meta
2022-12-06 00:00:00,-187.36026795806174,
2022-12-06 10:00:00,-196.338120324069,
2022-12-06 10:30:00,-199.625238164743,
2022-12-06 12:00:00,-203.03933791628674,
2022-12-06 13:30:00,-177.5345249486004,
2022-12-06 15:00:00,-182.26539884440308,
2022-12-06 15:30:30,-182.26539884440308,
2022-12-06 23:59:59,-188.22842717198955,c
2022-12-07 00:00:00,-188.22842717198955,
2022-12-07 10:00:00,-192.45195204341508,
2022-12-07 10:30:00,-191.3130513105009,
2022-12-07 12:00:00,-205.9818565014457,
2022-12-07 13:30:00,-197.55985975823546,
2022-12-07 15:00:00,-188.0348307973993,
2022-12-07 15:30:30,-188.0348307973993,
2022-12-07 23:59:59,-182.27486910454127,c
2022-12-08 00:00:00,-182.27486910454127,
2022-12-08 10:00:00,-187.5754964896937,
2022-12-08 10:30:00,-186.00630914934504,
2022-12-08 12:00:00,-181.28171942357403,
2022-12-08 13:30:00,-181.36728121574788,
2022-12-08 15:00:00,-181.6995656409581,
2022-12-08 15:30:30,-181.6995656409581,
2022-12-08 23:59:59,-184.95732426139057,c
2022-12-09 00:00:00,-184.95732426139057,
2022-12-09 10:00:00,-176.1752650639428,
2022-12-09 10:30:00,-168.4459043516756,
2022-12-09 12:00:00,-168.26959546802186,
2022-12-09 13:30:00,-168.12439298888216,
2022-12-09 15:00:00,-138.15876444950163,
2022-12-09 15:30:30,-138.15876444950163,s
2022-12-09 23:59:59,-138.21372984776394,w
2022-12-12 00:00:00,-138.21372984776394,
2022-12-12 10:00:00,-135.0830195144547,
2022-12-12 10:30:00,-138.2985702572771,
2022-12-12 12:00:00,-139.95937312334877,
2022-12-12 13:30:00,-148.63879158423651,
2022-12-12 15:00:00,-140.27095036794435,
2022-12-12 15:30:30,-140.27095036794435,
2022-12-12 23:59:59,-153.3469163686459,c
2022-12-13 00:00:00,-153.3469163686459,
2022-12-13 10:00:00,-132.13350793328482,
2022-12-13 10:30:00,-128.8766711797341,
2022-12-13 12:00:00,-116.7688289961859,
2022-12-13 13:30:00,-114.78677289254665,
2022-12-13 15:00:00,-116.03219511860698,
2022-12-13 15:30:30,-116.03219511860698,
2022-12-13 23:59:59,-109.40627891892359,c
2022-12-14 00:00:00,-109.40627891892359,
2022-12-14 10:00:00,-104.75923413358396,
2022-12-14 10:30:00,-107.75591196139203,
2022-12-14 12:00:00,-101.45970783615007,
2022-12-14 13:30:00,-101.42148863593047,
2022-12-14 15:00:00,-84.90906621540739,
2022-12-14 15:30:30,-84.90906621540739,
2022-12-14 23:59:59,-81.19944953968889,c
2022-12-15 00:00:00,-81.19944953968889,
2022-12-15 10:00:00,-88.56993006589983,
2022-12-15 10:30:00,-79.5325671710807,
2022-12-15 12:00:00,-47.79290558491243,
2022-12-15 13:30:00,-50.420784583717705,
2022-12-15 15:00:00,-76.8232425331505,
2022-12-15 15:30:30,-76.8232425331505,
2022-12-15 23:59:59,-77.09268732881105,c
2022-12-16 00:00:00,-77.09268732881105,
2022-12-16 10:00:00,-69.24015656850065,
2022-12-16 10:30:00,-59.199522287708305,
2022-12-16 12:00:00,-49.505232222613586,
2022-12-16 13:30:00,-46.83091724847645,
2022-12-16 15:00:00,-47.378491194005846,
2022-12-16 15:30:30,-47.378491194005846,q
2022-12-16 23:59:59,-46.56915360014659,w
2022-12-19 00:00:00,-46.56915360014659,
2022-12-19 10:00:00,-32.65590173471833,
2022-12-19 10:30:00,-35.734979143218425,
2022-12-19 12:00:00,-35.19141846039793,
2022-12-19 13:30:00,-26.17057834771026,
2022-12-19 15:00:00,-14.414891353933626,
2022-12-19 15:30:30,-14.414891353933626,
2022-12-19 23:59:59,-16.369534313858367,c
2022-12-20 00:00:00,-16.369534313858367,
2022-12-20 10:00:00,-14.015502312252238,
2022-12-20 10:30:00,-11.258740421124912,
2022-12-20 12:00:00,-5.152605490982296,
2022-12-20 13:30:00,1.180188701782754,
