date,AS_TWDP_2022_Q4,meta
2022-11-11 00:00:00,-101.86736095111078,
2022-11-11 01:00:00,-101.86736095111078,
2022-11-11 02:30:00,-101.86736095111078,
2022-11-11 03:00:00,-101.86736095111078,
2022-11-11 18:30:00,-101.86736095111078,
2022-11-11 20:00:00,-101.86736095111078,
2022-11-11 23:00:00,-101.86736095111078,
2022-11-11 23:59:59,-104.71589740825762,w
2022-11-14 00:00:00,-132.47944318932832,
2022-11-14 01:00:00,-132.47944318932832,
2022-11-14 02:30:00,-132.47944318932832,
2022-11-14 03:00:00,-132.47944318932832,
2022-11-14 18:30:00,-132.47944318932832,
2022-11-14 20:00:00,-132.47944318932832,
2022-11-14 23:00:00,-144.03008287038557,
2022-11-14 23:59:59,-138.78974414345626,c
2022-11-15 00:00:00,-135.423115424216,
2022-11-15 01:00:00,-135.423115424216,
2022-11-15 02:30:00,-135.423115424216,
2022-11-15 03:00:00,-135.423115424216,
2022-11-15 18:30:00,-135.423115424216,
2022-11-15 20:00:00,-135.423115424216,
2022-11-15 23:00:00,-141.07746134115433,
2022-11-15 23:59:59,-142.9681902851513,c
2022-11-16 00:00:00,-138.17919041308443,
2022-11-16 01:00:00,-138.17919041308443,
2022-11-16 02:30:00,-138.17919041308443,
2022-11-16 03:00:00,-138.17919041308443,
2022-11-16 18:30:00,-138.17919041308443,
2022-11-16 20:00:00,-138.17919041308443,
2022-11-16 23:00:00,-120.13732394554918,
2022-11-16 23:59:59,-130.42273366863847,c
2022-11-17 00:00:00,-138.87421507347008,
2022-11-17 01:00:00,-138.87421507347008,
2022-11-17 02:30:00,-138.87421507347008,
2022-11-17 03:00:00,-138.87421507347008,
2022-11-17 18:30:00,-138.87421507347008,
2022-11-17 20:00:00,-138.87421507347008,
2022-11-17 23:00:00,-139.31138827010787,
2022-11-17 23:59:59,-140.41284079370735,c
2022-11-18 00:00:00,-137.68567290871235,
2022-11-18 01:00:00,-137.68567290871235,
2022-11-18 02:30:00,-137.68567290871235,
2022-11-18 03:00:00,-137.68567290871235,
2022-11-18 18:30:00,-137.68567290871235,
2022-11-18 20:00:00,-137.68567290871235,
2022-11-18 23:00:00,-137.68567290871235,
2022-11-18 23:59:59,-140.91576512443277,w
2022-11-21 00:00:00,-111.70001167780023,
2022-11-21 01:00:00,-111.70001167780023,
2022-11-21 02:30:00,-111.70001167780023,
2022-11-21 03:00:00,-111.70001167780023,
2022-11-21 18:30:00,-111.70001167780023,
2022-11-21 20:00:00,-111.70001167780023,
2022-11-21 23:00:00,-71.95919525776475,
2022-11-21 23:59:59,-62.7606139387624,c
2022-11-22 00:00:00,-52.02943005416688,
2022-11-22 01:00:00,-52.02943005416688,
2022-11-22 02:30:00,-52.02943005416688,
2022-11-22 03:00:00,-52.02943005416688,
2022-11-22 18:30:00,-52.02943005416688,
2022-11-22 20:00:00,-52.02943005416688,
