date,AS_GDXJ_2022_Q2,meta
2022-05-20 00:00:00,-670.7657204609068,
2022-05-20 01:00:00,-649.7632232596279,
2022-05-20 02:30:00,-649.7632232596279,
2022-05-20 03:00:00,-649.7632232596279,
2022-05-20 18:30:00,-649.7632232596279,
2022-05-20 20:00:00,-649.7632232596279,
2022-05-20 23:00:00,-649.7632232596279,
2022-05-20 23:59:59,-694.2657694871732,w
2022-05-23 00:00:00,-743.9243052284789,
2022-05-23 01:00:00,-757.2196022158942,
2022-05-23 02:30:00,-757.2196022158942,
2022-05-23 03:00:00,-757.2196022158942,
2022-05-23 18:30:00,-757.2196022158942,
2022-05-23 20:00:00,-757.2196022158942,
2022-05-23 23:00:00,-680.3241046394062,
2022-05-23 23:59:59,-620.3293039851994,c
2022-05-24 00:00:00,-665.8474182985317,
2022-05-24 01:00:00,-637.9507253226202,
2022-05-24 02:30:00,-637.9507253226202,
2022-05-24 03:00:00,-637.9507253226202,
2022-05-24 18:30:00,-637.9507253226202,
2022-05-24 20:00:00,-637.9507253226202,
2022-05-24 23:00:00,-510.7456759576328,
2022-05-24 23:59:59,-525.5675322914371,c
2022-05-25 00:00:00,-576.5652055405822,
2022-05-25 01:00:00,-593.8452881097628,
2022-05-25 02:30:00,-593.8452881097628,
2022-05-25 03:00:00,-593.8452881097628,
2022-05-25 18:30:00,-593.8452881097628,
2022-05-25 20:00:00,-593.8452881097628,
2022-05-25 23:00:00,-542.8409775857374,
2022-05-25 23:59:59,-528.5911747136122,c
2022-05-26 00:00:00,-528.4973736965055,
2022-05-26 01:00:00,-550.8403018952738,
2022-05-26 02:30:00,-550.8403018952738,
2022-05-26 03:00:00,-550.8403018952738,
2022-05-26 18:30:00,-550.8403018952738,
2022-05-26 20:00:00,-550.8403018952738,
2022-05-26 23:00:00,-550.7666928880151,
2022-05-26 23:59:59,-517.5066510583351,c
2022-05-27 00:00:00,-512.2051967745745,
2022-05-27 01:00:00,-467.12260468091677,
2022-05-27 02:30:00,-467.12260468091677,
2022-05-27 03:00:00,-467.12260468091677,
2022-05-27 18:30:00,-467.12260468091677,
2022-05-27 20:00:00,-467.12260468091677,
2022-05-27 23:00:00,-467.12260468091677,
2022-05-27 23:59:59,-380.3700607729486,w
2022-05-30 00:00:00,-430.1158516707633,
2022-05-30 01:00:00,-404.76941546571607,
2022-05-30 02:30:00,-404.76941546571607,
2022-05-30 03:00:00,-404.76941546571607,
2022-05-30 18:30:00,-404.76941546571607,
2022-05-30 20:00:00,-404.76941546571607,
2022-05-30 23:00:00,-210.21951757850013,
2022-05-30 23:59:59,-152.5899120643178,c
2022-05-31 00:00:00,-197.5328559631289,
2022-05-31 01:00:00,-205.77534278468772,
2022-05-31 02:30:00,-205.77534278468772,
2022-05-31 03:00:00,-205.77534278468772,
2022-05-31 18:30:00,-205.77534278468772,
2022-05-31 20:00:00,-205.77534278468772,
2022-05-31 23:00:00,-141.21617654130057,
2022-05-31 23:59:59,-125.61616451264138,c
2022-06-01 00:00:00,-124.0246315099289,
2022-06-01 01:00:00,-108.88405814350631,
2022-06-01 02:30:00,-108.88405814350631,
2022-06-01 03:00:00,-108.88405814350631,
2022-06-01 18:30:00,-108.88405814350631,
2022-06-01 20:00:00,-108.88405814350631,
2022-06-01 23:00:00,-91.32575933534713,
2022-06-01 23:59:59,-57.077831865189296,c
2022-06-02 00:00:00,-82.90434020126554,
2022-06-02 01:00:00,-85.42592881510359,
2022-06-02 02:30:00,-85.42592881510359,
2022-06-02 03:00:00,-85.42592881510359,
2022-06-02 18:30:00,-85.42592881510359,
2022-06-02 20:00:00,-85.42592881510359,
2022-06-02 23:00:00,-85.42592881510359,
2022-06-02 23:59:59,-59.509286082788435,c
2022-06-03 00:00:00,-59.509286082788435,
2022-06-03 01:00:00,-59.509286082788435,
2022-06-03 02:30:00,-59.509286082788435,
2022-06-03 03:00:00,-59.509286082788435,
2022-06-03 18:30:00,-59.509286082788435,
2022-06-03 20:00:00,-59.509286082788435,
2022-06-03 23:00:00,-59.509286082788435,
2022-06-03 23:59:59,-59.509286082788435,w
2022-06-06 00:00:00,24.404715384688075,
2022-06-06 01:00:00,-30.291018931752774,
2022-06-06 02:30:00,-30.291018931752774,
2022-06-06 03:00:00,-30.291018931752774,
2022-06-06 18:30:00,-30.291018931752774,
2022-06-06 20:00:00,-30.291018931752774,
2022-06-06 23:00:00,18.045570225140864,
2022-06-06 23:59:59,22.605379133582574,c
2022-06-07 00:00:00,18.86062142107039,
2022-06-07 01:00:00,29.393506189843606,
2022-06-07 02:30:00,29.393506189843606,
2022-06-07 03:00:00,29.393506189843606,
2022-06-07 18:30:00,29.393506189843606,
2022-06-07 20:00:00,29.393506189843606,
2022-06-07 23:00:00,-37.883501802254045,
2022-06-07 23:59:59,-33.25232791121505,c
2022-06-08 00:00:00,-51.92850239709708,
2022-06-08 01:00:00,-9.395955221526265,
2022-06-08 02:30:00,-9.395955221526265,
2022-06-08 03:00:00,-9.395955221526265,
2022-06-08 18:30:00,-9.395955221526265,
2022-06-08 20:00:00,-9.395955221526265,
2022-06-08 23:00:00,-9.652899339469059,
2022-06-08 23:59:59,4.142389700229501,c
2022-06-09 00:00:00,10.437953400737683,
2022-06-09 01:00:00,33.007318213522126,
2022-06-09 02:30:00,33.007318213522126,
2022-06-09 03:00:00,33.007318213522126,
2022-06-09 18:30:00,33.007318213522126,
2022-06-09 20:00:00,33.007318213522126,
2022-06-09 23:00:00,-9.620747437683235,
2022-06-09 23:59:59,-26.338197470957425,c
2022-06-10 00:00:00,-27.632525571597853,
2022-06-10 01:00:00,-27.55480081879955,
2022-06-10 02:30:00,-27.55480081879955,
2022-06-10 03:00:00,-27.55480081879955,
2022-06-10 18:30:00,-27.55480081879955,
2022-06-10 20:00:00,-27.55480081879955,
2022-06-10 23:00:00,-27.55480081879955,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,0.0,
2022-06-13 01:00:00,0.0,
2022-06-13 02:30:00,0.0,
2022-06-13 03:00:00,0.0,
2022-06-13 18:30:00,0.0,
2022-06-13 20:00:00,0.0,
2022-06-13 23:00:00,44.4091745250405,
2022-06-13 23:59:59,44.4091745250405,c
2022-06-14 00:00:00,44.92589003396415,
2022-06-14 01:00:00,24.13326447051179,
2022-06-14 02:30:00,24.13326447051179,
2022-06-14 03:00:00,24.13326447051179,
2022-06-14 18:30:00,24.13326447051179,
2022-06-14 20:00:00,24.13326447051179,
2022-06-14 23:00:00,-50.36866971147958,
2022-06-14 23:59:59,-6.191452380891064,c
2022-06-15 00:00:00,4.16889750092264,
2022-06-15 01:00:00,-13.241925023092676,
2022-06-15 02:30:00,-13.241925023092676,
2022-06-15 03:00:00,-13.241925023092676,
2022-06-15 18:30:00,-13.241925023092676,
2022-06-15 20:00:00,-13.241925023092676,
2022-06-15 23:00:00,-38.75691997183185,
2022-06-15 23:59:59,-35.398284703540185,c
2022-06-16 00:00:00,-41.85858657675578,
2022-06-16 01:00:00,-76.81952617780053,
2022-06-16 02:30:00,-76.81952617780053,
2022-06-16 03:00:00,-76.81952617780053,
2022-06-16 18:30:00,-76.81952617780053,
2022-06-16 20:00:00,-76.81952617780053,
2022-06-16 23:00:00,-299.66045151630715,
2022-06-16 23:59:59,-314.95447533051083,c
2022-06-17 00:00:00,-328.5761793296974,
2022-06-17 01:00:00,-362.6813176942876,
2022-06-17 02:30:00,-362.6813176942876,
2022-06-17 03:00:00,-362.6813176942876,
2022-06-17 18:30:00,-362.6813176942876,
2022-06-17 20:00:00,-362.6813176942876,
2022-06-17 23:00:00,-362.6813176942876,
2022-06-17 23:59:59,-268.26569741738626,e
2022-06-20 00:00:00,-282.0887489132044,
2022-06-20 01:00:00,-192.0930125657735,
2022-06-20 02:30:00,-192.0930125657735,
2022-06-20 03:00:00,-192.0930125657735,
2022-06-20 18:30:00,-192.0930125657735,
2022-06-20 20:00:00,-192.0930125657735,
2022-06-20 23:00:00,-100.32882827891171,
2022-06-20 23:59:59,-86.1777919991332,c
2022-06-21 00:00:00,-112.60684134185419,
2022-06-21 01:00:00,-139.95549956235982,
2022-06-21 02:30:00,-139.95549956235982,
2022-06-21 03:00:00,-139.95549956235982,
2022-06-21 18:30:00,-139.95549956235982,
2022-06-21 20:00:00,-139.95549956235982,
2022-06-21 23:00:00,106.3189936569222,
2022-06-21 23:59:59,111.30187973390184,c
2022-06-22 00:00:00,98.72951837909909,
2022-06-22 01:00:00,88.32796173484053,
2022-06-22 02:30:00,88.32796173484053,
2022-06-22 03:00:00,88.32796173484053,
2022-06-22 18:30:00,88.32796173484053,
2022-06-22 20:00:00,88.32796173484053,
2022-06-22 23:00:00,232.6188756072347,
2022-06-22 23:59:59,243.38509468531402,c
2022-06-23 00:00:00,249.13194084063764,
2022-06-23 01:00:00,226.16763969163458,
2022-06-23 02:30:00,226.16763969163458,
2022-06-23 03:00:00,226.16763969163458,
2022-06-23 18:30:00,226.16763969163458,
2022-06-23 20:00:00,226.16763969163458,
2022-06-23 23:00:00,215.8572801545754,
2022-06-23 23:59:59,171.90728676515766,c
2022-06-24 00:00:00,197.76740880499415,
2022-06-24 01:00:00,213.36061965537738,
2022-06-24 02:30:00,213.36061965537738,
2022-06-24 03:00:00,213.36061965537738,
2022-06-24 18:30:00,213.36061965537738,
2022-06-24 20:00:00,213.36061965537738,
2022-06-24 23:00:00,213.36061965537738,
2022-06-24 23:59:59,207.15529247742643,w
2022-06-27 00:00:00,507.33734948968583,
2022-06-27 01:00:00,503.349652556569,
2022-06-27 02:30:00,503.349652556569,
2022-06-27 03:00:00,503.349652556569,
2022-06-27 18:30:00,503.349652556569,
2022-06-27 20:00:00,503.349652556569,
2022-06-27 23:00:00,524.0416461444894,
2022-06-27 23:59:59,547.9103826903005,c
2022-06-28 00:00:00,591.3154808262439,
2022-06-28 01:00:00,626.833687877831,
2022-06-28 02:30:00,626.833687877831,
2022-06-28 03:00:00,626.833687877831,
2022-06-28 18:30:00,626.833687877831,
2022-06-28 20:00:00,626.833687877831,
2022-06-28 23:00:00,489.43779866465474,
2022-06-28 23:59:59,466.8710068853719,c
2022-06-29 00:00:00,504.31665743840927,
2022-06-29 01:00:00,528.5239674627983,
2022-06-29 02:30:00,528.5239674627983,
2022-06-29 03:00:00,528.5239674627983,
2022-06-29 18:30:00,528.5239674627983,
2022-06-29 20:00:00,528.5239674627983,
2022-06-29 23:00:00,566.3598125911087,
2022-06-29 23:59:59,586.9403807203506,c
2022-06-30 00:00:00,559.0328180141873,
2022-06-30 01:00:00,582.1492758379992,
2022-06-30 02:30:00,582.1492758379992,
2022-06-30 03:00:00,582.1492758379992,
2022-06-30 18:30:00,582.1492758379992,
2022-06-30 20:00:00,582.1492758379992,
2022-06-30 23:00:00,655.7976525503421,
2022-06-30 23:59:59,662.1118580174066,c
2022-07-01 00:00:00,599.983844697364,
2022-07-01 01:00:00,635.0669075080469,
2022-07-01 02:30:00,635.0669075080469,
2022-07-01 03:00:00,635.0669075080469,
2022-07-01 18:30:00,635.0669075080469,
2022-07-01 20:00:00,635.0669075080469,
2022-07-01 23:00:00,635.0669075080469,
2022-07-01 23:59:59,669.949270155032,w
