date,PAR2_STAY_20220419,meta
2022-04-01 00:00:00,-393.4324460633499,
2022-04-01 10:00:00,-420.51485635129944,
2022-04-01 10:30:00,-405.4513945447442,
2022-04-01 12:00:00,-402.4744274639939,
2022-04-01 13:30:00,-401.3205228611913,
2022-04-01 15:00:00,-400.115473696752,
2022-04-01 15:30:30,-400.115473696752,
2022-04-01 23:59:59,-391.3620640260144,w
2022-04-04 00:00:00,-394.6542187856419,
2022-04-04 10:00:00,-400.85391852325677,
2022-04-04 10:30:00,-407.893399320654,
2022-04-04 12:00:00,-408.76229571899444,
2022-04-04 13:30:00,-393.853936837976,
2022-04-04 15:00:00,-389.9429037751246,
2022-04-04 15:30:30,-389.9429037751246,
2022-04-04 23:59:59,-388.77561963682365,c
2022-04-05 00:00:00,-366.70968116811446,
2022-04-05 10:00:00,-372.8152968830425,
2022-04-05 10:30:00,-372.00999601267137,
2022-04-05 12:00:00,-363.95164677449134,
2022-04-05 13:30:00,-360.3410835924484,
2022-04-05 15:00:00,-357.205254627396,
2022-04-05 15:30:30,-357.205254627396,
2022-04-05 23:59:59,-359.55596941452995,c
2022-04-06 00:00:00,-358.652157933442,
2022-04-06 10:00:00,-359.4298801589419,
2022-04-06 10:30:00,-360.40326898165085,
2022-04-06 12:00:00,-365.2115568922384,
2022-04-06 13:30:00,-364.535921935857,
2022-04-06 15:00:00,-372.28761607046295,
2022-04-06 15:30:30,-372.28761607046295,
2022-04-06 23:59:59,-353.44300723744675,c
2022-04-07 00:00:00,-349.5104562340865,
2022-04-07 10:00:00,-359.8092007644109,
2022-04-07 10:30:00,-358.18352076072176,
2022-04-07 12:00:00,-364.92451493096223,
2022-04-07 13:30:00,-369.32651536978665,
2022-04-07 15:00:00,-370.9036205825524,
2022-04-07 15:30:30,-370.9036205825524,
2022-04-07 23:59:59,-373.1473382528693,c
2022-04-08 00:00:00,-375.07927132632113,
2022-04-08 10:00:00,-364.910013820289,
2022-04-08 10:30:00,-374.55963833028125,
2022-04-08 12:00:00,-360.73770892443736,
2022-04-08 13:30:00,-353.56813959983793,
2022-04-08 15:00:00,-350.09231150004837,
2022-04-08 15:30:30,-350.09231150004837,
2022-04-08 23:59:59,-345.75356341764524,w
2022-04-11 00:00:00,-334.8596335880776,
2022-04-11 10:00:00,-343.69299823268176,
2022-04-11 10:30:00,-342.3908017605204,
2022-04-11 12:00:00,-345.9148642135266,
2022-04-11 13:30:00,-350.44413151559735,
2022-04-11 15:00:00,-350.7111539925072,
2022-04-11 15:30:30,-350.7111539925072,
2022-04-11 23:59:59,-347.9634292654587,c
2022-04-12 00:00:00,-346.4659733305875,
2022-04-12 10:00:00,-354.48157979281814,
2022-04-12 10:30:00,-346.1866898281943,
2022-04-12 12:00:00,-333.5517371321666,
2022-04-12 13:30:00,-329.7762506257078,
2022-04-12 15:00:00,-324.07633947238133,
2022-04-12 15:30:30,-324.07633947238133,
2022-04-12 23:59:59,-323.6047303201157,c
2022-04-13 00:00:00,-310.11516892074906,
2022-04-13 10:00:00,-319.3753202305277,
2022-04-13 10:30:00,-320.3038992051752,
2022-04-13 12:00:00,-323.5634531178574,
2022-04-13 13:30:00,-318.37991839445834,
2022-04-13 15:00:00,-312.8319893773961,
2022-04-13 15:30:30,-312.8319893773961,
2022-04-13 23:59:59,-317.57498947751117,c
2022-04-14 00:00:00,-309.50747051591287,
2022-04-14 10:00:00,-301.5747259122214,
2022-04-14 10:30:00,-291.4935049949971,
2022-04-14 12:00:00,-285.0345638619575,
2022-04-14 13:30:00,-290.089221438203,
2022-04-14 15:00:00,-283.69297731005327,
2022-04-14 15:30:30,-283.69297731005327,
2022-04-14 23:59:59,-283.578219803564,c
2022-04-15 00:00:00,-283.578219803564,
2022-04-15 10:00:00,-283.578219803564,
2022-04-15 10:30:00,-283.578219803564,
2022-04-15 12:00:00,-283.578219803564,
2022-04-15 13:30:00,-283.578219803564,
2022-04-15 15:00:00,-283.578219803564,
2022-04-15 15:30:30,-283.578219803564,
2022-04-15 23:59:59,-283.578219803564,w
2022-04-18 00:00:00,-288.9020264155967,
2022-04-18 10:00:00,-270.9053999835267,
2022-04-18 10:30:00,-269.2906627296667,
2022-04-18 12:00:00,-273.5248729286335,
2022-04-18 13:30:00,-268.78461943662614,
2022-04-18 15:00:00,-269.341849709246,
2022-04-18 15:30:30,-269.341849709246,
2022-04-18 23:59:59,-268.7014729494358,c
2022-04-19 00:00:00,-280.2358260468967,
2022-04-19 10:00:00,-269.63904986642564,
2022-04-19 10:30:00,-268.9737367569963,
2022-04-19 12:00:00,-282.38984102264874,
2022-04-19 13:30:00,-267.55354631641023,
2022-04-19 15:00:00,-267.0117557114482,
2022-04-19 15:30:30,-267.0117557114482,
2022-04-19 23:59:59,-270.0570855129226,c
2022-04-20 00:00:00,-256.4213992654899,
2022-04-20 10:00:00,-248.98886578650004,
2022-04-20 10:30:00,-243.60450271797305,
2022-04-20 12:00:00,-238.32551816231611,
2022-04-20 13:30:00,-235.2219676279446,
2022-04-20 15:00:00,-230.8807374203006,
2022-04-20 15:30:30,-230.8807374203006,
2022-04-20 23:59:59,-232.67515450726924,c
2022-04-21 00:00:00,-231.79967668613853,
2022-04-21 10:00:00,-224.13849944103498,
2022-04-21 10:30:00,-207.21898251685386,
2022-04-21 12:00:00,-222.4057372813358,
2022-04-21 13:30:00,-225.49574266689982,
2022-04-21 15:00:00,-222.96231802899624,
2022-04-21 15:30:30,-222.96231802899624,
2022-04-21 23:59:59,-225.8833229390236,c
2022-04-22 00:00:00,-234.58800912876686,
2022-04-22 10:00:00,-238.99337054798477,
2022-04-22 10:30:00,-240.29459386390104,
2022-04-22 12:00:00,-232.50072270187263,
2022-04-22 13:30:00,-232.1141460315242,
2022-04-22 15:00:00,-236.04093079614697,
2022-04-22 15:30:30,-236.04093079614697,
2022-04-22 23:59:59,-239.944795066126,w
2022-04-25 00:00:00,-248.76900042286633,
2022-04-25 10:00:00,-244.4532573259449,
2022-04-25 10:30:00,-248.1896226602275,
2022-04-25 12:00:00,-242.24656498415663,
2022-04-25 13:30:00,-245.17431932301028,
2022-04-25 15:00:00,-235.9924765035258,
2022-04-25 15:30:30,-235.9924765035258,
2022-04-25 23:59:59,-239.80098965685667,c
2022-04-26 00:00:00,-228.69604684261384,
2022-04-26 10:00:00,-221.11959695809992,
2022-04-26 10:30:00,-219.09662690260313,
2022-04-26 12:00:00,-199.73487515564796,
2022-04-26 13:30:00,-193.6199053604858,
2022-04-26 15:00:00,-192.7254620375362,
2022-04-26 15:30:30,-192.7254620375362,
2022-04-26 23:59:59,-194.2717273848202,c
2022-04-27 00:00:00,-203.85485515926345,
2022-04-27 10:00:00,-176.09778640515876,
