date,ROBO_2021_Q4,meta
2021-12-22 10:30:00,-368.7737030983667,
2021-12-22 12:00:00,-384.306356077338,
2021-12-22 13:30:00,-362.43104178238445,
2021-12-22 15:00:00,-380.9306058851389,
2021-12-22 15:30:30,-380.9306058851389,
2021-12-22 23:59:59,-396.7659207742922,c
2021-12-23 00:00:00,-428.56740599585964,
2021-12-23 10:00:00,-365.7895464883213,
2021-12-23 10:30:00,-469.4335236915954,
2021-12-23 12:00:00,-412.99562062103723,
2021-12-23 13:30:00,-414.0116968092725,
2021-12-23 15:00:00,-398.6564407163487,
2021-12-23 15:30:30,-398.6564407163487,
2021-12-23 23:59:59,-386.1490325084951,c
2021-12-24 00:00:00,-386.1490325084951,
2021-12-24 10:00:00,-386.1490325084951,
2021-12-24 10:30:00,-386.1490325084951,
2021-12-24 12:00:00,-386.1490325084951,
2021-12-24 13:30:00,-386.1490325084951,
2021-12-24 15:00:00,-386.1490325084951,
2021-12-24 15:30:30,-386.1490325084951,
2021-12-24 23:59:59,-386.1490325084951,w
2021-12-27 00:00:00,-378.5835177673134,
2021-12-27 10:00:00,-428.5629257541409,
2021-12-27 10:30:00,-429.7120199536357,
2021-12-27 12:00:00,-438.83612547378425,
2021-12-27 13:30:00,-461.8052596553698,
2021-12-27 15:00:00,-465.1216800854495,
2021-12-27 15:30:30,-465.1216800854495,
2021-12-27 23:59:59,-488.54132582253715,c
2021-12-28 00:00:00,-487.3213438397438,
2021-12-28 10:00:00,-525.2858034192286,
2021-12-28 10:30:00,-442.0160456357603,
2021-12-28 12:00:00,-411.12952498885124,
2021-12-28 13:30:00,-380.44318558483747,
2021-12-28 15:00:00,-373.47832144316453,
2021-12-28 15:30:30,-373.47832144316453,
2021-12-28 23:59:59,-376.887469576925,c
2021-12-29 00:00:00,-377.9571169968808,
2021-12-29 10:00:00,-452.41250735573203,
2021-12-29 10:30:00,-465.78077797242713,
2021-12-29 12:00:00,-430.66604192936984,
2021-12-29 13:30:00,-449.2421933952173,
2021-12-29 15:00:00,-474.2287871820731,
2021-12-29 15:30:30,-474.2287871820731,
2021-12-29 23:59:59,-468.63853210209027,c
2021-12-30 00:00:00,-505.21742836953035,
2021-12-30 10:00:00,-506.9722862408926,
2021-12-30 10:30:00,-494.2483589968897,
2021-12-30 12:00:00,-463.33017310807554,
2021-12-30 13:30:00,-485.47005846509774,
2021-12-30 15:00:00,-502.8242767697443,
2021-12-30 15:30:30,-502.8242767697443,
2021-12-30 23:59:59,-459.02159430113215,c
2021-12-31 00:00:00,-475.3210456637339,
2021-12-31 10:00:00,-461.60957899441564,
2021-12-31 10:30:00,-488.59500065383963,
2021-12-31 12:00:00,-535.1133942094789,
2021-12-31 13:30:00,-526.4598512688594,
2021-12-31 15:00:00,-524.0444320649813,
2021-12-31 15:30:30,-524.0444320649813,
2021-12-31 23:59:59,-512.3171061113267,w
