date,ROBO_2021_Q4,meta
2021-12-02 00:00:00,-318.43746492070204,
2021-12-02 10:00:00,-313.30104521319345,
2021-12-02 10:30:00,-295.10374121621044,
2021-12-02 12:00:00,-274.6018658510616,
2021-12-02 13:30:00,-228.15173272319134,
2021-12-02 15:00:00,-251.00831952378303,
2021-12-02 15:30:30,-251.00831952378303,
2021-12-02 23:59:59,-247.7882012913551,c
2021-12-03 00:00:00,-201.41331496050452,
2021-12-03 10:00:00,-209.88755833866344,
2021-12-03 10:30:00,-212.534296114085,
2021-12-03 12:00:00,-248.91459371221663,
2021-12-03 13:30:00,-179.01123390702105,
2021-12-03 15:00:00,-214.37735294085314,
2021-12-03 15:30:30,-214.37735294085314,s
2021-12-03 23:59:59,-268.6730481979266,w
2021-12-06 00:00:00,-225.3596648110588,
2021-12-06 10:00:00,-230.60358698747768,
2021-12-06 10:30:00,-243.83966891100272,
2021-12-06 12:00:00,-202.6413623147846,
2021-12-06 13:30:00,-237.5834896347851,
2021-12-06 15:00:00,-256.77334245499105,
2021-12-06 15:30:30,-256.77334245499105,
2021-12-06 23:59:59,-237.1626788831859,c
2021-12-07 00:00:00,-252.34902867578012,
2021-12-07 10:00:00,-296.19018882673436,
2021-12-07 10:30:00,-289.5820459047186,
2021-12-07 12:00:00,-292.9768326393505,
2021-12-07 13:30:00,-306.3508412563374,
2021-12-07 15:00:00,-306.9147431136471,
2021-12-07 15:30:30,-306.9147431136471,
2021-12-07 23:59:59,-282.95303035595407,c
2021-12-08 00:00:00,-309.11618755366135,
2021-12-08 10:00:00,-248.29821844057824,
2021-12-08 10:30:00,-247.92278858285817,
2021-12-08 12:00:00,-232.08319620541988,
2021-12-08 13:30:00,-244.7170464429596,
2021-12-08 15:00:00,-231.32500314172103,
2021-12-08 15:30:30,-231.32500314172103,
2021-12-08 23:59:59,-255.00381795790236,c
2021-12-09 00:00:00,-240.09944900845676,
2021-12-09 10:00:00,-252.46936426331558,
2021-12-09 10:30:00,-286.5787252315763,
2021-12-09 12:00:00,-268.60489831464747,
2021-12-09 13:30:00,-240.5041451820348,
2021-12-09 15:00:00,-211.76931560770163,
2021-12-09 15:30:30,-211.76931560770163,
2021-12-09 23:59:59,-197.37346244313494,c
2021-12-10 00:00:00,-232.34561489729003,
2021-12-10 10:00:00,-165.1114772317469,
2021-12-10 10:30:00,-205.81772799777218,
2021-12-10 12:00:00,-171.46733053593925,
2021-12-10 13:30:00,-127.72875320638377,
2021-12-10 15:00:00,-130.3763869053646,
2021-12-10 15:30:30,-130.3763869053646,
2021-12-10 23:59:59,-135.2823932667966,w
2021-12-13 00:00:00,-145.04795390565596,
2021-12-13 10:00:00,-124.07083315134241,
2021-12-13 10:30:00,-108.08998802221868,
2021-12-13 12:00:00,-110.34240883408893,
2021-12-13 13:30:00,-109.70379740929184,
2021-12-13 15:00:00,-152.00902716015162,
2021-12-13 15:30:30,-152.00902716015162,
2021-12-13 23:59:59,-150.51023660504825,c
2021-12-14 00:00:00,-178.25721825721712,
2021-12-14 10:00:00,-104.48230436075846,
2021-12-14 10:30:00,-97.16036382631273,
2021-12-14 12:00:00,-47.25365266766039,
2021-12-14 13:30:00,-44.06436453898323,
2021-12-14 15:00:00,-20.27650031875055,
2021-12-14 15:30:30,-20.27650031875055,
2021-12-14 23:59:59,-6.914199699891469,c
2021-12-15 00:00:00,-104.97670533359769,
2021-12-15 10:00:00,4.078900086106387,
2021-12-15 10:30:00,-11.878301748958165,
2021-12-15 12:00:00,-35.6983084215085,
2021-12-15 13:30:00,-27.272431643707932,
2021-12-15 15:00:00,-8.879416032220888,
2021-12-15 15:30:30,-8.879416032220888,
2021-12-15 23:59:59,-45.31595839140664,c
2021-12-16 00:00:00,-52.046428542594185,
2021-12-16 10:00:00,28.94166626046308,
2021-12-16 10:30:00,39.70086130144091,
2021-12-16 12:00:00,53.682778725637945,
2021-12-16 13:30:00,70.76364302546745,
2021-12-16 15:00:00,61.26663575939847,
2021-12-16 15:30:30,61.26663575939847,
2021-12-16 23:59:59,0.0,a
2021-12-17 00:00:00,63.57253976961192,
2021-12-17 10:00:00,151.08649050607983,
2021-12-17 10:30:00,180.50422382219085,
2021-12-17 12:00:00,145.95533161992898,
2021-12-17 13:30:00,114.40880636567044,
2021-12-17 15:00:00,99.3249222154468,
2021-12-17 15:30:30,99.3249222154468,
2021-12-17 23:59:59,44.848653708382244,e
2021-12-20 00:00:00,104.67093985422844,
2021-12-20 10:00:00,6.859210195246305,
2021-12-20 10:30:00,-13.347926379204637,
2021-12-20 12:00:00,-81.274776134268,
2021-12-20 13:30:00,-147.74775332168474,
2021-12-20 15:00:00,-160.11554832104912,
2021-12-20 15:30:30,-160.11554832104912,
2021-12-20 23:59:59,-178.3697529219353,c
2021-12-21 00:00:00,-202.0845496825982,
2021-12-21 10:00:00,-199.91769541920894,
2021-12-21 10:30:00,-181.16928667813272,
2021-12-21 12:00:00,-223.07325464730457,
2021-12-21 13:30:00,-264.83768796552204,
2021-12-21 15:00:00,-272.2218523485153,
2021-12-21 15:30:30,-272.2218523485153,
2021-12-21 23:59:59,-304.7905604824896,c
2021-12-22 00:00:00,-305.3424431936951,
2021-12-22 10:00:00,-367.5626863415064,
