date,FDL_2022_Q4,meta
2022-11-18 00:00:00,-130.97285797833985,
2022-11-18 10:00:00,-124.45942036359463,
2022-11-18 10:30:00,-117.21502018337294,
2022-11-18 12:00:00,-119.98720681860343,
2022-11-18 13:30:00,-119.57094699697103,
2022-11-18 15:00:00,-113.28767148853203,
2022-11-18 15:30:30,-113.28767148853203,
2022-11-18 23:59:59,-125.91844406000777,w
2022-11-21 00:00:00,-105.06816235135015,
2022-11-21 10:00:00,-90.7386183202684,
2022-11-21 10:30:00,-72.78605658685346,
2022-11-21 12:00:00,-82.43150258077968,
2022-11-21 13:30:00,-103.62363990974005,
2022-11-21 15:00:00,-108.32552492243354,
2022-11-21 15:30:30,-108.32552492243354,
2022-11-21 23:59:59,-108.40783036142925,c
2022-11-22 00:00:00,-83.61028186457737,
2022-11-22 10:00:00,-92.57229494665849,
2022-11-22 10:30:00,-99.13319183062889,
2022-11-22 12:00:00,-113.3473789739166,
2022-11-22 13:30:00,-127.39605145842184,
2022-11-22 15:00:00,-125.31881422050115,
2022-11-22 15:30:30,-125.31881422050115,
2022-11-22 23:59:59,-123.38132164677357,c
2022-11-23 00:00:00,-105.02921278594283,
2022-11-23 10:00:00,-126.77378685939424,
2022-11-23 10:30:00,-115.98394397795313,
2022-11-23 12:00:00,-143.16071704556182,
2022-11-23 13:30:00,-141.53808897121942,
2022-11-23 15:00:00,-161.77629551957818,
2022-11-23 15:30:30,-161.77629551957818,
2022-11-23 23:59:59,-138.76107312086785,c
2022-11-24 00:00:00,-138.76107312086785,
2022-11-24 10:00:00,-138.76107312086785,
2022-11-24 10:30:00,-138.76107312086785,
2022-11-24 12:00:00,-138.76107312086785,
2022-11-24 13:30:00,-138.76107312086785,
2022-11-24 15:00:00,-138.76107312086785,
2022-11-24 15:30:30,-138.76107312086785,
2022-11-24 23:59:59,-138.76107312086785,c
2022-11-25 00:00:00,-124.78845746067748,
2022-11-25 10:00:00,-137.7151118696323,
2022-11-25 10:30:00,-131.5900845738233,
2022-11-25 12:00:00,-137.28317092458468,
2022-11-25 13:30:00,-137.28317092458468,
2022-11-25 15:00:00,-137.28317092458468,
2022-11-25 15:30:30,-137.28317092458468,
2022-11-25 23:59:59,-134.9761107484719,w
2022-11-28 00:00:00,-109.35334659616899,
2022-11-28 10:00:00,-134.3704744606805,
2022-11-28 10:30:00,-130.92969718684031,
2022-11-28 12:00:00,-130.30274361697852,
2022-11-28 13:30:00,-135.71119195506301,
2022-11-28 15:00:00,-134.07264152489108,
2022-11-28 15:30:30,-134.07264152489108,
2022-11-28 23:59:59,-123.4349598482109,c
2022-11-29 00:00:00,-140.5926692833005,
2022-11-29 10:00:00,-145.27218574556244,
2022-11-29 10:30:00,-143.28113008584293,
2022-11-29 12:00:00,-134.04449558807426,
2022-11-29 13:30:00,-135.56360466119474,
2022-11-29 15:00:00,-137.57923400496247,
2022-11-29 15:30:30,-137.57923400496247,
2022-11-29 23:59:59,-122.04262592213126,c
2022-11-30 00:00:00,-145.36966107408395,
2022-11-30 10:00:00,-113.3667682322466,
2022-11-30 10:30:00,-102.03423862144246,
2022-11-30 12:00:00,-100.19863824792512,
2022-11-30 13:30:00,-107.209686089082,
2022-11-30 15:00:00,-108.46872073839023,
2022-11-30 15:30:30,-108.46872073839023,s
2022-11-30 23:59:59,-86.32800444168612,c
2022-12-01 00:00:00,-62.247824743155974,
2022-12-01 10:00:00,-37.37483886490273,
2022-12-01 10:30:00,-31.88793350396241,
2022-12-01 12:00:00,-55.225486778684015,
2022-12-01 13:30:00,-77.85636635448134,
2022-12-01 15:00:00,-74.83470801382884,
2022-12-01 15:30:30,-74.83470801382884,
2022-12-01 23:59:59,-66.55811920900946,c
2022-12-02 00:00:00,-45.85913813996209,
2022-12-02 10:00:00,-70.71571976503253,
2022-12-02 10:30:00,-64.69599536740512,
2022-12-02 12:00:00,-84.5799567847527,
2022-12-02 13:30:00,-75.96785407731944,
2022-12-02 15:00:00,-79.51383483801786,
2022-12-02 15:30:30,-79.51383483801786,
2022-12-02 23:59:59,-84.2660964722447,w
2022-12-05 00:00:00,-103.33193480741019,
2022-12-05 10:00:00,-100.79890280022296,
2022-12-05 10:30:00,-124.33311412509315,
2022-12-05 12:00:00,-102.26612386473865,
2022-12-05 13:30:00,-93.80782134708585,
2022-12-05 15:00:00,-77.96451979390693,
2022-12-05 15:30:30,-77.96451979390693,
2022-12-05 23:59:59,-95.85349039467744,c
2022-12-06 00:00:00,-86.11799399912621,
2022-12-06 10:00:00,-106.8498834795987,
2022-12-06 10:30:00,-104.3724761658017,
2022-12-06 12:00:00,-93.45234478588574,
2022-12-06 13:30:00,-72.18387239971507,
2022-12-06 15:00:00,-77.47099368335185,
2022-12-06 15:30:30,-77.47099368335185,
2022-12-06 23:59:59,-73.9018887147117,c
2022-12-07 00:00:00,-73.80960281610587,
2022-12-07 10:00:00,-72.64831373717415,
2022-12-07 10:30:00,-74.73932933112368,
2022-12-07 12:00:00,-56.062116267131884,
2022-12-07 13:30:00,-68.32008977301967,
2022-12-07 15:00:00,-75.05327165523606,
2022-12-07 15:30:30,-75.05327165523606,
2022-12-07 23:59:59,-71.42346121156793,c
2022-12-08 00:00:00,-92.66733270956114,
2022-12-08 10:00:00,-104.55686116529681,
2022-12-08 10:30:00,-88.04591123569662,
2022-12-08 12:00:00,-89.46482404702738,
2022-12-08 13:30:00,-72.03099227538861,
2022-12-08 15:00:00,-65.19199549315222,
2022-12-08 15:30:30,-65.19199549315222,
2022-12-08 23:59:59,-55.6056861424353,c
2022-12-09 00:00:00,-48.797441704475645,
2022-12-09 10:00:00,-26.889964037911625,
2022-12-09 10:30:00,-30.048625407628677,
2022-12-09 12:00:00,-25.136667367285995,
2022-12-09 13:30:00,-12.067806635080384,
2022-12-09 15:00:00,-4.107007426030745,
2022-12-09 15:30:30,-4.107007426030745,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,21.372747220339285,
2022-12-12 10:00:00,8.11373709944944,
2022-12-12 10:30:00,-6.811140309178872,
2022-12-12 12:00:00,10.40560402980242,
2022-12-12 13:30:00,11.609190456509305,
2022-12-12 15:00:00,-7.998521840918872,
2022-12-12 15:30:30,-7.998521840918872,
2022-12-12 23:59:59,-15.828348000959256,c
2022-12-13 00:00:00,-33.740527317120794,
2022-12-13 10:00:00,-24.102495904755774,
2022-12-13 10:30:00,-15.938682213531532,
2022-12-13 12:00:00,-31.41185823328522,
2022-12-13 13:30:00,-31.530722940801088,
2022-12-13 15:00:00,-28.55592681726731,
2022-12-13 15:30:30,-28.55592681726731,
2022-12-13 23:59:59,-31.136695449607647,c
2022-12-14 00:00:00,-27.441683068339298,
2022-12-14 10:00:00,-26.40935886386318,
2022-12-14 10:30:00,-23.690805574992712,
2022-12-14 12:00:00,-39.144603714350694,
2022-12-14 13:30:00,-30.57516376217063,
2022-12-14 15:00:00,-28.780176619766376,
2022-12-14 15:30:30,-28.780176619766376,
2022-12-14 23:59:59,-25.87831435909183,c
2022-12-15 00:00:00,-13.346511566304034,
2022-12-15 10:00:00,15.878794791630744,
2022-12-15 10:30:00,20.850335526869113,
2022-12-15 12:00:00,37.11691728863638,
2022-12-15 13:30:00,37.06575730697588,
2022-12-15 15:00:00,34.378136497793435,
2022-12-15 15:30:30,34.378136497793435,
2022-12-15 23:59:59,27.072608561823156,c
2022-12-16 00:00:00,40.274568914250345,
2022-12-16 10:00:00,23.681197188062377,
2022-12-16 10:30:00,27.982446367230743,
2022-12-16 12:00:00,0.8676575705076808,
2022-12-16 13:30:00,16.262139884455237,
2022-12-16 15:00:00,6.915432386823688,
2022-12-16 15:30:30,6.915432386823688,
2022-12-16 23:59:59,7.477583226522229,e
2022-12-19 00:00:00,13.50548385572815,
2022-12-19 10:00:00,4.514448031005696,
2022-12-19 10:30:00,14.569992725522004,
2022-12-19 12:00:00,12.871786873658259,
2022-12-19 13:30:00,10.812687678865332,
2022-12-19 15:00:00,-0.2963140395773196,
2022-12-19 15:30:30,-0.2963140395773196,
2022-12-19 23:59:59,1.7192135804430702,c
2022-12-20 00:00:00,32.19478453784801,
2022-12-20 10:00:00,13.763072574716373,
2022-12-20 10:30:00,-3.03633199730318,
2022-12-20 12:00:00,-16.035595254739334,
2022-12-20 13:30:00,-14.35857511463061,
2022-12-20 15:00:00,-13.014635866068069,
2022-12-20 15:30:30,-13.014635866068069,
2022-12-20 23:59:59,-18.73587479827259,c
2022-12-21 00:00:00,-22.129535801039882,
2022-12-21 10:00:00,-1.4081024479466284,
2022-12-21 10:30:00,-0.5944663549613376,
2022-12-21 12:00:00,2.769502382472114,
2022-12-21 13:30:00,-9.992005755453134,
2022-12-21 15:00:00,-11.677915440233551,
2022-12-21 15:30:30,-11.677915440233551,
2022-12-21 23:59:59,-0.06110326315608661,c
2022-12-22 00:00:00,-1.6486925367710932,
2022-12-22 10:00:00,28.173465251134743,
2022-12-22 10:30:00,20.519842181312267,
2022-12-22 12:00:00,25.943915515108372,
2022-12-22 13:30:00,33.052657025346235,
2022-12-22 15:00:00,37.200302264424344,
2022-12-22 15:30:30,37.200302264424344,
2022-12-22 23:59:59,59.26942054758036,c
2022-12-23 00:00:00,46.992961649984494,
2022-12-23 10:00:00,40.533074809063145,
2022-12-23 10:30:00,27.3312252611747,
2022-12-23 12:00:00,40.16707681564572,
2022-12-23 13:30:00,48.73614220868604,
2022-12-23 15:00:00,52.49956379940626,
2022-12-23 15:30:30,52.49956379940626,
2022-12-23 23:59:59,51.218932625241116,w
2022-12-26 00:00:00,51.218932625241116,
2022-12-26 10:00:00,51.218932625241116,
2022-12-26 10:30:00,51.218932625241116,
2022-12-26 12:00:00,51.218932625241116,
2022-12-26 13:30:00,51.218932625241116,
2022-12-26 15:00:00,51.218932625241116,
2022-12-26 15:30:30,51.218932625241116,
2022-12-26 23:59:59,51.218932625241116,c
2022-12-27 00:00:00,47.17767085657161,
2022-12-27 10:00:00,53.99111664638628,
2022-12-27 10:30:00,56.42336681039884,
2022-12-27 12:00:00,77.8682250574085,
2022-12-27 13:30:00,81.70414253971839,
2022-12-27 15:00:00,87.79274155745067,
2022-12-27 15:30:30,87.79274155745067,
2022-12-27 23:59:59,95.34729794498182,c
2022-12-28 00:00:00,95.8273114359173,
2022-12-28 10:00:00,100.22458807855674,
2022-12-28 10:30:00,103.19525895305925,
2022-12-28 12:00:00,98.96778896748978,
2022-12-28 13:30:00,91.77504248200316,
2022-12-28 15:00:00,94.52479271496162,
2022-12-28 15:30:30,94.52479271496162,
2022-12-28 23:59:59,96.05370054323129,c
2022-12-29 00:00:00,100.11822440304431,
2022-12-29 10:00:00,100.24750753188393,
2022-12-29 10:30:00,102.91997305056849,
2022-12-29 12:00:00,107.34777436432863,
2022-12-29 13:30:00,104.62372844279056,
2022-12-29 15:00:00,91.87863818633818,
2022-12-29 15:30:30,91.87863818633818,
2022-12-29 23:59:59,96.7931998851287,c
2022-12-30 00:00:00,98.75610336858404,
2022-12-30 10:00:00,102.86081862770084,
2022-12-30 10:30:00,103.26099861909177,
2022-12-30 12:00:00,95.25436431682776,
2022-12-30 13:30:00,93.50607271281599,
2022-12-30 15:00:00,78.72714611648453,
2022-12-30 15:30:30,78.72714611648453,
2022-12-30 23:59:59,81.81422894172718,w
