date,AS_FTSE_EM_HK_STAY_2023_Q1,meta
2023-01-06 00:00:00,209.95980149744878,
2023-01-06 01:00:00,160.07437391528015,
2023-01-06 02:30:00,132.8425277020341,
2023-01-06 03:00:00,126.1842392725332,
2023-01-06 18:30:00,126.1842392725332,
2023-01-06 20:00:00,126.1842392725332,
2023-01-06 23:00:00,126.1842392725332,
2023-01-06 23:59:59,126.25643699257819,w
2023-01-09 00:00:00,11.503344379122211,
2023-01-09 01:00:00,33.09608445096285,
2023-01-09 02:30:00,16.072742879857742,
2023-01-09 03:00:00,5.686216316338232,
2023-01-09 18:30:00,5.686216316338232,
2023-01-09 20:00:00,5.686216316338232,
2023-01-09 23:00:00,-40.80449089062694,
2023-01-09 23:59:59,-40.84211566816958,c
2023-01-10 00:00:00,-11.944670186486292,
2023-01-10 01:00:00,33.433198548546386,
2023-01-10 02:30:00,47.55780729810425,
2023-01-10 03:00:00,39.182397991238986,
2023-01-10 18:30:00,39.182397991238986,
2023-01-10 20:00:00,39.182397991238986,
2023-01-10 23:00:00,19.420432837997225,
2023-01-10 23:59:59,19.365862443466767,c
2023-01-11 00:00:00,-38.69201725567632,
2023-01-11 01:00:00,-18.916702469511335,
2023-01-11 02:30:00,-0.10448648676191397,
2023-01-11 03:00:00,-13.054879791196242,
2023-01-11 18:30:00,-13.054879791196242,
2023-01-11 20:00:00,-13.054879791196242,
2023-01-11 23:00:00,48.40177188087739,
2023-01-11 23:59:59,48.48806353783391,c
2023-01-12 00:00:00,90.17444541331969,
2023-01-12 01:00:00,60.03619144395799,
2023-01-12 02:30:00,49.801833468458824,
2023-01-12 03:00:00,31.88574599951329,
2023-01-12 18:30:00,31.88574599951329,
2023-01-12 20:00:00,31.88574599951329,
2023-01-12 23:00:00,35.9836666510937,
2023-01-12 23:59:59,36.064781298590276,c
2023-01-13 00:00:00,43.201711976280365,
2023-01-13 01:00:00,15.72643619718491,
2023-01-13 02:30:00,70.26177422359314,
2023-01-13 03:00:00,81.0592031817016,
2023-01-13 18:30:00,81.0592031817016,
2023-01-13 20:00:00,81.0592031817016,
2023-01-13 23:00:00,81.0592031817016,
2023-01-13 23:59:59,81.11907146764617,w
2023-01-16 00:00:00,5.783767944963756,
2023-01-16 01:00:00,-18.30429651375249,
2023-01-16 02:30:00,-28.49539952580716,
2023-01-16 03:00:00,-36.51678508870884,
2023-01-16 18:30:00,-36.51678508870884,
2023-01-16 20:00:00,-36.51678508870884,
2023-01-16 23:00:00,-71.99174587639433,
2023-01-16 23:59:59,-71.9555088883838,c
2023-01-17 00:00:00,-106.7912350086113,
2023-01-17 01:00:00,-114.6057360281371,
2023-01-17 02:30:00,-104.84443027967802,
2023-01-17 03:00:00,-111.79325001910516,
2023-01-17 18:30:00,-111.79325001910516,
2023-01-17 20:00:00,-111.79325001910516,
2023-01-17 23:00:00,-135.1037725369475,
2023-01-17 23:59:59,-134.88659951076315,c
2023-01-18 00:00:00,-118.3378544848945,
2023-01-18 01:00:00,-112.20799415859267,
2023-01-18 02:30:00,-141.81386573861076,
2023-01-18 03:00:00,-147.0536779556652,
2023-01-18 18:30:00,-147.0536779556652,
2023-01-18 20:00:00,-147.0536779556652,
2023-01-18 23:00:00,-135.6270698399958,
2023-01-18 23:59:59,-135.45875225477255,c
2023-01-19 00:00:00,-81.33952947276006,
2023-01-19 01:00:00,-49.38018830144432,
2023-01-19 02:30:00,-61.589374751894496,
2023-01-19 03:00:00,-35.682889698551435,
2023-01-19 18:30:00,-35.682889698551435,
2023-01-19 20:00:00,-35.682889698551435,
2023-01-19 23:00:00,-64.99446230785907,
2023-01-19 23:59:59,-64.82604567301064,c
2023-01-20 00:00:00,-92.6051537405383,
2023-01-20 01:00:00,-82.00214083239146,
2023-01-20 02:30:00,-98.03500683963054,
2023-01-20 03:00:00,-84.20193276665745,
2023-01-20 18:30:00,-84.20193276665745,
2023-01-20 20:00:00,-84.20193276665745,
2023-01-20 23:00:00,-84.20193276665745,
2023-01-20 23:59:59,-84.22700915991533,w
2023-01-23 00:00:00,-84.22700915991533,
2023-01-23 01:00:00,-84.22700915991533,
2023-01-23 02:30:00,-84.22700915991533,
2023-01-23 03:00:00,-84.22700915991533,
2023-01-23 18:30:00,-84.22700915991533,
2023-01-23 20:00:00,-84.22700915991533,
2023-01-23 23:00:00,-84.22700915991533,
2023-01-23 23:59:59,-84.22700915991533,c
2023-01-24 00:00:00,-84.22700915991533,
2023-01-24 01:00:00,-84.22700915991533,
2023-01-24 02:30:00,-84.22700915991533,
2023-01-24 03:00:00,-84.22700915991533,
2023-01-24 18:30:00,-84.22700915991533,
2023-01-24 20:00:00,-84.22700915991533,
2023-01-24 23:00:00,-84.22700915991533,
2023-01-24 23:59:59,-84.22700915991533,c
2023-01-25 00:00:00,-84.22700915991533,
2023-01-25 01:00:00,-84.22700915991533,
2023-01-25 02:30:00,-84.22700915991533,
2023-01-25 03:00:00,-84.22700915991533,
2023-01-25 18:30:00,-84.22700915991533,
2023-01-25 20:00:00,-84.22700915991533,
2023-01-25 23:00:00,8.69459277056319,
2023-01-25 23:59:59,8.69459277056319,c
2023-01-26 00:00:00,62.10723423243758,
2023-01-26 01:00:00,90.72509672336929,
2023-01-26 02:30:00,67.51224743817761,
2023-01-26 03:00:00,84.07051119126822,
2023-01-26 18:30:00,84.07051119126822,
2023-01-26 20:00:00,84.07051119126822,
2023-01-26 23:00:00,109.60172447993637,
2023-01-26 23:59:59,109.72841657779412,c
2023-01-27 00:00:00,118.49377542280018,
2023-01-27 01:00:00,154.43608255559798,
2023-01-27 02:30:00,133.68333383605597,
2023-01-27 03:00:00,132.61286816357625,
2023-01-27 18:30:00,132.61286816357625,
2023-01-27 20:00:00,132.61286816357625,
2023-01-27 23:00:00,132.61286816357625,
2023-01-27 23:59:59,132.62943884352177,w
2023-01-30 00:00:00,134.28506226202893,
2023-01-30 01:00:00,129.28280769155845,
2023-01-30 02:30:00,108.57157677122831,
2023-01-30 03:00:00,94.04333846096029,
2023-01-30 18:30:00,94.04333846096029,
2023-01-30 20:00:00,94.04333846096029,
2023-01-30 23:00:00,116.0478971150921,
2023-01-30 23:59:59,116.2724840895882,c
2023-01-31 00:00:00,180.2831421398385,
2023-01-31 01:00:00,178.87061949279138,
2023-01-31 02:30:00,142.14062069924296,
