date,IGF_2022_Q1,meta
2022-03-10 00:00:00,22.821470230836894,
2022-03-10 10:00:00,-41.79268146139839,
2022-03-10 10:30:00,-17.9531296411908,
2022-03-10 12:00:00,-0.6151224594161704,
2022-03-10 13:30:00,-29.163603660328818,
2022-03-10 15:00:00,-36.67856618631913,
2022-03-10 15:30:30,-36.67856618631913,
2022-03-10 23:59:59,-13.957799337484175,c
2022-03-11 00:00:00,-48.73429968855612,
2022-03-11 10:00:00,-2.1625100525407106,
2022-03-11 10:30:00,9.577063664523166,
2022-03-11 12:00:00,33.074121358746424,
2022-03-11 13:30:00,69.02432521069227,
2022-03-11 15:00:00,65.89811560480825,
2022-03-11 15:30:30,65.89811560480825,
2022-03-11 23:59:59,65.58890814230108,w
2022-03-14 00:00:00,0.10925116179646466,
2022-03-14 10:00:00,31.243338577962277,
2022-03-14 10:30:00,26.79327405191998,
2022-03-14 12:00:00,13.403716336436446,
2022-03-14 13:30:00,24.748692581926434,
2022-03-14 15:00:00,11.206720083221171,
2022-03-14 15:30:30,11.206720083221171,
2022-03-14 23:59:59,17.592896783284914,c
2022-03-15 00:00:00,-28.910698421994994,
2022-03-15 10:00:00,-41.41947061132555,
2022-03-15 10:30:00,-11.778465786959032,
2022-03-15 12:00:00,-22.732840791668878,
2022-03-15 13:30:00,-32.94632199225748,
2022-03-15 15:00:00,-57.95356490426502,
2022-03-15 15:30:30,-57.95356490426502,
2022-03-15 23:59:59,-51.9991163460063,c
2022-03-16 00:00:00,-42.39060676338386,
2022-03-16 10:00:00,-50.38250901562378,
2022-03-16 10:30:00,-27.01439934911059,
2022-03-16 12:00:00,-33.00623824699392,
2022-03-16 13:30:00,-36.693311263788246,
2022-03-16 15:00:00,-34.91743313490883,
2022-03-16 15:30:30,-34.91743313490883,
2022-03-16 23:59:59,-53.95677992725723,c
2022-03-17 00:00:00,-47.64139272874513,
2022-03-17 10:00:00,-40.37197146811786,
2022-03-17 10:30:00,-43.02973653214076,
2022-03-17 12:00:00,-27.378834989906636,
2022-03-17 13:30:00,-25.85525434262695,
2022-03-17 15:00:00,2.0404795368267514,
2022-03-17 15:30:30,2.0404795368267514,
2022-03-17 23:59:59,23.939067478208244,c
2022-03-18 00:00:00,36.063023924936715,
2022-03-18 10:00:00,19.02731696913952,
2022-03-18 10:30:00,26.73529836584862,
2022-03-18 12:00:00,22.8846907967677,
2022-03-18 13:30:00,34.285970765340835,
2022-03-18 15:00:00,31.40360577940055,
2022-03-18 15:30:30,31.40360577940055,q
2022-03-18 23:59:59,45.513942855060805,w
2022-03-21 00:00:00,64.46443291565038,
2022-03-21 10:00:00,84.85705752330546,
2022-03-21 10:30:00,79.03990075581419,
2022-03-21 12:00:00,67.65180271973895,
2022-03-21 13:30:00,66.05121390283193,
2022-03-21 15:00:00,55.74194145720526,
2022-03-21 15:30:30,55.74194145720526,
2022-03-21 23:59:59,53.00840091061082,c
2022-03-22 00:00:00,20.728756341968165,
2022-03-22 10:00:00,24.230610403144965,
2022-03-22 10:30:00,10.850458054507726,
2022-03-22 12:00:00,-2.4422216769339684,
2022-03-22 13:30:00,17.737299630942744,
2022-03-22 15:00:00,12.718002256412774,
2022-03-22 15:30:30,12.718002256412774,
2022-03-22 23:59:59,24.97949876120856,c
2022-03-23 00:00:00,57.318396416331325,
2022-03-23 10:00:00,33.2968598337136,
2022-03-23 10:30:00,26.990876470995772,
2022-03-23 12:00:00,31.99700878017029,
2022-03-23 13:30:00,14.790746166456756,
2022-03-23 15:00:00,21.320504393818283,
2022-03-23 15:30:30,21.320504393818283,
2022-03-23 23:59:59,36.18058789476822,c
2022-03-24 00:00:00,12.057314533251656,
2022-03-24 10:00:00,3.880186552551777,
2022-03-24 10:30:00,8.189662315914347,
2022-03-24 12:00:00,4.6238260387615355,
2022-03-24 13:30:00,7.582451335923224,
2022-03-24 15:00:00,3.2167086868050774,
2022-03-24 15:30:30,3.2167086868050774,
2022-03-24 23:59:59,0.0,a
2022-03-25 00:00:00,-27.867357458413153,
2022-03-25 10:00:00,-11.397702681290411,
2022-03-25 10:30:00,-4.204776243608421,
2022-03-25 12:00:00,-2.707866335793142,
2022-03-25 13:30:00,-19.33718979316245,
2022-03-25 15:00:00,-27.297972024948876,
2022-03-25 15:30:30,-27.297972024948876,
2022-03-25 23:59:59,-24.590095696199796,w
2022-03-28 00:00:00,-49.3471313156474,
2022-03-28 10:00:00,-37.401712376029536,
2022-03-28 10:30:00,-57.51237790019536,
2022-03-28 12:00:00,-65.58879162004769,
2022-03-28 13:30:00,-79.98057419316638,
2022-03-28 15:00:00,-92.68659191428355,
2022-03-28 15:30:30,-92.68659191428355,
2022-03-28 23:59:59,-85.30309353861162,c
2022-03-29 00:00:00,-126.8059569175673,
2022-03-29 10:00:00,-106.66095507023874,
2022-03-29 10:30:00,-99.19336719111902,
2022-03-29 12:00:00,-115.20602790988823,
2022-03-29 13:30:00,-107.59189165051953,
2022-03-29 15:00:00,-96.6407507464221,
2022-03-29 15:30:30,-96.6407507464221,
2022-03-29 23:59:59,-90.43411103418771,c
2022-03-30 00:00:00,-66.63803947813221,
2022-03-30 10:00:00,-66.29967453531276,
2022-03-30 10:30:00,-53.326076830425336,
2022-03-30 12:00:00,-51.44880013975626,
2022-03-30 13:30:00,-73.92668934006315,
2022-03-30 15:00:00,-76.7746520817675,
2022-03-30 15:30:30,-76.7746520817675,
2022-03-30 23:59:59,-88.57435830691134,c
2022-03-31 00:00:00,-138.01394202254937,
2022-03-31 10:00:00,-95.7200119507279,
2022-03-31 10:30:00,-96.85250521286684,
2022-03-31 12:00:00,-74.45360475388611,
2022-03-31 13:30:00,-71.33769038269838,
2022-03-31 15:00:00,-69.3532934183363,
2022-03-31 15:30:30,-69.3532934183363,
2022-03-31 23:59:59,-65.45642518252293,e
2022-04-01 00:00:00,-72.57839763938728,
2022-04-01 10:00:00,-73.69307098234026,
