date,MSCI_SECTORS_2022_Q4,meta
2022-10-14 00:00:00,195.86338454973793,
2022-10-14 10:00:00,174.87732425638956,
2022-10-14 10:30:00,157.56197547311513,
2022-10-14 12:00:00,130.86490694838926,
2022-10-14 13:30:00,126.04387711079926,
2022-10-14 15:00:00,125.16100920267354,
2022-10-14 15:30:30,125.16100920267354,
2022-10-14 23:59:59,104.8651737338048,w
2022-10-17 00:00:00,134.65369805261093,
2022-10-17 10:00:00,209.51195336512228,
2022-10-17 10:30:00,200.90508055198188,
2022-10-17 12:00:00,212.35135153342094,
2022-10-17 13:30:00,212.6269719497932,
2022-10-17 15:00:00,227.74774258852108,
2022-10-17 15:30:30,227.74774258852108,
2022-10-17 23:59:59,228.87405510308417,c
2022-10-18 00:00:00,238.93515968726842,
2022-10-18 10:00:00,314.8836685478452,
2022-10-18 10:30:00,324.02397449667774,
2022-10-18 12:00:00,293.96955550328516,
2022-10-18 13:30:00,297.6436686521056,
2022-10-18 15:00:00,272.2565800142113,
2022-10-18 15:30:30,272.2565800142113,
2022-10-18 23:59:59,283.5740082200298,c
2022-10-19 00:00:00,235.92999154855056,
2022-10-19 10:00:00,243.13042164125636,
2022-10-19 10:30:00,253.71059705094513,
2022-10-19 12:00:00,232.06971623823574,
2022-10-19 13:30:00,201.6879190457514,
2022-10-19 15:00:00,201.14346152373355,
2022-10-19 15:30:30,201.14346152373355,
2022-10-19 23:59:59,216.22898108102822,c
2022-10-20 00:00:00,164.3414542416083,
2022-10-20 10:00:00,165.75144151538802,
2022-10-20 10:30:00,208.37951634486603,
2022-10-20 12:00:00,217.906471382978,
2022-10-20 13:30:00,185.6989272345154,
2022-10-20 15:00:00,161.90442166172602,
2022-10-20 15:30:30,161.90442166172602,
2022-10-20 23:59:59,156.447962307745,c
2022-10-21 00:00:00,164.0339940462477,
2022-10-21 10:00:00,153.91081516238523,
2022-10-21 10:30:00,129.25551405017836,
2022-10-21 12:00:00,160.52997143072844,
2022-10-21 13:30:00,163.4630439208786,
2022-10-21 15:00:00,165.79302969281161,
2022-10-21 15:30:30,165.79302969281161,
2022-10-21 23:59:59,176.83546639994347,w
2022-10-24 00:00:00,197.6807195779129,
2022-10-24 10:00:00,152.3297259993176,
2022-10-24 10:30:00,115.03809799162286,
2022-10-24 12:00:00,158.3526107799671,
2022-10-24 13:30:00,144.08125858264634,
2022-10-24 15:00:00,155.03034479958524,
2022-10-24 15:30:30,155.03034479958524,
2022-10-24 23:59:59,161.7505726498066,c
2022-10-25 00:00:00,195.3488289528732,
2022-10-25 10:00:00,204.55169828493308,
2022-10-25 10:30:00,212.88640037148298,
2022-10-25 12:00:00,229.48901905697403,
2022-10-25 13:30:00,220.3165557649279,
