date,EU_SBX_2022_Q4,meta
2022-10-24 00:00:00,76.79198541583821,
2022-10-24 03:30:00,91.18563734043494,
2022-10-24 04:00:00,85.21230711787518,
2022-10-24 06:00:00,112.71192960762318,
2022-10-24 08:00:00,112.4926741853144,
2022-10-24 10:30:00,86.65165271331898,
2022-10-24 11:00:00,80.04771679852843,
2022-10-24 23:59:59,70.81375435333814,c
2022-10-25 00:00:00,71.78915518000741,
2022-10-25 03:30:00,63.50171342280862,
2022-10-25 04:00:00,68.29679850605976,
2022-10-25 06:00:00,96.91054845611728,
2022-10-25 08:00:00,107.45010228087648,
2022-10-25 10:30:00,95.60543899724013,
2022-10-25 11:00:00,94.54275080728627,
2022-10-25 23:59:59,102.77162734912224,c
2022-10-26 00:00:00,100.43588329325365,
2022-10-26 03:30:00,93.74544598075005,
2022-10-26 04:00:00,88.94985020422439,
2022-10-26 06:00:00,81.48440234706078,
2022-10-26 08:00:00,92.92721474304142,
2022-10-26 10:30:00,92.8161897766492,
2022-10-26 11:00:00,98.63750119129236,
2022-10-26 23:59:59,92.28937358952464,c
2022-10-27 00:00:00,82.34223253117881,
2022-10-27 03:30:00,120.14336378319092,
2022-10-27 04:00:00,109.80229248193433,
2022-10-27 06:00:00,115.412234368101,
2022-10-27 08:00:00,119.76141075815178,
2022-10-27 10:30:00,113.20545907602087,
2022-10-27 11:00:00,117.12894172041933,
2022-10-27 23:59:59,120.59738156695335,c
2022-10-28 00:00:00,133.3079487188375,
2022-10-28 03:30:00,157.26658290082543,
2022-10-28 04:00:00,172.06040470685372,
2022-10-28 06:00:00,153.54517551703265,
2022-10-28 08:00:00,163.34713176998474,
2022-10-28 10:30:00,167.5714724293411,
2022-10-28 11:00:00,170.7824630431295,
2022-10-28 23:59:59,170.66818908601527,w
2022-10-31 00:00:00,158.456525538905,
2022-10-31 03:30:00,158.456525538905,
2022-10-31 04:00:00,158.456525538905,
2022-10-31 06:00:00,173.17074321441794,
2022-10-31 08:00:00,170.6720716943782,
2022-10-31 10:30:00,176.61212092314764,
2022-10-31 11:00:00,178.92797343025194,
2022-10-31 23:59:59,176.8496166064536,c
2022-11-01 00:00:00,148.62561715581296,
2022-11-01 03:30:00,148.62561715581296,
2022-11-01 04:00:00,148.62561715581296,
2022-11-01 06:00:00,149.3564419031843,
2022-11-01 08:00:00,147.76006348800303,
2022-11-01 10:30:00,162.412730562884,
2022-11-01 11:00:00,163.2328829145158,
2022-11-01 23:59:59,173.06733553954564,c
2022-11-02 00:00:00,180.081056117054,
2022-11-02 03:30:00,180.081056117054,
2022-11-02 04:00:00,180.081056117054,
2022-11-02 06:00:00,246.67751267533032,
2022-11-02 08:00:00,240.11767963586965,
2022-11-02 10:30:00,253.0316746938351,
2022-11-02 11:00:00,258.9747961284687,
2022-11-02 23:59:59,257.9737174409919,c
2022-11-03 00:00:00,266.53741078450764,
2022-11-03 03:30:00,266.53741078450764,
2022-11-03 04:00:00,266.53741078450764,
2022-11-03 06:00:00,244.2383918507565,
2022-11-03 08:00:00,257.8190110052589,
2022-11-03 10:30:00,267.6045830590035,
2022-11-03 11:00:00,264.3011283761641,
2022-11-03 23:59:59,259.54349311763065,c
2022-11-04 00:00:00,238.6365351049202,
2022-11-04 03:30:00,238.6365351049202,
2022-11-04 04:00:00,238.6365351049202,
2022-11-04 06:00:00,220.9298275738003,
2022-11-04 08:00:00,201.2709705207909,
2022-11-04 10:30:00,203.17303943915465,
2022-11-04 11:00:00,202.79798162719368,
2022-11-04 23:59:59,199.24754587726989,w
2022-11-07 00:00:00,197.30455956352853,
2022-11-07 03:30:00,180.82321777039556,
2022-11-07 04:00:00,174.2530465553412,
2022-11-07 06:00:00,154.4671133052073,
2022-11-07 08:00:00,152.9866320939546,
2022-11-07 10:30:00,158.76079020605442,
2022-11-07 11:00:00,153.7306890911043,
2022-11-07 23:59:59,155.01925139787335,c
2022-11-08 00:00:00,159.26646435791207,
2022-11-08 03:30:00,155.14046333723235,
2022-11-08 04:00:00,163.97900749537206,
2022-11-08 06:00:00,165.25650269614914,
2022-11-08 08:00:00,169.73664042299845,
2022-11-08 10:30:00,162.53956801756283,
2022-11-08 11:00:00,143.16096272062197,
2022-11-08 23:59:59,147.62831309206854,c
2022-11-09 00:00:00,142.35064047449856,
2022-11-09 03:30:00,130.29371547808097,
2022-11-09 04:00:00,147.55979876058865,
2022-11-09 06:00:00,150.7267263508552,
2022-11-09 08:00:00,135.99976282160463,
2022-11-09 10:30:00,131.85164460554103,
2022-11-09 11:00:00,134.70184153507097,
