date,PHO_PIO_2022_Q4,meta
2022-11-04 00:00:00,-37.97086766329187,
2022-11-04 10:00:00,-2.150928682795893,
2022-11-04 10:30:00,0.6347561798866082,
2022-11-04 12:00:00,0.6164155951353223,
2022-11-04 13:30:00,-39.22601117346767,
2022-11-04 15:00:00,-20.909585108788406,
2022-11-04 15:30:30,-20.909585108788406,
2022-11-04 23:59:59,-69.92181174684504,w
2022-11-07 00:00:00,-64.326867032201,
2022-11-07 10:00:00,-123.21753669206294,
2022-11-07 10:30:00,-133.27089166897701,
2022-11-07 12:00:00,-118.297457600077,
2022-11-07 13:30:00,-107.56052453786504,
2022-11-07 15:00:00,-131.12313305847294,
2022-11-07 15:30:30,-131.12313305847294,
2022-11-07 23:59:59,-130.17257740653292,c
2022-11-08 00:00:00,-118.74048244734354,
2022-11-08 10:00:00,-99.26525107860755,
2022-11-08 10:30:00,-122.20159510756412,
2022-11-08 12:00:00,-96.66096097002355,
2022-11-08 13:30:00,-92.4820839620287,
2022-11-08 15:00:00,-87.40669147230165,
2022-11-08 15:30:30,-87.40669147230165,
2022-11-08 23:59:59,-93.02713032564759,c
2022-11-09 00:00:00,-141.27629266791723,
2022-11-09 10:00:00,-141.69053702811948,
2022-11-09 10:30:00,-123.44778599456106,
2022-11-09 12:00:00,-122.21306301428285,
2022-11-09 13:30:00,-122.17123821545363,
2022-11-09 15:00:00,-106.00108052008909,
2022-11-09 15:30:30,-106.00108052008909,
2022-11-09 23:59:59,-119.19470542902013,c
2022-11-10 00:00:00,-110.05398796569352,
2022-11-10 10:00:00,-106.3333542786404,
2022-11-10 10:30:00,-93.14126768062022,
2022-11-10 12:00:00,-103.01987370666939,
2022-11-10 13:30:00,-105.839457940064,
2022-11-10 15:00:00,-95.57945335617171,
2022-11-10 15:30:30,-95.57945335617171,
2022-11-10 23:59:59,-105.31203521213831,c
2022-11-11 00:00:00,-224.18554417765995,
2022-11-11 10:00:00,-230.62507611334684,
2022-11-11 10:30:00,-221.0890745385127,
2022-11-11 12:00:00,-158.28484155636795,
2022-11-11 13:30:00,-136.63554237806557,
2022-11-11 15:00:00,-110.79419581706577,
2022-11-11 15:30:30,-110.79419581706577,u
2022-11-11 23:59:59,-112.74555196757615,w
2022-11-14 00:00:00,-87.79787131836997,
2022-11-14 10:00:00,-121.21389903953605,
2022-11-14 10:30:00,-112.67258219376833,
2022-11-14 12:00:00,-96.26963108578911,
2022-11-14 13:30:00,-75.403237950875,
2022-11-14 15:00:00,-49.41847930064705,
2022-11-14 15:30:30,-49.41847930064705,
2022-11-14 23:59:59,-63.551968565673064,c
2022-11-15 00:00:00,-36.92923745339306,
2022-11-15 10:00:00,-92.0431272170963,
2022-11-15 10:30:00,-84.74278128152571,
2022-11-15 12:00:00,-78.79566103542561,
2022-11-15 13:30:00,-100.82623911719747,
2022-11-15 15:00:00,-112.48371067160929,
2022-11-15 15:30:30,-112.48371067160929,
2022-11-15 23:59:59,-115.22828050024407,c
2022-11-16 00:00:00,-199.56861588993354,
2022-11-16 10:00:00,-216.37158409893925,
2022-11-16 10:30:00,-211.7543208438958,
2022-11-16 12:00:00,-199.15943942330227,
2022-11-16 13:30:00,-219.42751818524675,
2022-11-16 15:00:00,-237.70938463607627,
2022-11-16 15:30:30,-237.70938463607627,
2022-11-16 23:59:59,-254.82690554701287,c
2022-11-17 00:00:00,-296.1179469282731,
2022-11-17 10:00:00,-260.40777753590226,
2022-11-17 10:30:00,-238.84972074683083,
2022-11-17 12:00:00,-263.5541035182322,
2022-11-17 13:30:00,-270.3948530833412,
2022-11-17 15:00:00,-250.3658983817544,
2022-11-17 15:30:30,-250.3658983817544,
2022-11-17 23:59:59,-249.33731413600276,c
2022-11-18 00:00:00,-234.39721140117138,
2022-11-18 10:00:00,-214.21634814998993,
2022-11-18 10:30:00,-188.8936143345228,
2022-11-18 12:00:00,-206.74262548941294,
2022-11-18 13:30:00,-204.3954082393019,
2022-11-18 15:00:00,-187.39223971754586,
2022-11-18 15:30:30,-187.39223971754586,
2022-11-18 23:59:59,-188.52855564773392,w
2022-11-21 00:00:00,-163.8817743171236,
2022-11-21 10:00:00,-127.40389818782285,
2022-11-21 10:30:00,-166.4893594974958,
2022-11-21 12:00:00,-145.21082758860098,
2022-11-21 13:30:00,-126.12103879571737,
2022-11-21 15:00:00,-123.33920770929774,
2022-11-21 15:30:30,-123.33920770929774,
2022-11-21 23:59:59,-96.96833623013504,c
2022-11-22 00:00:00,-104.68824866799173,
2022-11-22 10:00:00,-90.92627866930638,
2022-11-22 10:30:00,-78.19941284505944,
2022-11-22 12:00:00,-103.47048333708517,
2022-11-22 13:30:00,-96.16768571286752,
2022-11-22 15:00:00,-124.76599986080771,
2022-11-22 15:30:30,-124.76599986080771,
2022-11-22 23:59:59,-130.15432250802712,c
2022-11-23 00:00:00,-143.1101951086739,
2022-11-23 10:00:00,-137.4183354144427,
2022-11-23 10:30:00,-125.58945303028884,
2022-11-23 12:00:00,-108.99561729159245,
2022-11-23 13:30:00,-103.62518450195466,
2022-11-23 15:00:00,-101.41116207790094,
2022-11-23 15:30:30,-101.41116207790094,
2022-11-23 23:59:59,-83.86836870736215,c
2022-11-24 00:00:00,-83.71926305681643,
2022-11-24 10:00:00,-83.35240761648834,
2022-11-24 10:30:00,-83.98777099971994,
2022-11-24 12:00:00,-83.96834822344886,
2022-11-24 13:30:00,-83.77261038147674,
2022-11-24 15:00:00,-83.99631077230151,
2022-11-24 15:30:30,-83.99631077230151,
2022-11-24 23:59:59,-83.78449677893059,c
2022-11-25 00:00:00,-86.81281901514888,
2022-11-25 10:00:00,-103.33905617329083,
2022-11-25 10:30:00,-118.82755514440987,
