date,AR2_STAY_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,-218.28201072165427,
2022-04-22 10:00:00,-222.72464844209708,
2022-04-22 10:30:00,-235.29001456773852,
2022-04-22 12:00:00,-228.99130179001367,
2022-04-22 13:30:00,-229.63292544508556,
2022-04-22 15:00:00,-232.98221119851803,
2022-04-22 15:30:30,-232.98221119851803,
2022-04-22 23:59:59,-235.69210387288751,w
2022-04-25 00:00:00,-236.1769990640763,
2022-04-25 10:00:00,-230.28179007102437,
2022-04-25 10:30:00,-227.4314180204629,
2022-04-25 12:00:00,-223.60996451210082,
2022-04-25 13:30:00,-228.5319430638457,
2022-04-25 15:00:00,-212.55873905225133,
2022-04-25 15:30:30,-212.55873905225133,
2022-04-25 23:59:59,-208.5258674380397,c
2022-04-26 00:00:00,-198.26879179301784,
2022-04-26 10:00:00,-198.75148831011563,
2022-04-26 10:30:00,-200.62049147947113,
2022-04-26 12:00:00,-178.09971327281397,
2022-04-26 13:30:00,-180.33571649153475,
2022-04-26 15:00:00,-185.2679853281894,
2022-04-26 15:30:30,-185.2679853281894,
2022-04-26 23:59:59,-182.97470578111393,c
2022-04-27 00:00:00,-184.3370995581331,
2022-04-27 10:00:00,-171.31064271601412,
2022-04-27 10:30:00,-166.93098120879785,
2022-04-27 12:00:00,-168.34392928658377,
2022-04-27 13:30:00,-170.24615944685797,
2022-04-27 15:00:00,-166.6767842615534,
2022-04-27 15:30:30,-166.6767842615534,
2022-04-27 23:59:59,-168.68104429296477,c
2022-04-28 00:00:00,-169.01906478074153,
2022-04-28 10:00:00,-174.2136979628504,
2022-04-28 10:30:00,-172.47307440660933,
2022-04-28 12:00:00,-162.4949838709985,
2022-04-28 13:30:00,-163.61181501471697,
2022-04-28 15:00:00,-164.540420943402,
2022-04-28 15:30:30,-164.540420943402,
2022-04-28 23:59:59,-166.9735104616878,c
2022-04-29 00:00:00,-171.30312462020095,
2022-04-29 10:00:00,-186.53330766770938,
2022-04-29 10:30:00,-186.05197250905502,
2022-04-29 12:00:00,-178.08428923085523,
2022-04-29 13:30:00,-181.7359635469778,
2022-04-29 15:00:00,-191.11123266484412,
2022-04-29 15:30:30,-191.11123266484412,
2022-04-29 23:59:59,-192.0524809319785,w
2022-05-02 00:00:00,-187.19431389248228,
2022-05-02 10:00:00,-222.36783515236323,
2022-05-02 10:30:00,-215.46514202039543,
2022-05-02 12:00:00,-219.5684093663607,
2022-05-02 13:30:00,-224.70087111667976,
2022-05-02 15:00:00,-234.67119569281408,
2022-05-02 15:30:30,-234.67119569281408,
2022-05-02 23:59:59,-240.69402223014316,c
2022-05-03 00:00:00,-238.43068643772853,
2022-05-03 10:00:00,-244.4704461527606,
2022-05-03 10:30:00,-235.8550417569461,
2022-05-03 12:00:00,-232.6577233906982,
2022-05-03 13:30:00,-231.33996279854034,
2022-05-03 15:00:00,-232.28524258483344,
2022-05-03 15:30:30,-232.28524258483344,
2022-05-03 23:59:59,-238.25702559865914,c
2022-05-04 00:00:00,-225.68906711870136,
2022-05-04 10:00:00,-252.38087261900932,
2022-05-04 10:30:00,-254.26360162245413,
2022-05-04 12:00:00,-257.35786277550307,
2022-05-04 13:30:00,-259.4451890534464,
2022-05-04 15:00:00,-258.82526824510666,
2022-05-04 15:30:30,-258.82526824510666,
2022-05-04 23:59:59,-255.20418499133092,c
2022-05-05 00:00:00,-258.3873538399028,
2022-05-05 10:00:00,-258.48992985501087,
2022-05-05 10:30:00,-244.75223162389153,
2022-05-05 12:00:00,-269.63149892405414,
2022-05-05 13:30:00,-265.454342259549,
2022-05-05 15:00:00,-265.22556512819745,
2022-05-05 15:30:30,-265.22556512819745,
2022-05-05 23:59:59,-266.19440467118284,c
2022-05-06 00:00:00,-278.648692838442,
2022-05-06 10:00:00,-282.813928600115,
2022-05-06 10:30:00,-277.65015687557434,
2022-05-06 12:00:00,-262.0211670340474,
2022-05-06 13:30:00,-268.7018304332756,
2022-05-06 15:00:00,-272.57494704428734,
2022-05-06 15:30:30,-272.57494704428734,s
2022-05-06 23:59:59,-277.12020999072445,w
