date,GUNR_2022_Q2,meta
2022-05-20 00:00:00,248.9429978575684,
2022-05-20 10:00:00,184.83651173760205,
2022-05-20 10:30:00,196.7011435104098,
2022-05-20 12:00:00,241.29923076284848,
2022-05-20 13:30:00,248.5374526026422,
2022-05-20 15:00:00,245.8488679456717,
2022-05-20 15:30:30,245.8488679456717,
2022-05-20 23:59:59,243.5723620448319,w
2022-05-23 00:00:00,233.75282288851184,
2022-05-23 10:00:00,214.04276843101314,
2022-05-23 10:30:00,199.12290919220982,
2022-05-23 12:00:00,188.76073595794765,
2022-05-23 13:30:00,200.8166862955253,
2022-05-23 15:00:00,183.91525461267912,
2022-05-23 15:30:30,183.91525461267912,
2022-05-23 23:59:59,182.75980381001642,c
2022-05-24 00:00:00,197.9941466444962,
2022-05-24 10:00:00,221.67901983275823,
2022-05-24 10:30:00,234.6955250871917,
2022-05-24 12:00:00,243.25237385410884,
2022-05-24 13:30:00,211.84042051885615,
2022-05-24 15:00:00,194.66651245333156,
2022-05-24 15:30:30,194.66651245333156,
2022-05-24 23:59:59,213.79658352764267,c
2022-05-25 00:00:00,201.1409625187017,
2022-05-25 10:00:00,177.55507715918236,
2022-05-25 10:30:00,161.91446342119428,
2022-05-25 12:00:00,178.18243845860064,
2022-05-25 13:30:00,183.7417881005636,
2022-05-25 15:00:00,170.45342943466574,
2022-05-25 15:30:30,170.45342943466574,
2022-05-25 23:59:59,154.29433964005733,c
2022-05-26 00:00:00,134.2767447847943,
2022-05-26 10:00:00,124.6018337520294,
2022-05-26 10:30:00,122.4393811389766,
2022-05-26 12:00:00,93.64108429484328,
2022-05-26 13:30:00,109.5507610036668,
2022-05-26 15:00:00,100.67490984378666,
2022-05-26 15:30:30,100.67490984378666,
2022-05-26 23:59:59,99.69626630098885,c
2022-05-27 00:00:00,105.24622348500331,
2022-05-27 10:00:00,102.35914542547725,
2022-05-27 10:30:00,98.84578157818449,
2022-05-27 12:00:00,83.90101040393562,
2022-05-27 13:30:00,82.34487818462541,
2022-05-27 15:00:00,81.73440198914152,
2022-05-27 15:30:30,81.73440198914152,
2022-05-27 23:59:59,72.66147861733818,w
2022-05-30 00:00:00,72.66147861733818,
2022-05-30 10:00:00,76.73891028232326,
2022-05-30 10:30:00,72.14850266160785,
2022-05-30 12:00:00,67.57641820227262,
2022-05-30 13:30:00,67.97341774546065,
2022-05-30 15:00:00,68.68620622287612,
2022-05-30 15:30:30,68.68620622287612,
2022-05-30 23:59:59,68.68620622287612,c
2022-05-31 00:00:00,42.79840179938529,
2022-05-31 10:00:00,42.72843614752104,
2022-05-31 10:30:00,28.638357052051333,
