date,CAD_ETFS_2021_Q4,meta
2021-11-19 00:00:00,241.36238051849432,
2021-11-19 10:00:00,272.8044360406193,
2021-11-19 10:30:00,262.1950086252882,
2021-11-19 12:00:00,255.0009060699158,
2021-11-19 13:30:00,245.93366459201297,
2021-11-19 15:00:00,271.6560824560074,
2021-11-19 15:30:30,271.6560824560074,
2021-11-19 23:59:59,266.4069075637981,w
2021-11-22 00:00:00,265.3489940026502,
2021-11-22 10:00:00,190.76886651294353,
2021-11-22 10:30:00,184.83028361458582,
2021-11-22 12:00:00,154.3650101196872,
2021-11-22 13:30:00,142.97069617977195,
2021-11-22 15:00:00,107.07212102818812,
2021-11-22 15:30:30,107.07212102818812,u
2021-11-22 23:59:59,118.81394207378798,c
2021-11-23 00:00:00,90.63177065506352,
2021-11-23 10:00:00,27.724988637123715,
2021-11-23 10:30:00,39.59006678024434,
2021-11-23 12:00:00,67.35497319989008,
2021-11-23 13:30:00,80.57823858172105,
2021-11-23 15:00:00,51.919214288240255,
2021-11-23 15:30:30,51.919214288240255,
2021-11-23 23:59:59,57.728388164322496,c
2021-11-24 00:00:00,84.91074503644268,
2021-11-24 10:00:00,22.419486802265965,
2021-11-24 10:30:00,23.788438831927124,
2021-11-24 12:00:00,50.313471608779764,
2021-11-24 13:30:00,24.853734364834963,
2021-11-24 15:00:00,20.37881297574131,
2021-11-24 15:30:30,20.37881297574131,
2021-11-24 23:59:59,20.52204755994626,c
2021-11-25 00:00:00,17.884614380749554,
2021-11-25 10:00:00,-20.25604586177178,
2021-11-25 10:30:00,-11.67988772569879,
2021-11-25 12:00:00,-15.416829210574178,
2021-11-25 13:30:00,-2.490178704361824,
2021-11-25 15:00:00,-9.673448528922563,
2021-11-25 15:30:30,-9.673448528922563,
2021-11-25 23:59:59,2.7437729487564866,c
2021-11-26 00:00:00,155.46271275451454,
2021-11-26 10:00:00,143.2612430470499,
2021-11-26 10:30:00,168.1419085353691,
2021-11-26 12:00:00,201.177916950096,
2021-11-26 13:30:00,176.11276612603797,
2021-11-26 15:00:00,161.66670114435783,
2021-11-26 15:30:30,161.66670114435783,
2021-11-26 23:59:59,165.9769652044406,w
2021-11-29 00:00:00,87.80755154347753,
2021-11-29 10:00:00,117.89745290568226,
2021-11-29 10:30:00,123.03363286801414,
2021-11-29 12:00:00,121.36179507590077,
2021-11-29 13:30:00,81.53658825189996,
2021-11-29 15:00:00,104.66095676408713,
2021-11-29 15:30:30,104.66095676408713,
2021-11-29 23:59:59,115.60270310286887,c
2021-11-30 00:00:00,157.07041145353196,
2021-11-30 10:00:00,128.22102951842317,
2021-11-30 10:30:00,153.7965481576266,
2021-11-30 12:00:00,221.6161913001897,
2021-11-30 13:30:00,250.25554482576445,
2021-11-30 15:00:00,233.13935097201283,
2021-11-30 15:30:30,233.13935097201283,s
2021-11-30 23:59:59,237.44572980128578,c
2021-12-01 00:00:00,180.55739561005066,
2021-12-01 10:00:00,121.02426875088804,
2021-12-01 10:30:00,95.96194068794193,
2021-12-01 12:00:00,147.80905122181412,
2021-12-01 13:30:00,174.92654619879158,
2021-12-01 15:00:00,192.87542451282934,
2021-12-01 15:30:30,192.87542451282934,
2021-12-01 23:59:59,222.52691307177702,c
2021-12-02 00:00:00,205.157843754826,
2021-12-02 10:00:00,146.69082523928773,
2021-12-02 10:30:00,149.11736607405237,
2021-12-02 12:00:00,109.38071076795859,
2021-12-02 13:30:00,139.8558474432548,
2021-12-02 15:00:00,96.101993758567,
2021-12-02 15:30:30,96.101993758567,
2021-12-02 23:59:59,119.84085849564144,c
2021-12-03 00:00:00,101.95473411599232,
2021-12-03 10:00:00,89.3704746603762,
2021-12-03 10:30:00,77.12349355633523,
2021-12-03 12:00:00,170.55893241929516,
2021-12-03 13:30:00,155.3816656242334,
2021-12-03 15:00:00,181.79833994428554,
2021-12-03 15:30:30,181.79833994428554,
2021-12-03 23:59:59,120.81828221722935,w
2021-12-06 00:00:00,96.12859298170588,
2021-12-06 10:00:00,84.07994833936118,
2021-12-06 10:30:00,63.97947378091885,
2021-12-06 12:00:00,66.44706547108217,
2021-12-06 13:30:00,38.48238478829353,
2021-12-06 15:00:00,27.14183550035432,
2021-12-06 15:30:30,27.14183550035432,
2021-12-06 23:59:59,55.56876434055448,c
2021-12-07 00:00:00,55.56876434055448,
2021-12-07 10:00:00,-13.834128889131534,
2021-12-07 10:30:00,2.173124572488632,
2021-12-07 12:00:00,-2.988611775647769,
2021-12-07 13:30:00,26.767690635081635,
2021-12-07 15:00:00,22.19056433300102,
2021-12-07 15:30:30,22.19056433300102,
2021-12-07 23:59:59,26.206016201693274,c
2021-12-08 00:00:00,9.054195549915676,
2021-12-08 10:00:00,17.989934645951507,
2021-12-08 10:30:00,7.2606617062392615,
2021-12-08 12:00:00,-1.7127479131759173,
2021-12-08 13:30:00,-6.3156367629999295,
2021-12-08 15:00:00,-0.9812328081907253,
2021-12-08 15:30:30,-0.9812328081907253,
2021-12-08 23:59:59,2.151108406232197,c
2021-12-09 00:00:00,34.000419746856096,
2021-12-09 10:00:00,33.37661734808262,
2021-12-09 10:30:00,40.74477949521406,
2021-12-09 12:00:00,52.6819493356852,
2021-12-09 13:30:00,51.80325454362719,
2021-12-09 15:00:00,54.74848124310574,
2021-12-09 15:30:30,54.74848124310574,
2021-12-09 23:59:59,53.75061561996881,c
2021-12-10 00:00:00,-3.7017710602794978,
2021-12-10 10:00:00,-5.454189873928954,
2021-12-10 10:30:00,-21.9096557477651,
2021-12-10 12:00:00,8.452418456352461,
2021-12-10 13:30:00,14.136628488219685,
2021-12-10 15:00:00,11.570699832216633,
2021-12-10 15:30:30,11.570699832216633,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,-10.82104223584156,
2021-12-13 10:00:00,71.33823272291556,
2021-12-13 10:30:00,99.1102068138398,
2021-12-13 12:00:00,128.94060938928124,
2021-12-13 13:30:00,116.52819672315673,
2021-12-13 15:00:00,89.8186994227799,
2021-12-13 15:30:30,89.8186994227799,
2021-12-13 23:59:59,89.76505680997525,c
2021-12-14 00:00:00,109.43508782476874,
2021-12-14 10:00:00,61.842154185305844,
2021-12-14 10:30:00,72.43960747462097,
2021-12-14 12:00:00,107.19775478052998,
2021-12-14 13:30:00,103.95164294577808,
2021-12-14 15:00:00,98.07890274955935,
2021-12-14 15:30:30,98.07890274955935,
2021-12-14 23:59:59,99.22129589415363,c
2021-12-15 00:00:00,108.09673046727494,
2021-12-15 10:00:00,147.76505066787558,
2021-12-15 10:30:00,136.0547671696877,
2021-12-15 12:00:00,145.97946432568006,
2021-12-15 13:30:00,114.35928208711721,
2021-12-15 15:00:00,82.55074581178178,
