date,HACK_2022_Q3,meta
2022-09-01 00:00:00,-177.90672864735131,
2022-09-01 10:00:00,-107.71823124088473,
2022-09-01 10:30:00,-87.94514464036638,
2022-09-01 12:00:00,-72.87761436881885,
2022-09-01 13:30:00,-111.9891319136807,
2022-09-01 15:00:00,-115.33308157591102,
2022-09-01 15:30:30,-115.33308157591102,
2022-09-01 23:59:59,-130.1704237933145,c
2022-09-02 00:00:00,-135.31810403970076,
2022-09-02 10:00:00,-144.7229726496322,
2022-09-02 10:30:00,-163.14243980164326,
2022-09-02 12:00:00,-141.67889893672168,
2022-09-02 13:30:00,-130.00060108009495,
2022-09-02 15:00:00,-139.37501766475236,
2022-09-02 15:30:30,-139.37501766475236,
2022-09-02 23:59:59,-144.57208144596007,w
2022-09-05 00:00:00,-144.57208144596007,
2022-09-05 10:00:00,-144.57208144596007,
2022-09-05 10:30:00,-144.57208144596007,
2022-09-05 12:00:00,-144.57208144596007,
2022-09-05 13:30:00,-144.57208144596007,
2022-09-05 15:00:00,-144.57208144596007,
2022-09-05 15:30:30,-144.57208144596007,
2022-09-05 23:59:59,-144.57208144596007,c
2022-09-06 00:00:00,-140.76634291537584,
2022-09-06 10:00:00,-114.60383166470899,
2022-09-06 10:30:00,-127.98316475719002,
2022-09-06 12:00:00,-145.75509752919174,
2022-09-06 13:30:00,-149.90785042739037,
2022-09-06 15:00:00,-151.17147096349584,
2022-09-06 15:30:30,-151.17147096349584,
2022-09-06 23:59:59,-143.58572980520046,c
2022-09-07 00:00:00,-146.12645679949765,
2022-09-07 10:00:00,-155.68595653416446,
2022-09-07 10:30:00,-139.71538837323976,
2022-09-07 12:00:00,-134.938912646924,
2022-09-07 13:30:00,-139.72105610555639,
2022-09-07 15:00:00,-141.27508360704212,
2022-09-07 15:30:30,-141.27508360704212,
2022-09-07 23:59:59,-144.01505348664978,c
2022-09-08 00:00:00,-146.0002908707828,
2022-09-08 10:00:00,-174.72834914710165,
2022-09-08 10:30:00,-184.8165377512097,
2022-09-08 12:00:00,-146.6911955193284,
2022-09-08 13:30:00,-169.1092500726345,
2022-09-08 15:00:00,-177.11452495991352,
2022-09-08 15:30:30,-177.11452495991352,
2022-09-08 23:59:59,-179.93072376812768,c
2022-09-09 00:00:00,-159.27294169175423,
2022-09-09 10:00:00,-182.0895321538361,
2022-09-09 10:30:00,-167.87205841647813,
2022-09-09 12:00:00,-168.55438108350415,
2022-09-09 13:30:00,-170.94500779997838,
2022-09-09 15:00:00,-146.97529261881107,
2022-09-09 15:30:30,-146.97529261881107,s
2022-09-09 23:59:59,-132.6852381994462,w
2022-09-12 00:00:00,-110.71429742122746,
2022-09-12 10:00:00,-50.87137306101488,
2022-09-12 10:30:00,-43.2962484090707,
2022-09-12 12:00:00,-47.20371030333433,
2022-09-12 13:30:00,-63.73350574859069,
2022-09-12 15:00:00,-65.28119079481769,
2022-09-12 15:30:30,-65.28119079481769,
2022-09-12 23:59:59,-73.32752117208668,c
2022-09-13 00:00:00,-27.826876888381776,
2022-09-13 10:00:00,0.6138824394552103,
2022-09-13 10:30:00,-2.84016353317179,
2022-09-13 12:00:00,3.6801601681853526,
2022-09-13 13:30:00,-14.698430688700228,
2022-09-13 15:00:00,-24.838299925523074,
2022-09-13 15:30:30,-24.838299925523074,
2022-09-13 23:59:59,-28.321289070304033,c
2022-09-14 00:00:00,-49.71136393345694,
2022-09-14 10:00:00,-2.464960089507258,
2022-09-14 10:30:00,-14.930471355575378,
2022-09-14 12:00:00,-16.012790572432323,
2022-09-14 13:30:00,-7.493857511169949,
2022-09-14 15:00:00,-26.37626232569926,
2022-09-14 15:30:30,-26.37626232569926,
2022-09-14 23:59:59,-34.83255952745344,c
2022-09-15 00:00:00,-42.28069456534138,
2022-09-15 10:00:00,-41.12199232475564,
2022-09-15 10:30:00,-37.605173049788846,
2022-09-15 12:00:00,-21.031549921789633,
2022-09-15 13:30:00,-17.991701033651907,
2022-09-15 15:00:00,-19.405405514755557,
2022-09-15 15:30:30,-19.405405514755557,
2022-09-15 23:59:59,0.0,a
2022-09-16 00:00:00,27.81046326183514,
2022-09-16 10:00:00,13.515981245349963,
2022-09-16 10:30:00,19.312951609229344,
2022-09-16 12:00:00,23.19354204736328,
2022-09-16 13:30:00,27.699730172360546,
2022-09-16 15:00:00,38.15109183182767,
2022-09-16 15:30:30,38.15109183182767,
2022-09-16 23:59:59,51.680353120119435,e
2022-09-19 00:00:00,-75.92347910547414,
2022-09-19 10:00:00,-100.55882485643917,
2022-09-19 10:30:00,-71.02580046428909,
2022-09-19 12:00:00,-93.56848020053201,
2022-09-19 13:30:00,-100.56228604108821,
2022-09-19 15:00:00,-100.11803852806474,
2022-09-19 15:30:30,-100.11803852806474,
2022-09-19 23:59:59,-86.3266741848139,c
2022-09-20 00:00:00,-97.12823872174272,
2022-09-20 10:00:00,-111.83513162930046,
2022-09-20 10:30:00,-104.15255908559016,
2022-09-20 12:00:00,-82.11762134111552,
2022-09-20 13:30:00,-87.92698614854373,
2022-09-20 15:00:00,-79.4484017964187,
2022-09-20 15:30:30,-79.4484017964187,
2022-09-20 23:59:59,-88.63412847716666,c
2022-09-21 00:00:00,-84.17424524856324,
2022-09-21 10:00:00,-61.74738423472411,
2022-09-21 10:30:00,-71.48922086673463,
2022-09-21 12:00:00,-98.95681676292986,
2022-09-21 13:30:00,-106.87666504560582,
2022-09-21 15:00:00,-103.68813393185462,
2022-09-21 15:30:30,-103.68813393185462,
2022-09-21 23:59:59,-106.80617190833959,c
2022-09-22 00:00:00,-94.7347184945396,
2022-09-22 10:00:00,-86.95029473359193,
2022-09-22 10:30:00,-83.16417877614947,
2022-09-22 12:00:00,-84.90202980556876,
2022-09-22 13:30:00,-64.77922436781239,
2022-09-22 15:00:00,-66.81864030298993,
2022-09-22 15:30:30,-66.81864030298993,
2022-09-22 23:59:59,-67.93595592776228,c
2022-09-23 00:00:00,-73.3876388425482,
2022-09-23 10:00:00,-74.38791327067418,
2022-09-23 10:30:00,-69.49151846010136,
2022-09-23 12:00:00,-77.10790676189117,
2022-09-23 13:30:00,-93.9448983161817,
2022-09-23 15:00:00,-84.501064660505,
2022-09-23 15:30:30,-84.501064660505,
2022-09-23 23:59:59,-75.11036859849446,w
2022-09-26 00:00:00,-75.24134959494734,
2022-09-26 10:00:00,-116.13406182009817,
2022-09-26 10:30:00,-117.40967120756045,
2022-09-26 12:00:00,-140.01580670496355,
2022-09-26 13:30:00,-130.30748802027654,
2022-09-26 15:00:00,-130.91867358280706,
2022-09-26 15:30:30,-130.91867358280706,
2022-09-26 23:59:59,-113.92918582420793,c
2022-09-27 00:00:00,-119.61586147104754,
2022-09-27 10:00:00,-138.1442260958811,
2022-09-27 10:30:00,-137.55340967014513,
2022-09-27 12:00:00,-140.3489991563115,
2022-09-27 13:30:00,-148.0019530391071,
2022-09-27 15:00:00,-147.71855935286123,
2022-09-27 15:30:30,-147.71855935286123,
2022-09-27 23:59:59,-134.97179401853907,c
2022-09-28 00:00:00,-128.6067352463965,
2022-09-28 10:00:00,-117.579580381509,
2022-09-28 10:30:00,-124.74460493785341,
2022-09-28 12:00:00,-109.75350316946435,
2022-09-28 13:30:00,-112.45212092029828,
2022-09-28 15:00:00,-118.89233494552025,
2022-09-28 15:30:30,-118.89233494552025,
2022-09-28 23:59:59,-120.00223217560665,c
2022-09-29 00:00:00,-114.94766963934012,
2022-09-29 10:00:00,-126.11648955118415,
2022-09-29 10:30:00,-126.21047115530655,
2022-09-29 12:00:00,-128.57810977686643,
2022-09-29 13:30:00,-141.1041447956727,
2022-09-29 15:00:00,-148.6676599745108,
2022-09-29 15:30:30,-148.6676599745108,
2022-09-29 23:59:59,-143.6917380326421,c
2022-09-30 00:00:00,-135.6036946782964,
2022-09-30 10:00:00,-144.91562554071913,
2022-09-30 10:30:00,-160.31327479546007,
2022-09-30 12:00:00,-143.63672469331073,
2022-09-30 13:30:00,-142.27278527042654,
2022-09-30 15:00:00,-143.33318003361353,
2022-09-30 15:30:30,-143.33318003361353,
2022-09-30 23:59:59,-148.91535153755297,w
