date,XLYCAP_2022_Q1,meta
2022-03-16 00:00:00,-510.0712430742509,
2022-03-16 10:00:00,-477.3849840942451,
2022-03-16 10:30:00,-458.7948399445461,
2022-03-16 12:00:00,-478.62968413011953,
2022-03-16 13:30:00,-487.47960442567717,
2022-03-16 15:00:00,-428.5725108230864,
2022-03-16 15:30:30,-428.5725108230864,
2022-03-16 23:59:59,-448.936773523837,c
2022-03-17 00:00:00,-447.72428941768936,
2022-03-17 10:00:00,-446.36736779926986,
2022-03-17 10:30:00,-440.87204140894437,
2022-03-17 12:00:00,-451.7264545948191,
2022-03-17 13:30:00,-456.5576094808156,
2022-03-17 15:00:00,-490.8432863013454,
2022-03-17 15:30:30,-490.8432863013454,
2022-03-17 23:59:59,-503.93913757909974,c
2022-03-18 00:00:00,-524.7358011098476,
2022-03-18 10:00:00,-493.6515919247387,
2022-03-18 10:30:00,-468.39896401876246,
2022-03-18 12:00:00,-458.7918895452518,
2022-03-18 13:30:00,-439.98364710604875,
2022-03-18 15:00:00,-448.5755527608304,
2022-03-18 15:30:30,-448.5755527608304,q
2022-03-18 23:59:59,-504.1434998531325,w
2022-03-21 00:00:00,-473.4643397982186,
2022-03-21 10:00:00,-457.7086315129924,
2022-03-21 10:30:00,-437.9722155766597,
2022-03-21 12:00:00,-445.06920638285783,
2022-03-21 13:30:00,-453.4953467733065,
2022-03-21 15:00:00,-434.6615761832055,
2022-03-21 15:30:30,-434.6615761832055,
2022-03-21 23:59:59,-422.5692047503374,c
2022-03-22 00:00:00,-381.4962333363363,
2022-03-22 10:00:00,-298.0900050660126,
2022-03-22 10:30:00,-333.8937975102259,
2022-03-22 12:00:00,-309.42747716112797,
2022-03-22 13:30:00,-374.57148619489504,
2022-03-22 15:00:00,-376.44032578529743,
2022-03-22 15:30:30,-376.44032578529743,
2022-03-22 23:59:59,-382.54602110432404,c
2022-03-23 00:00:00,-365.2972087405194,
2022-03-23 10:00:00,-294.54802244710044,
2022-03-23 10:30:00,-295.4164271448277,
2022-03-23 12:00:00,-266.8593700443757,
2022-03-23 13:30:00,-258.8924065989362,
2022-03-23 15:00:00,-264.028358677907,
2022-03-23 15:30:30,-264.028358677907,
2022-03-23 23:59:59,-270.78130725331704,c
2022-03-24 00:00:00,-270.76698609702675,
