date,XLYCAP_2022_Q1,meta
2022-03-24 10:00:00,-255.0307993395754,
2022-03-24 10:30:00,-258.6418218902395,
2022-03-24 12:00:00,-234.86488914096188,
2022-03-24 13:30:00,-217.03402216989952,
2022-03-24 15:00:00,-206.53642909697433,
2022-03-24 15:30:30,-206.53642909697433,
2022-03-24 23:59:59,-201.2320080241412,c
2022-03-25 00:00:00,-228.3146469755262,
2022-03-25 10:00:00,-146.55078950655354,
2022-03-25 10:30:00,-169.97609126463288,
2022-03-25 12:00:00,-141.69076059490638,
2022-03-25 13:30:00,-147.19027366244669,
2022-03-25 15:00:00,-140.95852971461005,
2022-03-25 15:30:30,-140.95852971461005,
2022-03-25 23:59:59,-139.5788134236568,w
2022-03-28 00:00:00,-138.41891134685196,
2022-03-28 10:00:00,-147.62172718760533,
2022-03-28 10:30:00,-163.87761820263583,
2022-03-28 12:00:00,-152.08026283940438,
2022-03-28 13:30:00,-168.3082650335884,
2022-03-28 15:00:00,-160.7630093989459,
2022-03-28 15:30:30,-160.7630093989459,
2022-03-28 23:59:59,-162.67841100007348,c
2022-03-29 00:00:00,-124.44738346175683,
2022-03-29 10:00:00,-93.89513647609012,
2022-03-29 10:30:00,-60.65330060982826,
2022-03-29 12:00:00,-66.73627713696091,
2022-03-29 13:30:00,-74.73294973764109,
2022-03-29 15:00:00,-60.24784475055,
2022-03-29 15:30:30,-60.24784475055,
2022-03-29 23:59:59,-68.7883407119066,c
2022-03-30 00:00:00,-50.26274799745242,
2022-03-30 10:00:00,-39.23740493146336,
2022-03-30 10:30:00,-29.325790763565845,
2022-03-30 12:00:00,-15.581333495380777,
2022-03-30 13:30:00,23.239913320363765,
2022-03-30 15:00:00,20.270685040388134,
2022-03-30 15:30:30,20.270685040388134,
2022-03-30 23:59:59,0.0,a
2022-03-31 00:00:00,20.48695456543248,
2022-03-31 10:00:00,45.12026268837405,
2022-03-31 10:30:00,68.01323666379646,
2022-03-31 12:00:00,59.60436524540402,
2022-03-31 13:30:00,94.42180489964684,
2022-03-31 15:00:00,78.31065769664029,
2022-03-31 15:30:30,78.31065769664029,
2022-03-31 23:59:59,47.59963869989225,e
2022-04-01 00:00:00,53.542503765035995,
2022-04-01 10:00:00,51.661428128576496,
2022-04-01 10:30:00,36.8072214987436,
2022-04-01 12:00:00,-6.5015519803124535,
2022-04-01 13:30:00,-7.637262124105652,
2022-04-01 15:00:00,-20.33887195636506,
2022-04-01 15:30:30,-20.33887195636506,
2022-04-01 23:59:59,-0.905936492720715,w
2022-04-04 00:00:00,-6.205449467045462,
2022-04-04 10:00:00,-56.798272761572804,
2022-04-04 10:30:00,-31.506964504655688,
2022-04-04 12:00:00,-10.629166495351729,
2022-04-04 13:30:00,-24.755991861875387,
2022-04-04 15:00:00,-44.87360307439279,
2022-04-04 15:30:30,-44.87360307439279,
2022-04-04 23:59:59,-34.526049434383296,c
2022-04-05 00:00:00,-62.519842234402844,
2022-04-05 10:00:00,-66.96619818779752,
2022-04-05 10:30:00,-60.62408763966567,
2022-04-05 12:00:00,-85.00172560337019,
2022-04-05 13:30:00,-92.30499223940315,
2022-04-05 15:00:00,-93.80161780247366,
2022-04-05 15:30:30,-93.80161780247366,
2022-04-05 23:59:59,-87.25497015925743,c
2022-04-06 00:00:00,-35.276010424257024,
2022-04-06 10:00:00,-88.90243919547291,
2022-04-06 10:30:00,-70.2907385897317,
2022-04-06 12:00:00,-50.613273460029994,
2022-04-06 13:30:00,-66.23396524721346,
2022-04-06 15:00:00,-46.70689629297592,
2022-04-06 15:30:30,-46.70689629297592,
2022-04-06 23:59:59,-59.20564823652781,c
2022-04-07 00:00:00,-70.25283356891613,
2022-04-07 10:00:00,-57.09687284356747,
2022-04-07 10:30:00,-39.90838990422312,
2022-04-07 12:00:00,-85.40016615330299,
2022-04-07 13:30:00,-96.75261468001428,
2022-04-07 15:00:00,-82.5972036720474,
2022-04-07 15:30:30,-82.5972036720474,
2022-04-07 23:59:59,-91.16861066468071,c
2022-04-08 00:00:00,-99.57754935422336,
2022-04-08 10:00:00,-129.30067941530478,
2022-04-08 10:30:00,-175.0197906569288,
2022-04-08 12:00:00,-163.84386130907194,
2022-04-08 13:30:00,-183.1396481338556,
2022-04-08 15:00:00,-200.2884272862582,
2022-04-08 15:30:30,-200.2884272862582,
2022-04-08 23:59:59,-207.30687870823374,w
2022-04-11 00:00:00,-186.69474097771226,
2022-04-11 10:00:00,-189.53802796767852,
2022-04-11 10:30:00,-177.3245605846278,
2022-04-11 12:00:00,-165.69660933905155,
2022-04-11 13:30:00,-164.98068700201705,
2022-04-11 15:00:00,-160.02141343333295,
2022-04-11 15:30:30,-160.02141343333295,
2022-04-11 23:59:59,-160.77791440320783,c
2022-04-12 00:00:00,-160.32031857860284,
2022-04-12 10:00:00,-147.68406783784826,
2022-04-12 10:30:00,-135.3569153399637,
2022-04-12 12:00:00,-125.80982911507458,
2022-04-12 13:30:00,-143.63002689756152,
2022-04-12 15:00:00,-158.36821681867767,
2022-04-12 15:30:30,-158.36821681867767,
2022-04-12 23:59:59,-145.58020417539976,c
2022-04-13 00:00:00,-139.4739403820363,
2022-04-13 10:00:00,-128.1827519061437,
2022-04-13 10:30:00,-111.61314908847868,
2022-04-13 12:00:00,-118.27402690596321,
2022-04-13 13:30:00,-127.62718052294434,
2022-04-13 15:00:00,-142.27712154230954,
2022-04-13 15:30:30,-142.27712154230954,
2022-04-13 23:59:59,-129.27704315511147,c
2022-04-14 00:00:00,-134.8990477565256,
2022-04-14 10:00:00,-40.106680533770486,
2022-04-14 10:30:00,-63.64986843241691,
2022-04-14 12:00:00,-49.43814663030094,
2022-04-14 13:30:00,-57.476829293481515,
2022-04-14 15:00:00,-45.372481430818034,
2022-04-14 15:30:30,-45.372481430818034,
2022-04-14 23:59:59,-34.32944666539594,c
