date,AS_MSCI_EM_REST_AD_2022_Q2,meta
2022-03-31 00:00:00,-356.18796849371506,
2022-03-31 01:00:00,-363.27688640135625,
2022-03-31 02:30:00,-363.27688640135625,
2022-03-31 03:00:00,-363.27688640135625,
2022-03-31 18:30:00,-363.27688640135625,
2022-03-31 20:00:00,-363.27688640135625,
2022-03-31 23:00:00,-353.9930317259855,
2022-03-31 23:59:59,-337.08868640037906,c
2022-04-01 00:00:00,-353.19564846980927,
2022-04-01 01:00:00,-352.75585253920076,
2022-04-01 02:30:00,-352.75585253920076,
2022-04-01 03:00:00,-352.75585253920076,
2022-04-01 18:30:00,-352.75585253920076,
2022-04-01 20:00:00,-352.75585253920076,
2022-04-01 23:00:00,-352.75585253920076,
2022-04-01 23:59:59,-351.12276909449577,w
2022-04-04 00:00:00,-370.2479493818654,
2022-04-04 01:00:00,-373.5673382321072,
2022-04-04 02:30:00,-373.5673382321072,
2022-04-04 03:00:00,-373.5673382321072,
2022-04-04 18:30:00,-373.5673382321072,
2022-04-04 20:00:00,-373.5673382321072,
2022-04-04 23:00:00,-340.8605246862507,
2022-04-04 23:59:59,-309.5654091677294,c
2022-04-05 00:00:00,-318.8928819222934,
2022-04-05 01:00:00,-320.17854555245464,
2022-04-05 02:30:00,-320.17854555245464,
2022-04-05 03:00:00,-320.17854555245464,
2022-04-05 18:30:00,-320.17854555245464,
2022-04-05 20:00:00,-320.17854555245464,
2022-04-05 23:00:00,-130.6924508271016,
2022-04-05 23:59:59,-108.96247035694427,c
2022-04-06 00:00:00,-111.56911718065163,
2022-04-06 01:00:00,-105.61383855922742,
2022-04-06 02:30:00,-105.61383855922742,
2022-04-06 03:00:00,-105.61383855922742,
2022-04-06 18:30:00,-105.61383855922742,
2022-04-06 20:00:00,-105.61383855922742,
2022-04-06 23:00:00,-78.64021289924389,
2022-04-06 23:59:59,-72.72025896479659,c
2022-04-07 00:00:00,-67.06086703444075,
2022-04-07 01:00:00,-74.49101243211621,
2022-04-07 02:30:00,-74.49101243211621,
2022-04-07 03:00:00,-74.49101243211621,
2022-04-07 18:30:00,-74.49101243211621,
2022-04-07 20:00:00,-74.49101243211621,
2022-04-07 23:00:00,-34.27947155114492,
2022-04-07 23:59:59,-54.48042520734293,c
2022-04-08 00:00:00,-39.92574414610863,
2022-04-08 01:00:00,-63.53964234462555,
2022-04-08 02:30:00,-63.53964234462555,
2022-04-08 03:00:00,-63.53964234462555,
2022-04-08 18:30:00,-63.53964234462555,
2022-04-08 20:00:00,-63.53964234462555,
2022-04-08 23:00:00,-63.53964234462555,
2022-04-08 23:59:59,-55.605175340465166,w
2022-04-11 00:00:00,-147.6558006458306,
2022-04-11 01:00:00,-148.94602573239104,
2022-04-11 02:30:00,-148.94602573239104,
2022-04-11 03:00:00,-148.94602573239104,
2022-04-11 18:30:00,-148.94602573239104,
2022-04-11 20:00:00,-148.94602573239104,
2022-04-11 23:00:00,-157.9439212008038,
2022-04-11 23:59:59,-161.3972130968874,c
2022-04-12 00:00:00,-152.25015383050885,
2022-04-12 01:00:00,-145.9398305499172,
2022-04-12 02:30:00,-145.9398305499172,
2022-04-12 03:00:00,-145.9398305499172,
2022-04-12 18:30:00,-145.9398305499172,
2022-04-12 20:00:00,-145.9398305499172,
2022-04-12 23:00:00,-111.58882037654661,
2022-04-12 23:59:59,-121.9527921980033,c
2022-04-13 00:00:00,-86.1811634861181,
2022-04-13 01:00:00,-100.94430034976506,
2022-04-13 02:30:00,-100.94430034976506,
2022-04-13 03:00:00,-100.94430034976506,
2022-04-13 18:30:00,-100.94430034976506,
2022-04-13 20:00:00,-100.94430034976506,
2022-04-13 23:00:00,-100.21875577518057,
2022-04-13 23:59:59,-111.43391900552217,c
2022-04-14 00:00:00,-128.87810952986382,
2022-04-14 01:00:00,-136.88322805239545,
2022-04-14 02:30:00,-136.88322805239545,
2022-04-14 03:00:00,-136.88322805239545,
2022-04-14 18:30:00,-136.88322805239545,
2022-04-14 20:00:00,-136.88322805239545,
2022-04-14 23:00:00,-87.71465774868474,
2022-04-14 23:59:59,-111.78665424440908,c
2022-04-15 00:00:00,-102.59479391985349,
2022-04-15 01:00:00,-90.39031079832563,
2022-04-15 02:30:00,-90.39031079832563,
2022-04-15 03:00:00,-90.39031079832563,
2022-04-15 18:30:00,-90.39031079832563,
2022-04-15 20:00:00,-90.39031079832563,
2022-04-15 23:00:00,-90.39031079832563,
2022-04-15 23:59:59,-23.583564040189174,w
2022-04-18 00:00:00,-108.59184166689715,
2022-04-18 01:00:00,-117.91430155303823,
2022-04-18 02:30:00,-117.91430155303823,
2022-04-18 03:00:00,-117.91430155303823,
2022-04-18 18:30:00,-117.91430155303823,
2022-04-18 20:00:00,-117.91430155303823,
2022-04-18 23:00:00,-76.10041806754705,
2022-04-18 23:59:59,-65.64665906440646,c
2022-04-19 00:00:00,-61.00998093972518,
2022-04-19 01:00:00,-64.0214365804186,
2022-04-19 02:30:00,-64.0214365804186,
2022-04-19 03:00:00,-64.0214365804186,
2022-04-19 18:30:00,-64.0214365804186,
2022-04-19 20:00:00,-64.0214365804186,
2022-04-19 23:00:00,-77.98665393177785,
2022-04-19 23:59:59,-90.37142238017069,c
2022-04-20 00:00:00,-71.39489081581632,
2022-04-20 01:00:00,-80.31981783269049,
2022-04-20 02:30:00,-80.31981783269049,
2022-04-20 03:00:00,-80.31981783269049,
2022-04-20 18:30:00,-80.31981783269049,
2022-04-20 20:00:00,-80.31981783269049,
2022-04-20 23:00:00,24.24995459004711,
2022-04-20 23:59:59,54.71803402753086,c
2022-04-21 00:00:00,33.78902198433323,
2022-04-21 01:00:00,43.29446063973555,
2022-04-21 02:30:00,43.29446063973555,
2022-04-21 03:00:00,43.29446063973555,
2022-04-21 18:30:00,43.29446063973555,
2022-04-21 20:00:00,43.29446063973555,
2022-04-21 23:00:00,31.651342290219247,
2022-04-21 23:59:59,95.84687751315681,c
2022-04-22 00:00:00,77.74374502428338,
2022-04-22 01:00:00,70.82259972860264,
2022-04-22 02:30:00,70.82259972860264,
2022-04-22 03:00:00,70.82259972860264,
2022-04-22 18:30:00,70.82259972860264,
2022-04-22 20:00:00,70.82259972860264,
2022-04-22 23:00:00,70.82259972860264,
2022-04-22 23:59:59,85.13093415046245,w
2022-04-25 00:00:00,28.89829431955272,
2022-04-25 01:00:00,19.34452419581106,
2022-04-25 02:30:00,19.34452419581106,
2022-04-25 03:00:00,19.34452419581106,
2022-04-25 18:30:00,19.34452419581106,
2022-04-25 20:00:00,19.34452419581106,
2022-04-25 23:00:00,-97.59188805435542,
2022-04-25 23:59:59,-56.35422240022058,c
2022-04-26 00:00:00,-36.09071797700918,
2022-04-26 01:00:00,-35.513022678514034,
2022-04-26 02:30:00,-35.513022678514034,
2022-04-26 03:00:00,-35.513022678514034,
2022-04-26 18:30:00,-35.513022678514034,
2022-04-26 20:00:00,-35.513022678514034,
2022-04-26 23:00:00,72.74715618660869,
2022-04-26 23:59:59,97.9535394027961,c
2022-04-27 00:00:00,76.76260193366167,
2022-04-27 01:00:00,82.3231957101793,
2022-04-27 02:30:00,82.3231957101793,
2022-04-27 03:00:00,82.3231957101793,
2022-04-27 18:30:00,82.3231957101793,
2022-04-27 20:00:00,82.3231957101793,
2022-04-27 23:00:00,137.54629011434213,
2022-04-27 23:59:59,116.22029231822162,c
2022-04-28 00:00:00,127.74038222423857,
2022-04-28 01:00:00,116.37464728154612,
2022-04-28 02:30:00,116.37464728154612,
2022-04-28 03:00:00,116.37464728154612,
2022-04-28 18:30:00,116.37464728154612,
2022-04-28 20:00:00,116.37464728154612,
2022-04-28 23:00:00,22.702462114958564,
2022-04-28 23:59:59,20.31340149079938,c
2022-04-29 00:00:00,50.254259303829585,
2022-04-29 01:00:00,26.218060618137343,
2022-04-29 02:30:00,26.218060618137343,
2022-04-29 03:00:00,26.218060618137343,
2022-04-29 18:30:00,26.218060618137343,
2022-04-29 20:00:00,26.218060618137343,
2022-04-29 23:00:00,26.218060618137343,
2022-04-29 23:59:59,20.752713901514795,w
2022-05-02 00:00:00,68.72405214034214,
2022-05-02 01:00:00,43.01026069757809,
2022-05-02 02:30:00,43.01026069757809,
2022-05-02 03:00:00,43.01026069757809,
2022-05-02 18:30:00,43.01026069757809,
2022-05-02 20:00:00,43.01026069757809,
2022-05-02 23:00:00,-36.64145699448446,
2022-05-02 23:59:59,-64.37943648373516,c
2022-05-03 00:00:00,-63.92131471915337,
2022-05-03 01:00:00,-60.391853587555204,
2022-05-03 02:30:00,-60.391853587555204,
2022-05-03 03:00:00,-60.391853587555204,
2022-05-03 18:30:00,-60.391853587555204,
2022-05-03 20:00:00,-60.391853587555204,
2022-05-03 23:00:00,-91.25865588374637,
2022-05-03 23:59:59,-70.23735828244367,c
2022-05-04 00:00:00,-68.41739864443522,
2022-05-04 01:00:00,-76.4466310542285,
2022-05-04 02:30:00,-76.4466310542285,
2022-05-04 03:00:00,-76.4466310542285,
2022-05-04 18:30:00,-76.4466310542285,
2022-05-04 20:00:00,-76.4466310542285,
2022-05-04 23:00:00,-68.52123416892357,
2022-05-04 23:59:59,-50.67828680915105,c
2022-05-05 00:00:00,-23.57836018658446,
2022-05-05 01:00:00,9.294557755145945,
2022-05-05 02:30:00,9.294557755145945,
2022-05-05 03:00:00,9.294557755145945,
2022-05-05 18:30:00,9.294557755145945,
2022-05-05 20:00:00,9.294557755145945,
2022-05-05 23:00:00,48.68706646565637,
2022-05-05 23:59:59,57.03334734045151,c
2022-05-06 00:00:00,36.71144235898424,
2022-05-06 01:00:00,26.629651412613384,
2022-05-06 02:30:00,26.629651412613384,
2022-05-06 03:00:00,26.629651412613384,
2022-05-06 18:30:00,26.629651412613384,
2022-05-06 20:00:00,26.629651412613384,
2022-05-06 23:00:00,26.629651412613384,
2022-05-06 23:59:59,37.32999988344814,w
2022-05-09 00:00:00,80.25000045673218,
2022-05-09 01:00:00,79.81933374815472,
2022-05-09 02:30:00,79.81933374815472,
2022-05-09 03:00:00,79.81933374815472,
2022-05-09 18:30:00,79.81933374815472,
2022-05-09 20:00:00,79.81933374815472,
2022-05-09 23:00:00,92.97287482816797,
2022-05-09 23:59:59,47.39700745892161,c
2022-05-10 00:00:00,36.27585475777943,
2022-05-10 01:00:00,59.61323017600934,
2022-05-10 02:30:00,59.61323017600934,
2022-05-10 03:00:00,59.61323017600934,
2022-05-10 18:30:00,59.61323017600934,
2022-05-10 20:00:00,59.61323017600934,
2022-05-10 23:00:00,9.317491758462438,
2022-05-10 23:59:59,32.974024388672035,c
2022-05-11 00:00:00,56.70626561672887,
2022-05-11 01:00:00,37.21032588205202,
2022-05-11 02:30:00,37.21032588205202,
2022-05-11 03:00:00,37.21032588205202,
2022-05-11 18:30:00,37.21032588205202,
2022-05-11 20:00:00,37.21032588205202,
2022-05-11 23:00:00,132.50636804602294,
2022-05-11 23:59:59,124.62812552652969,c
2022-05-12 00:00:00,137.2707822090228,
2022-05-12 01:00:00,108.5663721131146,
2022-05-12 02:30:00,108.5663721131146,
2022-05-12 03:00:00,108.5663721131146,
2022-05-12 18:30:00,108.5663721131146,
2022-05-12 20:00:00,108.5663721131146,
2022-05-12 23:00:00,-16.710966349556315,
2022-05-12 23:59:59,0.0,a
2022-05-13 00:00:00,54.34871912285337,
2022-05-13 01:00:00,96.64174394852755,
2022-05-13 02:30:00,96.64174394852755,
2022-05-13 03:00:00,96.64174394852755,
2022-05-13 18:30:00,96.64174394852755,
2022-05-13 20:00:00,96.64174394852755,
2022-05-13 23:00:00,96.64174394852755,
2022-05-13 23:59:59,101.71679772705306,w
2022-05-16 00:00:00,215.12320057703522,
2022-05-16 01:00:00,217.982247562329,
2022-05-16 02:30:00,217.982247562329,
2022-05-16 03:00:00,217.982247562329,
2022-05-16 18:30:00,217.982247562329,
2022-05-16 20:00:00,217.982247562329,
2022-05-16 23:00:00,136.49964141689674,
2022-05-16 23:59:59,122.86540809788262,c
2022-05-17 00:00:00,109.49966826015033,
2022-05-17 01:00:00,106.06426785812816,
2022-05-17 02:30:00,106.06426785812816,
2022-05-17 03:00:00,106.06426785812816,
2022-05-17 18:30:00,106.06426785812816,
2022-05-17 20:00:00,106.06426785812816,
2022-05-17 23:00:00,71.68713111356361,
2022-05-17 23:59:59,95.99899775490385,c
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
0,95.99899775490385,
2022-05-18 00:00:00,109.58038307637824,
2022-05-18 01:00:00,106.66770756271396,
2022-05-18 02:30:00,106.66770756271396,
2022-05-18 03:00:00,106.66770756271396,
