date,COPX_2022_Q4,meta
2022-10-10 00:00:00,-181.5489339580622,
2022-10-10 10:00:00,-180.98495040399644,
2022-10-10 10:30:00,-178.9250547954482,
2022-10-10 12:00:00,-186.34951023239137,
2022-10-10 13:30:00,-194.15140410386266,
2022-10-10 15:00:00,-194.50490954900374,
2022-10-10 15:30:30,-194.50490954900374,
2022-10-10 23:59:59,-199.44452863814354,c
2022-10-11 00:00:00,-217.1610485193521,
2022-10-11 10:00:00,-221.89830619751706,
2022-10-11 10:30:00,-235.60428024959901,
2022-10-11 12:00:00,-122.65747216108593,
2022-10-11 13:30:00,-136.76947812995672,
2022-10-11 15:00:00,-211.6861049927611,
2022-10-11 15:30:30,-211.6861049927611,
2022-10-11 23:59:59,-208.1833860741358,c
2022-10-12 00:00:00,-219.58232395444907,
2022-10-12 10:00:00,-229.40577693811747,
2022-10-12 10:30:00,-245.30380291709616,
2022-10-12 12:00:00,-218.29620386286297,
2022-10-12 13:30:00,-214.2508551904284,
2022-10-12 15:00:00,-184.8982872211095,
2022-10-12 15:30:30,-184.8982872211095,
2022-10-12 23:59:59,-146.2005566226194,c
2022-10-13 00:00:00,-226.37831614850188,
2022-10-13 10:00:00,-234.91120945579064,
2022-10-13 10:30:00,-237.47510338824532,
2022-10-13 12:00:00,-74.9058005345446,
2022-10-13 13:30:00,3.355853528385069,
2022-10-13 15:00:00,-26.80785126275896,
2022-10-13 15:30:30,-26.80785126275896,
2022-10-13 23:59:59,-87.10712363292578,c
2022-10-14 00:00:00,-58.199394558388576,
2022-10-14 10:00:00,-125.62512563914152,
2022-10-14 10:30:00,-174.59196924686057,
2022-10-14 12:00:00,-194.48882710265912,
2022-10-14 13:30:00,-223.07173171758495,
2022-10-14 15:00:00,-215.38203368929408,
2022-10-14 15:30:30,-215.38203368929408,
2022-10-14 23:59:59,-197.25508867317353,w
2022-10-17 00:00:00,-96.62722504686053,
2022-10-17 10:00:00,-56.452557396136854,
2022-10-17 10:30:00,-60.3522514553747,
2022-10-17 12:00:00,-112.98266920516562,
2022-10-17 13:30:00,-122.49240450307525,
2022-10-17 15:00:00,-140.4529027029796,
2022-10-17 15:30:30,-140.4529027029796,
2022-10-17 23:59:59,-113.17328754562686,c
2022-10-18 00:00:00,-72.42031693652325,
2022-10-18 10:00:00,-128.84148313296464,
2022-10-18 10:30:00,-165.4182390374674,
2022-10-18 12:00:00,-219.15194510081642,
2022-10-18 13:30:00,-200.8050836199393,
2022-10-18 15:00:00,-206.46955790788002,
2022-10-18 15:30:30,-206.46955790788002,
2022-10-18 23:59:59,-191.23393985666326,c
2022-10-19 00:00:00,-228.71301801121103,
2022-10-19 10:00:00,-228.53572474207135,
2022-10-19 10:30:00,-173.79715536069352,
2022-10-19 12:00:00,-190.81269255625853,
2022-10-19 13:30:00,-249.71590759967262,
2022-10-19 15:00:00,-233.37144973299814,
2022-10-19 15:30:30,-233.37144973299814,
2022-10-19 23:59:59,-208.3910396254455,c
2022-10-20 00:00:00,-181.3794930473457,
2022-10-20 10:00:00,-115.66061527722195,
2022-10-20 10:30:00,47.85205339537106,
2022-10-20 12:00:00,-24.499715286339324,
2022-10-20 13:30:00,-132.33838984644058,
2022-10-20 15:00:00,-116.11484204912176,
2022-10-20 15:30:30,-116.11484204912176,
2022-10-20 23:59:59,-117.96841942839228,c
2022-10-21 00:00:00,-130.82175911194167,
2022-10-21 10:00:00,-2.860063932700996,
2022-10-21 10:30:00,37.73219323832245,
2022-10-21 12:00:00,145.4613634425832,
2022-10-21 13:30:00,139.10866085206771,
2022-10-21 15:00:00,169.18525369937515,
2022-10-21 15:30:30,169.18525369937515,A
2022-10-21 23:59:59,165.55786951454547,w
2022-10-24 00:00:00,116.52532398340918,
2022-10-24 10:00:00,109.33891156298887,
2022-10-24 10:30:00,28.26110140901892,
2022-10-24 12:00:00,46.43120282907876,
2022-10-24 13:30:00,-15.474221705775562,
2022-10-24 15:00:00,19.9920031229085,
2022-10-24 15:30:30,19.9920031229085,
2022-10-24 23:59:59,0.0,a
2022-10-25 00:00:00,-35.810975000080816,
2022-10-25 10:00:00,45.94384970823921,
2022-10-25 10:30:00,37.06844073379534,
2022-10-25 12:00:00,57.19186388925664,
2022-10-25 13:30:00,20.404019441072705,
2022-10-25 15:00:00,12.777842473267356,
2022-10-25 15:30:30,12.777842473267356,
2022-10-25 23:59:59,68.81574279901452,c
2022-10-26 00:00:00,-1.7804302711861055,
2022-10-26 10:00:00,250.6728447047194,
2022-10-26 10:30:00,281.05153196117453,
2022-10-26 12:00:00,392.8720041885026,
2022-10-26 13:30:00,322.4505857153131,
2022-10-26 15:00:00,245.19689275163364,
2022-10-26 15:30:30,245.19689275163364,
2022-10-26 23:59:59,259.93884102629954,c
2022-10-27 00:00:00,232.8470174684162,
2022-10-27 10:00:00,151.06036182370417,
2022-10-27 10:30:00,203.08185191243683,
2022-10-27 12:00:00,193.9843550292976,
2022-10-27 13:30:00,229.3470714112991,
2022-10-27 15:00:00,186.20846719811107,
2022-10-27 15:30:30,186.20846719811107,
2022-10-27 23:59:59,191.9652094387393,c
2022-10-28 00:00:00,155.52865916803148,
2022-10-28 10:00:00,86.80544425335256,
2022-10-28 10:30:00,53.97328066524187,
2022-10-28 12:00:00,40.11210873725804,
2022-10-28 13:30:00,59.25319600756575,
2022-10-28 15:00:00,64.54489448628829,
2022-10-28 15:30:30,64.54489448628829,
2022-10-28 23:59:59,62.771286915799465,w
2022-10-31 00:00:00,18.247307728332544,
2022-10-31 10:00:00,51.79532284835523,
2022-10-31 10:30:00,65.98245055406369,
2022-10-31 12:00:00,-21.090664732598725,
2022-10-31 13:30:00,-19.581098396312427,
2022-10-31 15:00:00,-20.515766487083965,
2022-10-31 15:30:30,-20.515766487083965,
2022-10-31 23:59:59,-23.958844334602873,e
2022-11-01 00:00:00,138.29299292186124,
2022-11-01 10:00:00,224.03824048590013,
2022-11-01 10:30:00,173.2325674901258,
2022-11-01 12:00:00,170.5154612079141,
2022-11-01 13:30:00,166.741099238905,
2022-11-01 15:00:00,215.33759179443314,
2022-11-01 15:30:30,215.33759179443314,
2022-11-01 23:59:59,208.205191659923,c
2022-11-02 00:00:00,200.42791011967074,
2022-11-02 10:00:00,143.93859915086614,
2022-11-02 10:30:00,154.6663340205173,
2022-11-02 12:00:00,122.68850375054171,
2022-11-02 13:30:00,120.92820223672425,
2022-11-02 15:00:00,118.84083068653263,
2022-11-02 15:30:30,118.84083068653263,
2022-11-02 23:59:59,33.40435465547489,c
2022-11-03 00:00:00,-15.05749877913604,
2022-11-03 10:00:00,0.3694991890811252,
2022-11-03 10:30:00,65.86818108647049,
2022-11-03 12:00:00,21.750975130215465,
2022-11-03 13:30:00,9.279657361281807,
2022-11-03 15:00:00,48.26454562647541,
2022-11-03 15:30:30,48.26454562647541,
2022-11-03 23:59:59,12.211968818159221,c
2022-11-04 00:00:00,239.41616979831315,
2022-11-04 10:00:00,351.3612211065433,
2022-11-04 10:30:00,419.89039127217757,
2022-11-04 12:00:00,334.2444696070065,
2022-11-04 13:30:00,339.82935460377394,
2022-11-04 15:00:00,370.7910521192589,
2022-11-04 15:30:30,370.7910521192589,
2022-11-04 23:59:59,384.5046271609226,w
2022-11-07 00:00:00,373.3583152260662,
2022-11-07 10:00:00,278.42766336881823,
2022-11-07 10:30:00,266.79731196654075,
2022-11-07 12:00:00,284.2135251662339,
2022-11-07 13:30:00,268.817854070408,
2022-11-07 15:00:00,246.6319181692902,
2022-11-07 15:30:30,246.6319181692902,
2022-11-07 23:59:59,243.2841109864994,c
2022-11-08 00:00:00,290.46953779440946,
2022-11-08 10:00:00,277.68314422050025,
2022-11-08 10:30:00,314.94703254209344,
2022-11-08 12:00:00,398.2545157430359,
2022-11-08 13:30:00,359.67141147318625,
2022-11-08 15:00:00,352.7731800844176,
2022-11-08 15:30:30,352.7731800844176,
2022-11-08 23:59:59,380.30543041222745,c
2022-11-09 00:00:00,297.90289525455773,
2022-11-09 10:00:00,249.321314105699,
2022-11-09 10:30:00,285.15704538362525,
2022-11-09 12:00:00,229.3964307698102,
2022-11-09 13:30:00,114.07973038442287,
2022-11-09 15:00:00,48.93191719763445,
2022-11-09 15:30:30,48.93191719763445,
2022-11-09 23:59:59,98.44803333722712,c
2022-11-10 00:00:00,292.45650393804726,
2022-11-10 10:00:00,357.31953633444573,
2022-11-10 10:30:00,415.9432610279896,
2022-11-10 12:00:00,472.84776865385265,
2022-11-10 13:30:00,407.1843196153568,
2022-11-10 15:00:00,410.42671713199206,
2022-11-10 15:30:30,410.42671713199206,
2022-11-10 23:59:59,421.5327677214309,c
2022-11-11 00:00:00,453.2961944703152,
2022-11-11 10:00:00,527.6103544787798,
2022-11-11 10:30:00,564.8535201720761,
2022-11-11 12:00:00,511.788913357052,
2022-11-11 13:30:00,629.6256330601332,
2022-11-11 15:00:00,671.1969487431097,
2022-11-11 15:30:30,671.1969487431097,u
2022-11-11 23:59:59,544.5090596035216,w
2022-11-14 00:00:00,540.0288644028483,
2022-11-14 10:00:00,562.8289170760982,
2022-11-14 10:30:00,559.5932660830513,
2022-11-14 12:00:00,550.8381666331147,
2022-11-14 13:30:00,573.1287575525967,
2022-11-14 15:00:00,562.5648364508374,
2022-11-14 15:30:30,562.5648364508374,
2022-11-14 23:59:59,556.403234981452,c
