date,FVD_2023_Jan,meta
2023-01-09 00:00:00,373.5002449524636,
2023-01-09 10:00:00,319.8240419045204,
2023-01-09 10:30:00,312.8382790248384,
2023-01-09 12:00:00,306.4157514907834,
2023-01-09 13:30:00,279.55993878487817,
2023-01-09 15:00:00,285.8755875145569,
2023-01-09 15:30:30,285.8755875145569,
2023-01-09 23:59:59,283.6078523864726,c
2023-01-10 00:00:00,291.147017512399,
2023-01-10 10:00:00,282.909173241041,
2023-01-10 10:30:00,281.1568693519529,
2023-01-10 12:00:00,275.60003145286674,
2023-01-10 13:30:00,280.2720867488532,
2023-01-10 15:00:00,273.740052690077,
2023-01-10 15:30:30,273.740052690077,
2023-01-10 23:59:59,263.50121511635314,c
2023-01-11 00:00:00,270.5773948546621,
2023-01-11 10:00:00,229.28048159903577,
2023-01-11 10:30:00,218.7467189763223,
2023-01-11 12:00:00,202.1784530938948,
2023-01-11 13:30:00,190.61095346636296,
2023-01-11 15:00:00,187.22813101722073,
2023-01-11 15:30:30,187.22813101722073,
2023-01-11 23:59:59,170.69599851216697,c
2023-01-12 00:00:00,158.23972523998282,
2023-01-12 10:00:00,136.4330071312355,
2023-01-12 10:30:00,135.06038380195278,
2023-01-12 12:00:00,114.25614837732938,
2023-01-12 13:30:00,103.00584714503437,
2023-01-12 15:00:00,89.32615032821506,
2023-01-12 15:30:30,89.32615032821506,
2023-01-12 23:59:59,89.42724583961828,c
2023-01-13 00:00:00,105.37906266656222,
2023-01-13 10:00:00,104.68618955604853,
2023-01-13 10:30:00,94.2787250076157,
2023-01-13 12:00:00,99.85401329613903,
2023-01-13 13:30:00,88.38411957397813,
2023-01-13 15:00:00,85.04924903177204,
2023-01-13 15:30:30,85.04924903177204,
2023-01-13 23:59:59,96.79213619981672,w
2023-01-16 00:00:00,96.79213619981672,
2023-01-16 10:00:00,96.79213619981672,
2023-01-16 10:30:00,96.79213619981672,
2023-01-16 12:00:00,96.79213619981672,
2023-01-16 13:30:00,96.79213619981672,
2023-01-16 15:00:00,96.79213619981672,
2023-01-16 15:30:30,96.79213619981672,
2023-01-16 23:59:59,96.79213619981672,c
2023-01-17 00:00:00,100.40293531535941,
2023-01-17 10:00:00,96.338765356151,
2023-01-17 10:30:00,79.19330817748249,
2023-01-17 12:00:00,70.44551314542856,
2023-01-17 13:30:00,64.60628382415548,
2023-01-17 15:00:00,66.08651134886111,
2023-01-17 15:30:30,66.08651134886111,
2023-01-17 23:59:59,67.58290766296996,c
2023-01-18 00:00:00,48.68487132649404,
2023-01-18 10:00:00,41.95844739489725,
2023-01-18 10:30:00,29.181307188108114,
2023-01-18 12:00:00,31.54098504727492,
2023-01-18 13:30:00,42.931093190035085,
2023-01-18 15:00:00,57.304409495922634,
2023-01-18 15:30:30,57.304409495922634,
2023-01-18 23:59:59,60.97960010051717,c
2023-01-19 00:00:00,81.21869673606804,
2023-01-19 10:00:00,46.25516640357162,
2023-01-19 10:30:00,58.993899323637045,
2023-01-19 12:00:00,86.0060388847085,
2023-01-19 13:30:00,85.65804139067575,
2023-01-19 15:00:00,60.03785286221119,
2023-01-19 15:30:30,60.03785286221119,
2023-01-19 23:59:59,64.88178526937541,c
2023-01-20 00:00:00,70.1737901529055,
2023-01-20 10:00:00,48.03130234462168,
2023-01-20 10:30:00,41.46202701508512,
2023-01-20 12:00:00,47.68582294723685,
2023-01-20 13:30:00,41.479772356321405,
2023-01-20 15:00:00,24.15268490150026,
2023-01-20 15:30:30,24.15268490150026,s
2023-01-20 23:59:59,17.250122369471796,w
2023-01-23 00:00:00,28.08775557235132,
2023-01-23 10:00:00,10.664802819673712,
2023-01-23 10:30:00,16.35723991524722,
2023-01-23 12:00:00,-6.747778975910808,
2023-01-23 13:30:00,-10.455858323029789,
2023-01-23 15:00:00,1.2641211601777305,
2023-01-23 15:30:30,1.2641211601777305,
2023-01-23 23:59:59,0.0,a
2023-01-24 00:00:00,4.279385578383541,
2023-01-24 10:00:00,20.298185731262286,
2023-01-24 10:30:00,2.2429325010515355,
2023-01-24 12:00:00,7.974184969874246,
2023-01-24 13:30:00,10.92875565160021,
2023-01-24 15:00:00,15.340232954669101,
2023-01-24 15:30:30,15.340232954669101,
2023-01-24 23:59:59,11.356899427529973,c
2023-01-25 00:00:00,30.675812519438402,
2023-01-25 10:00:00,43.793097184041606,
2023-01-25 10:30:00,58.70588513737294,
2023-01-25 12:00:00,36.14495316978162,
2023-01-25 13:30:00,40.27597240418633,
2023-01-25 15:00:00,31.464085339030287,
2023-01-25 15:30:30,31.464085339030287,
2023-01-25 23:59:59,31.95387457698268,e
2023-01-26 00:00:00,11.495309432297208,
2023-01-26 10:00:00,18.156713259008253,
2023-01-26 10:30:00,13.345718804425223,
2023-01-26 12:00:00,18.207891000492598,
2023-01-26 13:30:00,30.492282584837433,
2023-01-26 15:00:00,21.07203633963531,
2023-01-26 15:30:30,21.07203633963531,
2023-01-26 23:59:59,8.137407628571586,c
2023-01-27 00:00:00,13.78348402008231,
2023-01-27 10:00:00,-8.695541247742321,
2023-01-27 10:30:00,-30.657328474921652,
2023-01-27 12:00:00,-40.23489108503355,
2023-01-27 13:30:00,-53.687161252920625,
2023-01-27 15:00:00,-50.824711795866,
2023-01-27 15:30:30,-50.824711795866,
2023-01-27 23:59:59,-54.31980902265591,w
2023-01-30 00:00:00,-11.805232444961966,
2023-01-30 10:00:00,-11.352888798757503,
2023-01-30 10:30:00,-4.208801590221419,
2023-01-30 12:00:00,-31.417226888881203,
2023-01-30 13:30:00,-19.762848153211387,
2023-01-30 15:00:00,-24.016860912660313,
2023-01-30 15:30:30,-24.016860912660313,
2023-01-30 23:59:59,-3.500874506094382,c
2023-01-31 00:00:00,-6.654922468717994,
2023-01-31 10:00:00,-18.69416629355624,
2023-01-31 10:30:00,-27.214303241879453,
2023-01-31 12:00:00,-42.76755979488407,
2023-01-31 13:30:00,-43.47400384147283,
2023-01-31 15:00:00,-39.95384635776112,
2023-01-31 15:30:30,-39.95384635776112,
2023-01-31 23:59:59,-36.66146085877661,c
2023-02-01 00:00:00,-55.04192051316269,
2023-02-01 10:00:00,-50.73680263798902,
2023-02-01 10:30:00,-50.408957781523625,
2023-02-01 12:00:00,-27.155941999185536,
2023-02-01 13:30:00,-29.86282378403154,
2023-02-01 15:00:00,-51.843044598703855,
2023-02-01 15:30:30,-51.843044598703855,
2023-02-01 23:59:59,-71.20456995581947,c
2023-02-02 00:00:00,-84.73330029616483,
2023-02-02 10:00:00,-139.12937223223076,
2023-02-02 10:30:00,-146.7045265945091,
2023-02-02 12:00:00,-162.08350291878682,
2023-02-02 13:30:00,-174.4253290179801,
2023-02-02 15:00:00,-147.11531464770863,
2023-02-02 15:30:30,-147.11531464770863,
2023-02-02 23:59:59,-166.31099196148668,c
2023-02-03 00:00:00,-108.30187858348184,
2023-02-03 10:00:00,-102.50396747433588,
2023-02-03 10:30:00,-105.65280304374285,
2023-02-03 12:00:00,-78.06288860111583,
2023-02-03 13:30:00,-58.717786330857756,
2023-02-03 15:00:00,-49.63820182671871,
2023-02-03 15:30:30,-49.63820182671871,
2023-02-03 23:59:59,-65.94612533168173,w
2023-02-06 00:00:00,-28.527163783674585,
2023-02-06 10:00:00,6.171459010041398,
2023-02-06 10:30:00,-4.196708489963835,
2023-02-06 12:00:00,-17.84078710627148,
2023-02-06 13:30:00,-3.213317305511951,
2023-02-06 15:00:00,-14.115961625190469,
2023-02-06 15:30:30,-14.115961625190469,
2023-02-06 23:59:59,-10.680323878459772,c
2023-02-07 00:00:00,14.283177933902008,
2023-02-07 10:00:00,-34.8450807342841,
2023-02-07 10:30:00,-31.331746912698563,
2023-02-07 12:00:00,-31.84743565310854,
2023-02-07 13:30:00,-32.65448337695767,
2023-02-07 15:00:00,-48.38808464866704,
2023-02-07 15:30:30,-48.38808464866704,
2023-02-07 23:59:59,-40.836727430387135,c
2023-02-08 00:00:00,-44.99058095289437,
2023-02-08 10:00:00,-57.03398380048721,
2023-02-08 10:30:00,-47.29787359701578,
2023-02-08 12:00:00,-41.06103959697019,
2023-02-08 13:30:00,-33.319325263891784,
2023-02-08 15:00:00,-39.164829801931646,
2023-02-08 15:30:30,-39.164829801931646,
2023-02-08 23:59:59,-49.45282842772324,c
