date,AS_NAREIT_2023_Q1,meta
2023-02-08 00:00:00,-6.407151966421225,
2023-02-08 01:00:00,15.189562773001853,
2023-02-08 02:30:00,15.040237060596155,
2023-02-08 03:00:00,43.88023644154782,
2023-02-08 18:30:00,43.964528467190576,
2023-02-08 20:00:00,25.95398457146075,
2023-02-08 23:00:00,43.86693711305543,
2023-02-08 23:59:59,40.362652257234004,c
2023-02-09 00:00:00,14.193919737359465,
2023-02-09 01:00:00,0.2733577614053502,
2023-02-09 02:30:00,23.345944122416768,
2023-02-09 03:00:00,29.07595408482848,
2023-02-09 18:30:00,28.488204403613963,
2023-02-09 20:00:00,3.5005383914076447,
2023-02-09 23:00:00,71.79362140725243,
2023-02-09 23:59:59,74.74238041869921,c
2023-02-10 00:00:00,82.25372149991563,
2023-02-10 01:00:00,95.3761306844608,
2023-02-10 02:30:00,101.1055493455342,
2023-02-10 03:00:00,101.1055493455342,
2023-02-10 18:30:00,101.1055493455342,
2023-02-10 20:00:00,101.1055493455342,
2023-02-10 23:00:00,101.1055493455342,
2023-02-10 23:59:59,100.47580728517914,w
2023-02-13 00:00:00,-32.42234641892719,
2023-02-13 01:00:00,-27.63791059830328,
2023-02-13 02:30:00,-27.67634457736858,
2023-02-13 03:00:00,-33.4448605636353,
2023-02-13 18:30:00,-25.23675221578287,
2023-02-13 20:00:00,3.3590272905112215,
2023-02-13 23:00:00,56.023634116373614,
2023-02-13 23:59:59,88.91567206088985,c
2023-02-14 00:00:00,88.19206168839992,
2023-02-14 01:00:00,88.02855084199018,
2023-02-14 02:30:00,82.25996430763644,
2023-02-14 03:00:00,88.04776905553535,
2023-02-14 18:30:00,85.59339002547677,
2023-02-14 20:00:00,78.92029506373183,
2023-02-14 23:00:00,49.71933000685567,
2023-02-14 23:59:59,34.17052058286663,c
2023-02-15 00:00:00,-10.514499808022265,
2023-02-15 01:00:00,-27.038702483880115,
2023-02-15 02:30:00,-27.114533882038813,
2023-02-15 03:00:00,-27.228273733140668,
2023-02-15 18:30:00,-31.276817701427717,
2023-02-15 20:00:00,-56.68411766206464,
2023-02-15 23:00:00,-10.741813356611601,
2023-02-15 23:59:59,-15.474377329246636,c
2023-02-16 00:00:00,-0.28958657741895877,
2023-02-16 01:00:00,8.435339960418787,
2023-02-16 02:30:00,-26.230308143098227,
2023-02-16 03:00:00,-26.287075573236507,
2023-02-16 18:30:00,-20.55858359776812,
2023-02-16 20:00:00,-61.37554494687538,
2023-02-16 23:00:00,-71.42305488606598,
