date,AS_TSEREIT_2022_Q3,meta
2022-06-23 00:00:00,89.0643238327581,
2022-06-23 01:00:00,86.71928849153454,
2022-06-23 02:30:00,86.71928849153454,
2022-06-23 03:00:00,86.71928849153454,
2022-06-23 18:30:00,86.71928849153454,
2022-06-23 20:00:00,86.71928849153454,
2022-06-23 23:00:00,86.71928849153454,
2022-06-23 23:59:59,116.65646043083743,c
2022-06-24 00:00:00,109.23435672486701,
2022-06-24 01:00:00,112.72036478223791,
2022-06-24 02:30:00,112.72036478223791,
2022-06-24 03:00:00,112.72036478223791,
2022-06-24 18:30:00,112.72036478223791,
2022-06-24 20:00:00,112.72036478223791,
2022-06-24 23:00:00,112.72036478223791,
2022-06-24 23:59:59,106.23925423765874,w
2022-06-27 00:00:00,95.3880726019049,
2022-06-27 01:00:00,90.69198511543254,
2022-06-27 02:30:00,90.69198511543254,
2022-06-27 03:00:00,90.69198511543254,
2022-06-27 18:30:00,90.69198511543254,
2022-06-27 20:00:00,90.69198511543254,
2022-06-27 23:00:00,90.69198511543254,
2022-06-27 23:59:59,97.40287051881495,c
2022-06-28 00:00:00,108.10413060812112,
2022-06-28 01:00:00,115.26686348933288,
2022-06-28 02:30:00,115.26686348933288,
2022-06-28 03:00:00,115.26686348933288,
2022-06-28 18:30:00,115.26686348933288,
2022-06-28 20:00:00,115.26686348933288,
2022-06-28 23:00:00,115.26686348933288,
2022-06-28 23:59:59,78.11193937205377,c
2022-06-29 00:00:00,86.6885348627188,
2022-06-29 01:00:00,97.61724293573354,
2022-06-29 02:30:00,97.61724293573354,
2022-06-29 03:00:00,97.61724293573354,
2022-06-29 18:30:00,97.61724293573354,
2022-06-29 20:00:00,97.61724293573354,
2022-06-29 23:00:00,97.61724293573354,
2022-06-29 23:59:59,87.32889555897731,c
2022-06-30 00:00:00,85.10619227633714,
2022-06-30 01:00:00,86.69094500490337,
2022-06-30 02:30:00,86.69094500490337,
2022-06-30 03:00:00,86.69094500490337,
2022-06-30 18:30:00,86.69094500490337,
2022-06-30 20:00:00,86.69094500490337,
2022-06-30 23:00:00,86.69094500490337,
2022-06-30 23:59:59,77.82719550164205,c
2022-07-01 00:00:00,74.9087832202076,
2022-07-01 01:00:00,74.23781045385252,
2022-07-01 02:30:00,74.23781045385252,
2022-07-01 03:00:00,74.23781045385252,
2022-07-01 18:30:00,74.23781045385252,
2022-07-01 20:00:00,74.23781045385252,
2022-07-01 23:00:00,74.23781045385252,
2022-07-01 23:59:59,67.62540241392617,w
2022-07-04 00:00:00,41.278465606176994,
2022-07-04 01:00:00,46.68047121091412,
2022-07-04 02:30:00,46.68047121091412,
2022-07-04 03:00:00,46.68047121091412,
2022-07-04 18:30:00,46.68047121091412,
2022-07-04 20:00:00,46.68047121091412,
2022-07-04 23:00:00,46.68047121091412,
2022-07-04 23:59:59,47.013141269824615,c
2022-07-05 00:00:00,58.15842312386782,
2022-07-05 01:00:00,62.16257862500737,
2022-07-05 02:30:00,62.16257862500737,
2022-07-05 03:00:00,62.16257862500737,
2022-07-05 18:30:00,62.16257862500737,
2022-07-05 20:00:00,62.16257862500737,
2022-07-05 23:00:00,62.16257862500737,
2022-07-05 23:59:59,35.27909884269447,c
2022-07-06 00:00:00,35.656087710452965,
2022-07-06 01:00:00,36.44097529658903,
2022-07-06 02:30:00,36.44097529658903,
2022-07-06 03:00:00,36.44097529658903,
2022-07-06 18:30:00,36.44097529658903,
2022-07-06 20:00:00,36.44097529658903,
2022-07-06 23:00:00,36.44097529658903,
2022-07-06 23:59:59,-6.395165713408225,c
2022-07-07 00:00:00,-7.3659494393461955,
2022-07-07 01:00:00,-6.437269998670203,
2022-07-07 02:30:00,-6.437269998670203,
2022-07-07 03:00:00,-6.437269998670203,
2022-07-07 18:30:00,-6.437269998670203,
2022-07-07 20:00:00,-6.437269998670203,
2022-07-07 23:00:00,-6.437269998670203,
2022-07-07 23:59:59,0.0,a
2022-07-08 00:00:00,18.4543634864298,
2022-07-08 01:00:00,7.534362242434341,
2022-07-08 02:30:00,7.534362242434341,
2022-07-08 03:00:00,7.534362242434341,
2022-07-08 18:30:00,7.534362242434341,
2022-07-08 20:00:00,7.534362242434341,
2022-07-08 23:00:00,7.534362242434341,
2022-07-08 23:59:59,23.35422057886244,w
2022-07-11 00:00:00,31.972673555358867,
2022-07-11 01:00:00,6.79053469186195,
2022-07-11 02:30:00,6.79053469186195,
2022-07-11 03:00:00,6.79053469186195,
2022-07-11 18:30:00,6.79053469186195,
2022-07-11 20:00:00,6.79053469186195,
2022-07-11 23:00:00,6.79053469186195,
2022-07-11 23:59:59,12.727538527903661,c
2022-07-12 00:00:00,8.44416019638362,
2022-07-12 01:00:00,0.9852282860670414,
2022-07-12 02:30:00,0.9852282860670414,
2022-07-12 03:00:00,0.9852282860670414,
2022-07-12 18:30:00,0.9852282860670414,
2022-07-12 20:00:00,0.9852282860670414,
2022-07-12 23:00:00,0.9852282860670414,
2022-07-12 23:59:59,17.592040752189973,c
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
0,17.592040752189973,
2022-07-13 00:00:00,25.173947849466785,
2022-07-13 01:00:00,15.452547722538768,
2022-07-13 02:30:00,15.452547722538768,
2022-07-13 03:00:00,15.452547722538768,
2022-07-13 18:30:00,15.452547722538768,
2022-07-13 20:00:00,15.452547722538768,
2022-07-13 23:00:00,15.452547722538768,
2022-07-13 23:59:59,-8.525663009726891,c
2022-07-14 00:00:00,-4.070468487736747,
2022-07-14 01:00:00,2.5250226153181075,
2022-07-14 02:30:00,2.5250226153181075,
2022-07-14 03:00:00,2.5250226153181075,
2022-07-14 18:30:00,2.5250226153181075,
2022-07-14 20:00:00,2.5250226153181075,
2022-07-14 23:00:00,2.5250226153181075,
2022-07-14 23:59:59,-37.774734107860944,c
2022-07-15 00:00:00,-35.44063613380186,
2022-07-15 01:00:00,-25.502483637969895,
2022-07-15 02:30:00,-25.502483637969895,
