date,AS_TSEREIT_2022_Q3,meta
2022-07-15 03:00:00,-25.502483637969895,
2022-07-15 18:30:00,-25.502483637969895,
2022-07-15 20:00:00,-25.502483637969895,
2022-07-15 23:00:00,-25.502483637969895,
2022-07-15 23:59:59,-19.26072838991395,w
2022-07-18 00:00:00,-19.26072838991395,
2022-07-18 01:00:00,-19.26072838991395,
2022-07-18 02:30:00,-19.26072838991395,
2022-07-18 03:00:00,-19.26072838991395,
2022-07-18 18:30:00,-19.26072838991395,
2022-07-18 20:00:00,-19.26072838991395,
2022-07-18 23:00:00,-19.26072838991395,
2022-07-18 23:59:59,-19.26072838991395,c
2022-07-19 00:00:00,1.1623060093006927,
2022-07-19 01:00:00,11.149297804176186,
2022-07-19 02:30:00,11.149297804176186,
2022-07-19 03:00:00,11.149297804176186,
2022-07-19 18:30:00,11.149297804176186,
2022-07-19 20:00:00,11.149297804176186,
2022-07-19 23:00:00,11.149297804176186,
2022-07-19 23:59:59,8.834560323657769,c
2022-07-20 00:00:00,7.134947282711224,
2022-07-20 01:00:00,-0.5755179593652286,
2022-07-20 02:30:00,-0.5755179593652286,
2022-07-20 03:00:00,-0.5755179593652286,
2022-07-20 18:30:00,-0.5755179593652286,
2022-07-20 20:00:00,-0.5755179593652286,
2022-07-20 23:00:00,-0.5755179593652286,
2022-07-20 23:59:59,5.618722295006108,c
2022-07-21 00:00:00,-1.8497108913720979,
2022-07-21 01:00:00,-2.5423065993549727,
2022-07-21 02:30:00,-2.5423065993549727,
2022-07-21 03:00:00,-2.5423065993549727,
2022-07-21 18:30:00,-2.5423065993549727,
2022-07-21 20:00:00,-2.5423065993549727,
2022-07-21 23:00:00,-2.5423065993549727,
2022-07-21 23:59:59,-31.663464203760626,c
2022-07-22 00:00:00,-24.14680871447402,
2022-07-22 01:00:00,-25.684035228557065,
2022-07-22 02:30:00,-25.684035228557065,
2022-07-22 03:00:00,-25.684035228557065,
2022-07-22 18:30:00,-25.684035228557065,
2022-07-22 20:00:00,-25.684035228557065,
2022-07-22 23:00:00,-25.684035228557065,
2022-07-22 23:59:59,-22.598239861672752,w
2022-07-25 00:00:00,9.338021443936157,
2022-07-25 01:00:00,12.638105019631922,
2022-07-25 02:30:00,12.638105019631922,
2022-07-25 03:00:00,12.638105019631922,
2022-07-25 18:30:00,12.638105019631922,
2022-07-25 20:00:00,12.638105019631922,
2022-07-25 23:00:00,12.638105019631922,
2022-07-25 23:59:59,14.79289051898202,c
2022-07-26 00:00:00,18.007047051162814,
2022-07-26 01:00:00,7.71447339829561,
2022-07-26 02:30:00,7.71447339829561,
2022-07-26 03:00:00,7.71447339829561,
2022-07-26 18:30:00,7.71447339829561,
2022-07-26 20:00:00,7.71447339829561,
2022-07-26 23:00:00,7.71447339829561,
2022-07-26 23:59:59,-34.11819838156766,c
2022-07-27 00:00:00,-27.201184737525224,
2022-07-27 01:00:00,-17.563408810463685,
2022-07-27 02:30:00,-17.563408810463685,
2022-07-27 03:00:00,-17.563408810463685,
2022-07-27 18:30:00,-17.563408810463685,
2022-07-27 20:00:00,-17.563408810463685,
2022-07-27 23:00:00,-17.563408810463685,
2022-07-27 23:59:59,-7.657167653959604,c
2022-07-28 00:00:00,-2.9666017044635993,
2022-07-28 01:00:00,7.9305899428857884,
2022-07-28 02:30:00,7.9305899428857884,
2022-07-28 03:00:00,7.9305899428857884,
2022-07-28 18:30:00,7.9305899428857884,
2022-07-28 20:00:00,7.9305899428857884,
2022-07-28 23:00:00,7.9305899428857884,
2022-07-28 23:59:59,4.806784088483099,e
2022-07-29 00:00:00,6.286137763166963,
2022-07-29 01:00:00,-7.026446299112841,
2022-07-29 02:30:00,-7.026446299112841,
2022-07-29 03:00:00,-7.026446299112841,
2022-07-29 18:30:00,-7.026446299112841,
2022-07-29 20:00:00,-7.026446299112841,
2022-07-29 23:00:00,-7.026446299112841,
2022-07-29 23:59:59,-23.741262261935994,w
2022-08-01 00:00:00,-23.11878925001018,
2022-08-01 01:00:00,-21.206939059784645,
2022-08-01 02:30:00,-21.206939059784645,
2022-08-01 03:00:00,-21.206939059784645,
2022-08-01 18:30:00,-21.206939059784645,
2022-08-01 20:00:00,-21.206939059784645,
2022-08-01 23:00:00,-21.206939059784645,
2022-08-01 23:59:59,-52.7178891424648,c
2022-08-02 00:00:00,-47.09140285669895,
2022-08-02 01:00:00,-49.78998113953605,
2022-08-02 02:30:00,-49.78998113953605,
2022-08-02 03:00:00,-49.78998113953605,
2022-08-02 18:30:00,-49.78998113953605,
2022-08-02 20:00:00,-49.78998113953605,
2022-08-02 23:00:00,-49.78998113953605,
2022-08-02 23:59:59,-55.54276190981022,c
2022-08-03 00:00:00,-64.10000834158006,
2022-08-03 01:00:00,-72.55639220953358,
2022-08-03 02:30:00,-72.55639220953358,
2022-08-03 03:00:00,-72.55639220953358,
2022-08-03 18:30:00,-72.55639220953358,
2022-08-03 20:00:00,-72.55639220953358,
2022-08-03 23:00:00,-72.55639220953358,
2022-08-03 23:59:59,-33.40362281636784,c
2022-08-04 00:00:00,-38.746944660729056,
2022-08-04 01:00:00,-37.73594669443318,
2022-08-04 02:30:00,-37.73594669443318,
2022-08-04 03:00:00,-37.73594669443318,
2022-08-04 18:30:00,-37.73594669443318,
2022-08-04 20:00:00,-37.73594669443318,
2022-08-04 23:00:00,-37.73594669443318,
2022-08-04 23:59:59,-34.573532526487604,c
2022-08-05 00:00:00,-33.27694112742915,
2022-08-05 01:00:00,-34.66667953794877,
2022-08-05 02:30:00,-34.66667953794877,
2022-08-05 03:00:00,-34.66667953794877,
2022-08-05 18:30:00,-34.66667953794877,
2022-08-05 20:00:00,-34.66667953794877,
2022-08-05 23:00:00,-34.66667953794877,
2022-08-05 23:59:59,-37.39934888640965,w
2022-08-08 00:00:00,-28.23135014235497,
2022-08-08 01:00:00,-34.60095609330908,
2022-08-08 02:30:00,-34.60095609330908,
2022-08-08 03:00:00,-34.60095609330908,
2022-08-08 18:30:00,-34.60095609330908,
2022-08-08 20:00:00,-34.60095609330908,
2022-08-08 23:00:00,-34.60095609330908,
2022-08-08 23:59:59,-29.559467141547465,c
2022-08-09 00:00:00,-30.20246443822198,
2022-08-09 01:00:00,-34.33235890243773,
2022-08-09 02:30:00,-34.33235890243773,
2022-08-09 03:00:00,-34.33235890243773,
2022-08-09 18:30:00,-34.33235890243773,
2022-08-09 20:00:00,-34.33235890243773,
2022-08-09 23:00:00,-34.33235890243773,
2022-08-09 23:59:59,-4.835484651357902,c
2022-08-10 00:00:00,-17.085735481533725,
2022-08-10 01:00:00,-19.57552782928562,
2022-08-10 02:30:00,-19.57552782928562,
2022-08-10 03:00:00,-19.57552782928562,
2022-08-10 18:30:00,-19.57552782928562,
2022-08-10 20:00:00,-19.57552782928562,
2022-08-10 23:00:00,-19.57552782928562,
2022-08-10 23:59:59,-18.310612956565727,c
2022-08-11 00:00:00,-18.310612956565727,
2022-08-11 01:00:00,-18.310612956565727,
2022-08-11 02:30:00,-18.310612956565727,
2022-08-11 03:00:00,-18.310612956565727,
2022-08-11 18:30:00,-18.310612956565727,
2022-08-11 20:00:00,-18.310612956565727,
2022-08-11 23:00:00,-18.310612956565727,
2022-08-11 23:59:59,-18.310612956565727,c
