date,EU_IBEX_2021_Q4,meta
2021-11-25 00:00:00,-437.5076863953984,
2021-11-25 03:30:00,-422.0813786918791,
2021-11-25 04:00:00,-434.17362259178117,
2021-11-25 06:00:00,-470.26590434645004,
2021-11-25 08:00:00,-406.898694078523,
2021-11-25 10:30:00,-379.04524481748444,
2021-11-25 11:00:00,-388.6948939196334,
2021-11-25 23:59:59,-376.52792341219947,c
2021-11-26 00:00:00,-476.57788622176713,
2021-11-26 03:30:00,-377.70984528498343,
2021-11-26 04:00:00,-362.339341380665,
2021-11-26 06:00:00,-310.3130383801911,
2021-11-26 08:00:00,-397.97469753763926,
2021-11-26 10:30:00,-339.24907351424554,
2021-11-26 11:00:00,-350.6637286783423,
2021-11-26 23:59:59,-345.20332268314587,w
2021-11-29 00:00:00,-339.1316158155073,
2021-11-29 03:30:00,-269.7398082664936,
2021-11-29 04:00:00,-270.50784989572776,
2021-11-29 06:00:00,-219.85764602109043,
2021-11-29 08:00:00,-229.7454515000261,
2021-11-29 10:30:00,-240.37435031001132,
2021-11-29 11:00:00,-219.69317813686803,
2021-11-29 23:59:59,-191.5658339631932,c
2021-11-30 00:00:00,-158.56845832612203,
2021-11-30 03:30:00,-120.61376907800093,
2021-11-30 04:00:00,-137.74371447072394,
2021-11-30 06:00:00,-168.67643519408784,
2021-11-30 08:00:00,-110.64132566527064,
2021-11-30 10:30:00,-142.765234474218,
2021-11-30 11:00:00,-125.5065710540905,
2021-11-30 23:59:59,-116.28740197766103,c
2021-12-01 00:00:00,-139.8692053140237,
2021-12-01 03:30:00,-153.6621624486927,
2021-12-01 04:00:00,-149.87522516619265,
2021-12-01 06:00:00,-126.26344702264737,
2021-12-01 08:00:00,-90.64567190845901,
2021-12-01 10:30:00,-93.23344588106227,
2021-12-01 11:00:00,-100.84187372845304,
2021-12-01 23:59:59,-86.28055585634115,c
2021-12-02 00:00:00,-58.166818059505886,
2021-12-02 03:30:00,-122.91077280063917,
2021-12-02 04:00:00,-74.28135170006317,
2021-12-02 06:00:00,-162.42202905719478,
2021-12-02 08:00:00,-126.399950991492,
2021-12-02 10:30:00,-159.74457404585587,
2021-12-02 11:00:00,-177.79095158715995,
2021-12-02 23:59:59,-218.7118603870456,c
2021-12-03 00:00:00,-191.08038309746098,
2021-12-03 03:30:00,-191.61222226613563,
2021-12-03 04:00:00,-206.52696677461904,
2021-12-03 06:00:00,-215.11017021034263,
2021-12-03 08:00:00,-196.35254040184145,
2021-12-03 10:30:00,-236.19862328340741,
2021-12-03 11:00:00,-236.1986232834065,
2021-12-03 23:59:59,-244.66905744876726,w
2021-12-06 00:00:00,-231.69117840070157,
2021-12-06 03:30:00,-208.35407040283076,
2021-12-06 04:00:00,-196.60000495608892,
2021-12-06 06:00:00,-245.1312490314831,
2021-12-06 08:00:00,-227.2829636379861,
2021-12-06 10:30:00,-230.23413201231278,
2021-12-06 11:00:00,-253.77170070786087,
2021-12-06 23:59:59,-293.8590568881589,c
2021-12-07 00:00:00,-293.8590568881589,
2021-12-07 03:30:00,-281.87015584269443,
2021-12-07 04:00:00,-248.33172373697494,
2021-12-07 06:00:00,-220.0819978818697,
2021-12-07 08:00:00,-242.92911278026236,
2021-12-07 10:30:00,-211.6333483275314,
2021-12-07 11:00:00,-184.31711562929445,
2021-12-07 23:59:59,-204.5968524024845,c
2021-12-08 00:00:00,-189.23599463256414,
2021-12-08 03:30:00,-184.40845201029992,
2021-12-08 04:00:00,-128.22810719167205,
2021-12-08 06:00:00,-4.159236389468674,
2021-12-08 08:00:00,-57.91085803501585,
2021-12-08 10:30:00,-80.63683560745369,
2021-12-08 11:00:00,-78.60835635583248,
2021-12-08 23:59:59,-44.21175106497526,c
2021-12-09 00:00:00,-33.36849264783973,
2021-12-09 03:30:00,-10.163698278595803,
2021-12-09 04:00:00,-9.761506054290521,
2021-12-09 06:00:00,-19.873155387523184,
2021-12-09 08:00:00,11.511573822907962,
2021-12-09 10:30:00,4.184586079623045,
2021-12-09 11:00:00,-6.825502816850076,
2021-12-09 23:59:59,0.0,a
2021-12-10 00:00:00,162.7084979234986,
2021-12-10 03:30:00,228.73906074519527,
2021-12-10 04:00:00,269.64774049125674,
2021-12-10 06:00:00,183.04811594337139,
2021-12-10 08:00:00,178.54287688103807,
2021-12-10 10:30:00,240.76208314351766,
2021-12-10 11:00:00,135.89936567826635,
2021-12-10 23:59:59,183.10113287490447,w
2021-12-13 00:00:00,136.69520917585942,
2021-12-13 03:30:00,-50.45571234245074,
2021-12-13 04:00:00,17.926107187466982,
2021-12-13 06:00:00,72.92094074776378,
2021-12-13 08:00:00,48.39869208151322,
2021-12-13 10:30:00,99.85734393183441,
2021-12-13 11:00:00,106.41977805405679,
2021-12-13 23:59:59,123.85104064347854,c
2021-12-14 00:00:00,99.64857251105798,
2021-12-14 03:30:00,103.33751518060171,
2021-12-14 04:00:00,62.36758311936239,
2021-12-14 06:00:00,146.1559306939415,
2021-12-14 08:00:00,167.73011493104275,
2021-12-14 10:30:00,133.40292725048766,
2021-12-14 11:00:00,117.77906269527193,
2021-12-14 23:59:59,115.00890653153101,c
2021-12-15 00:00:00,46.91791561436537,
2021-12-15 03:30:00,124.78617219856005,
2021-12-15 04:00:00,117.23959974071317,
2021-12-15 06:00:00,80.68270040418156,
2021-12-15 08:00:00,60.197502735906596,
2021-12-15 10:30:00,95.70369014182165,
2021-12-15 11:00:00,109.20738314229652,
2021-12-15 23:59:59,111.97748627878502,c
2021-12-16 00:00:00,109.13704563130955,
2021-12-16 03:30:00,132.96462834059423,
2021-12-16 04:00:00,108.76290339010814,
2021-12-16 06:00:00,111.11270632337119,
2021-12-16 08:00:00,126.32639837842669,
2021-12-16 10:30:00,148.48888861015143,
2021-12-16 11:00:00,119.7171324261052,
2021-12-16 23:59:59,105.45869114172899,c
2021-12-17 00:00:00,145.34300335696037,
2021-12-17 03:30:00,191.01278652195174,
2021-12-17 04:00:00,139.72992408325604,
2021-12-17 06:00:00,81.33488540633107,
