date,EU_IBEX_2021_Q4,meta
2021-12-17 08:00:00,201.01083819205667,
2021-12-17 10:30:00,239.27740150764737,
2021-12-17 11:00:00,249.05617251485467,
2021-12-17 23:59:59,332.77007201022184,e
2021-12-20 00:00:00,268.0662861917665,
2021-12-20 03:30:00,191.75683263542032,
2021-12-20 04:00:00,217.7311518617779,
2021-12-20 06:00:00,234.6761649058783,
2021-12-20 08:00:00,279.2401365070119,
2021-12-20 10:30:00,341.34461356891995,
2021-12-20 11:00:00,364.9331579439312,
2021-12-20 23:59:59,344.90791114436297,c
2021-12-21 00:00:00,379.781672541102,
2021-12-21 03:30:00,377.4874568458846,
2021-12-21 04:00:00,336.9243824254262,
2021-12-21 06:00:00,263.91897678443524,
2021-12-21 08:00:00,314.96601830834595,
2021-12-21 10:30:00,262.5626209450421,
2021-12-21 11:00:00,281.6764710636214,
2021-12-21 23:59:59,266.5640505682319,c
2021-12-22 00:00:00,324.38258173536553,
2021-12-22 03:30:00,370.2542255015172,
2021-12-22 04:00:00,353.4313389542201,
2021-12-22 06:00:00,399.15097195358277,
2021-12-22 08:00:00,429.9264204415876,
2021-12-22 10:30:00,326.39300752225813,
2021-12-22 11:00:00,360.4341648843018,
2021-12-22 23:59:59,354.96065182126813,c
2021-12-23 00:00:00,363.6790114163032,
2021-12-23 03:30:00,351.39992524423315,
2021-12-23 04:00:00,340.1188606595789,
2021-12-23 06:00:00,334.4109818186122,
2021-12-23 08:00:00,381.597372088926,
2021-12-23 10:30:00,312.9615235938044,
2021-12-23 11:00:00,320.67233090081754,
2021-12-23 23:59:59,311.492200562418,c
2021-12-24 00:00:00,311.492200562418,
2021-12-24 03:30:00,311.492200562418,
2021-12-24 04:00:00,311.492200562418,
2021-12-24 06:00:00,311.492200562418,
2021-12-24 08:00:00,311.492200562418,
2021-12-24 10:30:00,311.492200562418,
2021-12-24 11:00:00,311.492200562418,
2021-12-24 23:59:59,311.492200562418,w
2021-12-27 00:00:00,309.61293299227816,
2021-12-27 03:30:00,341.27705780010126,
2021-12-27 04:00:00,327.96199481418466,
2021-12-27 06:00:00,395.8885754638935,
2021-12-27 08:00:00,370.5151223424974,
2021-12-27 10:30:00,369.9996569718803,
2021-12-27 11:00:00,352.12948192248405,
2021-12-27 23:59:59,317.78940674916055,c
2021-12-28 00:00:00,350.1188951784028,
2021-12-28 03:30:00,357.6720881321654,
2021-12-28 04:00:00,358.05564332375513,
2021-12-28 06:00:00,382.5902625874195,
2021-12-28 08:00:00,377.5286314217185,
2021-12-28 10:30:00,385.9965162944119,
2021-12-28 11:00:00,384.03142370914725,
2021-12-28 23:59:59,342.0677206003892,c
2021-12-29 00:00:00,338.980753113623,
2021-12-29 03:30:00,325.5713978766415,
2021-12-29 04:00:00,295.58703684319346,
2021-12-29 06:00:00,308.82528193419057,
2021-12-29 08:00:00,302.1951626144173,
2021-12-29 10:30:00,246.21399568758318,
2021-12-29 11:00:00,241.22474790570527,
2021-12-29 23:59:59,270.69158171849915,c
2021-12-30 00:00:00,300.4772979758843,
2021-12-30 03:30:00,303.57670208389084,
2021-12-30 04:00:00,328.57723350151105,
2021-12-30 06:00:00,355.3535153400263,
2021-12-30 08:00:00,354.7206970190299,
2021-12-30 10:30:00,299.51031245520176,
2021-12-30 11:00:00,313.0991034919401,
2021-12-30 23:59:59,300.60259872931306,c
2021-12-31 00:00:00,300.60259872931306,
2021-12-31 03:30:00,300.60259872931306,
2021-12-31 04:00:00,300.60259872931306,
2021-12-31 06:00:00,300.60259872931306,
2021-12-31 08:00:00,300.60259872931306,
2021-12-31 10:30:00,300.60259872931306,
2021-12-31 11:00:00,300.60259872931306,
2021-12-31 23:59:59,300.60259872931306,w
