date,PHO_2022_Q1,meta
2022-02-18 15:00:00,362.2294830357687,
2022-02-18 15:30:30,362.2294830357687,
2022-02-18 23:59:59,363.9671984384479,w
2022-02-21 00:00:00,363.9671984384479,
2022-02-21 10:00:00,363.9671984384479,
2022-02-21 10:30:00,363.9671984384479,
2022-02-21 12:00:00,363.9671984384479,
2022-02-21 13:30:00,363.9671984384479,
2022-02-21 15:00:00,363.9671984384479,
2022-02-21 15:30:30,363.9671984384479,
2022-02-21 23:59:59,363.9671984384479,c
2022-02-22 00:00:00,380.1454956891978,
2022-02-22 10:00:00,397.50573796062145,
2022-02-22 10:30:00,387.7076705918721,
2022-02-22 12:00:00,374.09391852148246,
2022-02-22 13:30:00,356.1208709027396,
2022-02-22 15:00:00,381.63374106280617,
2022-02-22 15:30:30,381.63374106280617,
2022-02-22 23:59:59,373.5261717485039,c
2022-02-23 00:00:00,418.6005871116579,
2022-02-23 10:00:00,357.00581440698033,
2022-02-23 10:30:00,339.7146433976234,
2022-02-23 12:00:00,374.2189412839082,
2022-02-23 13:30:00,373.2890456340958,
2022-02-23 15:00:00,359.9918366473007,
2022-02-23 15:30:30,359.9918366473007,
2022-02-23 23:59:59,352.1917998330623,c
2022-02-24 00:00:00,309.95913628398534,
2022-02-24 10:00:00,297.4284454449164,
2022-02-24 10:30:00,281.83853538835115,
2022-02-24 12:00:00,309.69186884032865,
2022-02-24 13:30:00,276.528496733956,
2022-02-24 15:00:00,303.41935389425294,
2022-02-24 15:30:30,303.41935389425294,
2022-02-24 23:59:59,303.94435654289305,c
2022-02-25 00:00:00,308.3913094957825,
2022-02-25 10:00:00,275.35302757453906,
2022-02-25 10:30:00,301.219051704521,
2022-02-25 12:00:00,325.0486760663846,
2022-02-25 13:30:00,346.7875362739362,
2022-02-25 15:00:00,340.85716702117793,
2022-02-25 15:30:30,340.85716702117793,
2022-02-25 23:59:59,359.59412225376104,w
2022-02-28 00:00:00,329.16461572112917,
2022-02-28 10:00:00,318.92299906934727,
2022-02-28 10:30:00,280.46792453061494,
2022-02-28 12:00:00,287.147734768663,
2022-02-28 13:30:00,286.3119005926271,
2022-02-28 15:00:00,275.90118988800646,
2022-02-28 15:30:30,275.90118988800646,s
2022-02-28 23:59:59,294.2283300431968,c
2022-03-01 00:00:00,294.30651670981524,
2022-03-01 10:00:00,259.10972460385574,
2022-03-01 10:30:00,219.20330664191806,
2022-03-01 12:00:00,216.35182424572508,
2022-03-01 13:30:00,219.50868638098336,
2022-03-01 15:00:00,240.1738155254577,
2022-03-01 15:30:30,240.1738155254577,
2022-03-01 23:59:59,239.61810091697294,c
2022-03-02 00:00:00,250.2887828188709,
2022-03-02 10:00:00,238.05458468981465,
2022-03-02 10:30:00,229.54061791713616,
2022-03-02 12:00:00,236.43117971615175,
2022-03-02 13:30:00,231.73988759964072,
2022-03-02 15:00:00,249.40068408960155,
2022-03-02 15:30:30,249.40068408960155,
2022-03-02 23:59:59,245.1103097810476,c
2022-03-03 00:00:00,277.9828537426122,
2022-03-03 10:00:00,234.91007103871152,
2022-03-03 10:30:00,215.709978819835,
2022-03-03 12:00:00,205.58725026003913,
2022-03-03 13:30:00,219.0614071431669,
2022-03-03 15:00:00,214.39228598901218,
2022-03-03 15:30:30,214.39228598901218,
2022-03-03 23:59:59,236.5646880418492,c
2022-03-04 00:00:00,190.33049775284144,
2022-03-04 10:00:00,156.23800148039982,
2022-03-04 10:30:00,155.32647996701144,
2022-03-04 12:00:00,133.94569174487992,
2022-03-04 13:30:00,105.93048191164667,
2022-03-04 15:00:00,54.57287359753445,
2022-03-04 15:30:30,54.57287359753445,
2022-03-04 23:59:59,49.31227842454905,w
2022-03-07 00:00:00,71.43551261271546,
2022-03-07 10:00:00,44.73645694030506,
2022-03-07 10:30:00,50.198653672526916,
2022-03-07 12:00:00,20.1716804188477,
2022-03-07 13:30:00,36.874101747848954,
2022-03-07 15:00:00,-0.11964512331178412,
2022-03-07 15:30:30,-0.11964512331178412,
2022-03-07 23:59:59,-17.624437976284753,c
2022-03-08 00:00:00,19.578177272071116,
2022-03-08 10:00:00,8.14359457734804,
2022-03-08 10:30:00,-25.137323429944672,
2022-03-08 12:00:00,-27.677299697298622,
2022-03-08 13:30:00,-15.622915355172381,
2022-03-08 15:00:00,-2.098319765681026,
2022-03-08 15:30:30,-2.098319765681026,
2022-03-08 23:59:59,-10.004080162437731,c
2022-03-09 00:00:00,23.64123234926774,
2022-03-09 10:00:00,60.3477626035226,
2022-03-09 10:30:00,77.93963105923376,
2022-03-09 12:00:00,78.51582513610265,
2022-03-09 13:30:00,84.47473412816362,
2022-03-09 15:00:00,74.95193003233999,
2022-03-09 15:30:30,74.95193003233999,
2022-03-09 23:59:59,48.208965871615874,c
2022-03-10 00:00:00,7.808477246784605,
2022-03-10 10:00:00,-53.08383480748421,
2022-03-10 10:30:00,-66.19091325471095,
2022-03-10 12:00:00,-38.534984274361705,
2022-03-10 13:30:00,-53.74115294830062,
2022-03-10 15:00:00,-51.935266976905496,
2022-03-10 15:30:30,-51.935266976905496,
2022-03-10 23:59:59,-48.95828237096134,c
2022-03-11 00:00:00,-13.887991174698527,
2022-03-11 10:00:00,15.922199603163335,
2022-03-11 10:30:00,-13.86346141267154,
2022-03-11 12:00:00,-19.951701919436573,
2022-03-11 13:30:00,-17.414148472209035,
2022-03-11 15:00:00,-1.5464469620685577,
2022-03-11 15:30:30,-1.5464469620685577,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,16.222450478262317,
2022-03-14 10:00:00,56.27609981526234,
2022-03-14 10:30:00,53.337583358244274,
2022-03-14 12:00:00,31.309914197503304,
2022-03-14 13:30:00,75.78935608868869,
2022-03-14 15:00:00,60.27970697933506,
2022-03-14 15:30:30,60.27970697933506,
2022-03-14 23:59:59,60.277516300595835,c
2022-03-15 00:00:00,60.277516300595835,
2022-03-15 10:00:00,60.277516300595835,
2022-03-15 10:30:00,60.277516300595835,
2022-03-15 12:00:00,60.277516300595835,
2022-03-15 13:30:00,60.277516300595835,
2022-03-15 15:00:00,60.277516300595835,
2022-03-15 15:30:30,60.277516300595835,
2022-03-15 23:59:59,60.277516300595835,c
2022-03-16 00:00:00,60.277516300595835,
2022-03-16 10:00:00,60.277516300595835,
2022-03-16 10:30:00,60.277516300595835,
2022-03-16 12:00:00,60.277516300595835,
2022-03-16 13:30:00,60.277516300595835,
2022-03-16 15:00:00,60.277516300595835,
2022-03-16 15:30:30,60.277516300595835,
2022-03-16 23:59:59,60.277516300595835,c
2022-03-17 00:00:00,60.277516300595835,
2022-03-17 10:00:00,60.277516300595835,
2022-03-17 10:30:00,60.277516300595835,
2022-03-17 12:00:00,60.277516300595835,
2022-03-17 13:30:00,60.277516300595835,
2022-03-17 15:00:00,60.277516300595835,
2022-03-17 15:30:30,60.277516300595835,
2022-03-17 23:59:59,60.277516300595835,c
2022-03-18 00:00:00,60.277516300595835,
2022-03-18 10:00:00,60.277516300595835,
2022-03-18 10:30:00,60.277516300595835,
2022-03-18 12:00:00,60.277516300595835,
2022-03-18 13:30:00,60.277516300595835,
2022-03-18 15:00:00,60.277516300595835,
2022-03-18 15:30:30,60.277516300595835,
2022-03-18 23:59:59,60.277516300595835,e
2022-03-21 00:00:00,60.277516300595835,
2022-03-21 10:00:00,60.277516300595835,
2022-03-21 10:30:00,60.277516300595835,
2022-03-21 12:00:00,60.277516300595835,
2022-03-21 13:30:00,60.277516300595835,
2022-03-21 15:00:00,60.277516300595835,
2022-03-21 15:30:30,60.277516300595835,
2022-03-21 23:59:59,60.277516300595835,c
2022-03-22 00:00:00,60.277516300595835,
2022-03-22 10:00:00,60.277516300595835,
2022-03-22 10:30:00,60.277516300595835,
2022-03-22 12:00:00,60.277516300595835,
2022-03-22 13:30:00,60.277516300595835,
2022-03-22 15:00:00,60.277516300595835,
2022-03-22 15:30:30,60.277516300595835,
2022-03-22 23:59:59,60.277516300595835,c
2022-03-23 00:00:00,60.277516300595835,
2022-03-23 10:00:00,60.277516300595835,
2022-03-23 10:30:00,60.277516300595835,
2022-03-23 12:00:00,60.277516300595835,
2022-03-23 13:30:00,60.277516300595835,
2022-03-23 15:00:00,60.277516300595835,
2022-03-23 15:30:30,60.277516300595835,
2022-03-23 23:59:59,60.277516300595835,c
2022-03-24 00:00:00,60.277516300595835,
2022-03-24 10:00:00,60.277516300595835,
2022-03-24 10:30:00,60.277516300595835,
2022-03-24 12:00:00,60.277516300595835,
2022-03-24 13:30:00,60.277516300595835,
2022-03-24 15:00:00,60.277516300595835,
2022-03-24 15:30:30,60.277516300595835,
2022-03-24 23:59:59,60.277516300595835,c
2022-03-25 00:00:00,60.277516300595835,
2022-03-25 10:00:00,60.277516300595835,
2022-03-25 10:30:00,60.277516300595835,
2022-03-25 12:00:00,60.277516300595835,
2022-03-25 13:30:00,60.277516300595835,
2022-03-25 15:00:00,60.277516300595835,
2022-03-25 15:30:30,60.277516300595835,
2022-03-25 23:59:59,60.277516300595835,w
2022-03-28 00:00:00,60.277516300595835,
2022-03-28 10:00:00,60.277516300595835,
2022-03-28 10:30:00,60.277516300595835,
2022-03-28 12:00:00,60.277516300595835,
2022-03-28 13:30:00,60.277516300595835,
2022-03-28 15:00:00,60.277516300595835,
2022-03-28 15:30:30,60.277516300595835,
2022-03-28 23:59:59,60.277516300595835,c
2022-03-29 00:00:00,60.277516300595835,
2022-03-29 10:00:00,60.277516300595835,
2022-03-29 10:30:00,60.277516300595835,
2022-03-29 12:00:00,60.277516300595835,
2022-03-29 13:30:00,60.277516300595835,
2022-03-29 15:00:00,60.277516300595835,
2022-03-29 15:30:30,60.277516300595835,
2022-03-29 23:59:59,60.277516300595835,c
2022-03-30 00:00:00,60.277516300595835,
2022-03-30 10:00:00,60.277516300595835,
2022-03-30 10:30:00,60.277516300595835,
2022-03-30 12:00:00,60.277516300595835,
2022-03-30 13:30:00,60.277516300595835,
2022-03-30 15:00:00,60.277516300595835,
2022-03-30 15:30:30,60.277516300595835,
2022-03-30 23:59:59,60.277516300595835,c
2022-03-31 00:00:00,60.277516300595835,
2022-03-31 10:00:00,60.277516300595835,
2022-03-31 10:30:00,60.277516300595835,
2022-03-31 12:00:00,60.277516300595835,
2022-03-31 13:30:00,60.277516300595835,
2022-03-31 15:00:00,60.277516300595835,
2022-03-31 15:30:30,60.277516300595835,
2022-03-31 23:59:59,60.277516300595835,c
2022-04-01 00:00:00,60.277516300595835,
2022-04-01 10:00:00,60.277516300595835,
2022-04-01 10:30:00,60.277516300595835,
2022-04-01 12:00:00,60.277516300595835,
2022-04-01 13:30:00,60.277516300595835,
2022-04-01 15:00:00,60.277516300595835,
2022-04-01 15:30:30,60.277516300595835,
2022-04-01 23:59:59,60.277516300595835,w
