date,AS_WAT_2022_Q2,meta
2022-05-10 20:00:00,217.44931961041038,
2022-05-10 23:00:00,183.18126858632513,
2022-05-10 23:59:59,213.70456270243994,c
2022-05-11 00:00:00,204.99484620568637,
2022-05-11 01:00:00,215.61763434595923,
2022-05-11 02:30:00,223.44494997300444,
2022-05-11 03:00:00,220.32782257073268,
2022-05-11 18:30:00,220.32782257073268,
2022-05-11 20:00:00,220.32782257073268,
2022-05-11 23:00:00,206.23081267039743,
2022-05-11 23:59:59,177.7786338154565,c
2022-05-12 00:00:00,202.41439700054525,
2022-05-12 01:00:00,201.61691235384296,
2022-05-12 02:30:00,145.71890801661084,
2022-05-12 03:00:00,148.97244042535021,
2022-05-12 18:30:00,148.97244042535021,
2022-05-12 20:00:00,148.97244042535021,
2022-05-12 23:00:00,99.74205935610735,
2022-05-12 23:59:59,104.22474050579694,c
2022-05-13 00:00:00,129.8565988436585,
2022-05-13 01:00:00,142.20817492409697,
2022-05-13 02:30:00,65.98004330526146,
2022-05-13 03:00:00,62.72651089546798,
2022-05-13 18:30:00,62.72651089546798,
2022-05-13 20:00:00,62.72651089546798,
2022-05-13 23:00:00,62.72651089546798,
2022-05-13 23:59:59,63.30742791308512,w
2022-05-16 00:00:00,121.59949406578289,
2022-05-16 01:00:00,131.20416364963876,
2022-05-16 02:30:00,169.64397748130068,
2022-05-16 03:00:00,168.78295697217072,
2022-05-16 18:30:00,168.78295697217072,
2022-05-16 20:00:00,168.78295697217072,
2022-05-16 23:00:00,222.07153577827285,
2022-05-16 23:59:59,191.6899714149822,c
2022-05-17 00:00:00,199.59128337969833,
2022-05-17 01:00:00,192.41033149562827,
2022-05-17 02:30:00,188.8192518794449,
2022-05-17 03:00:00,188.8231226691505,
2022-05-17 18:30:00,188.8231226691505,
2022-05-17 20:00:00,188.8231226691505,
2022-05-17 23:00:00,189.67262548775307,
2022-05-17 23:59:59,219.82882420999977,c
2022-05-18 00:00:00,175.18420233685447,
2022-05-18 01:00:00,157.08136923164238,
2022-05-18 02:30:00,127.86157051471764,
2022-05-18 03:00:00,124.6383237005748,
2022-05-18 18:30:00,124.6383237005748,
2022-05-18 20:00:00,124.6383237005748,
2022-05-18 23:00:00,26.167068633139024,
2022-05-18 23:59:59,-13.389210550608368,c
2022-05-19 00:00:00,89.33678430788768,
2022-05-19 01:00:00,76.30701689509897,
2022-05-19 02:30:00,69.00525273021776,
2022-05-19 03:00:00,63.42346704667307,
2022-05-19 18:30:00,63.42346704667307,
2022-05-19 20:00:00,63.42346704667307,
2022-05-19 23:00:00,39.863358797151704,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,5.780290321854409,
2022-05-20 01:00:00,-14.21708320174821,
2022-05-20 02:30:00,-8.944967529639143,
2022-05-20 03:00:00,-11.335430230769816,
2022-05-20 18:30:00,-11.335430230769816,
2022-05-20 20:00:00,-11.335430230769816,
2022-05-20 23:00:00,-11.335430230769816,
2022-05-20 23:59:59,-5.374718849131568,w
2022-05-23 00:00:00,-21.066113699820562,
2022-05-23 01:00:00,-35.015573658522044,
2022-05-23 02:30:00,-20.285712798837267,
2022-05-23 03:00:00,-20.277843610339914,
2022-05-23 18:30:00,-20.277843610339914,
2022-05-23 20:00:00,-20.277843610339914,
2022-05-23 23:00:00,98.0856141417571,
2022-05-23 23:59:59,85.49839388620876,c
2022-05-24 00:00:00,88.72209772877795,
2022-05-24 01:00:00,100.02237133286417,
2022-05-24 02:30:00,108.55635171654012,
2022-05-24 03:00:00,109.36410023262306,
2022-05-24 18:30:00,109.36410023262306,
2022-05-24 20:00:00,109.36410023262306,
2022-05-24 23:00:00,130.8474491567049,
2022-05-24 23:59:59,114.17520856210467,c
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
0,114.17520856210467,
2022-05-25 00:00:00,92.82644630246614,
2022-05-25 01:00:00,131.91810866470496,
2022-05-25 02:30:00,214.4942265945192,
2022-05-25 03:00:00,210.45420928822477,
2022-05-25 18:30:00,210.45420928822477,
2022-05-25 20:00:00,210.45420928822477,
2022-05-25 23:00:00,241.1172248674402,
2022-05-25 23:59:59,235.674098974564,c
2022-05-26 00:00:00,233.42780345155097,
2022-05-26 01:00:00,283.3660502219491,
2022-05-26 02:30:00,298.3296280073346,
2022-05-26 03:00:00,302.36675844021374,
2022-05-26 18:30:00,302.36675844021374,
2022-05-26 20:00:00,302.36675844021374,
2022-05-26 23:00:00,392.5321242648297,
2022-05-26 23:59:59,368.7682346876263,c
2022-05-27 00:00:00,304.5259512417542,
2022-05-27 01:00:00,287.05013546879945,
2022-05-27 02:30:00,301.885971759566,
2022-05-27 03:00:00,304.31776308228655,
2022-05-27 18:30:00,304.31776308228655,
2022-05-27 20:00:00,304.31776308228655,
2022-05-27 23:00:00,304.31776308228655,
2022-05-27 23:59:59,332.0424693911218,w
2022-05-30 00:00:00,181.6167346647644,
2022-05-30 01:00:00,168.77794961243399,
2022-05-30 02:30:00,167.69711797534364,
2022-05-30 03:00:00,165.2777421272458,
2022-05-30 18:30:00,165.2777421272458,
2022-05-30 20:00:00,165.2777421272458,
2022-05-30 23:00:00,179.08468982571594,
2022-05-30 23:59:59,195.47985806094948,c
2022-05-31 00:00:00,192.56830680053827,
2022-05-31 01:00:00,201.45743299704282,
2022-05-31 02:30:00,205.66041839300033,
2022-05-31 03:00:00,199.99114836990339,
2022-05-31 18:30:00,199.99114836990339,
2022-05-31 20:00:00,199.99114836990339,
2022-05-31 23:00:00,189.29296040655663,
2022-05-31 23:59:59,156.89058232723892,e
2022-06-01 00:00:00,160.9649967809055,
2022-06-01 01:00:00,145.09590187132744,
2022-06-01 02:30:00,122.06947255759405,
2022-06-01 03:00:00,122.07731940372287,
2022-06-01 18:30:00,122.07731940372287,
2022-06-01 20:00:00,122.07731940372287,
2022-06-01 23:00:00,126.90993298445846,
2022-06-01 23:59:59,115.20063840761395,c
2022-06-02 00:00:00,122.40540989542387,
2022-06-02 01:00:00,114.15216594122921,
2022-06-02 02:30:00,103.29169541037027,
2022-06-02 03:00:00,95.15088602524338,
2022-06-02 18:30:00,95.15088602524338,
2022-06-02 20:00:00,95.15088602524338,
2022-06-02 23:00:00,95.15088602524338,
2022-06-02 23:59:59,101.86650478167576,c
2022-06-03 00:00:00,101.86650478167576,
2022-06-03 01:00:00,101.86650478167576,
2022-06-03 02:30:00,101.86650478167576,
2022-06-03 03:00:00,101.86650478167576,
2022-06-03 18:30:00,101.86650478167576,
2022-06-03 20:00:00,101.86650478167576,
2022-06-03 23:00:00,101.86650478167576,
2022-06-03 23:59:59,101.86650478167576,w
2022-06-06 00:00:00,66.2592775241319,
2022-06-06 01:00:00,53.57606151573691,
2022-06-06 02:30:00,101.52908719931384,
2022-06-06 03:00:00,116.23102602812924,
2022-06-06 18:30:00,116.23102602812924,
2022-06-06 20:00:00,116.23102602812924,
2022-06-06 23:00:00,121.00303963304304,
2022-06-06 23:59:59,124.61666289104141,c
2022-06-07 00:00:00,111.15715629490478,
2022-06-07 01:00:00,126.48299694124489,
2022-06-07 02:30:00,138.70643952201317,
2022-06-07 03:00:00,134.64251760044135,
2022-06-07 18:30:00,134.64251760044135,
2022-06-07 20:00:00,134.64251760044135,
2022-06-07 23:00:00,96.40198829879864,
2022-06-07 23:59:59,54.559377422605394,c
2022-06-08 00:00:00,13.235760754264447,
2022-06-08 01:00:00,20.399340506983208,
2022-06-08 02:30:00,25.522475706711703,
2022-06-08 03:00:00,24.713535050475002,
2022-06-08 18:30:00,24.713535050475002,
2022-06-08 20:00:00,24.713535050475002,
2022-06-08 23:00:00,82.29352014697724,
2022-06-08 23:59:59,17.05157659377437,c
2022-06-09 00:00:00,56.78757849745489,
2022-06-09 01:00:00,52.27460990200325,
2022-06-09 02:30:00,57.247927289911786,
2022-06-09 03:00:00,52.35861241047678,
2022-06-09 18:30:00,52.35861241047678,
2022-06-09 20:00:00,52.35861241047678,
2022-06-09 23:00:00,38.71861447771789,
2022-06-09 23:59:59,79.90073472789209,c
2022-06-10 00:00:00,107.44177263684378,
2022-06-10 01:00:00,126.41625391145226,
2022-06-10 02:30:00,105.19341862490273,
2022-06-10 03:00:00,100.40797571864005,
2022-06-10 18:30:00,100.40797571864005,
2022-06-10 20:00:00,100.40797571864005,
2022-06-10 23:00:00,100.40797571864005,
2022-06-10 23:59:59,127.63944311010619,w
2022-06-13 00:00:00,221.15641528723336,
2022-06-13 01:00:00,259.00863435578503,
2022-06-13 02:30:00,271.7132882913311,
2022-06-13 03:00:00,280.80513234944556,
2022-06-13 18:30:00,280.80513234944556,
2022-06-13 20:00:00,280.80513234944556,
2022-06-13 23:00:00,291.29322405153744,
2022-06-13 23:59:59,277.59684241866853,c
2022-06-14 00:00:00,354.3760140127142,
2022-06-14 01:00:00,311.91911113279457,
2022-06-14 02:30:00,289.50440587274716,
2022-06-14 03:00:00,289.43090768967977,
2022-06-14 18:30:00,289.43090768967977,
2022-06-14 20:00:00,289.43090768967977,
2022-06-14 23:00:00,336.4498342001061,
2022-06-14 23:59:59,313.9252012836223,c
2022-06-15 00:00:00,325.70982668420584,
2022-06-15 01:00:00,371.78456703774555,
2022-06-15 02:30:00,389.39085147276546,
2022-06-15 03:00:00,391.0954483355745,
2022-06-15 18:30:00,391.0954483355745,
2022-06-15 20:00:00,391.0954483355745,
2022-06-15 23:00:00,490.0101768023478,
2022-06-15 23:59:59,515.5989071921931,c
2022-06-16 00:00:00,465.72554808564837,
2022-06-16 01:00:00,486.51795433059124,
2022-06-16 02:30:00,523.2529402244045,
2022-06-16 03:00:00,526.5783648890192,
2022-06-16 18:30:00,526.5783648890192,
2022-06-16 20:00:00,526.5783648890192,
2022-06-16 23:00:00,566.1196305828144,
2022-06-16 23:59:59,589.4561465909946,c
2022-06-17 00:00:00,678.7441088816058,
2022-06-17 01:00:00,590.4018617997717,
2022-06-17 02:30:00,639.8919752826578,
2022-06-17 03:00:00,642.3624708390034,
2022-06-17 18:30:00,642.3624708390034,
2022-06-17 20:00:00,642.3624708390034,
2022-06-17 23:00:00,642.3624708390034,
2022-06-17 23:59:59,575.6418638467394,w
2022-06-20 00:00:00,746.5458083284202,
2022-06-20 01:00:00,766.3735566185833,
2022-06-20 02:30:00,747.2104565114987,
2022-06-20 03:00:00,740.5594856650232,
2022-06-20 18:30:00,740.5594856650232,
2022-06-20 20:00:00,740.5594856650232,
2022-06-20 23:00:00,736.6618955950698,
2022-06-20 23:59:59,735.4650139000514,c
2022-06-21 00:00:00,689.5592755601874,
2022-06-21 01:00:00,663.9683094595939,
2022-06-21 02:30:00,708.724574418783,
2022-06-21 03:00:00,705.3990340638338,
2022-06-21 18:30:00,705.3990340638338,
2022-06-21 20:00:00,705.3990340638338,
2022-06-21 23:00:00,705.3990340638338,
2022-06-21 23:59:59,719.225304790567,c
