date,GDXJ_2021_Q4,meta
2021-11-19 00:00:00,-935.777291710644,
2021-11-19 10:00:00,-943.194857754776,
2021-11-19 10:30:00,-926.5202718126743,
2021-11-19 12:00:00,-877.3526568102016,
2021-11-19 13:30:00,-846.5456524953802,
2021-11-19 15:00:00,-840.5374077493782,
2021-11-19 15:30:30,-840.5374077493782,
2021-11-19 23:59:59,-825.4258870157216,w
2021-11-22 00:00:00,-759.8556170318618,
2021-11-22 10:00:00,-719.6402274240725,
2021-11-22 10:30:00,-705.2421200336596,
2021-11-22 12:00:00,-700.320088027353,
2021-11-22 13:30:00,-716.4388912730626,
2021-11-22 15:00:00,-702.1233360079837,
2021-11-22 15:30:30,-702.1233360079837,u
2021-11-22 23:59:59,-706.0076318005051,c
2021-11-23 00:00:00,-605.238714784525,
2021-11-23 10:00:00,-655.5688827289121,
2021-11-23 10:30:00,-607.0404720874399,
2021-11-23 12:00:00,-519.6951571913266,
2021-11-23 13:30:00,-521.7003373863311,
2021-11-23 15:00:00,-554.1550943824191,
2021-11-23 15:30:30,-554.1550943824191,
2021-11-23 23:59:59,-558.6070744871195,c
2021-11-24 00:00:00,-532.8538038211682,
2021-11-24 10:00:00,-506.1393349564007,
2021-11-24 10:30:00,-498.0318674692728,
2021-11-24 12:00:00,-555.0910432536496,
2021-11-24 13:30:00,-541.2300372008701,
2021-11-24 15:00:00,-520.4376395022839,
2021-11-24 15:30:30,-520.4376395022839,
2021-11-24 23:59:59,-554.4414573085612,c
2021-11-25 00:00:00,-560.5165170168232,
2021-11-25 10:00:00,-522.6490298774536,
2021-11-25 10:30:00,-519.8905577548969,
2021-11-25 12:00:00,-514.5743378666839,
2021-11-25 13:30:00,-517.8173270526329,
2021-11-25 15:00:00,-515.5384248120961,
2021-11-25 15:30:30,-515.5384248120961,
2021-11-25 23:59:59,-519.6219622998428,c
2021-11-26 00:00:00,-522.160793206704,
2021-11-26 10:00:00,-445.830122656424,
2021-11-26 10:30:00,-405.62920860607915,
2021-11-26 12:00:00,-353.6087433478997,
2021-11-26 13:30:00,-393.562168566865,
2021-11-26 15:00:00,-389.81097121983385,
2021-11-26 15:30:30,-389.81097121983385,
2021-11-26 23:59:59,-388.57185893220003,w
2021-11-29 00:00:00,-409.53186830384107,
2021-11-29 10:00:00,-353.99274538002055,
2021-11-29 10:30:00,-343.95651986353005,
2021-11-29 12:00:00,-369.36943426665493,
2021-11-29 13:30:00,-401.1576925136478,
2021-11-29 15:00:00,-372.7472992869896,
2021-11-29 15:30:30,-372.7472992869896,
2021-11-29 23:59:59,-409.9990393308674,c
2021-11-30 00:00:00,-414.788744464121,
2021-11-30 10:00:00,-546.4404850591245,
2021-11-30 10:30:00,-571.2979378690504,
2021-11-30 12:00:00,-392.1907316906038,
2021-11-30 13:30:00,-383.33336693423144,
2021-11-30 15:00:00,-435.9107221404115,
2021-11-30 15:30:30,-435.9107221404115,s
2021-11-30 23:59:59,-436.3452024433277,c
2021-12-01 00:00:00,-495.2569234862126,
2021-12-01 10:00:00,-450.33266594337624,
2021-12-01 10:30:00,-474.6629012203921,
2021-12-01 12:00:00,-380.2901569245653,
2021-12-01 13:30:00,-352.5103027156538,
2021-12-01 15:00:00,-283.7795551720742,
2021-12-01 15:30:30,-283.7795551720742,
2021-12-01 23:59:59,-248.6735514533019,c
2021-12-02 00:00:00,-221.04631122661374,
2021-12-02 10:00:00,-156.52545244814792,
2021-12-02 10:30:00,-137.31545615659377,
2021-12-02 12:00:00,-117.5238207647277,
2021-12-02 13:30:00,-88.06644502227402,
2021-12-02 15:00:00,-132.1981786187822,
2021-12-02 15:30:30,-132.1981786187822,
2021-12-02 23:59:59,-143.73390394413912,c
2021-12-03 00:00:00,-167.4545520128571,
2021-12-03 10:00:00,-93.35895148137843,
2021-12-03 10:30:00,-113.41290354363377,
2021-12-03 12:00:00,-105.75348218357317,
2021-12-03 13:30:00,-150.89742394016537,
2021-12-03 15:00:00,-136.76586788227803,
2021-12-03 15:30:30,-136.76586788227803,
2021-12-03 23:59:59,-164.8109193796032,w
2021-12-06 00:00:00,-171.610102933348,
2021-12-06 10:00:00,-176.59421712132655,
2021-12-06 10:30:00,-202.64152334218943,
2021-12-06 12:00:00,-178.3262288607841,
2021-12-06 13:30:00,-187.76012267137605,
2021-12-06 15:00:00,-193.42495127432665,
2021-12-06 15:30:30,-193.42495127432665,
2021-12-06 23:59:59,-197.07406240025205,c
2021-12-07 00:00:00,-213.6493441144562,
2021-12-07 10:00:00,-249.7514332364242,
2021-12-07 10:30:00,-265.32107944063125,
2021-12-07 12:00:00,-293.2097384413689,
2021-12-07 13:30:00,-252.9007220580188,
2021-12-07 15:00:00,-264.676841882468,
2021-12-07 15:30:30,-264.676841882468,
2021-12-07 23:59:59,-262.1926133730915,c
2021-12-08 00:00:00,-261.86457680987337,
2021-12-08 10:00:00,-250.70150947834452,
2021-12-08 10:30:00,-228.82395844563212,
2021-12-08 12:00:00,-207.359641732819,
2021-12-08 13:30:00,-197.36646442183553,
2021-12-08 15:00:00,-212.99297618235505,
2021-12-08 15:30:30,-212.99297618235505,
2021-12-08 23:59:59,-214.52273169164323,c
2021-12-09 00:00:00,-181.87953160376298,
2021-12-09 10:00:00,-93.79269690678791,
2021-12-09 10:30:00,-69.13590990028774,
2021-12-09 12:00:00,-22.293565348098014,
2021-12-09 13:30:00,-31.875566963733718,
2021-12-09 15:00:00,-26.411804323093293,
2021-12-09 15:30:30,-26.411804323093293,
2021-12-09 23:59:59,-46.884855502770165,c
2021-12-10 00:00:00,-74.438137123469,
2021-12-10 10:00:00,-4.355936606457135,
2021-12-10 10:30:00,-25.78917825861231,
2021-12-10 12:00:00,-11.85300521649242,
2021-12-10 13:30:00,-10.900573511910352,
2021-12-10 15:00:00,-8.095547531898092,
2021-12-10 15:30:30,-8.095547531898092,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,-8.28022899726966,
2021-12-13 10:00:00,-7.550311125281951,
2021-12-13 10:30:00,24.47363952807359,
2021-12-13 12:00:00,72.40158233657155,
2021-12-13 13:30:00,61.74224656048125,
2021-12-13 15:00:00,39.05233768049561,
2021-12-13 15:30:30,39.05233768049561,
2021-12-13 23:59:59,39.91784480122715,c
2021-12-14 00:00:00,111.66642780274412,
2021-12-14 10:00:00,89.98779883000952,
2021-12-14 10:30:00,137.59651772806626,
2021-12-14 12:00:00,122.27811237199933,
2021-12-14 13:30:00,145.40940042509226,
2021-12-14 15:00:00,128.62285767231378,
2021-12-14 15:30:30,128.62285767231378,
2021-12-14 23:59:59,156.85390444432085,c
2021-12-15 00:00:00,169.50845367894408,
2021-12-15 10:00:00,235.4692504617666,
2021-12-15 10:30:00,277.9198418147039,
2021-12-15 12:00:00,318.87022097978627,
2021-12-15 13:30:00,327.4944669663096,
2021-12-15 15:00:00,308.00289036051856,
2021-12-15 15:30:30,308.00289036051856,
2021-12-15 23:59:59,258.78221118817555,c
2021-12-16 00:00:00,181.27540994183744,
2021-12-16 10:00:00,82.11374768924361,
2021-12-16 10:30:00,63.209135604111225,
2021-12-16 12:00:00,25.30220916911901,
2021-12-16 13:30:00,39.242934033688925,
2021-12-16 15:00:00,52.61583806557451,
2021-12-16 15:30:30,52.61583806557451,
2021-12-16 23:59:59,25.353486815881638,c
2021-12-17 00:00:00,-15.429435365809468,
2021-12-17 10:00:00,0.39383900281336537,
2021-12-17 10:30:00,-18.376810786970736,
2021-12-17 12:00:00,13.333986223632792,
2021-12-17 13:30:00,43.22225132142114,
2021-12-17 15:00:00,60.72928616473973,
2021-12-17 15:30:30,60.72928616473973,
2021-12-17 23:59:59,71.29541761581777,e
2021-12-20 00:00:00,84.57271710615828,
2021-12-20 10:00:00,131.71999469342143,
2021-12-20 10:30:00,121.25183180397164,
2021-12-20 12:00:00,130.57387676324447,
2021-12-20 13:30:00,82.2990485388085,
2021-12-20 15:00:00,86.76934421163753,
2021-12-20 15:30:30,86.76934421163753,
2021-12-20 23:59:59,76.3126861076156,c
2021-12-21 00:00:00,27.197146453837945,
2021-12-21 10:00:00,31.30663140665979,
2021-12-21 10:30:00,59.5005084677598,
2021-12-21 12:00:00,35.275040744641956,
2021-12-21 13:30:00,20.51734892178547,
2021-12-21 15:00:00,6.094395372438726,
2021-12-21 15:30:30,6.094395372438726,
2021-12-21 23:59:59,23.76964355931443,c
2021-12-22 00:00:00,2.316006875923563,
2021-12-22 10:00:00,44.43321759059893,
2021-12-22 10:30:00,28.298714163196905,
2021-12-22 12:00:00,-15.609032147565358,
2021-12-22 13:30:00,-17.667574454665328,
2021-12-22 15:00:00,-47.72078491169668,
2021-12-22 15:30:30,-47.72078491169668,
2021-12-22 23:59:59,-51.034917839344985,c
2021-12-23 00:00:00,-70.03563793949331,
2021-12-23 10:00:00,-60.208011941447694,
2021-12-23 10:30:00,-86.47945390639575,
2021-12-23 12:00:00,-93.21389177836363,
2021-12-23 13:30:00,-114.6918340858798,
2021-12-23 15:00:00,-102.03578632696531,
2021-12-23 15:30:30,-102.03578632696531,
2021-12-23 23:59:59,-97.54367487081936,c
2021-12-24 00:00:00,-121.159570075219,
2021-12-24 10:00:00,-113.46086417442177,
2021-12-24 10:30:00,-116.1925021638749,
2021-12-24 12:00:00,-111.69665202951182,
2021-12-24 13:30:00,-111.69665202951182,
2021-12-24 15:00:00,-111.69665202951182,
2021-12-24 15:30:30,-111.69665202951182,
2021-12-24 23:59:59,-119.66667062453519,w
2021-12-27 00:00:00,-103.26937526774793,
2021-12-27 10:00:00,-110.22159007932612,
2021-12-27 10:30:00,-119.83960431113803,
2021-12-27 12:00:00,-111.01464233742217,
2021-12-27 13:30:00,-90.22192356819062,
2021-12-27 15:00:00,-94.57060189855122,
2021-12-27 15:30:30,-94.57060189855122,
2021-12-27 23:59:59,-89.65637997611361,c
2021-12-28 00:00:00,-96.43434764716437,
2021-12-28 10:00:00,-110.71628755374422,
2021-12-28 10:30:00,-123.26758023487616,
2021-12-28 12:00:00,-90.04137664732241,
2021-12-28 13:30:00,-87.47543305681097,
2021-12-28 15:00:00,-77.52695576142673,
2021-12-28 15:30:30,-77.52695576142673,
2021-12-28 23:59:59,-74.11705106803322,c
2021-12-29 00:00:00,-37.01001096716732,
2021-12-29 10:00:00,21.874804597141406,
2021-12-29 10:30:00,-16.116717780940576,
2021-12-29 12:00:00,-29.28133675340166,
2021-12-29 13:30:00,-31.7592559776906,
2021-12-29 15:00:00,-21.353522313907206,
2021-12-29 15:30:30,-21.353522313907206,
2021-12-29 23:59:59,-5.662533022783123,c
2021-12-30 00:00:00,-10.78869847959993,
2021-12-30 10:00:00,-77.5096190957463,
2021-12-30 10:30:00,-84.24189722991412,
2021-12-30 12:00:00,-85.38299598029437,
2021-12-30 13:30:00,-75.62420898409528,
2021-12-30 15:00:00,-95.71568079966835,
2021-12-30 15:30:30,-95.71568079966835,
2021-12-30 23:59:59,-97.10930520483623,c
2021-12-31 00:00:00,-99.22750101865086,
2021-12-31 10:00:00,-165.11943528023437,
2021-12-31 10:30:00,-137.6307553376024,
2021-12-31 12:00:00,-134.50584750587166,
2021-12-31 13:30:00,-159.72127365727897,
2021-12-31 15:00:00,-169.42434484311616,
2021-12-31 15:30:30,-169.42434484311616,
2021-12-31 23:59:59,-169.59842762262167,w
2022-01-03 00:00:00,-132.4924925272528,
2022-01-03 10:00:00,-127.93506845661204,
2022-01-03 10:30:00,-147.70227247113974,
2022-01-03 12:00:00,-117.3327206383318,
2022-01-03 13:30:00,-125.45683335818671,
2022-01-03 15:00:00,-126.03426595596966,
2022-01-03 15:30:30,-126.03426595596966,
2022-01-03 23:59:59,-117.36796990740845,c
2022-01-04 00:00:00,-93.53111732938783,
2022-01-04 10:00:00,-86.40812356783351,
2022-01-04 10:30:00,-129.74931346317942,
2022-01-04 12:00:00,-130.2164382399311,
2022-01-04 13:30:00,-98.57550381559315,
2022-01-04 15:00:00,-94.05602747564683,
2022-01-04 15:30:30,-94.05602747564683,
2022-01-04 23:59:59,-89.8625188490031,c
2022-01-05 00:00:00,-104.68530870979134,
2022-01-05 10:00:00,-174.20905526039564,
2022-01-05 10:30:00,-124.6663549630947,
2022-01-05 12:00:00,-109.46849946014368,
2022-01-05 13:30:00,-91.55457998465465,
2022-01-05 15:00:00,-24.57422629957864,
2022-01-05 15:30:30,-24.57422629957864,
2022-01-05 23:59:59,16.417377557043437,c
2022-01-06 00:00:00,120.68979148645019,
2022-01-06 10:00:00,154.29014672836536,
2022-01-06 10:30:00,191.63654580833486,
2022-01-06 12:00:00,192.43003816762678,
2022-01-06 13:30:00,208.02711268594112,
2022-01-06 15:00:00,189.8523648169854,
2022-01-06 15:30:30,189.8523648169854,
2022-01-06 23:59:59,218.93715176035107,c
2022-01-07 00:00:00,192.29574001789808,
2022-01-07 10:00:00,212.59668668853772,
2022-01-07 10:30:00,217.20373612896117,
2022-01-07 12:00:00,186.09999349222915,
2022-01-07 13:30:00,183.50931042989237,
2022-01-07 15:00:00,185.14128817945607,
2022-01-07 15:30:30,185.14128817945607,
2022-01-07 23:59:59,203.60473948801337,w
