date,RDVY_2022_Q1,meta
2022-02-25 15:00:00,76.36827385626361,
2022-02-25 15:30:30,76.36827385626361,
2022-02-25 23:59:59,85.28756304124539,w
2022-02-28 00:00:00,98.72510610392376,
2022-02-28 10:00:00,101.0730030781414,
2022-02-28 10:30:00,117.90363704284383,
2022-02-28 12:00:00,125.26765003815271,
2022-02-28 13:30:00,118.46801941976923,
2022-02-28 15:00:00,116.8147544569234,
2022-02-28 15:30:30,116.8147544569234,m
2022-02-28 23:59:59,123.11751357080561,c
2022-03-01 00:00:00,131.9118802929546,
2022-03-01 10:00:00,108.80326910898137,
2022-03-01 10:30:00,102.87648939133229,
2022-03-01 12:00:00,87.25930405273367,
2022-03-01 13:30:00,77.18131364414292,
2022-03-01 15:00:00,87.1367387971301,
2022-03-01 15:30:30,87.1367387971301,
2022-03-01 23:59:59,92.24539433878601,c
2022-03-02 00:00:00,105.42095428297262,
2022-03-02 10:00:00,99.11818255381928,
2022-03-02 10:30:00,88.43265289150382,
2022-03-02 12:00:00,79.16190927120563,
2022-03-02 13:30:00,77.64548702203024,
2022-03-02 15:00:00,77.02614609293839,
2022-03-02 15:30:30,77.02614609293839,
2022-03-02 23:59:59,75.01778070993137,c
2022-03-03 00:00:00,70.29599812658526,
2022-03-03 10:00:00,50.783032214391085,
2022-03-03 10:30:00,51.73429343299466,
2022-03-03 12:00:00,61.774478023739746,
2022-03-03 13:30:00,64.30111093154085,
2022-03-03 15:00:00,50.109727156709084,
2022-03-03 15:30:30,50.109727156709084,
2022-03-03 23:59:59,47.918288244318774,c
2022-03-04 00:00:00,47.07514452053633,
2022-03-04 10:00:00,64.45195639338034,
2022-03-04 10:30:00,70.21990055595205,
2022-03-04 12:00:00,64.87772065869515,
2022-03-04 13:30:00,58.52860183112735,
2022-03-04 15:00:00,58.44670229476385,
2022-03-04 15:30:30,58.44670229476385,
2022-03-04 23:59:59,55.23737249444697,w
2022-03-07 00:00:00,71.04791874002419,
2022-03-07 10:00:00,50.25069853931208,
2022-03-07 10:30:00,34.963641786300045,
2022-03-07 12:00:00,16.58318063414579,
2022-03-07 13:30:00,16.620750399452845,
2022-03-07 15:00:00,-4.042061298374136,
2022-03-07 15:30:30,-4.042061298374136,
2022-03-07 23:59:59,-2.0992169047987375,c
2022-03-08 00:00:00,4.427490133283186,
2022-03-08 10:00:00,-18.527989629998785,
2022-03-08 10:30:00,-32.46802716582408,
2022-03-08 12:00:00,-15.953218802293065,
2022-03-08 13:30:00,-21.04966018044064,
2022-03-08 15:00:00,-24.446087746003997,
2022-03-08 15:30:30,-24.446087746003997,
2022-03-08 23:59:59,-23.828161154174325,c
2022-03-09 00:00:00,-22.39213801518835,
2022-03-09 10:00:00,-28.085724027592136,
2022-03-09 10:30:00,-26.637927508447433,
2022-03-09 12:00:00,-15.504952663586437,
2022-03-09 13:30:00,-11.83217757228519,
2022-03-09 15:00:00,0.8095518094201282,
2022-03-09 15:30:30,0.8095518094201282,
2022-03-09 23:59:59,1.0258684329090784,c
2022-03-10 00:00:00,1.9147208370290798,
2022-03-10 10:00:00,19.579037710868064,
2022-03-10 10:30:00,13.894678150303235,
2022-03-10 12:00:00,24.432171843470414,
2022-03-10 13:30:00,28.013669795004276,
2022-03-10 15:00:00,33.321015294198816,
2022-03-10 15:30:30,33.321015294198816,
2022-03-10 23:59:59,33.3059298836306,c
2022-03-11 00:00:00,32.260779575237294,
2022-03-11 10:00:00,24.905155608260586,
2022-03-11 10:30:00,26.455461385113566,
2022-03-11 12:00:00,14.943962064098855,
2022-03-11 13:30:00,20.170228822759327,
2022-03-11 15:00:00,11.778578668344622,
2022-03-11 15:30:30,11.778578668344622,s
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,28.987704016512936,
2022-03-14 10:00:00,114.7887870719102,
2022-03-14 10:30:00,159.1646335177556,
2022-03-14 12:00:00,161.3005548244255,
2022-03-14 13:30:00,151.31565758270344,
2022-03-14 15:00:00,143.46043862210018,
2022-03-14 15:30:30,143.46043862210018,
2022-03-14 23:59:59,143.32574221076771,c
2022-03-15 00:00:00,122.70848899162021,
2022-03-15 10:00:00,127.76061556546553,
2022-03-15 10:30:00,128.4276519501634,
2022-03-15 12:00:00,121.65521443419001,
2022-03-15 13:30:00,133.55525503325435,
2022-03-15 15:00:00,128.94816344096319,
2022-03-15 15:30:30,128.94816344096319,
2022-03-15 23:59:59,128.8747286692705,c
2022-03-16 00:00:00,137.07352134397337,
2022-03-16 10:00:00,170.21085875429995,
2022-03-16 10:30:00,171.25097698258858,
2022-03-16 12:00:00,168.1096287360378,
2022-03-16 13:30:00,162.23640018641055,
2022-03-16 15:00:00,171.531661521859,
2022-03-16 15:30:30,171.531661521859,
2022-03-16 23:59:59,172.8237694193883,c
2022-03-17 00:00:00,185.48707101782412,
2022-03-17 10:00:00,203.6379435996937,
2022-03-17 10:30:00,226.25416048549766,
2022-03-17 12:00:00,233.15456395645032,
2022-03-17 13:30:00,237.2554565183799,
2022-03-17 15:00:00,242.08389384849988,
2022-03-17 15:30:30,242.08389384849988,
2022-03-17 23:59:59,235.63032076149915,c
2022-03-18 00:00:00,235.92846303734848,
2022-03-18 10:00:00,245.79406664046576,
2022-03-18 10:30:00,216.33902253560723,
2022-03-18 12:00:00,211.0550899249577,
2022-03-18 13:30:00,220.25523850616833,
2022-03-18 15:00:00,214.97648939018654,
2022-03-18 15:30:30,214.97648939018654,
2022-03-18 23:59:59,149.20089270159306,e
2022-03-21 00:00:00,133.5544501142097,
2022-03-21 10:00:00,155.57614969484908,
2022-03-21 10:30:00,153.560093281455,
2022-03-21 12:00:00,183.11955293027452,
2022-03-21 13:30:00,179.85632061619583,
2022-03-21 15:00:00,185.345450972091,
2022-03-21 15:30:30,185.345450972091,
2022-03-21 23:59:59,189.25212295085538,c
2022-03-22 00:00:00,182.7894077087277,
2022-03-22 10:00:00,190.4798091583035,
2022-03-22 10:30:00,186.58970304038036,
2022-03-22 12:00:00,186.04144147790174,
2022-03-22 13:30:00,181.81479328556674,
2022-03-22 15:00:00,190.59359084972945,
2022-03-22 15:30:30,190.59359084972945,
2022-03-22 23:59:59,194.54459471918398,c
2022-03-23 00:00:00,202.05360785171808,
2022-03-23 10:00:00,192.11376554315606,
2022-03-23 10:30:00,199.7167775814646,
2022-03-23 12:00:00,213.84419527459184,
2022-03-23 13:30:00,205.07582857090551,
2022-03-23 15:00:00,206.22100188802347,
2022-03-23 15:30:30,206.22100188802347,
2022-03-23 23:59:59,198.84638132092203,c
2022-03-24 00:00:00,209.00327921118455,
2022-03-24 10:00:00,212.48067490849039,
2022-03-24 10:30:00,212.3355624620243,
2022-03-24 12:00:00,217.52427587408368,
2022-03-24 13:30:00,238.39304588118506,
2022-03-24 15:00:00,230.45437172165595,
2022-03-24 15:30:30,230.45437172165595,
2022-03-24 23:59:59,234.59527769784975,c
2022-03-25 00:00:00,212.28276960061802,
2022-03-25 10:00:00,199.13085281157572,
2022-03-25 10:30:00,181.33709774052238,
2022-03-25 12:00:00,191.98997603255927,
2022-03-25 13:30:00,198.13314339719784,
2022-03-25 15:00:00,202.6046384462332,
2022-03-25 15:30:30,202.6046384462332,
2022-03-25 23:59:59,198.65108279137797,w
2022-03-28 00:00:00,208.58305730398018,
2022-03-28 10:00:00,204.6579077818008,
2022-03-28 10:30:00,205.41684914431917,
2022-03-28 12:00:00,182.47088639871515,
2022-03-28 13:30:00,188.12454360595726,
2022-03-28 15:00:00,206.6989181002235,
2022-03-28 15:30:30,206.6989181002235,
2022-03-28 23:59:59,206.56225834186816,c
2022-03-29 00:00:00,198.69518208899265,
2022-03-29 10:00:00,195.79578165781746,
2022-03-29 10:30:00,187.8541655794176,
2022-03-29 12:00:00,194.07018574355166,
2022-03-29 13:30:00,194.27519641217026,
2022-03-29 15:00:00,200.72272531759384,
2022-03-29 15:30:30,200.72272531759384,
2022-03-29 23:59:59,202.690752332749,c
2022-03-30 00:00:00,215.18776612634994,
2022-03-30 10:00:00,203.7907011938537,
2022-03-30 10:30:00,205.6816625677642,
2022-03-30 12:00:00,208.59656356473113,
2022-03-30 13:30:00,206.20904113929845,
2022-03-30 15:00:00,197.75035314407444,
2022-03-30 15:30:30,197.75035314407444,
2022-03-30 23:59:59,201.37828631688154,c
2022-03-31 00:00:00,209.16249671909634,
2022-03-31 10:00:00,208.35954101332646,
2022-03-31 10:30:00,202.38711057843625,
2022-03-31 12:00:00,212.1088974122779,
2022-03-31 13:30:00,207.50907488793172,
2022-03-31 15:00:00,213.11341937441705,
2022-03-31 15:30:30,213.11341937441705,
2022-03-31 23:59:59,208.7478437021167,c
2022-04-01 00:00:00,215.59231122412882,
2022-04-01 10:00:00,192.80186634790928,
2022-04-01 10:30:00,196.1284616055408,
2022-04-01 12:00:00,185.09124316644545,
2022-04-01 13:30:00,181.32207542358938,
2022-04-01 15:00:00,176.16505833840662,
2022-04-01 15:30:30,176.16505833840662,
2022-04-01 23:59:59,175.19568724116925,w
