date,RDVY_2022_Q1,meta
2022-02-18 00:00:00,17.88192201332953,
2022-02-18 10:00:00,61.250659576307115,
2022-02-18 10:30:00,55.66694156590863,
2022-02-18 12:00:00,56.3087372344073,
2022-02-18 13:30:00,57.38720990996944,
2022-02-18 15:00:00,58.2913231230138,
2022-02-18 15:30:30,58.2913231230138,
2022-02-18 23:59:59,55.267702034400884,w
2022-02-21 00:00:00,55.267702034400884,
2022-02-21 10:00:00,55.267702034400884,
2022-02-21 10:30:00,55.267702034400884,
2022-02-21 12:00:00,55.267702034400884,
2022-02-21 13:30:00,55.267702034400884,
2022-02-21 15:00:00,55.267702034400884,
2022-02-21 15:30:30,55.267702034400884,
2022-02-21 23:59:59,55.267702034400884,c
2022-02-22 00:00:00,75.43994530200766,
2022-02-22 10:00:00,48.83804212596671,
2022-02-22 10:30:00,56.84038473732228,
2022-02-22 12:00:00,38.396771809692225,
2022-02-22 13:30:00,37.67397712122947,
2022-02-22 15:00:00,56.819070485666685,
2022-02-22 15:30:30,56.819070485666685,
2022-02-22 23:59:59,53.47684291638974,c
2022-02-23 00:00:00,66.64944480690589,
2022-02-23 10:00:00,66.45422878612182,
2022-02-23 10:30:00,66.5207194438603,
2022-02-23 12:00:00,57.19949026191041,
2022-02-23 13:30:00,54.826630565614124,
2022-02-23 15:00:00,54.36906319731423,
2022-02-23 15:30:30,54.36906319731423,
2022-02-23 23:59:59,52.76534486853528,c
2022-02-24 00:00:00,60.720221391243214,
2022-02-24 10:00:00,46.55988394266579,
2022-02-24 10:30:00,50.82117074084094,
2022-02-24 12:00:00,65.96789656905617,
2022-02-24 13:30:00,58.354769994010695,
2022-02-24 15:00:00,74.81751836280345,
2022-02-24 15:30:30,74.81751836280345,
2022-02-24 23:59:59,85.4461147796791,c
2022-02-25 00:00:00,94.71470668331168,
2022-02-25 10:00:00,78.99526513361366,
2022-02-25 10:30:00,78.76667997600559,
2022-02-25 12:00:00,78.33435164223843,
2022-02-25 13:30:00,75.9055385495334,
