date,IPRV_2022_Q3,meta
2022-08-19 00:00:00,111.99307160784753,
2022-08-19 10:00:00,88.39834022453365,
2022-08-19 10:30:00,76.62052274326089,
2022-08-19 12:00:00,71.9721899003184,
2022-08-19 13:30:00,73.04528757422187,
2022-08-19 15:00:00,70.50059249123649,
2022-08-19 15:30:30,70.50059249123649,
2022-08-19 23:59:59,64.90975618085542,w
2022-08-22 00:00:00,55.81628303674739,
2022-08-22 10:00:00,47.275009172834416,
2022-08-22 10:30:00,33.881983737915675,
2022-08-22 12:00:00,58.86447023198315,
2022-08-22 13:30:00,62.690193363247175,
2022-08-22 15:00:00,54.85015944840285,
2022-08-22 15:30:30,54.85015944840285,
2022-08-22 23:59:59,55.917610407116285,c
2022-08-23 00:00:00,61.38583504156014,
2022-08-23 10:00:00,70.9952675604413,
2022-08-23 10:30:00,64.9485486692667,
2022-08-23 12:00:00,54.56851462921691,
2022-08-23 13:30:00,51.00980133881956,
2022-08-23 15:00:00,69.90407035785586,
2022-08-23 15:30:30,69.90407035785586,
2022-08-23 23:59:59,92.29386347561103,c
2022-08-24 00:00:00,55.60892973403844,
2022-08-24 10:00:00,90.42651833226213,
2022-08-24 10:30:00,86.27878211455555,
2022-08-24 12:00:00,110.61172807399154,
2022-08-24 13:30:00,89.16338563585506,
2022-08-24 15:00:00,99.84450351583791,
2022-08-24 15:30:30,99.84450351583791,
2022-08-24 23:59:59,86.67852484919183,c
2022-08-25 00:00:00,99.3962647211915,
2022-08-25 10:00:00,131.2878879766298,
2022-08-25 10:30:00,106.51812287336281,
2022-08-25 12:00:00,107.80684954003681,
2022-08-25 13:30:00,95.99572883473897,
2022-08-25 15:00:00,105.05108069181338,
2022-08-25 15:30:30,105.05108069181338,
2022-08-25 23:59:59,108.33998615763991,c
2022-08-26 00:00:00,105.75511562124939,
2022-08-26 10:00:00,104.63254218932698,
2022-08-26 10:30:00,71.10011036481623,
2022-08-26 12:00:00,51.43639791290718,
2022-08-26 13:30:00,13.272823162821226,
2022-08-26 15:00:00,4.3882106278119295,
2022-08-26 15:30:30,4.3882106278119295,
2022-08-26 23:59:59,-1.100444746116409,w
2022-08-29 00:00:00,-8.539925228592551,
2022-08-29 10:00:00,-20.29630109307061,
2022-08-29 10:30:00,-21.647867445386282,
2022-08-29 12:00:00,-17.158574146626677,
2022-08-29 13:30:00,-28.776877357336332,
2022-08-29 15:00:00,-28.649621498250895,
2022-08-29 15:30:30,-28.649621498250895,
2022-08-29 23:59:59,-18.20292103148188,c
2022-08-30 00:00:00,-51.127637143062486,
2022-08-30 10:00:00,-1.3248486885281068,
2022-08-30 10:30:00,-19.712792326797512,
2022-08-30 12:00:00,-11.20281662973133,
2022-08-30 13:30:00,-3.112151956376408,
2022-08-30 15:00:00,-0.3004130714211328,
2022-08-30 15:30:30,-0.3004130714211328,
2022-08-30 23:59:59,11.72869727630001,c
