date,VYM_HEDGED_2022_Q1,meta
2022-01-28 00:00:00,21.685255151663114,
2022-01-28 10:00:00,-16.355486347180886,
2022-01-28 10:30:00,-11.488802858560575,
2022-01-28 12:00:00,18.245735196721398,
2022-01-28 13:30:00,10.09242517554867,
2022-01-28 15:00:00,20.91294742724949,
2022-01-28 15:30:30,20.91294742724949,
2022-01-28 23:59:59,45.362212283317604,w
2022-01-31 00:00:00,49.510804565608396,
2022-01-31 10:00:00,51.63602803907861,
2022-01-31 10:30:00,65.41908735458537,
2022-01-31 12:00:00,80.24616714218746,
2022-01-31 13:30:00,85.10773808900285,
2022-01-31 15:00:00,95.55026331933004,
2022-01-31 15:30:30,95.55026331933004,
2022-01-31 23:59:59,110.15478532709494,c
2022-02-01 00:00:00,116.20793368069599,
2022-02-01 10:00:00,97.12612929536772,
2022-02-01 10:30:00,78.40629860026547,
2022-02-01 12:00:00,84.29585555475569,
2022-02-01 13:30:00,94.9876134512524,
2022-02-01 15:00:00,103.13144495849565,
2022-02-01 15:30:30,103.13144495849565,
2022-02-01 23:59:59,123.91903156507078,c
2022-02-02 00:00:00,121.68695148588768,
2022-02-02 10:00:00,90.25851155092369,
2022-02-02 10:30:00,90.81449929451219,
2022-02-02 12:00:00,103.88596797653963,
2022-02-02 13:30:00,110.50306501442674,
2022-02-02 15:00:00,111.53182207334066,
2022-02-02 15:30:30,111.53182207334066,
2022-02-02 23:59:59,126.44970439014105,c
2022-02-03 00:00:00,65.19332576757324,
2022-02-03 10:00:00,20.123967234925203,
2022-02-03 10:30:00,41.27836827620877,
2022-02-03 12:00:00,43.009560706309,
2022-02-03 13:30:00,40.09978526927716,
2022-02-03 15:00:00,29.355342489956,
2022-02-03 15:30:30,29.355342489956,
2022-02-03 23:59:59,25.14703701106373,c
2022-02-04 00:00:00,-0.2791511907162203,
2022-02-04 10:00:00,-33.55751542050302,
2022-02-04 10:30:00,-27.92995945345183,
2022-02-04 12:00:00,-25.770080102887277,
2022-02-04 13:30:00,-18.443910736568796,
2022-02-04 15:00:00,-11.578045264588582,
2022-02-04 15:30:30,-11.578045264588582,
2022-02-04 23:59:59,-10.93071649049989,w
2022-02-07 00:00:00,-29.09296212042682,
2022-02-07 10:00:00,-10.638806806228786,
2022-02-07 10:30:00,-10.138363266505166,
2022-02-07 12:00:00,-8.161352298072416,
2022-02-07 13:30:00,-4.866073132548081,
2022-02-07 15:00:00,7.1755591327601,
2022-02-07 15:30:30,7.1755591327601,
2022-02-07 23:59:59,-10.878172319165515,c
2022-02-08 00:00:00,-13.161956714854114,
2022-02-08 10:00:00,-32.21160167493463,
2022-02-08 10:30:00,-49.247662126925206,
2022-02-08 12:00:00,-27.536008911999943,
2022-02-08 13:30:00,-17.07109297652005,
2022-02-08 15:00:00,-29.82826543725878,
2022-02-08 15:30:30,-29.82826543725878,
2022-02-08 23:59:59,-17.508623142466604,c
2022-02-09 00:00:00,32.854922190822435,
2022-02-09 10:00:00,37.56102426726329,
2022-02-09 10:30:00,42.126454584658404,
