date,AS_GUNR_2022_Q4,meta
2022-12-22 23:59:59,47.98063398294971,c
2022-12-23 00:00:00,56.03362922697079,
2022-12-23 01:00:00,53.89375440623098,
2022-12-23 02:30:00,51.99853357830716,
2022-12-23 03:00:00,58.76657108548534,
2022-12-23 18:30:00,58.76657108548534,
2022-12-23 20:00:00,58.76657108548534,
2022-12-23 23:00:00,58.76657108548534,
2022-12-23 23:59:59,62.29403994306813,w
2022-12-26 00:00:00,56.10981606359155,
2022-12-26 01:00:00,55.41559337429044,
2022-12-26 02:30:00,54.45676430433514,
2022-12-26 03:00:00,53.90358522587621,
2022-12-26 18:30:00,53.90358522587621,
2022-12-26 20:00:00,53.37931837314818,
2022-12-26 23:00:00,36.58296886065182,
2022-12-26 23:59:59,40.08163846112302,c
2022-12-27 00:00:00,46.21787232441147,
2022-12-27 01:00:00,46.0525950367678,
2022-12-27 02:30:00,44.00883664649882,
2022-12-27 03:00:00,43.780626803269115,
2022-12-27 18:30:00,17.64911841518733,
2022-12-27 20:00:00,37.71652649055477,
2022-12-27 23:00:00,27.56546305707934,
2022-12-27 23:59:59,21.971205142740473,c
2022-12-28 00:00:00,6.89588901101979,
2022-12-28 01:00:00,5.6784300586291465,
2022-12-28 02:30:00,13.777735444324207,
2022-12-28 03:00:00,11.937661734745234,
2022-12-28 18:30:00,-8.375340143512858,
2022-12-28 20:00:00,-15.588268502764095,
2022-12-28 23:00:00,-15.44744571189949,
2022-12-28 23:59:59,-14.503696135884638,c
2022-12-29 00:00:00,20.8569520415881,
2022-12-29 01:00:00,23.225896693683353,
2022-12-29 02:30:00,24.06649925449028,
2022-12-29 03:00:00,22.4898153255499,
2022-12-29 18:30:00,48.86357221166145,
2022-12-29 20:00:00,62.57196419337515,
2022-12-29 23:00:00,65.64520894256111,
2022-12-29 23:59:59,69.50784298193958,c
2022-12-30 00:00:00,61.4450700895718,
2022-12-30 01:00:00,66.07821217963146,
2022-12-30 02:30:00,67.96603585797584,
2022-12-30 03:00:00,66.88619840197862,
2022-12-30 18:30:00,66.88619840197862,
2022-12-30 20:00:00,66.88619840197862,
2022-12-30 23:00:00,66.88619840197862,
2022-12-30 23:59:59,63.587961369456025,w
