date,AS_GUNR_2022_Q4,meta
2022-11-18 00:00:00,234.37375667988317,
2022-11-18 01:00:00,230.63506942754975,
2022-11-18 02:30:00,229.89087010465028,
2022-11-18 03:00:00,237.43724415678935,
2022-11-18 18:30:00,237.43724415678935,
2022-11-18 20:00:00,237.43724415678935,
2022-11-18 23:00:00,237.43724415678935,
2022-11-18 23:59:59,243.82785007395478,w
2022-11-21 00:00:00,346.9143048436754,
2022-11-21 01:00:00,341.548010894287,
2022-11-21 02:30:00,347.54724321944104,
2022-11-21 03:00:00,346.1987758662326,
2022-11-21 18:30:00,349.0211714924585,
2022-11-21 20:00:00,367.5028341130269,
2022-11-21 23:00:00,329.2725276504302,
2022-11-21 23:59:59,331.0135237786935,c
2022-11-22 00:00:00,325.9238944039166,
2022-11-22 01:00:00,330.0672698133412,
2022-11-22 02:30:00,328.7978954233304,
2022-11-22 03:00:00,324.8538369593989,
2022-11-22 18:30:00,334.9749703016,
2022-11-22 20:00:00,348.62064588613157,
2022-11-22 23:00:00,336.813046562826,
2022-11-22 23:59:59,354.83138753318553,c
2022-11-23 00:00:00,338.9380713998303,
2022-11-23 01:00:00,339.27858809352165,
2022-11-23 02:30:00,340.1093280980326,
2022-11-23 03:00:00,330.85660421222246,
2022-11-23 18:30:00,321.6996672959781,
2022-11-23 20:00:00,316.74941521858545,
2022-11-23 23:00:00,273.78060579871135,
2022-11-23 23:59:59,269.9878590940052,c
2022-11-24 00:00:00,247.29221777302791,
2022-11-24 01:00:00,248.99836154646846,
2022-11-24 02:30:00,252.222287646714,
2022-11-24 03:00:00,249.50183621664019,
2022-11-24 18:30:00,258.1573800593819,
2022-11-24 20:00:00,249.9112031330028,
2022-11-24 23:00:00,248.17319978962496,
2022-11-24 23:59:59,250.8210660573468,c
2022-11-25 00:00:00,247.5334311622155,
2022-11-25 01:00:00,243.40790877768586,
2022-11-25 02:30:00,247.21567113834817,
2022-11-25 03:00:00,245.0338312887984,
2022-11-25 18:30:00,245.0338312887984,
2022-11-25 20:00:00,245.0338312887984,
2022-11-25 23:00:00,245.0338312887984,
2022-11-25 23:59:59,244.4791750649997,w
2022-11-28 00:00:00,250.9756283778679,
2022-11-28 01:00:00,246.44011869009637,
2022-11-28 02:30:00,244.440870108926,
2022-11-28 03:00:00,247.05806292960688,
2022-11-28 18:30:00,274.0403807180369,
2022-11-28 20:00:00,256.195377602025,
2022-11-28 23:00:00,152.936019528036,
2022-11-28 23:59:59,155.0720482212937,c
2022-11-29 00:00:00,159.13749637162437,
2022-11-29 01:00:00,156.5813739543878,
2022-11-29 02:30:00,148.7336527000425,
2022-11-29 03:00:00,147.6266115709127,
2022-11-29 18:30:00,157.08914535885606,
2022-11-29 20:00:00,185.96977150027215,
2022-11-29 23:00:00,189.26794936719216,
2022-11-29 23:59:59,197.964186963075,c
2022-11-30 00:00:00,197.53002727255853,
2022-11-30 01:00:00,198.5176532118844,
2022-11-30 02:30:00,192.67159850574626,
2022-11-30 03:00:00,190.78386854252722,
2022-11-30 18:30:00,173.92518309696152,
2022-11-30 20:00:00,164.63832196085377,
2022-11-30 23:00:00,165.34495561491667,
2022-11-30 23:59:59,173.61378505065522,c
2022-12-01 00:00:00,146.96285661549655,
2022-12-01 01:00:00,144.80558507811656,
2022-12-01 02:30:00,143.10185646740274,
2022-12-01 03:00:00,143.67270662280362,
2022-12-01 18:30:00,101.87794554697984,
2022-12-01 20:00:00,167.39090405035222,
2022-12-01 23:00:00,121.28939086982473,
2022-12-01 23:59:59,137.2506165830132,c
2022-12-02 00:00:00,158.48104872592785,
2022-12-02 01:00:00,156.36939195639252,
2022-12-02 02:30:00,159.86551623850073,
2022-12-02 03:00:00,157.4498436275844,
2022-12-02 18:30:00,157.4498436275844,
2022-12-02 20:00:00,157.4498436275844,
2022-12-02 23:00:00,157.4498436275844,
2022-12-02 23:59:59,159.47581161835114,w
2022-12-05 00:00:00,25.992700406950462,
2022-12-05 01:00:00,28.076005607598745,
2022-12-05 02:30:00,33.54629173021476,
2022-12-05 03:00:00,32.09333767183989,
2022-12-05 18:30:00,0.777614271225957,
2022-12-05 20:00:00,-19.691628684327497,
2022-12-05 23:00:00,-18.75063190716628,
2022-12-05 23:59:59,32.54252636084129,c
2022-12-06 00:00:00,51.38907549697706,
2022-12-06 01:00:00,53.431391855836864,
2022-12-06 02:30:00,49.87946268222004,
2022-12-06 03:00:00,43.92304986656927,
2022-12-06 18:30:00,23.520915953998156,
2022-12-06 20:00:00,22.828585893295894,
2022-12-06 23:00:00,29.655270473494056,
2022-12-06 23:59:59,41.54964253435901,c
2022-12-07 00:00:00,39.53681297633557,
2022-12-07 01:00:00,41.77173055379535,
2022-12-07 02:30:00,42.00978074128898,
2022-12-07 03:00:00,35.973205365004105,
2022-12-07 18:30:00,1.5719500970776608,
2022-12-07 20:00:00,23.14299004599343,
2022-12-07 23:00:00,26.43957853750544,
2022-12-07 23:59:59,25.527280940718356,c
2022-12-08 00:00:00,48.05244607592613,
2022-12-08 01:00:00,48.155271091235136,
2022-12-08 02:30:00,51.13089332969048,
2022-12-08 03:00:00,48.85330096341704,
2022-12-08 18:30:00,11.380959667044408,
2022-12-08 20:00:00,9.906975335014977,
2022-12-08 23:00:00,-4.5861420084570454,
2022-12-08 23:59:59,11.238420069314998,c
2022-12-09 00:00:00,-15.53720756453231,
2022-12-09 01:00:00,-15.139610762958,
2022-12-09 02:30:00,-13.505686346946732,
2022-12-09 03:00:00,-7.349070848543761,
2022-12-09 18:30:00,-7.349070848543761,
2022-12-09 20:00:00,-7.349070848543761,
2022-12-09 23:00:00,-7.349070848543761,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,71.30708652792373,
2022-12-12 01:00:00,73.70785116856405,
2022-12-12 02:30:00,72.24317259413692,
2022-12-12 03:00:00,74.45314162335717,
2022-12-12 18:30:00,103.36667402269404,
2022-12-12 20:00:00,131.37950857900023,
2022-12-12 23:00:00,146.64037918647955,
2022-12-12 23:59:59,141.37819459089906,c
2022-12-13 00:00:00,132.55513831509234,
2022-12-13 01:00:00,132.67772162104438,
2022-12-13 02:30:00,134.19512518929514,
2022-12-13 03:00:00,140.82588603918202,
2022-12-13 18:30:00,176.22531375260542,
2022-12-13 20:00:00,194.6799055033798,
2022-12-13 23:00:00,160.6665331335371,
2022-12-13 23:59:59,165.7012855777839,c
2022-12-14 00:00:00,147.13026308479903,
2022-12-14 01:00:00,150.5329638886119,
2022-12-14 02:30:00,155.7816014802047,
2022-12-14 03:00:00,156.21092162450714,
2022-12-14 18:30:00,85.63147137287933,
2022-12-14 20:00:00,58.18461617206276,
2022-12-14 23:00:00,93.21144724280748,
2022-12-14 23:59:59,93.37021302275252,c
2022-12-15 00:00:00,124.34030443205575,
2022-12-15 01:00:00,125.98373820552797,
2022-12-15 02:30:00,131.9188193383502,
2022-12-15 03:00:00,129.50403358116137,
2022-12-15 18:30:00,112.29950384876565,
2022-12-15 20:00:00,78.41327069906083,
2022-12-15 23:00:00,78.36264611903835,
2022-12-15 23:59:59,89.07070362103741,c
2022-12-16 00:00:00,96.92176032646603,
2022-12-16 01:00:00,100.67497586412765,
2022-12-16 02:30:00,100.02964222684977,
2022-12-16 03:00:00,110.42848748743017,
2022-12-16 18:30:00,110.42848748743017,
2022-12-16 20:00:00,110.42848748743017,
2022-12-16 23:00:00,110.42848748743017,
2022-12-16 23:59:59,81.64765703494868,e
2022-12-19 00:00:00,34.002921371237335,
2022-12-19 01:00:00,38.38787556077341,
2022-12-19 02:30:00,37.946997432512944,
2022-12-19 03:00:00,34.77005889345082,
2022-12-19 18:30:00,21.607173814682483,
2022-12-19 20:00:00,22.990166239347218,
2022-12-19 23:00:00,42.92679849266824,
2022-12-19 23:59:59,62.88417359507457,c
2022-12-20 00:00:00,75.47075229090842,
2022-12-20 01:00:00,76.36439799657319,
2022-12-20 02:30:00,75.3549363056095,
2022-12-20 03:00:00,82.74815506980121,
2022-12-20 18:30:00,109.66573554514162,
2022-12-20 20:00:00,91.27836482877137,
2022-12-20 23:00:00,87.39081628560598,
2022-12-20 23:59:59,86.1928768511275,c
2022-12-21 00:00:00,39.36038859280552,
2022-12-21 01:00:00,44.45275435757412,
2022-12-21 02:30:00,38.766296304364005,
2022-12-21 03:00:00,38.77319386507543,
2022-12-21 18:30:00,69.8939408664105,
2022-12-21 20:00:00,51.02093599894033,
2022-12-21 23:00:00,30.90611976000082,
2022-12-21 23:59:59,37.1027259643879,c
2022-12-22 00:00:00,17.143842040157324,
2022-12-22 01:00:00,15.081835296686222,
2022-12-22 02:30:00,15.376964333617707,
2022-12-22 03:00:00,16.16006467874331,
2022-12-22 18:30:00,-4.6307018512761715,
2022-12-22 20:00:00,41.37402628663358,
2022-12-22 23:00:00,13.498620304971155,
