date,AS_NAREIT_2022_Q2,meta
2022-05-20 20:00:00,-118.8950426474396,
2022-05-20 23:00:00,-118.8950426474396,
2022-05-20 23:59:59,-107.57124878883292,w
2022-05-23 00:00:00,-143.18105918653941,
2022-05-23 01:00:00,-143.1401573276571,
2022-05-23 02:30:00,-122.84801282570879,
2022-05-23 03:00:00,-124.70877121307126,
2022-05-23 18:30:00,-130.7595356532529,
2022-05-23 20:00:00,-130.36459580658993,
2022-05-23 23:00:00,-123.17891073376313,
2022-05-23 23:59:59,-125.91820352534432,c
2022-05-24 00:00:00,-134.44820043267123,
2022-05-24 01:00:00,-134.5309812210578,
2022-05-24 02:30:00,-147.866515997634,
2022-05-24 03:00:00,-160.344046264614,
2022-05-24 18:30:00,-150.3869113736721,
2022-05-24 20:00:00,-150.32519165154554,
2022-05-24 23:00:00,-151.7056980607265,
2022-05-24 23:59:59,-144.64861327752828,c
2022-05-25 00:00:00,-144.76925538019646,
2022-05-25 01:00:00,-147.56314678806598,
2022-05-25 02:30:00,-142.8235789358473,
2022-05-25 03:00:00,-147.81398564806182,
2022-05-25 18:30:00,-130.48719095566844,
2022-05-25 20:00:00,-130.3519772885761,
2022-05-25 23:00:00,-128.80094948853366,
2022-05-25 23:59:59,-121.3351645447683,c
2022-05-26 00:00:00,-121.53476403331956,
2022-05-26 01:00:00,-124.52363564176426,
2022-05-26 02:30:00,-138.67104999736011,
2022-05-26 03:00:00,-135.71822385505197,
2022-05-26 18:30:00,-128.78788995916352,
2022-05-26 20:00:00,-128.82641956284328,
2022-05-26 23:00:00,-151.82072843042738,
2022-05-26 23:59:59,-144.85495386183402,c
2022-05-27 00:00:00,-121.13675156602244,
2022-05-27 01:00:00,-122.04860080322942,
2022-05-27 02:30:00,-123.79475468963346,
2022-05-27 03:00:00,-134.07784804196604,
2022-05-27 18:30:00,-134.07784804196604,
2022-05-27 20:00:00,-134.07784804196604,
2022-05-27 23:00:00,-134.07784804196604,
2022-05-27 23:59:59,-123.78669133961489,w
2022-05-30 00:00:00,-92.74845640641661,
2022-05-30 01:00:00,-92.76120673360037,
2022-05-30 02:30:00,-93.09441330304844,
2022-05-30 03:00:00,-90.04554455275843,
2022-05-30 18:30:00,-81.65853326436832,
2022-05-30 20:00:00,-81.77677101582276,
2022-05-30 23:00:00,-58.25541526676966,
2022-05-30 23:59:59,-54.70846711479908,c
2022-05-31 00:00:00,-52.581306368228525,
2022-05-31 01:00:00,-56.55635212531638,
2022-05-31 02:30:00,-29.06511686832505,
2022-05-31 03:00:00,-43.71572983102328,
2022-05-31 18:30:00,-40.53525110807641,
2022-05-31 20:00:00,-40.280825269894194,
2022-05-31 23:00:00,-47.839087357865765,
2022-05-31 23:59:59,-47.09418615906998,c
2022-06-01 00:00:00,-48.94909217476106,
2022-06-01 01:00:00,-46.608390843925235,
2022-06-01 02:30:00,-72.50592983915067,
2022-06-01 03:00:00,-59.9211426142374,
2022-06-01 18:30:00,-61.563828636672724,
2022-06-01 20:00:00,-61.560964532057824,
2022-06-01 23:00:00,34.42006642001502,
2022-06-01 23:59:59,0.0,a
2022-06-02 00:00:00,7.544728508928756,
2022-06-02 01:00:00,6.3696462623829575,
2022-06-02 02:30:00,8.235696634477335,
2022-06-02 03:00:00,12.63066570481351,
2022-06-02 18:30:00,12.63066570481351,
2022-06-02 20:00:00,12.63066570481351,
2022-06-02 23:00:00,10.920855885911806,
2022-06-02 23:59:59,11.039305056751346,c
2022-06-03 00:00:00,11.341639208003926,
2022-06-03 01:00:00,11.268357399758088,
2022-06-03 02:30:00,11.268357399758088,
2022-06-03 03:00:00,11.268357399758088,
2022-06-03 18:30:00,11.268357399758088,
2022-06-03 20:00:00,11.268357399758088,
2022-06-03 23:00:00,11.268357399758088,
2022-06-03 23:59:59,11.352039137632346,w
2022-06-06 00:00:00,31.719354601549412,
2022-06-06 01:00:00,33.5780015575524,
2022-06-06 02:30:00,42.259361529731905,
2022-06-06 03:00:00,32.288242494321594,
2022-06-06 18:30:00,59.32324621588873,
2022-06-06 20:00:00,59.878977143021075,
2022-06-06 23:00:00,51.28222342035974,
2022-06-06 23:59:59,59.968474902448634,c
2022-06-07 00:00:00,63.95397427174521,
2022-06-07 01:00:00,66.72284497422766,
2022-06-07 02:30:00,55.96622505109076,
2022-06-07 03:00:00,62.92555304100597,
2022-06-07 18:30:00,51.996030577883175,
2022-06-07 20:00:00,51.90823725652854,
2022-06-07 23:00:00,74.97208852573272,
2022-06-07 23:59:59,62.97711453322813,c
2022-06-08 00:00:00,67.48643782202316,
2022-06-08 01:00:00,66.99355772336958,
2022-06-08 02:30:00,105.5753196824055,
2022-06-08 03:00:00,100.52950153150823,
2022-06-08 18:30:00,95.44041968299234,
2022-06-08 20:00:00,95.39154053243351,
2022-06-08 23:00:00,40.44351919322639,
2022-06-08 23:59:59,36.517699457307344,c
2022-06-09 00:00:00,54.791252903079794,
2022-06-09 01:00:00,56.54760868186804,
2022-06-09 02:30:00,43.70877696128696,
2022-06-09 03:00:00,44.04344073137304,
2022-06-09 18:30:00,59.61114636579691,
2022-06-09 20:00:00,59.561333450443044,
2022-06-09 23:00:00,72.65460506650993,
2022-06-09 23:59:59,98.52111365979522,c
2022-06-10 00:00:00,99.75322876183827,
2022-06-10 01:00:00,102.27003633791173,
2022-06-10 02:30:00,113.67705284901444,
2022-06-10 03:00:00,116.02712753007563,
2022-06-10 18:30:00,116.02712753007563,
2022-06-10 20:00:00,116.02712753007563,
2022-06-10 23:00:00,116.02712753007563,
2022-06-10 23:59:59,99.67195219656855,w
2022-06-13 00:00:00,93.13031219747018,
2022-06-13 01:00:00,93.61875045872353,
2022-06-13 02:30:00,96.68843953411192,
2022-06-13 03:00:00,102.87839409092248,
2022-06-13 18:30:00,82.57295055492818,
2022-06-13 20:00:00,83.01960204285547,
2022-06-13 23:00:00,124.3806120034867,
2022-06-13 23:59:59,128.98615179664012,c
2022-06-14 00:00:00,125.35089617925928,
2022-06-14 01:00:00,124.20277393052652,
2022-06-14 02:30:00,157.90135896728975,
2022-06-14 03:00:00,158.10721336350048,
2022-06-14 18:30:00,145.64050302785404,
2022-06-14 20:00:00,145.84416739514813,
2022-06-14 23:00:00,145.8898247225345,
2022-06-14 23:59:59,156.83444520629405,c
2022-06-15 00:00:00,171.89114099910375,
2022-06-15 01:00:00,176.06210529286068,
2022-06-15 02:30:00,186.28028098692926,
2022-06-15 03:00:00,177.37791035115447,
2022-06-15 18:30:00,190.84594994883855,
2022-06-15 20:00:00,191.13468471526903,
2022-06-15 23:00:00,208.54499726057156,
2022-06-15 23:59:59,193.64304796126248,c
2022-06-16 00:00:00,195.88610504896587,
2022-06-16 01:00:00,192.08411418303058,
2022-06-16 02:30:00,181.6253935374175,
2022-06-16 03:00:00,171.30996065593877,
2022-06-16 18:30:00,162.13446047756656,
2022-06-16 20:00:00,161.81373759221242,
2022-06-16 23:00:00,146.89951081839104,
2022-06-16 23:59:59,172.45943902681074,c
2022-06-17 00:00:00,180.76284008108314,
2022-06-17 01:00:00,184.00847294467258,
2022-06-17 02:30:00,197.7603922737851,
2022-06-17 03:00:00,201.68964572707478,
2022-06-17 18:30:00,201.68964572707478,
2022-06-17 20:00:00,201.68964572707478,
2022-06-17 23:00:00,201.68964572707478,
2022-06-17 23:59:59,219.60159770023324,e
2022-06-20 00:00:00,142.42957677615868,
2022-06-20 01:00:00,136.2583407575903,
2022-06-20 02:30:00,165.68501185962577,
2022-06-20 03:00:00,164.21392105272798,
2022-06-20 18:30:00,168.75090385094427,
2022-06-20 20:00:00,168.70752147094936,
2022-06-20 23:00:00,154.22331053418043,
2022-06-20 23:59:59,183.71487727925523,c
2022-06-21 00:00:00,175.22626978893481,
2022-06-21 01:00:00,173.44696383695145,
2022-06-21 02:30:00,158.17936771725817,
2022-06-21 03:00:00,171.4287091566839,
2022-06-21 18:30:00,184.13929207868364,
2022-06-21 20:00:00,184.19452299498698,
2022-06-21 23:00:00,169.089068518761,
2022-06-21 23:59:59,167.71717874268643,c
2022-06-22 00:00:00,157.90752086638986,
2022-06-22 01:00:00,158.1177111302061,
2022-06-22 02:30:00,162.44006021256723,
2022-06-22 03:00:00,166.42717303459676,
2022-06-22 18:30:00,172.97363804234305,
2022-06-22 20:00:00,172.96126671509955,
2022-06-22 23:00:00,154.45699104408732,
2022-06-22 23:59:59,190.65080684910868,c
2022-06-23 00:00:00,193.95631729565798,
2022-06-23 01:00:00,192.79120498957855,
2022-06-23 02:30:00,196.4303026271832,
2022-06-23 03:00:00,194.32865607578356,
2022-06-23 18:30:00,194.32865607578356,
2022-06-23 20:00:00,194.32865607578356,
2022-06-23 23:00:00,191.10262958611747,
2022-06-23 23:59:59,188.9670686893653,c
2022-06-24 00:00:00,197.38668862365626,
2022-06-24 01:00:00,198.97586654831457,
2022-06-24 02:30:00,224.1080951945712,
2022-06-24 03:00:00,223.1890019081568,
2022-06-24 18:30:00,223.1890019081568,
2022-06-24 20:00:00,223.1890019081568,
2022-06-24 23:00:00,223.1890019081568,
2022-06-24 23:59:59,220.59641886919871,w
2022-06-27 00:00:00,201.581539878905,
2022-06-27 01:00:00,198.8456236685031,
2022-06-27 02:30:00,182.5589495944903,
2022-06-27 03:00:00,187.6362356299867,
2022-06-27 18:30:00,194.17447565068574,
2022-06-27 20:00:00,194.23708526359064,
2022-06-27 23:00:00,139.10131687663602,
2022-06-27 23:59:59,151.75801077193864,c
2022-06-28 00:00:00,150.8878859966287,
2022-06-28 01:00:00,155.73358283778498,
2022-06-28 02:30:00,183.6161243964625,
2022-06-28 03:00:00,189.04308594062695,
2022-06-28 18:30:00,173.4153441564822,
2022-06-28 20:00:00,172.89563358786427,
2022-06-28 23:00:00,149.5594871098574,
2022-06-28 23:59:59,138.46932860889774,c
2022-06-29 00:00:00,156.75458637037195,
2022-06-29 01:00:00,156.2724164113804,
2022-06-29 02:30:00,154.86978525481072,
2022-06-29 03:00:00,145.30732103212836,
2022-06-29 18:30:00,146.1569593593715,
2022-06-29 20:00:00,145.81819962074132,
2022-06-29 23:00:00,149.84535802929508,
2022-06-29 23:59:59,157.24661346567223,c
2022-06-30 00:00:00,147.85809088441056,
2022-06-30 01:00:00,148.92335961478375,
2022-06-30 02:30:00,147.3435223607653,
2022-06-30 03:00:00,149.7505695869222,
2022-06-30 18:30:00,162.64316183044957,
2022-06-30 20:00:00,162.94982791741836,
2022-06-30 23:00:00,155.18761343507958,
2022-06-30 23:59:59,159.34041711475584,c
2022-07-01 00:00:00,158.85994400206073,
2022-07-01 01:00:00,161.1371280205983,
2022-07-01 02:30:00,157.1459336403973,
2022-07-01 03:00:00,157.56181769192108,
2022-07-01 18:30:00,157.56181769192108,
2022-07-01 20:00:00,157.56181769192108,
2022-07-01 23:00:00,157.56181769192108,
2022-07-01 23:59:59,157.38760361193113,w
