date,PAR_MIGRATION_20220509,meta
2022-04-01 00:00:00,3.7142038936957533,
2022-04-01 10:00:00,-15.409106725640413,
2022-04-01 10:30:00,8.031887020708268,
2022-04-01 12:00:00,37.664221360678766,
2022-04-01 13:30:00,42.1589957241024,
2022-04-01 15:00:00,43.108435818292264,
2022-04-01 15:30:30,43.108435818292264,
2022-04-01 23:59:59,41.56595038059663,w
2022-04-04 00:00:00,33.44637680826236,
2022-04-04 10:00:00,46.66060475037716,
2022-04-04 10:30:00,89.14683041227727,
2022-04-04 12:00:00,76.14830506608439,
2022-04-04 13:30:00,84.91064495518549,
2022-04-04 15:00:00,95.92967729111001,
2022-04-04 15:30:30,95.92967729111001,
2022-04-04 23:59:59,81.35397552286804,c
2022-04-05 00:00:00,75.33453648879902,
2022-04-05 10:00:00,65.41630382991139,
2022-04-05 10:30:00,81.33656210829622,
2022-04-05 12:00:00,81.14926705992502,
2022-04-05 13:30:00,54.09167125090573,
2022-04-05 15:00:00,69.55213612981242,
2022-04-05 15:30:30,69.55213612981242,
2022-04-05 23:59:59,70.33779536547604,c
2022-04-06 00:00:00,105.21299459248985,
2022-04-06 10:00:00,74.81280802053459,
2022-04-06 10:30:00,54.51312210817514,
2022-04-06 12:00:00,87.4664227621455,
2022-04-06 13:30:00,88.87344247132137,
2022-04-06 15:00:00,90.52551491438112,
2022-04-06 15:30:30,90.52551491438112,
2022-04-06 23:59:59,102.51200952570161,c
2022-04-07 00:00:00,77.02023093755224,
2022-04-07 10:00:00,98.90291332022434,
2022-04-07 10:30:00,109.05842553263199,
2022-04-07 12:00:00,102.04757699934339,
2022-04-07 13:30:00,105.75321465111176,
2022-04-07 15:00:00,123.06479260002459,
2022-04-07 15:30:30,123.06479260002459,
2022-04-07 23:59:59,127.84592243795475,c
2022-04-08 00:00:00,107.3283123342078,
2022-04-08 10:00:00,108.3892035180088,
2022-04-08 10:30:00,117.23356563303116,
2022-04-08 12:00:00,136.29498210441113,
2022-04-08 13:30:00,146.20663980618997,
2022-04-08 15:00:00,154.98425964622515,
2022-04-08 15:30:30,154.98425964622515,
2022-04-08 23:59:59,155.65127691147268,w
2022-04-11 00:00:00,154.66763634502047,
2022-04-11 10:00:00,151.86931228131562,
2022-04-11 10:30:00,144.78780896471892,
2022-04-11 12:00:00,160.4085342560635,
2022-04-11 13:30:00,147.72288516030414,
2022-04-11 15:00:00,141.02158362855778,
2022-04-11 15:30:30,141.02158362855778,
2022-04-11 23:59:59,143.0093064970797,c
2022-04-12 00:00:00,123.74014872897487,
2022-04-12 10:00:00,148.09996569826535,
2022-04-12 10:30:00,145.37963060559025,
2022-04-12 12:00:00,167.89344668719207,
2022-04-12 13:30:00,176.6914582278743,
2022-04-12 15:00:00,167.11953697270815,
2022-04-12 15:30:30,167.11953697270815,
2022-04-12 23:59:59,174.51089447851996,c
2022-04-13 00:00:00,154.27400747962167,
2022-04-13 10:00:00,161.80206326756866,
2022-04-13 10:30:00,175.76209493153692,
2022-04-13 12:00:00,175.30788127855698,
2022-04-13 13:30:00,174.30774809140934,
2022-04-13 15:00:00,161.6109353201557,
2022-04-13 15:30:30,161.6109353201557,
2022-04-13 23:59:59,145.0188042068836,c
2022-04-14 00:00:00,129.9235543664638,
2022-04-14 10:00:00,126.5312750324382,
2022-04-14 10:30:00,162.2201728905336,
2022-04-14 12:00:00,144.42902876411847,
2022-04-14 13:30:00,137.42975313630745,
2022-04-14 15:00:00,123.7453199998123,
2022-04-14 15:30:30,123.7453199998123,
2022-04-14 23:59:59,135.89350446381547,c
2022-04-15 00:00:00,135.89350446381547,
2022-04-15 10:00:00,135.89350446381547,
2022-04-15 10:30:00,135.89350446381547,
2022-04-15 12:00:00,135.89350446381547,
2022-04-15 13:30:00,135.89350446381547,
2022-04-15 15:00:00,135.89350446381547,
2022-04-15 15:30:30,135.89350446381547,
2022-04-15 23:59:59,135.89350446381547,w
2022-04-18 00:00:00,117.21702015428775,
2022-04-18 10:00:00,104.36942962719547,
2022-04-18 10:30:00,91.69514440987518,
2022-04-18 12:00:00,77.65470647720645,
2022-04-18 13:30:00,64.36178456808648,
2022-04-18 15:00:00,63.93429749838572,
2022-04-18 15:30:30,63.93429749838572,
2022-04-18 23:59:59,65.28480967039661,c
2022-04-19 00:00:00,63.83651308667652,
2022-04-19 10:00:00,66.92031439664913,
2022-04-19 10:30:00,53.92248395936906,
2022-04-19 12:00:00,54.08027462892005,
2022-04-19 13:30:00,41.63373091342646,
2022-04-19 15:00:00,15.657988045480693,
2022-04-19 15:30:30,15.657988045480693,
2022-04-19 23:59:59,23.800106649861505,c
2022-04-20 00:00:00,-5.114169643722107,
2022-04-20 10:00:00,-68.18320043784593,
2022-04-20 10:30:00,-57.11737089641497,
2022-04-20 12:00:00,-83.56254765647748,
2022-04-20 13:30:00,-99.23024427757832,
2022-04-20 15:00:00,-91.0378279911879,
2022-04-20 15:30:30,-91.0378279911879,
2022-04-20 23:59:59,-108.49995439896281,c
2022-04-21 00:00:00,-124.57163390764879,
2022-04-21 10:00:00,-133.1441784181519,
2022-04-21 10:30:00,-153.39720791309492,
2022-04-21 12:00:00,-168.48140540230156,
2022-04-21 13:30:00,-157.68850531549936,
2022-04-21 15:00:00,-122.86804260024769,
2022-04-21 15:30:30,-122.86804260024769,
2022-04-21 23:59:59,-122.74369398051101,c
2022-04-22 00:00:00,-85.3737045999502,
2022-04-22 10:00:00,-68.74327545871586,
2022-04-22 10:30:00,-50.02665891026743,
2022-04-22 12:00:00,-32.37249029514021,
2022-04-22 13:30:00,-20.3184968106558,
2022-04-22 15:00:00,-4.207101564575737,
2022-04-22 15:30:30,-4.207101564575737,
2022-04-22 23:59:59,-8.673997833453427,w
2022-04-25 00:00:00,23.589309900377202,
2022-04-25 10:00:00,19.712247593078928,
2022-04-25 10:30:00,12.524425620010447,
2022-04-25 12:00:00,18.213759049970122,
2022-04-25 13:30:00,14.54253826635852,
2022-04-25 15:00:00,5.063478179421054,
2022-04-25 15:30:30,5.063478179421054,
2022-04-25 23:59:59,1.205209770535248,c
2022-04-26 00:00:00,21.014110359363826,
2022-04-26 10:00:00,26.74545710040161,
2022-04-26 10:30:00,38.558946606527684,
2022-04-26 12:00:00,24.05536582387333,
2022-04-26 13:30:00,26.076253820084503,
2022-04-26 15:00:00,29.65613885819687,
2022-04-26 15:30:30,29.65613885819687,
2022-04-26 23:59:59,41.896159285030194,c
2022-04-27 00:00:00,23.118901983802857,
2022-04-27 10:00:00,5.739661625151257,
2022-04-27 10:30:00,18.85455258628383,
2022-04-27 12:00:00,14.757633637687832,
2022-04-27 13:30:00,17.515238844356873,
2022-04-27 15:00:00,29.492209319698645,
2022-04-27 15:30:30,29.492209319698645,
2022-04-27 23:59:59,22.849496953606604,c
2022-04-28 00:00:00,32.96685383080671,
2022-04-28 10:00:00,92.59772493719481,
2022-04-28 10:30:00,118.1190491737201,
2022-04-28 12:00:00,99.54929805215056,
2022-04-28 13:30:00,93.55281436415771,
2022-04-28 15:00:00,91.16596894302461,
2022-04-28 15:30:30,91.16596894302461,
2022-04-28 23:59:59,105.68198907218357,c
2022-04-29 00:00:00,109.64772690862912,
2022-04-29 10:00:00,72.78326307458462,
2022-04-29 10:30:00,82.84663598947054,
2022-04-29 12:00:00,76.66360444568397,
2022-04-29 13:30:00,91.01426947779078,
2022-04-29 15:00:00,107.95223847126238,
2022-04-29 15:30:30,107.95223847126238,
2022-04-29 23:59:59,105.45783253445825,w
2022-05-02 00:00:00,107.97261109330145,
2022-05-02 10:00:00,135.56297627238928,
2022-05-02 10:30:00,128.74642103650626,
2022-05-02 12:00:00,174.70127419650333,
2022-05-02 13:30:00,174.67547664923615,
2022-05-02 15:00:00,200.06461110294993,
2022-05-02 15:30:30,200.06461110294993,
2022-05-02 23:59:59,175.551556814413,c
2022-05-03 00:00:00,109.71997155001759,
2022-05-03 10:00:00,107.01510905981729,
2022-05-03 10:30:00,117.30919987606819,
2022-05-03 12:00:00,123.99523859050771,
2022-05-03 13:30:00,102.52036231887962,
2022-05-03 15:00:00,98.68224544457257,
2022-05-03 15:30:30,98.68224544457257,
2022-05-03 23:59:59,90.96450971595993,c
2022-05-04 00:00:00,67.29182586774857,
2022-05-04 10:00:00,45.72258516093211,
2022-05-04 10:30:00,62.026377711942246,
2022-05-04 12:00:00,73.8498929454147,
2022-05-04 13:30:00,86.56041097477987,
2022-05-04 15:00:00,63.69290312950909,
2022-05-04 15:30:30,63.69290312950909,
2022-05-04 23:59:59,65.83927854590797,c
2022-05-05 00:00:00,33.86930753489037,
2022-05-05 10:00:00,24.50476780378949,
2022-05-05 10:30:00,53.452179025065675,
2022-05-05 12:00:00,73.29695804239566,
2022-05-05 13:30:00,66.63293947701777,
2022-05-05 15:00:00,44.69480321093829,
2022-05-05 15:30:30,44.69480321093829,
2022-05-05 23:59:59,44.4339074930333,c
2022-05-06 00:00:00,8.422548115775385,
2022-05-06 10:00:00,51.33393633597609,
2022-05-06 10:30:00,34.57844238427731,
2022-05-06 12:00:00,64.86279890471133,
2022-05-06 13:30:00,63.8017652573551,
2022-05-06 15:00:00,77.72576026293768,
2022-05-06 15:30:30,77.72576026293768,s
2022-05-06 23:59:59,71.52048280430927,w
2022-05-09 00:00:00,80.48977431363426,
2022-05-09 10:00:00,77.03398408505348,
2022-05-09 10:30:00,110.62524420453087,
