date,ISPY_2022_Q2,meta
2022-03-25 00:00:00,-65.50630327594536,
2022-03-25 10:00:00,-129.22323536658985,
2022-03-25 10:30:00,-139.2791478812169,
2022-03-25 12:00:00,-173.56670938208777,
2022-03-25 13:30:00,-174.49644521829578,
2022-03-25 15:00:00,-154.22824455395107,
2022-03-25 15:30:30,-154.22824455395107,
2022-03-25 23:59:59,-197.23220422098484,w
2022-03-28 00:00:00,-163.31787594478976,
2022-03-28 10:00:00,-61.74447535006209,
2022-03-28 10:30:00,-119.37009180133032,
2022-03-28 12:00:00,-138.7238307651421,
2022-03-28 13:30:00,-96.86376065871684,
2022-03-28 15:00:00,-56.18850884478593,
2022-03-28 15:30:30,-56.18850884478593,
2022-03-28 23:59:59,-43.97730666673999,c
2022-03-29 00:00:00,7.771917340541904,
2022-03-29 10:00:00,117.39138042753848,
2022-03-29 10:30:00,76.96664506575371,
2022-03-29 12:00:00,114.28096776134294,
2022-03-29 13:30:00,115.78658924241267,
2022-03-29 15:00:00,131.9693269125787,
2022-03-29 15:30:30,131.9693269125787,
2022-03-29 23:59:59,113.00483609098023,c
2022-03-30 00:00:00,76.34984285418409,
2022-03-30 10:00:00,109.0674869260738,
2022-03-30 10:30:00,129.5578777580838,
2022-03-30 12:00:00,68.67183508999801,
2022-03-30 13:30:00,29.451559829149573,
2022-03-30 15:00:00,0.5373999784178523,
2022-03-30 15:30:30,0.5373999784178523,
2022-03-30 23:59:59,-16.95386390728936,c
2022-03-31 00:00:00,-21.432104418822973,
2022-03-31 10:00:00,-40.086811801356475,
2022-03-31 10:30:00,-76.4036262376087,
2022-03-31 12:00:00,-89.58195858071099,
2022-03-31 13:30:00,-95.42648164423656,
2022-03-31 15:00:00,-106.72776709659774,
2022-03-31 15:30:30,-106.72776709659774,
2022-03-31 23:59:59,-153.64433264916784,c
2022-04-01 00:00:00,-117.00220104486618,
2022-04-01 10:00:00,-147.145298889718,
2022-04-01 10:30:00,-124.54088196356508,
2022-04-01 12:00:00,-104.08476229199948,
2022-04-01 13:30:00,-136.2126089271219,
2022-04-01 15:00:00,-119.18071517752173,
2022-04-01 15:30:30,-119.18071517752173,
2022-04-01 23:59:59,-100.1986642255689,w
2022-04-04 00:00:00,-75.26176034018499,
2022-04-04 10:00:00,-33.78136319609155,
2022-04-04 10:30:00,-32.79418606830211,
2022-04-04 12:00:00,19.617079113290856,
2022-04-04 13:30:00,8.693350121819776,
2022-04-04 15:00:00,6.555651308150345,
2022-04-04 15:30:30,6.555651308150345,
2022-04-04 23:59:59,6.03940125393251,c
2022-04-05 00:00:00,-3.534610981954529,
2022-04-05 10:00:00,-21.381093446733757,
2022-04-05 10:30:00,-49.284540506645726,
2022-04-05 12:00:00,-39.11529982424929,
2022-04-05 13:30:00,-21.44394249265315,
2022-04-05 15:00:00,-29.265659005099224,
2022-04-05 15:30:30,-29.265659005099224,
2022-04-05 23:59:59,-46.276235630377755,c
2022-04-06 00:00:00,-85.2440423284014,
2022-04-06 10:00:00,-166.7843834027242,
2022-04-06 10:30:00,-188.88031472501314,
2022-04-06 12:00:00,-195.96101747264458,
2022-04-06 13:30:00,-155.21187058677754,
2022-04-06 15:00:00,-129.24597338162323,
2022-04-06 15:30:30,-129.24597338162323,
2022-04-06 23:59:59,-123.27104827827372,c
2022-04-07 00:00:00,-125.30912867466225,
2022-04-07 10:00:00,-140.27066609353915,
2022-04-07 10:30:00,-159.70696040203416,
2022-04-07 12:00:00,-207.46567182998535,
2022-04-07 13:30:00,-179.80824127658173,
2022-04-07 15:00:00,-148.98693333875428,
2022-04-07 15:30:30,-148.98693333875428,
2022-04-07 23:59:59,-132.82305815266454,c
2022-04-08 00:00:00,-95.32022493130944,
2022-04-08 10:00:00,-97.0949302548787,
2022-04-08 10:30:00,-3.445811122933492,
2022-04-08 12:00:00,55.340636095577565,
2022-04-08 13:30:00,47.88391909588995,
