date,EU_MSCI_VALUE_2022_Q2,meta
2022-04-26 03:30:00,-172.74779180248987,
2022-04-26 04:00:00,-170.54367728716971,
2022-04-26 06:00:00,-198.36319692967126,
2022-04-26 08:00:00,-209.54793183771523,
2022-04-26 10:30:00,-189.44623605827837,
2022-04-26 11:00:00,-202.10578708872174,
2022-04-26 23:59:59,-203.07956874660366,c
2022-04-27 00:00:00,-200.4108102737678,
2022-04-27 03:30:00,-219.51663255820134,
2022-04-27 04:00:00,-200.77645474621664,
2022-04-27 06:00:00,-202.49455734799812,
2022-04-27 08:00:00,-221.91276644080034,
2022-04-27 10:30:00,-233.0307493886923,
2022-04-27 11:00:00,-225.2012759570248,
2022-04-27 23:59:59,-227.83165790771702,c
2022-04-28 00:00:00,-222.72962349741596,
2022-04-28 03:30:00,-214.67343352031875,
2022-04-28 04:00:00,-211.1499167683623,
2022-04-28 06:00:00,-199.3328065813994,
2022-04-28 08:00:00,-178.3762577144635,
2022-04-28 10:30:00,-192.6547971284798,
2022-04-28 11:00:00,-187.665236510551,
2022-04-28 23:59:59,-197.11225531675888,c
2022-04-29 00:00:00,-192.74744855336363,
2022-04-29 03:30:00,-196.3031685976961,
2022-04-29 04:00:00,-197.54274686678133,
2022-04-29 06:00:00,-201.26957106583103,
2022-04-29 08:00:00,-212.18797408327438,
2022-04-29 10:30:00,-202.59713294248238,
2022-04-29 11:00:00,-184.4524853340427,
2022-04-29 23:59:59,-186.17960908040612,w
2022-05-02 00:00:00,-190.03792535447928,
2022-05-02 03:30:00,-175.40351489962325,
2022-05-02 04:00:00,-249.40701392748537,
2022-05-02 06:00:00,-190.02816487256413,
2022-05-02 08:00:00,-204.6775286174381,
2022-05-02 10:30:00,-184.4327067740187,
2022-05-02 11:00:00,-192.77926780831243,
2022-05-02 23:59:59,-191.66064432269894,c
2022-05-03 00:00:00,-161.1362933303837,
2022-05-03 03:30:00,-152.92519485996073,
2022-05-03 04:00:00,-151.94843371514034,
2022-05-03 06:00:00,-163.64932719165984,
2022-05-03 08:00:00,-153.05038769524577,
2022-05-03 10:30:00,-138.98656228611097,
2022-05-03 11:00:00,-136.0585620528004,
2022-05-03 23:59:59,-143.9869458882948,c
2022-05-04 00:00:00,-126.27160834088662,
2022-05-04 03:30:00,-115.69173755909107,
2022-05-04 04:00:00,-119.1441013985088,
2022-05-04 06:00:00,-123.00225246408523,
2022-05-04 08:00:00,-135.92112321709817,
2022-05-04 10:30:00,-117.02428516155734,
2022-05-04 11:00:00,-119.3360143871635,
2022-05-04 23:59:59,-116.35101865369344,c
2022-05-05 00:00:00,-91.53021527320239,
2022-05-05 03:30:00,-100.94124621982145,
2022-05-05 04:00:00,-103.66542399933536,
2022-05-05 06:00:00,-97.37597959419617,
2022-05-05 08:00:00,-120.90229440751341,
2022-05-05 10:30:00,-129.72763021631673,
2022-05-05 11:00:00,-126.32454889118237,
2022-05-05 23:59:59,-139.3763114035899,c
2022-05-06 00:00:00,-132.17968513393387,
2022-05-06 03:30:00,-107.50659494522272,
2022-05-06 04:00:00,-102.86247139570871,
2022-05-06 06:00:00,-71.92454847619416,
2022-05-06 08:00:00,-72.03964713064721,
2022-05-06 10:30:00,-79.19137012557235,
2022-05-06 11:00:00,-77.99572116546078,
2022-05-06 23:59:59,-83.64876895451454,w
2022-05-09 00:00:00,-77.47755236118043,
2022-05-09 03:30:00,-85.04517819521425,
2022-05-09 04:00:00,-87.1103805787873,
2022-05-09 06:00:00,-99.27983113129304,
2022-05-09 08:00:00,-98.37076692757427,
2022-05-09 10:30:00,-124.45418982242143,
2022-05-09 11:00:00,-126.84082866117699,
2022-05-09 23:59:59,-120.86517248433944,c
2022-05-10 00:00:00,-111.46036695485444,
2022-05-10 03:30:00,-102.2308653182335,
2022-05-10 04:00:00,-101.0291833897589,
2022-05-10 06:00:00,-97.01003588279836,
2022-05-10 08:00:00,-91.85578522168935,
2022-05-10 10:30:00,-91.34461024287177,
2022-05-10 11:00:00,-102.9194043727132,
2022-05-10 23:59:59,-105.24430660989488,c
2022-05-11 00:00:00,-89.44198584992003,
2022-05-11 03:30:00,-103.27895033947746,
2022-05-11 04:00:00,-94.16536917411489,
2022-05-11 06:00:00,-67.76408677770596,
2022-05-11 08:00:00,-58.211456123039824,
2022-05-11 10:30:00,-60.72335381702315,
2022-05-11 11:00:00,-61.64739456810261,
2022-05-11 23:59:59,-78.26715041462633,c
2022-05-12 00:00:00,-87.8967790312076,
2022-05-12 03:30:00,-84.07988613756886,
2022-05-12 04:00:00,-81.45223295432848,
2022-05-12 06:00:00,-101.67978331102734,
2022-05-12 08:00:00,-121.94495456585915,
2022-05-12 10:30:00,-112.11423360545811,
2022-05-12 11:00:00,-107.71161541709398,
2022-05-12 23:59:59,-93.83652900883467,c
2022-05-13 00:00:00,-66.00169501897138,
2022-05-13 03:30:00,-60.64518170795694,
2022-05-13 04:00:00,-63.56097859593869,
2022-05-13 06:00:00,-61.18492197945122,
2022-05-13 08:00:00,-55.29911196670028,
2022-05-13 10:30:00,-62.185603820776876,
2022-05-13 11:00:00,-63.67932486439797,
2022-05-13 23:59:59,-68.50811967394034,w
2022-05-16 00:00:00,-74.48972615375702,
2022-05-16 03:30:00,-77.24046507102372,
2022-05-16 04:00:00,-65.48387837494082,
2022-05-16 06:00:00,-54.28745718028553,
2022-05-16 08:00:00,-56.649230411259325,
2022-05-16 10:30:00,-56.801375069356396,
2022-05-16 11:00:00,-59.668713230599835,
2022-05-16 23:59:59,-64.14673261298938,c
2022-05-17 00:00:00,-48.65268881227277,
2022-05-17 03:30:00,-32.184578436757015,
2022-05-17 04:00:00,-38.62730270927089,
2022-05-17 06:00:00,-38.76726691468152,
2022-05-17 08:00:00,-37.50412614096999,
2022-05-17 10:30:00,-40.52220664878689,
2022-05-17 11:00:00,-40.84384273504948,
2022-05-17 23:59:59,-44.98205886067339,c
2022-05-18 00:00:00,-41.32944019315309,
2022-05-18 03:30:00,-25.198175760574344,
2022-05-18 04:00:00,-18.604171781935968,
2022-05-18 06:00:00,-13.337496797738916,
2022-05-18 08:00:00,-11.416814314791221,
2022-05-18 10:30:00,-14.866443844880498,
2022-05-18 11:00:00,-13.868589600113705,
2022-05-18 23:59:59,-24.21532944309456,c
2022-05-19 00:00:00,-18.831590402775323,
2022-05-19 03:30:00,-18.505130796226876,
2022-05-19 04:00:00,-23.86138031136338,
2022-05-19 06:00:00,-16.67698294003007,
2022-05-19 08:00:00,-14.328941033379337,
2022-05-19 10:30:00,3.4067304468031807,
2022-05-19 11:00:00,-3.2045251404415627,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,35.34075407366046,
2022-05-20 03:30:00,41.51795033396921,
2022-05-20 04:00:00,38.29043695790776,
2022-05-20 06:00:00,45.208842006164915,
2022-05-20 08:00:00,30.88629725045327,
2022-05-20 10:30:00,24.579170046861226,
2022-05-20 11:00:00,8.6524525190137,
2022-05-20 23:59:59,22.359145502989175,w
2022-05-23 00:00:00,43.28173037411766,
2022-05-23 03:30:00,37.86228553193851,
2022-05-23 04:00:00,33.532176537856046,
2022-05-23 06:00:00,44.96445514793851,
2022-05-23 08:00:00,54.49596835852127,
2022-05-23 10:30:00,51.00641117291708,
2022-05-23 11:00:00,49.335001724685284,
2022-05-23 23:59:59,47.41904715853737,c
2022-05-24 00:00:00,33.579604512887784,
2022-05-24 03:30:00,49.169302208238165,
2022-05-24 04:00:00,49.306289054322576,
2022-05-24 06:00:00,58.8073302873204,
2022-05-24 08:00:00,56.38868321540971,
2022-05-24 10:30:00,54.858031495506154,
2022-05-24 11:00:00,49.849287972272165,
2022-05-24 23:59:59,33.45978750308058,c
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
0,33.45978750308058,
2022-05-25 00:00:00,46.976950204775264,
2022-05-25 03:30:00,39.91247071087673,
2022-05-25 04:00:00,42.20589818623432,
2022-05-25 06:00:00,24.652956171785004,
2022-05-25 08:00:00,36.13788080766078,
2022-05-25 10:30:00,64.85995462039077,
2022-05-25 11:00:00,50.36184979475284,
2022-05-25 23:59:59,53.25017940574635,c
2022-05-26 00:00:00,61.92364227325821,
2022-05-26 03:30:00,55.91391975885038,
2022-05-26 04:00:00,62.45464762813981,
2022-05-26 06:00:00,63.393266906374706,
2022-05-26 08:00:00,62.841156240461245,
2022-05-26 10:30:00,66.54032128637637,
2022-05-26 11:00:00,74.93390968414377,
2022-05-26 23:59:59,71.70814484969766,c
2022-05-27 00:00:00,59.055036652757025,
2022-05-27 03:30:00,47.906092624230084,
2022-05-27 04:00:00,37.90689614152171,
2022-05-27 06:00:00,47.89110943703979,
2022-05-27 08:00:00,45.09547926539048,
2022-05-27 10:30:00,35.66283488559584,
2022-05-27 11:00:00,36.70105390860682,
2022-05-27 23:59:59,43.17119683282516,w
2022-05-30 00:00:00,51.45714657494297,
2022-05-30 03:30:00,75.08741078292425,
2022-05-30 04:00:00,73.30383433318804,
2022-05-30 06:00:00,68.29274430051298,
2022-05-30 08:00:00,68.27391480697692,
2022-05-30 10:30:00,90.16388038796913,
2022-05-30 11:00:00,95.8236139238517,
2022-05-30 23:59:59,92.30205905074837,c
2022-05-31 00:00:00,93.13304607517725,
2022-05-31 03:30:00,84.91145527162026,
2022-05-31 04:00:00,84.39741986647498,
2022-05-31 06:00:00,81.40189302741602,
2022-05-31 08:00:00,71.78802953427319,
2022-05-31 10:30:00,70.39210502371509,
2022-05-31 11:00:00,75.50353393449818,
2022-05-31 23:59:59,76.08203561229323,e
2022-06-01 00:00:00,81.0594854478934,
2022-06-01 03:30:00,82.26700406041124,
2022-06-01 04:00:00,69.27229198212058,
2022-06-01 06:00:00,72.83565271118565,
2022-06-01 08:00:00,77.64811086910849,
2022-06-01 10:30:00,52.8692314432125,
2022-06-01 11:00:00,62.245697402141076,
2022-06-01 23:59:59,53.78940036382809,c
2022-06-02 00:00:00,58.23731330636399,
2022-06-02 03:30:00,46.63701386952677,
2022-06-02 04:00:00,43.9862719577353,
2022-06-02 06:00:00,41.94332684705739,
2022-06-02 08:00:00,49.02787894503034,
2022-06-02 10:30:00,43.652994749422405,
2022-06-02 11:00:00,49.77661221291622,
2022-06-02 23:59:59,50.57400549747281,c
2022-06-03 00:00:00,64.30087792068679,
2022-06-03 03:30:00,52.48362235010765,
2022-06-03 04:00:00,54.49821131009712,
2022-06-03 06:00:00,53.946943205907075,
2022-06-03 08:00:00,49.916933761233494,
2022-06-03 10:30:00,47.94362690097694,
2022-06-03 11:00:00,47.93497759234937,
2022-06-03 23:59:59,50.280436759231094,w
2022-06-06 00:00:00,62.1805202495205,
2022-06-06 03:30:00,69.79437896932673,
2022-06-06 04:00:00,77.56959302031848,
2022-06-06 06:00:00,75.18558543805251,
2022-06-06 08:00:00,68.71181396337734,
2022-06-06 10:30:00,70.98016985613532,
2022-06-06 11:00:00,70.53329983203015,
2022-06-06 23:59:59,74.82584072609284,c
2022-06-07 00:00:00,68.93115866595383,
2022-06-07 03:30:00,70.09876537612142,
2022-06-07 04:00:00,69.58244309196277,
2022-06-07 06:00:00,56.306488431556616,
2022-06-07 08:00:00,58.68850399759506,
2022-06-07 10:30:00,67.73211687607338,
2022-06-07 11:00:00,61.89547774328173,
2022-06-07 23:59:59,71.5658952845661,c
2022-06-08 00:00:00,67.38033282902786,
2022-06-08 03:30:00,48.82166876829861,
2022-06-08 04:00:00,45.305987609216544,
2022-06-08 06:00:00,55.974945329807284,
2022-06-08 08:00:00,59.01657656628085,
2022-06-08 10:30:00,76.08593051990482,
2022-06-08 11:00:00,82.38238516449564,
2022-06-08 23:59:59,74.91427872897285,c
2022-06-09 00:00:00,73.26413952121628,
2022-06-09 03:30:00,80.10574303611946,
2022-06-09 04:00:00,84.61353928216518,
2022-06-09 06:00:00,88.77677160908198,
2022-06-09 08:00:00,88.45621873820608,
2022-06-09 10:30:00,68.6459657650285,
2022-06-09 11:00:00,74.46067378669464,
2022-06-09 23:59:59,67.53597991362344,c
2022-06-10 00:00:00,57.3659024445588,
2022-06-10 03:30:00,34.86510107312698,
2022-06-10 04:00:00,34.97167296198562,
2022-06-10 06:00:00,24.09364937493952,
2022-06-10 08:00:00,18.758859373583125,
2022-06-10 10:30:00,0.9162759495669945,
2022-06-10 11:00:00,-6.473999463241711,
2022-06-10 23:59:59,-8.56110139446388,w
2022-06-13 00:00:00,-26.30589998986065,
2022-06-13 03:30:00,-33.625960843638836,
2022-06-13 04:00:00,-33.110245169561985,
2022-06-13 06:00:00,-38.78692214946253,
2022-06-13 08:00:00,-40.61738684413098,
2022-06-13 10:30:00,-51.032504738296865,
2022-06-13 11:00:00,-49.65127646337281,
2022-06-13 23:59:59,-39.7233895475063,c
2022-06-14 00:00:00,-17.407951433857914,
2022-06-14 03:30:00,-30.847449852299427,
2022-06-14 04:00:00,-25.558369986175393,
2022-06-14 06:00:00,-43.5818124931616,
2022-06-14 08:00:00,-26.16363637846218,
2022-06-14 10:30:00,-16.837565387813196,
2022-06-14 11:00:00,-1.3996552144885452,
2022-06-14 23:59:59,-14.244312565740605,c
2022-06-15 00:00:00,8.31812956931562,
2022-06-15 03:30:00,-1.017880370453927,
2022-06-15 04:00:00,-14.757727429528256,
2022-06-15 06:00:00,-2.74549462982384,
2022-06-15 08:00:00,5.422415949381193,
2022-06-15 10:30:00,-13.61570717094851,
2022-06-15 11:00:00,-14.440639409422454,
2022-06-15 23:59:59,-9.05487696378525,c
2022-06-16 00:00:00,-7.293904629830309,
2022-06-16 03:30:00,-38.52258990771274,
2022-06-16 04:00:00,-23.034130409944467,
2022-06-16 06:00:00,-50.254420830209156,
2022-06-16 08:00:00,-71.29885912258803,
2022-06-16 10:30:00,-78.42833298420001,
2022-06-16 11:00:00,-80.9696960458691,
2022-06-16 23:59:59,-71.38459080372579,c
2022-06-17 00:00:00,-66.21703994149239,
2022-06-17 03:30:00,-67.85199025995047,
2022-06-17 04:00:00,-67.68729189682631,
2022-06-17 06:00:00,-67.0032771222248,
2022-06-17 08:00:00,-47.722109196849104,
2022-06-17 10:30:00,-68.72244932283242,
2022-06-17 11:00:00,-76.49529705873191,
2022-06-17 23:59:59,-91.32217328473388,w
2022-06-20 00:00:00,-85.48972236945401,
2022-06-20 03:30:00,-97.31631987963019,
2022-06-20 04:00:00,-78.28718882982433,
2022-06-20 06:00:00,-85.53699637500675,
2022-06-20 08:00:00,-85.14025462636192,
2022-06-20 10:30:00,-66.04191435952973,
2022-06-20 11:00:00,-65.82987334439878,
2022-06-20 23:59:59,-74.37611007695887,c
2022-06-21 00:00:00,-71.07527528149427,
2022-06-21 03:30:00,-62.512143995159434,
2022-06-21 04:00:00,-54.681352177636754,
2022-06-21 06:00:00,-56.52608691506843,
2022-06-21 08:00:00,-49.95576986987288,
2022-06-21 10:30:00,-52.36359579509006,
2022-06-21 11:00:00,-49.413265629327114,
2022-06-21 23:59:59,-52.96315443486748,c
