date,EU_SMIM_2022_Q3,meta
2022-08-19 00:00:00,-298.1661549889648,
2022-08-19 03:30:00,-283.58448109075994,
2022-08-19 04:00:00,-277.2390747450204,
2022-08-19 06:00:00,-259.62363581970544,
2022-08-19 08:00:00,-241.53150017912827,
2022-08-19 10:30:00,-249.6930070036352,
2022-08-19 11:00:00,-238.93753021523568,
2022-08-19 23:59:59,-238.11972805695663,w
2022-08-22 00:00:00,-232.50621853344987,
2022-08-22 03:30:00,-209.8777508013154,
2022-08-22 04:00:00,-217.3823022199201,
2022-08-22 06:00:00,-215.2662816675261,
2022-08-22 08:00:00,-179.49943086273825,
2022-08-22 10:30:00,-205.19909832575607,
2022-08-22 11:00:00,-227.23581615426644,
2022-08-22 23:59:59,-203.67767917519598,c
2022-08-23 00:00:00,-229.6089436159461,
2022-08-23 03:30:00,-251.06956088328394,
2022-08-23 04:00:00,-250.6607532820204,
2022-08-23 06:00:00,-230.01802389044727,
2022-08-23 08:00:00,-203.51678778191993,
2022-08-23 10:30:00,-240.59339892442742,
2022-08-23 11:00:00,-235.97616533859804,
2022-08-23 23:59:59,-195.43072196675234,c
2022-08-24 00:00:00,-225.47968498295978,
2022-08-24 03:30:00,-172.03865202151752,
2022-08-24 04:00:00,-190.14703832861574,
2022-08-24 06:00:00,-176.3665362395702,
2022-08-24 08:00:00,-166.550271345798,
2022-08-24 10:30:00,-212.18873589988075,
2022-08-24 11:00:00,-213.16715759981136,
2022-08-24 23:59:59,-221.49675297732227,c
2022-08-25 00:00:00,-208.87747393960046,
2022-08-25 03:30:00,-226.12801528233425,
2022-08-25 04:00:00,-225.14264962535128,
2022-08-25 06:00:00,-207.51404685352327,
2022-08-25 08:00:00,-219.56725161784843,
2022-08-25 10:30:00,-189.6143096778548,
2022-08-25 11:00:00,-180.56860404697457,
2022-08-25 23:59:59,-173.83013306133773,c
2022-08-26 00:00:00,-176.39449439049528,
2022-08-26 03:30:00,-175.3777030239112,
2022-08-26 04:00:00,-174.49976882945768,
2022-08-26 06:00:00,-143.4047238284796,
2022-08-26 08:00:00,-163.98677052122258,
2022-08-26 10:30:00,-144.58032596689716,
2022-08-26 11:00:00,-138.548347980786,
2022-08-26 23:59:59,-111.74082726693288,w
2022-08-29 00:00:00,-112.53451880748509,
2022-08-29 03:30:00,-97.25015227636692,
2022-08-29 04:00:00,-101.9556772393517,
2022-08-29 06:00:00,-101.41445002321815,
2022-08-29 08:00:00,-110.58224403652807,
2022-08-29 10:30:00,-155.75232509889378,
2022-08-29 11:00:00,-147.0409049207117,
2022-08-29 23:59:59,-155.17017511685236,c
2022-08-30 00:00:00,-183.20005738042028,
2022-08-30 03:30:00,-145.28762698808447,
2022-08-30 04:00:00,-186.94916874082514,
2022-08-30 06:00:00,-176.40482214873956,
2022-08-30 08:00:00,-194.0557974233942,
2022-08-30 10:30:00,-170.84708373008186,
2022-08-30 11:00:00,-163.91498745765162,
2022-08-30 23:59:59,-163.56053368702857,c
2022-08-31 00:00:00,-171.66434959924175,
2022-08-31 03:30:00,-166.70716774676228,
2022-08-31 04:00:00,-164.33066288261494,
2022-08-31 06:00:00,-155.34939104746329,
2022-08-31 08:00:00,-147.76741476391354,
2022-08-31 10:30:00,-181.92865324384454,
2022-08-31 11:00:00,-179.25218964841443,
2022-08-31 23:59:59,-161.9427105846014,c
2022-09-01 00:00:00,-131.2253179169559,
2022-09-01 03:30:00,-124.06206101878897,
2022-09-01 04:00:00,-126.97031260798599,
2022-09-01 06:00:00,-108.85746478710396,
2022-09-01 08:00:00,-103.86711478919622,
2022-09-01 10:30:00,-122.06427964958178,
2022-09-01 11:00:00,-131.01686303338002,
2022-09-01 23:59:59,-115.4795592875083,c
2022-09-02 00:00:00,-154.9432966959819,
2022-09-02 03:30:00,-140.27753786952093,
2022-09-02 04:00:00,-154.71285569167097,
2022-09-02 06:00:00,-113.8980434796805,
2022-09-02 08:00:00,-107.94551042495809,
2022-09-02 10:30:00,-119.71272008376252,
2022-09-02 11:00:00,-110.2638710596822,
2022-09-02 23:59:59,-98.33894832399207,w
2022-09-05 00:00:00,-102.70784144913904,
2022-09-05 03:30:00,-78.50603143814115,
2022-09-05 04:00:00,-93.67380893743203,
2022-09-05 06:00:00,-81.17487322323377,
2022-09-05 08:00:00,-53.0113065842792,
2022-09-05 10:30:00,-11.999294682078276,
2022-09-05 11:00:00,2.0006095810944657,
2022-09-05 23:59:59,11.431760160188794,c
2022-09-06 00:00:00,13.184038609442752,
2022-09-06 03:30:00,33.921484287448955,
2022-09-06 04:00:00,31.93204973577385,
2022-09-06 06:00:00,50.44442888874459,
2022-09-06 08:00:00,46.90431430350012,
2022-09-06 10:30:00,41.28788935626678,
2022-09-06 11:00:00,62.41535740687474,
2022-09-06 23:59:59,69.86980210392511,c
2022-09-07 00:00:00,55.15855022502583,
2022-09-07 03:30:00,72.46477822768784,
2022-09-07 04:00:00,90.35544732919789,
2022-09-07 06:00:00,72.27841655217489,
2022-09-07 08:00:00,51.96428399845146,
2022-09-07 10:30:00,30.289220421875974,
2022-09-07 11:00:00,21.797733687762282,
2022-09-07 23:59:59,17.259165064803348,c
2022-09-08 00:00:00,38.43060394608481,
2022-09-08 03:30:00,40.475357662165116,
2022-09-08 04:00:00,13.14513531077759,
2022-09-08 06:00:00,11.0821361335151,
2022-09-08 08:00:00,48.61275518734241,
2022-09-08 10:30:00,13.856595760772862,
2022-09-08 11:00:00,-11.767702918415615,
2022-09-08 23:59:59,-9.962002378644168,c
2022-09-09 00:00:00,-46.38253654809087,
2022-09-09 03:30:00,-59.72430832115056,
2022-09-09 04:00:00,-72.46102809912378,
2022-09-09 06:00:00,-67.7853844186517,
2022-09-09 08:00:00,-58.37706203978046,
2022-09-09 10:30:00,-16.90525784382754,
2022-09-09 11:00:00,-21.304059784067842,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,-26.99613736543447,
2022-09-12 03:30:00,-81.71514709273572,
2022-09-12 04:00:00,-102.08797653461755,
2022-09-12 06:00:00,-120.49004708021886,
2022-09-12 08:00:00,-84.39267470004566,
2022-09-12 10:30:00,-80.58065356840044,
2022-09-12 11:00:00,-86.87463905584363,
2022-09-12 23:59:59,-74.18918850069561,c
2022-09-13 00:00:00,-105.0806613813611,
2022-09-13 03:30:00,-93.16705670865832,
2022-09-13 04:00:00,-105.1405678827197,
2022-09-13 06:00:00,-95.56561865622923,
2022-09-13 08:00:00,-111.70606454663488,
2022-09-13 10:30:00,-50.231620397533305,
2022-09-13 11:00:00,-39.84583024256742,
2022-09-13 23:59:59,-33.321848558044564,c
2022-09-14 00:00:00,9.324652638649688,
2022-09-14 03:30:00,34.21420144169803,
2022-09-14 04:00:00,14.931869136740879,
2022-09-14 06:00:00,21.988875360330177,
2022-09-14 08:00:00,34.30561374055717,
2022-09-14 10:30:00,66.27018356079094,
2022-09-14 11:00:00,55.148158764369576,
2022-09-14 23:59:59,65.2986311339892,c
2022-09-15 00:00:00,99.61832091678622,
2022-09-15 03:30:00,99.02908252684765,
2022-09-15 04:00:00,127.85091753327922,
2022-09-15 06:00:00,173.40018307725106,
2022-09-15 08:00:00,164.80515671972447,
2022-09-15 10:30:00,144.69299257733272,
2022-09-15 11:00:00,134.80124916354123,
2022-09-15 23:59:59,141.84657623661326,c
2022-09-16 00:00:00,132.03256824947337,
2022-09-16 03:30:00,189.24084217574492,
2022-09-16 04:00:00,186.6297631204454,
2022-09-16 06:00:00,159.84859062350262,
2022-09-16 08:00:00,155.89593896322413,
2022-09-16 10:30:00,175.13264042138053,
2022-09-16 11:00:00,180.54783006402815,
2022-09-16 23:59:59,81.4812962779798,e
2022-09-19 00:00:00,78.5597580468079,
2022-09-19 03:30:00,74.80026608851009,
2022-09-19 04:00:00,68.35724404397584,
2022-09-19 06:00:00,16.692067129833283,
2022-09-19 08:00:00,1.64866888724395,
2022-09-19 10:30:00,-17.829280896543835,
2022-09-19 11:00:00,-18.627216704569896,
2022-09-19 23:59:59,2.9013730934446826,c
2022-09-20 00:00:00,-21.82386614286578,
2022-09-20 03:30:00,-21.562594674296662,
2022-09-20 04:00:00,-48.18336948930269,
2022-09-20 06:00:00,1.2684383923224303,
2022-09-20 08:00:00,-21.762344354761126,
2022-09-20 10:30:00,-35.65278934417517,
2022-09-20 11:00:00,-28.27386029931985,
2022-09-20 23:59:59,-45.35029323689184,c
2022-09-21 00:00:00,-41.905509757315336,
2022-09-21 03:30:00,-24.631690887584753,
2022-09-21 04:00:00,-29.480440157755332,
2022-09-21 06:00:00,-43.704792654439,
2022-09-21 08:00:00,-52.84312096315749,
