date,AS_FTSE_DM_SC_2022_Q3,meta
2022-07-08 00:00:00,-347.457052134761,
2022-07-08 01:00:00,-347.8738113855366,
2022-07-08 02:30:00,-344.1660917867134,
2022-07-08 03:00:00,-344.0772027397779,
2022-07-08 18:30:00,-344.0772027397779,
2022-07-08 20:00:00,-344.0772027397779,
2022-07-08 23:00:00,-344.0772027397779,
2022-07-08 23:59:59,-343.08463925617457,w
2022-07-11 00:00:00,-337.09152955454203,
2022-07-11 01:00:00,-334.3052163208403,
2022-07-11 02:30:00,-340.5343915649041,
2022-07-11 03:00:00,-341.3963607442936,
2022-07-11 18:30:00,-336.668655084291,
2022-07-11 20:00:00,-336.5366549283628,
2022-07-11 23:00:00,-343.9171190175504,
2022-07-11 23:59:59,-352.72519658733677,c
2022-07-12 00:00:00,-351.51633679481785,
2022-07-12 01:00:00,-356.82365479279946,
2022-07-12 02:30:00,-361.08708136325026,
2022-07-12 03:00:00,-360.6971663803674,
2022-07-12 18:30:00,-360.2016151495322,
2022-07-12 20:00:00,-360.2016151495322,
2022-07-12 23:00:00,-324.5019350865847,
2022-07-12 23:59:59,-325.80084926310536,c
2022-07-13 00:00:00,-328.309519784201,
2022-07-13 01:00:00,-315.2168518884996,
2022-07-13 02:30:00,-301.12359544686313,
2022-07-13 03:00:00,-305.0363943153794,
2022-07-13 18:30:00,-303.41380149492585,
2022-07-13 20:00:00,-303.41380149492585,
2022-07-13 23:00:00,-320.5357659231327,
2022-07-13 23:59:59,-329.64374611239947,c
2022-07-14 00:00:00,-311.32107228358166,
2022-07-14 01:00:00,-306.26975065705943,
2022-07-14 02:30:00,-299.2598027389215,
2022-07-14 03:00:00,-296.079155100342,
2022-07-14 18:30:00,-300.15286857120606,
2022-07-14 20:00:00,-300.17961177291033,
2022-07-14 23:00:00,-328.55488295718794,
2022-07-14 23:59:59,-332.47988470632595,c
2022-07-15 00:00:00,-333.3208741056445,
2022-07-15 01:00:00,-337.1380096480666,
2022-07-15 02:30:00,-337.46776225173136,
2022-07-15 03:00:00,-337.0260376190947,
2022-07-15 18:30:00,-337.0260376190947,
2022-07-15 20:00:00,-337.0260376190947,
2022-07-15 23:00:00,-337.0260376190947,
2022-07-15 23:59:59,-334.05855293137006,w
2022-07-18 00:00:00,-329.9400243781808,
2022-07-18 01:00:00,-325.84370385858546,
2022-07-18 02:30:00,-317.4088302367313,
2022-07-18 03:00:00,-317.81411028576525,
2022-07-18 18:30:00,-321.2871638559294,
2022-07-18 20:00:00,-321.0980194367747,
2022-07-18 23:00:00,-271.11922772683926,
2022-07-18 23:59:59,-274.9427168671851,c
2022-07-19 00:00:00,-287.2892211202444,
2022-07-19 01:00:00,-285.2219845223242,
2022-07-19 02:30:00,-280.43635479234194,
2022-07-19 03:00:00,-281.99036172706,
2022-07-19 18:30:00,-280.5775200795565,
2022-07-19 20:00:00,-280.6873755731429,
2022-07-19 23:00:00,-269.02791534966667,
2022-07-19 23:59:59,-268.3791496185864,c
2022-07-20 00:00:00,-265.89528664164527,
2022-07-20 01:00:00,-258.7056297204531,
2022-07-20 02:30:00,-264.512667079572,
2022-07-20 03:00:00,-265.96481480276026,
2022-07-20 18:30:00,-264.862766566122,
2022-07-20 20:00:00,-264.862766566122,
2022-07-20 23:00:00,-258.59856825478454,
2022-07-20 23:59:59,-252.07862121283966,c
2022-07-21 00:00:00,-243.9556965490525,
2022-07-21 01:00:00,-246.0961568375277,
2022-07-21 02:30:00,-225.96048700513757,
2022-07-21 03:00:00,-227.799319558795,
2022-07-21 18:30:00,-221.69648812145465,
2022-07-21 20:00:00,-221.6310813854115,
2022-07-21 23:00:00,-263.0913486806139,
2022-07-21 23:59:59,-257.1666483151892,c
2022-07-22 00:00:00,-247.67239585934198,
2022-07-22 01:00:00,-245.00031730127424,
2022-07-22 02:30:00,-266.60189550432665,
2022-07-22 03:00:00,-267.8635176930695,
2022-07-22 18:30:00,-267.8635176930695,
2022-07-22 20:00:00,-267.8635176930695,
2022-07-22 23:00:00,-267.8635176930695,
2022-07-22 23:59:59,-252.1851055103774,w
2022-07-25 00:00:00,-246.22041039116675,
2022-07-25 01:00:00,-234.50785710956802,
2022-07-25 02:30:00,-226.47611369398015,
2022-07-25 03:00:00,-223.84607621823653,
2022-07-25 18:30:00,-219.45595697916974,
2022-07-25 20:00:00,-219.45595697916974,
2022-07-25 23:00:00,-191.3665048056809,
2022-07-25 23:59:59,-186.24169368498826,c
2022-07-26 00:00:00,-197.29863287379908,
2022-07-26 01:00:00,-190.90472905088242,
2022-07-26 02:30:00,-208.02374048780592,
2022-07-26 03:00:00,-205.99833241708296,
2022-07-26 18:30:00,-200.7247780093223,
2022-07-26 20:00:00,-200.8203936359136,
2022-07-26 23:00:00,-187.27991922179712,
2022-07-26 23:59:59,-183.75856919186162,c
2022-07-27 00:00:00,-182.3650413136244,
2022-07-27 01:00:00,-180.9857739044007,
2022-07-27 02:30:00,-164.43733411370187,
2022-07-27 03:00:00,-164.65783717298754,
2022-07-27 18:30:00,-166.3392603871235,
2022-07-27 20:00:00,-166.18041853010632,
2022-07-27 23:00:00,-147.23524861351194,
2022-07-27 23:59:59,-136.39819985915418,c
2022-07-28 00:00:00,-121.37224129972265,
2022-07-28 01:00:00,-115.67246776729533,
2022-07-28 02:30:00,-135.26357387844467,
2022-07-28 03:00:00,-134.11158495321422,
2022-07-28 18:30:00,-133.46517242352033,
2022-07-28 20:00:00,-133.52168186734826,
2022-07-28 23:00:00,-175.30415267124317,
2022-07-28 23:59:59,-169.5640914881065,c
2022-07-29 00:00:00,-169.67823286348587,
2022-07-29 01:00:00,-172.84039553696303,
2022-07-29 02:30:00,-173.35341964169626,
2022-07-29 03:00:00,-171.9628252363548,
2022-07-29 18:30:00,-171.9628252363548,
2022-07-29 20:00:00,-171.9628252363548,
2022-07-29 23:00:00,-171.9628252363548,
2022-07-29 23:59:59,-167.8637803664263,w
2022-08-01 00:00:00,-160.04219020718398,
2022-08-01 01:00:00,-158.96694316569284,
2022-08-01 02:30:00,-161.90366196361163,
2022-08-01 03:00:00,-162.29667876838005,
2022-08-01 18:30:00,-165.49466800440757,
2022-08-01 20:00:00,-165.48331021459995,
2022-08-01 23:00:00,-159.04240770561498,
2022-08-01 23:59:59,-167.5410991908626,c
2022-08-02 00:00:00,-156.13276710538767,
2022-08-02 01:00:00,-142.61979836823733,
2022-08-02 02:30:00,-127.7365363946268,
2022-08-02 03:00:00,-128.63522773489237,
2022-08-02 18:30:00,-132.5921742119161,
