date,AS_FTSE_EM_HK_AD_2023_Q1,meta
2023-01-24 23:59:59,24.3562017184216,c
2023-01-25 00:00:00,24.3562017184216,
2023-01-25 01:00:00,24.3562017184216,
2023-01-25 02:30:00,24.3562017184216,
2023-01-25 03:00:00,24.3562017184216,
2023-01-25 18:30:00,24.3562017184216,
2023-01-25 20:00:00,24.3562017184216,
2023-01-25 23:00:00,90.44425801040944,
2023-01-25 23:59:59,90.44425801040944,c
2023-01-26 00:00:00,76.48066800290695,
2023-01-26 01:00:00,67.04441654152666,
2023-01-26 02:30:00,95.9825498400977,
2023-01-26 03:00:00,97.21364819859383,
2023-01-26 18:30:00,97.21364819859383,
2023-01-26 20:00:00,97.21364819859383,
2023-01-26 23:00:00,-5.142930467607243,
2023-01-26 23:59:59,-5.1001867917359505,c
2023-01-27 00:00:00,23.444991649769122,
2023-01-27 01:00:00,-11.5807235487774,
2023-01-27 02:30:00,20.125388774702202,
2023-01-27 03:00:00,67.37758769818677,
2023-01-27 18:30:00,67.37758769818677,
2023-01-27 20:00:00,67.37758769818677,
2023-01-27 23:00:00,67.37758769818677,
2023-01-27 23:59:59,67.38524583874292,w
2023-01-30 00:00:00,-112.4855352081637,
2023-01-30 01:00:00,-77.57989895240847,
2023-01-30 02:30:00,-119.84815448786813,
2023-01-30 03:00:00,-119.48729555222744,
2023-01-30 18:30:00,-119.48729555222744,
2023-01-30 20:00:00,-119.48729555222744,
2023-01-30 23:00:00,-72.10444357110306,
2023-01-30 23:59:59,-72.05957438908965,c
2023-01-31 00:00:00,-85.16426178452727,
2023-01-31 01:00:00,-54.821297776128645,
2023-01-31 02:30:00,-75.07800533791588,
2023-01-31 03:00:00,-55.094934356444284,
2023-01-31 18:30:00,-55.094934356444284,
2023-01-31 20:00:00,-55.094934356444284,
2023-01-31 23:00:00,40.91157893872216,
2023-01-31 23:59:59,40.985104305075026,c
2023-02-01 00:00:00,92.3702916939435,
2023-02-01 01:00:00,93.42663939735428,
2023-02-01 02:30:00,184.84089696321792,
2023-02-01 03:00:00,175.33463242587356,
2023-02-01 18:30:00,175.33463242587356,
2023-02-01 20:00:00,175.33463242587356,
2023-02-01 23:00:00,192.88417246849775,
2023-02-01 23:59:59,192.97271112219033,c
2023-02-02 00:00:00,167.14862745161713,
2023-02-02 01:00:00,111.43837066737706,
2023-02-02 02:30:00,129.47931745170945,
2023-02-02 03:00:00,145.34659521562713,
2023-02-02 18:30:00,145.34659521562713,
2023-02-02 20:00:00,145.34659521562713,
2023-02-02 23:00:00,75.5010671378827,
2023-02-02 23:59:59,75.58172408349509,c
2023-02-03 00:00:00,126.70167476942396,
2023-02-03 01:00:00,118.56611778800539,
2023-02-03 02:30:00,138.1535543564313,
2023-02-03 03:00:00,144.3409056642459,
2023-02-03 18:30:00,144.3409056642459,
2023-02-03 20:00:00,144.3409056642459,
2023-02-03 23:00:00,144.3409056642459,
2023-02-03 23:59:59,144.4136042543591,w
2023-02-06 00:00:00,54.76472419050614,
2023-02-06 01:00:00,41.38878859919967,
2023-02-06 02:30:00,57.28214876714503,
2023-02-06 03:00:00,78.45954779075535,
2023-02-06 18:30:00,78.45954779075535,
2023-02-06 20:00:00,78.45954779075535,
2023-02-06 23:00:00,49.592739693850916,
2023-02-06 23:59:59,49.60122898648413,c
2023-02-07 00:00:00,32.59400912358066,
2023-02-07 01:00:00,34.45152485509672,
2023-02-07 02:30:00,-8.607870085430989,
2023-02-07 03:00:00,11.201327719846603,
2023-02-07 18:30:00,11.201327719846603,
2023-02-07 20:00:00,11.201327719846603,
2023-02-07 23:00:00,-5.486576974727001,
2023-02-07 23:59:59,-5.458910054492833,c
2023-02-08 00:00:00,8.021776703552149,
2023-02-08 01:00:00,4.522802214556975,
2023-02-08 02:30:00,-10.79410147374628,
2023-02-08 03:00:00,7.199055450978989,
2023-02-08 18:30:00,7.199055450978989,
2023-02-08 20:00:00,7.199055450978989,
2023-02-08 23:00:00,-29.637308370532054,
2023-02-08 23:59:59,-29.622747779439692,c
2023-02-09 00:00:00,-7.246614872377819,
2023-02-09 01:00:00,-11.467167591316866,
2023-02-09 02:30:00,-13.049233916660285,
2023-02-09 03:00:00,-23.00889117890958,
2023-02-09 18:30:00,-23.00889117890958,
2023-02-09 20:00:00,-23.00889117890958,
2023-02-09 23:00:00,4.747199794191147,
2023-02-09 23:59:59,4.763005942704069,c
2023-02-10 00:00:00,40.80568566734462,
2023-02-10 01:00:00,42.01352503806433,
2023-02-10 02:30:00,51.54367916074068,
2023-02-10 03:00:00,57.70151532968168,
2023-02-10 18:30:00,57.70151532968168,
2023-02-10 20:00:00,57.70151532968168,
2023-02-10 23:00:00,57.70151532968168,
2023-02-10 23:59:59,57.70151532968168,w
2023-02-13 00:00:00,4.42843080185628,
2023-02-13 01:00:00,17.20441401756085,
2023-02-13 02:30:00,29.720997206212814,
2023-02-13 03:00:00,69.830377412985,
2023-02-13 18:30:00,69.830377412985,
2023-02-13 20:00:00,69.830377412985,
2023-02-13 23:00:00,54.00278152352118,
2023-02-13 23:59:59,54.00566673328359,c
2023-02-14 00:00:00,26.337061321284295,
2023-02-14 01:00:00,33.90841701762221,
2023-02-14 02:30:00,61.016947090868854,
2023-02-14 03:00:00,72.14504069842226,
2023-02-14 18:30:00,72.14504069842226,
2023-02-14 20:00:00,72.14504069842226,
2023-02-14 23:00:00,33.555667802605996,
2023-02-14 23:59:59,33.554355374777856,c
2023-02-15 00:00:00,42.222641196583425,
2023-02-15 01:00:00,19.289234862182127,
2023-02-15 02:30:00,19.633898392692487,
2023-02-15 03:00:00,11.858684007415974,
2023-02-15 18:30:00,11.858684007415974,
2023-02-15 20:00:00,11.858684007415974,
2023-02-15 23:00:00,25.847408529111135,
2023-02-15 23:59:59,25.913131992259224,c
2023-02-16 00:00:00,-22.45386680483813,
2023-02-16 01:00:00,-13.410206639854778,
2023-02-16 02:30:00,-3.044677467028606,
2023-02-16 03:00:00,-2.6641426752742348,
2023-02-16 18:30:00,-2.6641426752742348,
2023-02-16 20:00:00,-2.6641426752742348,
2023-02-16 23:00:00,-46.79241013345393,
2023-02-16 23:59:59,-46.777996044310285,c
2023-02-17 00:00:00,-32.030274817679526,
2023-02-17 01:00:00,-36.93434332026675,
2023-02-17 02:30:00,18.958319468268627,
2023-02-17 03:00:00,-0.01538253197381323,
2023-02-17 18:30:00,-0.01538253197381323,
2023-02-17 20:00:00,-0.01538253197381323,
2023-02-17 23:00:00,-0.01538253197381323,
2023-02-17 23:59:59,0.0,a
2023-02-20 00:00:00,98.43911536163307,
2023-02-20 01:00:00,85.23707305237991,
2023-02-20 02:30:00,82.24123431643889,
2023-02-20 03:00:00,71.53438870305419,
2023-02-20 18:30:00,71.53438870305419,
2023-02-20 20:00:00,71.53438870305419,
2023-02-20 23:00:00,112.83378772758999,
2023-02-20 23:59:59,112.46276330941515,c
2023-02-21 00:00:00,140.52667086516095,
2023-02-21 01:00:00,133.26523165606454,
2023-02-21 02:30:00,146.0104372135729,
2023-02-21 03:00:00,152.91221515657287,
2023-02-21 18:30:00,152.91221515657287,
2023-02-21 20:00:00,152.91221515657287,
2023-02-21 23:00:00,113.67397882223719,
2023-02-21 23:59:59,113.78167341340242,c
2023-02-22 00:00:00,143.88700719912407,
2023-02-22 01:00:00,164.9143363958296,
2023-02-22 02:30:00,166.54259290923142,
2023-02-22 03:00:00,194.0189760908073,
2023-02-22 18:30:00,194.0189760908073,
2023-02-22 20:00:00,194.0189760908073,
2023-02-22 23:00:00,181.87990280068163,
2023-02-22 23:59:59,181.86183238997472,c
2023-02-23 00:00:00,159.6623487175845,
2023-02-23 01:00:00,177.69643199647908,
2023-02-23 02:30:00,192.782297319549,
2023-02-23 03:00:00,195.56672415514765,
2023-02-23 18:30:00,195.56672415514765,
2023-02-23 20:00:00,195.56672415514765,
2023-02-23 23:00:00,245.09907236577334,
2023-02-23 23:59:59,245.05382623691492,c
2023-02-24 00:00:00,258.81913056780604,
2023-02-24 01:00:00,224.0790885757063,
2023-02-24 02:30:00,259.07328035573335,
2023-02-24 03:00:00,258.2696857782566,
2023-02-24 18:30:00,258.2696857782566,
2023-02-24 20:00:00,258.2696857782566,
2023-02-24 23:00:00,258.2696857782566,
2023-02-24 23:59:59,258.2806647525805,w
2023-02-27 00:00:00,222.3721416611382,
2023-02-27 01:00:00,211.53026547494733,
2023-02-27 02:30:00,201.51135704680553,
2023-02-27 03:00:00,203.15860198197225,
2023-02-27 18:30:00,203.15860198197225,
2023-02-27 20:00:00,203.15860198197225,
2023-02-27 23:00:00,147.20910838151474,
2023-02-27 23:59:59,147.1174537644091,c
2023-02-28 00:00:00,144.31919481914957,
2023-02-28 01:00:00,151.54714417394996,
2023-02-28 02:30:00,141.1450528252223,
2023-02-28 03:00:00,113.09650460044031,
2023-02-28 18:30:00,113.09650460044031,
2023-02-28 20:00:00,113.09650460044031,
2023-02-28 23:00:00,109.92732362226263,
2023-02-28 23:59:59,110.00830829535658,c
2023-03-01 00:00:00,127.64347797295,
2023-03-01 01:00:00,112.43031477579672,
2023-03-01 02:30:00,101.39900267295582,
2023-03-01 03:00:00,97.58628199273568,
2023-03-01 18:30:00,97.58628199273568,
2023-03-01 20:00:00,97.58628199273568,
2023-03-01 23:00:00,42.7762683526889,
2023-03-01 23:59:59,42.78175323731156,c
2023-03-02 00:00:00,70.91114255087089,
2023-03-02 01:00:00,79.34434962320512,
2023-03-02 02:30:00,76.93146707460792,
2023-03-02 03:00:00,69.59096592730285,
2023-03-02 18:30:00,69.59096592730285,
2023-03-02 20:00:00,69.59096592730285,
2023-03-02 23:00:00,97.10860586249487,
2023-03-02 23:59:59,97.11890995334284,c
2023-03-03 00:00:00,95.7695590268413,
2023-03-03 01:00:00,52.62262801050875,
2023-03-03 02:30:00,66.17896375058385,
2023-03-03 03:00:00,76.47834904805134,
2023-03-03 18:30:00,76.47834904805134,
2023-03-03 20:00:00,76.47834904805134,
2023-03-03 23:00:00,76.47834904805134,
2023-03-03 23:59:59,76.48152077096137,w
2023-03-06 00:00:00,144.95783614574287,
2023-03-06 01:00:00,103.31775345243557,
2023-03-06 02:30:00,112.83055498454974,
2023-03-06 03:00:00,117.3076311200773,
2023-03-06 18:30:00,117.3076311200773,
2023-03-06 20:00:00,117.3076311200773,
2023-03-06 23:00:00,-3.446100516513013,
2023-03-06 23:59:59,-3.4439470526849902,c
2023-03-07 00:00:00,9.96864223633159,
2023-03-07 01:00:00,37.983240619355115,
2023-03-07 02:30:00,21.773955026746535,
2023-03-07 03:00:00,19.377203051820203,
2023-03-07 18:30:00,19.377203051820203,
2023-03-07 20:00:00,19.377203051820203,
2023-03-07 23:00:00,52.668592130994625,
2023-03-07 23:59:59,52.67432885095809,c
2023-03-08 00:00:00,70.90089979701119,
2023-03-08 01:00:00,57.45926520378558,
2023-03-08 02:30:00,38.144476823848436,
2023-03-08 03:00:00,48.046345115088144,
2023-03-08 18:30:00,48.046345115088144,
2023-03-08 20:00:00,48.046345115088144,
2023-03-08 23:00:00,53.32289344881039,
2023-03-08 23:59:59,53.325769960986435,c
2023-03-09 00:00:00,61.371237305624106,
2023-03-09 01:00:00,36.895876968388905,
2023-03-09 02:30:00,55.20948455878829,
2023-03-09 03:00:00,88.15369995460969,
2023-03-09 18:30:00,88.15369995460969,
2023-03-09 20:00:00,88.15369995460969,
2023-03-09 23:00:00,85.46627826874607,
2023-03-09 23:59:59,85.47285055208158,c
2023-03-10 00:00:00,105.28242130221292,
2023-03-10 01:00:00,113.70157317013633,
2023-03-10 02:30:00,104.51482665806026,
2023-03-10 03:00:00,107.95395009259909,
2023-03-10 18:30:00,107.95395009259909,
2023-03-10 20:00:00,107.95395009259909,
2023-03-10 23:00:00,107.95395009259909,
2023-03-10 23:59:59,107.97181432022683,w
2023-03-13 00:00:00,107.97181432022683,
2023-03-13 01:00:00,107.97181432022683,
2023-03-13 02:30:00,107.97181432022683,
2023-03-13 03:00:00,107.97181432022683,
2023-03-13 18:30:00,107.97181432022683,
2023-03-13 20:00:00,107.97181432022683,
2023-03-13 23:00:00,107.97181432022683,
2023-03-13 23:59:59,107.97181432022683,c
2023-03-14 00:00:00,107.97181432022683,
2023-03-14 01:00:00,107.97181432022683,
2023-03-14 02:30:00,107.97181432022683,
2023-03-14 03:00:00,107.97181432022683,
2023-03-14 18:30:00,107.97181432022683,
2023-03-14 20:00:00,107.97181432022683,
2023-03-14 23:00:00,107.97181432022683,
2023-03-14 23:59:59,107.97181432022683,c
2023-03-15 00:00:00,107.97181432022683,
2023-03-15 01:00:00,107.97181432022683,
2023-03-15 02:30:00,107.97181432022683,
2023-03-15 03:00:00,107.97181432022683,
2023-03-15 18:30:00,107.97181432022683,
2023-03-15 20:00:00,107.97181432022683,
2023-03-15 23:00:00,107.97181432022683,
2023-03-15 23:59:59,107.97181432022683,c
2023-03-16 00:00:00,107.97181432022683,
2023-03-16 01:00:00,107.97181432022683,
2023-03-16 02:30:00,107.97181432022683,
2023-03-16 03:00:00,107.97181432022683,
2023-03-16 18:30:00,107.97181432022683,
2023-03-16 20:00:00,107.97181432022683,
2023-03-16 23:00:00,107.97181432022683,
2023-03-16 23:59:59,107.97181432022683,c
2023-03-17 00:00:00,107.97181432022683,
2023-03-17 01:00:00,107.97181432022683,
2023-03-17 02:30:00,107.97181432022683,
2023-03-17 03:00:00,107.97181432022683,
2023-03-17 18:30:00,107.97181432022683,
2023-03-17 20:00:00,107.97181432022683,
2023-03-17 23:00:00,107.97181432022683,
2023-03-17 23:59:59,107.97181432022683,e
2023-03-20 00:00:00,107.97181432022683,
2023-03-20 01:00:00,107.97181432022683,
2023-03-20 02:30:00,107.97181432022683,
2023-03-20 03:00:00,107.97181432022683,
2023-03-20 18:30:00,107.97181432022683,
2023-03-20 20:00:00,107.97181432022683,
2023-03-20 23:00:00,107.97181432022683,
2023-03-20 23:59:59,107.97181432022683,c
2023-03-21 00:00:00,107.97181432022683,
2023-03-21 01:00:00,107.97181432022683,
2023-03-21 02:30:00,107.97181432022683,
2023-03-21 03:00:00,107.97181432022683,
2023-03-21 18:30:00,107.97181432022683,
2023-03-21 20:00:00,107.97181432022683,
2023-03-21 23:00:00,107.97181432022683,
2023-03-21 23:59:59,107.97181432022683,c
2023-03-22 00:00:00,107.97181432022683,
2023-03-22 01:00:00,107.97181432022683,
2023-03-22 02:30:00,107.97181432022683,
2023-03-22 03:00:00,107.97181432022683,
2023-03-22 18:30:00,107.97181432022683,
2023-03-22 20:00:00,107.97181432022683,
2023-03-22 23:00:00,107.97181432022683,
2023-03-22 23:59:59,107.97181432022683,c
2023-03-23 00:00:00,107.97181432022683,
2023-03-23 01:00:00,107.97181432022683,
2023-03-23 02:30:00,107.97181432022683,
2023-03-23 03:00:00,107.97181432022683,
2023-03-23 18:30:00,107.97181432022683,
2023-03-23 20:00:00,107.97181432022683,
2023-03-23 23:00:00,107.97181432022683,
2023-03-23 23:59:59,107.97181432022683,c
2023-03-24 00:00:00,107.97181432022683,
2023-03-24 01:00:00,107.97181432022683,
2023-03-24 02:30:00,107.97181432022683,
2023-03-24 03:00:00,107.97181432022683,
2023-03-24 18:30:00,107.97181432022683,
2023-03-24 20:00:00,107.97181432022683,
2023-03-24 23:00:00,107.97181432022683,
2023-03-24 23:59:59,107.97181432022683,w
2023-03-27 00:00:00,107.97181432022683,
2023-03-27 01:00:00,107.97181432022683,
2023-03-27 02:30:00,107.97181432022683,
2023-03-27 03:00:00,107.97181432022683,
2023-03-27 18:30:00,107.97181432022683,
2023-03-27 20:00:00,107.97181432022683,
2023-03-27 23:00:00,107.97181432022683,
2023-03-27 23:59:59,107.97181432022683,c
2023-03-28 00:00:00,107.97181432022683,
2023-03-28 01:00:00,107.97181432022683,
2023-03-28 02:30:00,107.97181432022683,
2023-03-28 03:00:00,107.97181432022683,
2023-03-28 18:30:00,107.97181432022683,
2023-03-28 20:00:00,107.97181432022683,
2023-03-28 23:00:00,107.97181432022683,
2023-03-28 23:59:59,107.97181432022683,c
2023-03-29 00:00:00,107.97181432022683,
2023-03-29 01:00:00,107.97181432022683,
2023-03-29 02:30:00,107.97181432022683,
2023-03-29 03:00:00,107.97181432022683,
2023-03-29 18:30:00,107.97181432022683,
2023-03-29 20:00:00,107.97181432022683,
2023-03-29 23:00:00,107.97181432022683,
2023-03-29 23:59:59,107.97181432022683,c
2023-03-30 00:00:00,107.97181432022683,
2023-03-30 01:00:00,107.97181432022683,
2023-03-30 02:30:00,107.97181432022683,
2023-03-30 03:00:00,107.97181432022683,
2023-03-30 18:30:00,107.97181432022683,
2023-03-30 20:00:00,107.97181432022683,
2023-03-30 23:00:00,107.97181432022683,
2023-03-30 23:59:59,107.97181432022683,c
2023-03-31 00:00:00,107.97181432022683,
2023-03-31 01:00:00,107.97181432022683,
2023-03-31 02:30:00,107.97181432022683,
2023-03-31 03:00:00,107.97181432022683,
2023-03-31 18:30:00,107.97181432022683,
2023-03-31 20:00:00,107.97181432022683,
2023-03-31 23:00:00,107.97181432022683,
2023-03-31 23:59:59,107.97181432022683,w
2023-04-03 00:00:00,107.97181432022683,
2023-04-03 01:00:00,107.97181432022683,
2023-04-03 02:30:00,107.97181432022683,
2023-04-03 03:00:00,107.97181432022683,
2023-04-03 18:30:00,107.97181432022683,
2023-04-03 20:00:00,107.97181432022683,
2023-04-03 23:00:00,107.97181432022683,
2023-04-03 23:59:59,107.97181432022683,c
2023-04-04 00:00:00,107.97181432022683,
2023-04-04 01:00:00,107.97181432022683,
2023-04-04 02:30:00,107.97181432022683,
2023-04-04 03:00:00,107.97181432022683,
2023-04-04 18:30:00,107.97181432022683,
2023-04-04 20:00:00,107.97181432022683,
2023-04-04 23:00:00,107.97181432022683,
2023-04-04 23:59:59,107.97181432022683,c
2023-04-05 00:00:00,107.97181432022683,
2023-04-05 01:00:00,107.97181432022683,
2023-04-05 02:30:00,107.97181432022683,
2023-04-05 03:00:00,107.97181432022683,
2023-04-05 18:30:00,107.97181432022683,
2023-04-05 20:00:00,107.97181432022683,
2023-04-05 23:00:00,107.97181432022683,
2023-04-05 23:59:59,107.97181432022683,c
2023-04-06 00:00:00,107.97181432022683,
2023-04-06 01:00:00,107.97181432022683,
2023-04-06 02:30:00,107.97181432022683,
2023-04-06 03:00:00,107.97181432022683,
2023-04-06 18:30:00,107.97181432022683,
2023-04-06 20:00:00,107.97181432022683,
2023-04-06 23:00:00,107.97181432022683,
2023-04-06 23:59:59,107.97181432022683,c
2023-04-07 00:00:00,107.97181432022683,
2023-04-07 01:00:00,107.97181432022683,
2023-04-07 02:30:00,107.97181432022683,
2023-04-07 03:00:00,107.97181432022683,
2023-04-07 18:30:00,107.97181432022683,
2023-04-07 20:00:00,107.97181432022683,
2023-04-07 23:00:00,107.97181432022683,
2023-04-07 23:59:59,107.97181432022683,w
