date,HEAL_2022_Q2,meta
2022-05-20 00:00:00,82.35029048766131,
2022-05-20 10:00:00,43.09276631167637,
2022-05-20 10:30:00,53.20087785237939,
2022-05-20 12:00:00,-40.99061946141779,
2022-05-20 13:30:00,-103.30708342343803,
2022-05-20 15:00:00,-40.799700769939875,
2022-05-20 15:30:30,-40.799700769939875,
2022-05-20 23:59:59,7.287629206440556,w
2022-05-23 00:00:00,-3.1650257412903784,
2022-05-23 10:00:00,-18.94134211881004,
2022-05-23 10:30:00,-32.767226945343964,
2022-05-23 12:00:00,-19.68915843090491,
2022-05-23 13:30:00,8.630942075052019,
2022-05-23 15:00:00,15.072522411241494,
2022-05-23 15:30:30,15.072522411241494,
2022-05-23 23:59:59,12.470335119869617,c
2022-05-24 00:00:00,-33.905031054144786,
2022-05-24 10:00:00,-89.40760145587831,
2022-05-24 10:30:00,-55.73785997721984,
2022-05-24 12:00:00,-60.147946552668884,
2022-05-24 13:30:00,-110.84274357494508,
2022-05-24 15:00:00,-130.7343438252032,
2022-05-24 15:30:30,-130.7343438252032,
2022-05-24 23:59:59,-116.54897267775664,c
2022-05-25 00:00:00,-120.45858498934331,
2022-05-25 10:00:00,-136.10527274795749,
2022-05-25 10:30:00,-112.77634502353533,
2022-05-25 12:00:00,-153.13485540771296,
2022-05-25 13:30:00,-147.54891795394775,
2022-05-25 15:00:00,-111.8922215107923,
2022-05-25 15:30:30,-111.8922215107923,
2022-05-25 23:59:59,-102.8531789700993,c
2022-05-26 00:00:00,-82.21772989857226,
2022-05-26 10:00:00,-67.08462264652042,
2022-05-26 10:30:00,-54.25553475128328,
2022-05-26 12:00:00,-37.64288370809987,
2022-05-26 13:30:00,-34.35413660945903,
2022-05-26 15:00:00,-28.10154908500914,
2022-05-26 15:30:30,-28.10154908500914,
2022-05-26 23:59:59,-29.1347083624687,c
2022-05-27 00:00:00,-7.678970748376571,
2022-05-27 10:00:00,23.731659539764223,
2022-05-27 10:30:00,72.29595028776072,
2022-05-27 12:00:00,83.30198393333586,
2022-05-27 13:30:00,115.66624670734251,
2022-05-27 15:00:00,140.99969901785295,
2022-05-27 15:30:30,140.99969901785295,
2022-05-27 23:59:59,126.71386903543208,w
2022-05-30 00:00:00,126.71386903543208,
2022-05-30 10:00:00,126.71386903543208,
2022-05-30 10:30:00,126.71386903543208,
2022-05-30 12:00:00,126.71386903543208,
2022-05-30 13:30:00,126.71386903543208,
2022-05-30 15:00:00,126.71386903543208,
2022-05-30 15:30:30,126.71386903543208,
2022-05-30 23:59:59,126.71386903543208,c
2022-05-31 00:00:00,74.8713628478053,
2022-05-31 10:00:00,74.92053864942801,
2022-05-31 10:30:00,67.48788873295251,
2022-05-31 12:00:00,77.86056297598049,
2022-05-31 13:30:00,51.78005570731426,
2022-05-31 15:00:00,-4.929369857872132,
