date,PPP_2021_Q1,meta
2021-02-05 00:00:00,461.01222465436535,
2021-02-05 10:00:00,503.8080439594189,
2021-02-05 10:30:00,498.8599530448125,
2021-02-05 12:00:00,505.6459956997858,
2021-02-05 13:30:00,523.9259926649991,
2021-02-05 15:00:00,514.4335205467034,
2021-02-05 15:30:30,514.4335205467034,
2021-02-05 23:59:59,526.0523042786369,w
2021-02-08 00:00:00,492.95137852954144,
2021-02-08 10:00:00,498.3065362634318,
2021-02-08 10:30:00,495.3059608713172,
2021-02-08 12:00:00,532.0177438033327,
2021-02-08 13:30:00,506.1442332498816,
2021-02-08 15:00:00,493.65036239964206,
2021-02-08 15:30:30,493.65036239964206,
2021-02-08 23:59:59,486.80326943261275,c
2021-02-09 00:00:00,439.09173931206465,
2021-02-09 10:00:00,449.21843927678015,
2021-02-09 10:30:00,437.18477446292695,
2021-02-09 12:00:00,435.94238281896673,
2021-02-09 13:30:00,428.7713078865893,
2021-02-09 15:00:00,447.1710666656006,
2021-02-09 15:30:30,447.1710666656006,
2021-02-09 23:59:59,442.49355087187337,c
2021-02-10 00:00:00,440.102633588898,
2021-02-10 10:00:00,424.6177267081018,
2021-02-10 10:30:00,431.51274583348345,
2021-02-10 12:00:00,431.4422618933661,
2021-02-10 13:30:00,427.85015969197207,
2021-02-10 15:00:00,432.6209850204925,
2021-02-10 15:30:30,432.6209850204925,
2021-02-10 23:59:59,431.70867426339487,c
2021-02-11 00:00:00,472.7723140042151,
2021-02-11 10:00:00,476.43734140540187,
2021-02-11 10:30:00,476.475264681859,
2021-02-11 12:00:00,487.10492577058744,
2021-02-11 13:30:00,477.32823188719817,
2021-02-11 15:00:00,482.78806199402266,
2021-02-11 15:30:30,482.78806199402266,
2021-02-11 23:59:59,480.915464939372,c
2021-02-12 00:00:00,448.17642297371344,
2021-02-12 10:00:00,413.17904846579836,
2021-02-12 10:30:00,403.3293623402092,
2021-02-12 12:00:00,416.61740736788033,
2021-02-12 13:30:00,418.9192420473812,
2021-02-12 15:00:00,413.8904349327472,
2021-02-12 15:30:30,413.8904349327472,
2021-02-12 23:59:59,404.74292011632133,w
2021-02-15 00:00:00,404.74292011632133,
2021-02-15 10:00:00,404.74292011632133,
2021-02-15 10:30:00,404.74292011632133,
2021-02-15 12:00:00,404.74292011632133,
2021-02-15 13:30:00,404.74292011632133,
2021-02-15 15:00:00,404.74292011632133,
2021-02-15 15:30:30,404.74292011632133,
2021-02-15 23:59:59,404.74292011632133,c
2021-02-16 00:00:00,397.76225401614147,
2021-02-16 10:00:00,346.856114883396,
2021-02-16 10:30:00,360.59253247667493,
2021-02-16 12:00:00,312.8256056235416,
2021-02-16 13:30:00,330.2140777817599,
2021-02-16 15:00:00,316.47177789435113,
2021-02-16 15:30:30,316.47177789435113,
2021-02-16 23:59:59,313.4735296277022,c
2021-02-17 00:00:00,289.0539249977428,
2021-02-17 10:00:00,308.42121257000645,
2021-02-17 10:30:00,307.9178764585238,
2021-02-17 12:00:00,321.5448275045137,
2021-02-17 13:30:00,319.4627297955167,
2021-02-17 15:00:00,307.74088471963705,
2021-02-17 15:30:30,307.74088471963705,
2021-02-17 23:59:59,309.90089352818336,c
2021-02-18 00:00:00,263.33717198527575,
2021-02-18 10:00:00,245.51512545845503,
2021-02-18 10:30:00,250.88495594213055,
2021-02-18 12:00:00,239.29986383417986,
2021-02-18 13:30:00,249.35064268837323,
2021-02-18 15:00:00,245.14175795238293,
2021-02-18 15:30:30,245.14175795238293,
2021-02-18 23:59:59,246.43932787615017,c
2021-02-19 00:00:00,263.6044291174708,
2021-02-19 10:00:00,216.797893208475,
2021-02-19 10:30:00,213.3265295109852,
2021-02-19 12:00:00,206.7963636060931,
2021-02-19 13:30:00,186.54630358918348,
2021-02-19 15:00:00,189.65047660377718,
2021-02-19 15:30:30,189.65047660377718,
2021-02-19 23:59:59,206.21650835072364,w
2021-02-22 00:00:00,65.3475130418667,
2021-02-22 10:00:00,25.551383899171697,
2021-02-22 10:30:00,-1.3323270229946047,
2021-02-22 12:00:00,-16.673339409565415,
2021-02-22 13:30:00,-5.379412150473399,
2021-02-22 15:00:00,-17.46671975788672,
2021-02-22 15:30:30,-17.46671975788672,
2021-02-22 23:59:59,-20.17953946179273,c
2021-02-23 00:00:00,-16.598124937653438,
2021-02-23 10:00:00,9.48076049252768,
2021-02-23 10:30:00,12.117515518496702,
2021-02-23 12:00:00,40.858225982653494,
2021-02-23 13:30:00,12.37028015075839,
2021-02-23 15:00:00,-15.605300244572163,
2021-02-23 15:30:30,-15.605300244572163,
2021-02-23 23:59:59,-14.012954782973111,c
2021-02-24 00:00:00,0.6318465313765955,
2021-02-24 10:00:00,-44.751497657197206,
2021-02-24 10:30:00,-37.23543221511932,
2021-02-24 12:00:00,-30.258754468299912,
2021-02-24 13:30:00,-13.827398227374715,
2021-02-24 15:00:00,-21.686204552456275,
2021-02-24 15:30:30,-21.686204552456275,
2021-02-24 23:59:59,-33.51107927495741,c
2021-02-25 00:00:00,-57.876056700844174,
2021-02-25 10:00:00,-40.212688730239506,
2021-02-25 10:30:00,-66.13344826828211,
2021-02-25 12:00:00,-80.34436247071199,
2021-02-25 13:30:00,-77.8167036855873,
2021-02-25 15:00:00,-89.50736327521145,
2021-02-25 15:30:30,-89.50736327521145,
2021-02-25 23:59:59,-70.44798280914051,c
2021-02-26 00:00:00,-34.38638828251601,
2021-02-26 10:00:00,-37.11709710373725,
2021-02-26 10:30:00,-34.16069239679928,
2021-02-26 12:00:00,-61.936864071560194,
2021-02-26 13:30:00,-54.02758449436487,
2021-02-26 15:00:00,-81.59379396237523,
2021-02-26 15:30:30,-81.59379396237523,m
2021-02-26 23:59:59,-99.43429289735491,w
2021-03-01 00:00:00,-139.78164575832602,
2021-03-01 10:00:00,-138.3322192279345,
2021-03-01 10:30:00,-127.01235806528916,
2021-03-01 12:00:00,-83.0730796914263,
2021-03-01 13:30:00,-80.29121037810387,
2021-03-01 15:00:00,-108.29464478064392,
2021-03-01 15:30:30,-108.29464478064392,
2021-03-01 23:59:59,-113.8710403461273,c
2021-03-02 00:00:00,-142.21196117444333,
2021-03-02 10:00:00,-154.82994841953905,
2021-03-02 10:30:00,-175.56484512169345,
2021-03-02 12:00:00,-149.66547542178319,
2021-03-02 13:30:00,-118.25048894420524,
2021-03-02 15:00:00,-72.70705149329024,
2021-03-02 15:30:30,-72.70705149329024,
2021-03-02 23:59:59,-72.55389238525458,c
2021-03-03 00:00:00,-131.08585422645342,
2021-03-03 10:00:00,-188.09185275309892,
2021-03-03 10:30:00,-186.22237843169114,
2021-03-03 12:00:00,-181.7698531680212,
2021-03-03 13:30:00,-194.59311901994965,
2021-03-03 15:00:00,-95.02776256747939,
2021-03-03 15:30:30,-95.02776256747939,
2021-03-03 23:59:59,-83.48699779765957,c
2021-03-04 00:00:00,-44.20085593854719,
2021-03-04 10:00:00,-1.2680973196718242,
2021-03-04 10:30:00,13.667886811371545,
2021-03-04 12:00:00,34.21181852719451,
2021-03-04 13:30:00,22.078732962919503,
2021-03-04 15:00:00,3.3187130040137163,
2021-03-04 15:30:30,3.3187130040137163,
2021-03-04 23:59:59,-19.199956081661867,c
2021-03-05 00:00:00,-55.56471186155136,
2021-03-05 10:00:00,-84.58784662140079,
2021-03-05 10:30:00,-63.9317467435078,
2021-03-05 12:00:00,-76.11698388638729,
2021-03-05 13:30:00,-88.63988990318558,
2021-03-05 15:00:00,-96.61303259876286,
2021-03-05 15:30:30,-96.61303259876286,
2021-03-05 23:59:59,-90.2746422824182,w
2021-03-08 00:00:00,-144.37089582562112,
2021-03-08 10:00:00,-123.46348084794226,
2021-03-08 10:30:00,-102.84971527797939,
2021-03-08 12:00:00,-133.29208273984477,
2021-03-08 13:30:00,-116.33418517505288,
2021-03-08 15:00:00,-155.84975159182113,
2021-03-08 15:30:30,-155.84975159182113,
2021-03-08 23:59:59,-179.43851174046063,c
2021-03-09 00:00:00,-178.50058822372534,
2021-03-09 10:00:00,-129.12830777829276,
2021-03-09 10:30:00,-127.87955743533871,
2021-03-09 12:00:00,-157.66546906365352,
2021-03-09 13:30:00,-144.41355710866014,
2021-03-09 15:00:00,-155.77252196027098,
2021-03-09 15:30:30,-155.77252196027098,
2021-03-09 23:59:59,-148.62994884582326,c
2021-03-10 00:00:00,-119.89323507084941,
2021-03-10 10:00:00,-105.20365236602561,
2021-03-10 10:30:00,-106.45211035634179,
2021-03-10 12:00:00,-79.61051343747317,
2021-03-10 13:30:00,-86.97925070443648,
2021-03-10 15:00:00,-64.32123850151333,
2021-03-10 15:30:30,-64.32123850151333,
2021-03-10 23:59:59,-83.63907741542539,c
2021-03-11 00:00:00,-53.95480695090782,
2021-03-11 10:00:00,-61.05465864341477,
2021-03-11 10:30:00,-59.679087256303774,
2021-03-11 12:00:00,-34.195600073461264,
2021-03-11 13:30:00,-16.02464605497221,
2021-03-11 15:00:00,-35.79711166569814,
2021-03-11 15:30:30,-35.79711166569814,
2021-03-11 23:59:59,-42.23142870238303,c
2021-03-12 00:00:00,-47.3051927378815,
2021-03-12 10:00:00,-51.56262016530786,
2021-03-12 10:30:00,-54.473282104953114,
2021-03-12 12:00:00,-14.77757548371801,
2021-03-12 13:30:00,-15.18030648584886,
2021-03-12 15:00:00,-6.050843332908471,
2021-03-12 15:30:30,-6.050843332908471,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,23.264661761938214,
2021-03-15 10:00:00,183.7487301207516,
2021-03-15 10:30:00,194.9348520307476,
2021-03-15 12:00:00,274.7619181045784,
2021-03-15 13:30:00,332.1736844269342,
2021-03-15 15:00:00,311.05603023879326,
2021-03-15 15:30:30,311.05603023879326,
2021-03-15 23:59:59,319.67812013990965,c
2021-03-16 00:00:00,299.2823616622343,
2021-03-16 10:00:00,417.32424899342277,
2021-03-16 10:30:00,444.18638505516833,
2021-03-16 12:00:00,428.8670649303501,
2021-03-16 13:30:00,420.3622954824241,
2021-03-16 15:00:00,384.51991181654716,
2021-03-16 15:30:30,384.51991181654716,
2021-03-16 23:59:59,398.8094828901999,c
2021-03-17 00:00:00,368.44302877299765,
2021-03-17 10:00:00,379.4915304890401,
2021-03-17 10:30:00,383.6240797707678,
2021-03-17 12:00:00,373.871939899625,
2021-03-17 13:30:00,404.1129554910135,
2021-03-17 15:00:00,397.68741203522814,
2021-03-17 15:30:30,397.68741203522814,
2021-03-17 23:59:59,355.0142512965849,c
2021-03-18 00:00:00,461.8243326267004,
2021-03-18 10:00:00,386.92849677570894,
2021-03-18 10:30:00,380.18821251952613,
2021-03-18 12:00:00,364.6190935900838,
2021-03-18 13:30:00,383.79649524507454,
2021-03-18 15:00:00,360.9830118430102,
2021-03-18 15:30:30,360.9830118430102,
2021-03-18 23:59:59,377.12167602666045,c
2021-03-19 00:00:00,422.80137499892794,
2021-03-19 10:00:00,412.10868849736744,
2021-03-19 10:30:00,409.24971683547096,
2021-03-19 12:00:00,423.7678685979074,
2021-03-19 13:30:00,427.6371855676946,
2021-03-19 15:00:00,427.8294877328956,
2021-03-19 15:30:30,427.8294877328956,
2021-03-19 23:59:59,431.20602333130705,e
2021-03-22 00:00:00,441.4124158385405,
2021-03-22 10:00:00,430.86250357193126,
2021-03-22 10:30:00,406.19660735495677,
2021-03-22 12:00:00,422.6851532836022,
2021-03-22 13:30:00,402.9452123942249,
2021-03-22 15:00:00,450.9633018309239,
2021-03-22 15:30:30,450.9633018309239,
2021-03-22 23:59:59,466.6350661220479,c
2021-03-23 00:00:00,446.0418076462736,
2021-03-23 10:00:00,444.3061824996955,
2021-03-23 10:30:00,444.32644556746914,
2021-03-23 12:00:00,460.28930049307905,
2021-03-23 13:30:00,474.08899870406754,
2021-03-23 15:00:00,501.1263591176987,
2021-03-23 15:30:30,501.1263591176987,
2021-03-23 23:59:59,460.032533398479,c
2021-03-24 00:00:00,453.189423641649,
2021-03-24 10:00:00,399.96579127920495,
2021-03-24 10:30:00,403.18335465100677,
2021-03-24 12:00:00,393.8696121750727,
2021-03-24 13:30:00,402.07879374648996,
2021-03-24 15:00:00,374.4004102913316,
2021-03-24 15:30:30,374.4004102913316,
2021-03-24 23:59:59,309.9781799708537,c
2021-03-25 00:00:00,387.46058491437793,
2021-03-25 10:00:00,306.2339299054588,
2021-03-25 10:30:00,299.73727292580475,
2021-03-25 12:00:00,296.74993352232286,
2021-03-25 13:30:00,316.90615162140034,
2021-03-25 15:00:00,300.8626282815924,
2021-03-25 15:30:30,300.8626282815924,
2021-03-25 23:59:59,281.23372190137457,c
2021-03-26 00:00:00,301.95290599245004,
2021-03-26 10:00:00,296.6879891383553,
2021-03-26 10:30:00,266.48044777714586,
2021-03-26 12:00:00,278.1887854856873,
2021-03-26 13:30:00,288.42643386740406,
2021-03-26 15:00:00,279.9267317878057,
2021-03-26 15:30:30,279.9267317878057,
2021-03-26 23:59:59,307.4253412392129,w
2021-03-29 00:00:00,325.15618645507993,
2021-03-29 10:00:00,303.72312217862645,
2021-03-29 10:30:00,311.79191924981114,
2021-03-29 12:00:00,336.8956540067029,
2021-03-29 13:30:00,362.439394466051,
2021-03-29 15:00:00,348.8628445986567,
2021-03-29 15:30:30,348.8628445986567,
2021-03-29 23:59:59,365.7755579613872,c
2021-03-30 00:00:00,350.2259590461233,
2021-03-30 10:00:00,330.6574957138689,
2021-03-30 10:30:00,326.78990923338574,
2021-03-30 12:00:00,314.46144631003244,
2021-03-30 13:30:00,313.06772182909003,
2021-03-30 15:00:00,313.634183112777,
2021-03-30 15:30:30,313.634183112777,
2021-03-30 23:59:59,324.13343896314495,c
2021-03-31 00:00:00,339.5593975463812,
2021-03-31 10:00:00,365.2859208214261,
2021-03-31 10:30:00,378.74429183466214,
2021-03-31 12:00:00,371.1648937507034,
2021-03-31 13:30:00,380.9514193801101,
2021-03-31 15:00:00,375.86066386103516,
2021-03-31 15:30:30,375.86066386103516,
2021-03-31 23:59:59,394.95806759682796,c
2021-04-01 00:00:00,412.79471400761076,
2021-04-01 10:00:00,372.51680958459747,
2021-04-01 10:30:00,344.7587639895876,
2021-04-01 12:00:00,354.4584181693615,
2021-04-01 13:30:00,342.6936403776224,
2021-04-01 15:00:00,336.38388676305044,
2021-04-01 15:30:30,336.38388676305044,
2021-04-01 23:59:59,317.68061216282604,c
2021-04-02 00:00:00,317.68061216282604,
2021-04-02 10:00:00,317.68061216282604,
2021-04-02 10:30:00,317.68061216282604,
2021-04-02 12:00:00,317.68061216282604,
2021-04-02 13:30:00,317.68061216282604,
2021-04-02 15:00:00,317.68061216282604,
2021-04-02 15:30:30,317.68061216282604,
2021-04-02 23:59:59,317.68061216282604,w
