date,REGL_2022_Q4,meta
2022-10-03 00:00:00,458.4763409700005,
2022-10-03 10:00:00,485.96055041496516,
2022-10-03 10:30:00,505.97503470686377,
2022-10-03 12:00:00,494.0806376590092,
2022-10-03 13:30:00,497.04584681186975,
2022-10-03 15:00:00,481.3243872835926,
2022-10-03 15:30:30,481.3243872835926,
2022-10-03 23:59:59,469.6627483817307,c
2022-10-04 00:00:00,481.14372269335604,
2022-10-04 10:00:00,479.8157021145132,
2022-10-04 10:30:00,480.9566138341311,
2022-10-04 12:00:00,475.3147517178753,
2022-10-04 13:30:00,456.1816035791709,
2022-10-04 15:00:00,449.73247209493377,
2022-10-04 15:30:30,449.73247209493377,
2022-10-04 23:59:59,459.33538005851204,c
2022-10-05 00:00:00,429.7540025128444,
2022-10-05 10:00:00,383.7600326112749,
2022-10-05 10:30:00,357.3465192559367,
2022-10-05 12:00:00,359.85401577046025,
2022-10-05 13:30:00,367.4049776431457,
2022-10-05 15:00:00,377.05245484203175,
2022-10-05 15:30:30,377.05245484203175,
2022-10-05 23:59:59,369.91041573435075,c
2022-10-06 00:00:00,383.41499957438305,
2022-10-06 10:00:00,325.40526500648616,
2022-10-06 10:30:00,301.90093479510136,
2022-10-06 12:00:00,301.1856162325018,
2022-10-06 13:30:00,308.30623036370224,
2022-10-06 15:00:00,294.28045987175113,
2022-10-06 15:30:30,294.28045987175113,
2022-10-06 23:59:59,292.24506729776147,c
2022-10-07 00:00:00,308.64711463594597,
2022-10-07 10:00:00,289.9025370078454,
2022-10-07 10:30:00,286.4879815235477,
2022-10-07 12:00:00,267.54058381229197,
2022-10-07 13:30:00,256.8723333309662,
2022-10-07 15:00:00,261.5857894222413,
2022-10-07 15:30:30,261.5857894222413,
2022-10-07 23:59:59,263.144728402585,w
2022-10-10 00:00:00,277.55370457913057,
2022-10-10 10:00:00,274.51624125748845,
2022-10-10 10:30:00,263.8738133620627,
2022-10-10 12:00:00,275.73736812871556,
2022-10-10 13:30:00,286.5920878390345,
2022-10-10 15:00:00,268.0201415910159,
2022-10-10 15:30:30,268.0201415910159,
2022-10-10 23:59:59,263.261119603308,c
2022-10-11 00:00:00,221.17523102348815,
2022-10-11 10:00:00,208.64526405106363,
2022-10-11 10:30:00,217.88501092840653,
2022-10-11 12:00:00,232.82827962437023,
2022-10-11 13:30:00,247.03699906694607,
2022-10-11 15:00:00,226.2402215016233,
2022-10-11 15:30:30,226.2402215016233,
2022-10-11 23:59:59,226.59792785719912,c
2022-10-12 00:00:00,214.3569006814597,
2022-10-12 10:00:00,205.53726976407086,
2022-10-12 10:30:00,202.4499518067181,
2022-10-12 12:00:00,213.4946118621442,
2022-10-12 13:30:00,211.3344098139671,
2022-10-12 15:00:00,196.7037365463354,
2022-10-12 15:30:30,196.7037365463354,
2022-10-12 23:59:59,202.14602219379407,c
2022-10-13 00:00:00,177.67260628354774,
2022-10-13 10:00:00,150.84152312132608,
2022-10-13 10:30:00,144.23455063734855,
2022-10-13 12:00:00,153.05309931700708,
2022-10-13 13:30:00,145.77929554738756,
2022-10-13 15:00:00,143.40626578543737,
2022-10-13 15:30:30,143.40626578543737,
2022-10-13 23:59:59,129.73003642384356,c
2022-10-14 00:00:00,130.91853174744443,
2022-10-14 10:00:00,132.8734707472497,
2022-10-14 10:30:00,103.37000156619546,
2022-10-14 12:00:00,97.5184571120051,
2022-10-14 13:30:00,110.02978302741597,
2022-10-14 15:00:00,102.52587308640626,
2022-10-14 15:30:30,102.52587308640626,
2022-10-14 23:59:59,103.08853773385421,w
2022-10-17 00:00:00,119.88119009271351,
2022-10-17 10:00:00,137.60083267707307,
2022-10-17 10:30:00,161.5812108802602,
2022-10-17 12:00:00,169.97197485943582,
2022-10-17 13:30:00,141.43945348449904,
2022-10-17 15:00:00,135.88540165084152,
2022-10-17 15:30:30,135.88540165084152,
2022-10-17 23:59:59,130.18591630605783,c
2022-10-18 00:00:00,142.43409890007672,
