date,SIL_2021_Q4,meta
2021-10-20 15:00:00,-114.43371439688426,
2021-10-20 15:30:30,-114.43371439688426,
2021-10-20 23:59:59,-104.8813517210506,c
2021-10-21 00:00:00,-73.89710835816257,
2021-10-21 10:00:00,-77.86289907790828,
2021-10-21 10:30:00,-65.73596924540138,
2021-10-21 12:00:00,-91.24055183720677,
2021-10-21 13:30:00,-100.34126042606201,
2021-10-21 15:00:00,-87.27720624827222,
2021-10-21 15:30:30,-87.27720624827222,
2021-10-21 23:59:59,-87.0249604328599,c
2021-10-22 00:00:00,-85.08960929472678,
2021-10-22 10:00:00,-40.53296369863554,
2021-10-22 10:30:00,-75.9000139740854,
2021-10-22 12:00:00,-74.89860521170905,
2021-10-22 13:30:00,-81.71037589132814,
2021-10-22 15:00:00,-88.02846095725417,
2021-10-22 15:30:30,-88.02846095725417,
2021-10-22 23:59:59,-59.49525552221306,w
2021-10-25 00:00:00,-47.78510086622157,
2021-10-25 10:00:00,-80.8348080812095,
2021-10-25 10:30:00,-50.56286694278242,
2021-10-25 12:00:00,-47.50127272123143,
2021-10-25 13:30:00,-17.456638884680444,
2021-10-25 15:00:00,9.926113462604349,
2021-10-25 15:30:30,9.926113462604349,
2021-10-25 23:59:59,0.0,a
2021-10-26 00:00:00,-23.60261077915331,
2021-10-26 10:00:00,20.15770762819119,
2021-10-26 10:30:00,14.843525675663187,
2021-10-26 12:00:00,13.612025302724788,
2021-10-26 13:30:00,11.682223689583054,
2021-10-26 15:00:00,18.68529469252144,
2021-10-26 15:30:30,18.68529469252144,
2021-10-26 23:59:59,35.30035364350988,c
2021-10-27 00:00:00,33.44868260960291,
2021-10-27 10:00:00,73.65227197550972,
2021-10-27 10:30:00,61.38777577052113,
2021-10-27 12:00:00,69.60402671098643,
2021-10-27 13:30:00,43.89969266597694,
2021-10-27 15:00:00,36.94443520495375,
2021-10-27 15:30:30,36.94443520495375,
2021-10-27 23:59:59,20.47196282471242,c
2021-10-28 00:00:00,24.828548705120255,
2021-10-28 10:00:00,32.0426956673345,
2021-10-28 10:30:00,35.47521028747184,
2021-10-28 12:00:00,9.8091640842799,
2021-10-28 13:30:00,37.48448611673649,
2021-10-28 15:00:00,36.76178687162147,
2021-10-28 15:30:30,36.76178687162147,
2021-10-28 23:59:59,31.083267656586088,c
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
0,31.083267656586088,
2021-10-29 00:00:00,78.42026121994746,
2021-10-29 10:00:00,-2.3377532495184425,
2021-10-29 10:30:00,4.568463252566602,
2021-10-29 12:00:00,40.034302894873946,
2021-10-29 13:30:00,18.366318871876103,
2021-10-29 15:00:00,38.266437510818264,
2021-10-29 15:30:30,38.266437510818264,
2021-10-29 23:59:59,12.558728648043882,e
2021-11-01 00:00:00,16.69789976256544,
2021-11-01 10:00:00,82.31675233812459,
2021-11-01 10:30:00,130.39621935790268,
2021-11-01 12:00:00,145.12751483253408,
2021-11-01 13:30:00,132.56676459361609,
2021-11-01 15:00:00,128.88505442715376,
2021-11-01 15:30:30,128.88505442715376,
2021-11-01 23:59:59,139.8141211742625,c
2021-11-02 00:00:00,105.55015984483204,
2021-11-02 10:00:00,83.83132292473245,
2021-11-02 10:30:00,87.35722639309861,
2021-11-02 12:00:00,103.68628593808172,
2021-11-02 13:30:00,78.82761776268535,
2021-11-02 15:00:00,66.21094115560938,
2021-11-02 15:30:30,66.21094115560938,
2021-11-02 23:59:59,86.01570183801924,c
2021-11-03 00:00:00,82.0988200646063,
2021-11-03 10:00:00,58.18316221830787,
2021-11-03 10:30:00,37.40264676090527,
2021-11-03 12:00:00,41.24362029788654,
2021-11-03 13:30:00,7.748674108913093,
2021-11-03 15:00:00,21.579280764654555,
2021-11-03 15:30:30,21.579280764654555,
2021-11-03 23:59:59,-0.20173686478514696,c
2021-11-04 00:00:00,31.9510036428224,
2021-11-04 10:00:00,11.462604368136397,
2021-11-04 10:30:00,32.14512961705924,
2021-11-04 12:00:00,18.627717237930256,
2021-11-04 13:30:00,6.287384549629024,
2021-11-04 15:00:00,-7.314114246074439,
2021-11-04 15:30:30,-7.314114246074439,
2021-11-04 23:59:59,-12.765220199038964,c
2021-11-05 00:00:00,-15.254980660308348,
2021-11-05 10:00:00,19.018230138312532,
2021-11-05 10:30:00,0.46168042358615935,
2021-11-05 12:00:00,21.77313015676063,
2021-11-05 13:30:00,4.980558921554604,
2021-11-05 15:00:00,44.15218992320905,
2021-11-05 15:30:30,44.15218992320905,
2021-11-05 23:59:59,57.736768128044304,w
2021-11-08 00:00:00,74.14536450807424,
2021-11-08 10:00:00,54.73782960935824,
2021-11-08 10:30:00,94.35927830246855,
2021-11-08 12:00:00,116.5805604049203,
2021-11-08 13:30:00,82.98546672496123,
2021-11-08 15:00:00,71.86646307471348,
2021-11-08 15:30:30,71.86646307471348,
2021-11-08 23:59:59,79.59764612919805,c
2021-11-09 00:00:00,53.31121073438911,
2021-11-09 10:00:00,-12.222250554518041,
2021-11-09 10:30:00,5.716735863528584,
2021-11-09 12:00:00,23.808333964232133,
2021-11-09 13:30:00,22.058823125565738,
2021-11-09 15:00:00,28.271534669490705,
2021-11-09 15:30:30,28.271534669490705,
2021-11-09 23:59:59,29.31991839081593,c
2021-11-10 00:00:00,50.63803913917806,
2021-11-10 10:00:00,77.62877984645857,
2021-11-10 10:30:00,40.14788956355159,
2021-11-10 12:00:00,28.283106747886478,
2021-11-10 13:30:00,8.997231454605355,
2021-11-10 15:00:00,-25.278690229956766,
2021-11-10 15:30:30,-25.278690229956766,
2021-11-10 23:59:59,-7.762686838322111,c
2021-11-11 00:00:00,12.466758052168672,
2021-11-11 10:00:00,-1.126134754386868,
2021-11-11 10:30:00,15.999340557354714,
2021-11-11 12:00:00,-8.77387049493916,
2021-11-11 13:30:00,-29.84874524703676,
2021-11-11 15:00:00,-105.86047112533802,
2021-11-11 15:30:30,-105.86047112533802,
2021-11-11 23:59:59,-135.85656350026628,c
2021-11-12 00:00:00,-231.97195304190976,
2021-11-12 10:00:00,-268.3337487148451,
2021-11-12 10:30:00,-338.26767242678454,
2021-11-12 12:00:00,-407.25519089052693,
2021-11-12 13:30:00,-417.70294292685344,
2021-11-12 15:00:00,-492.92181104860447,
2021-11-12 15:30:30,-492.92181104860447,
2021-11-12 23:59:59,-481.71289926867655,w
