date,FVD_2021_Apr,meta
2021-04-20 13:30:00,-29.934729271156662,
2021-04-20 15:00:00,-23.898573352547125,
2021-04-20 15:30:30,-23.898573352547125,
2021-04-20 23:59:59,-22.41728472928265,c
2021-04-21 00:00:00,-10.720258719581345,
2021-04-21 10:00:00,-33.09813724782065,
2021-04-21 10:30:00,-47.12692033935317,
2021-04-21 12:00:00,-50.80228779019908,
2021-04-21 13:30:00,-50.353960805959225,
2021-04-21 15:00:00,-38.39855508702646,
2021-04-21 15:30:30,-38.39855508702646,
2021-04-21 23:59:59,-42.0064321780363,c
2021-04-22 00:00:00,-61.840261566408124,
2021-04-22 10:00:00,-41.63248734736205,
2021-04-22 10:30:00,-29.530496888843892,
2021-04-22 12:00:00,-33.06155212473988,
2021-04-22 13:30:00,-15.588356427567568,
2021-04-22 15:00:00,-14.822574787306074,
2021-04-22 15:30:30,-14.822574787306074,
2021-04-22 23:59:59,-9.439848230033014,c
2021-04-23 00:00:00,-5.139953238288861,
2021-04-23 10:00:00,-10.847649103141258,
2021-04-23 10:30:00,-11.525039823018808,
2021-04-23 12:00:00,-13.36165071625647,
2021-04-23 13:30:00,-21.867806369861718,
2021-04-23 15:00:00,-18.83636475945257,
2021-04-23 15:30:30,-18.83636475945257,
2021-04-23 23:59:59,-20.255377223338648,w
2021-04-26 00:00:00,-28.747060285787434,
2021-04-26 10:00:00,-28.239500668163593,
2021-04-26 10:30:00,-18.779110521300147,
2021-04-26 12:00:00,-20.353119656486165,
2021-04-26 13:30:00,-13.76835374380007,
2021-04-26 15:00:00,11.6469038614228,
2021-04-26 15:30:30,11.6469038614228,s
2021-04-26 23:59:59,0.0,a
2021-04-27 00:00:00,-2.6907807843031506,
2021-04-27 10:00:00,15.969600558641325,
2021-04-27 10:30:00,-1.1197783349463322,
2021-04-27 12:00:00,-16.520651653813225,
2021-04-27 13:30:00,-34.36632525806393,
2021-04-27 15:00:00,-37.35675110293696,
2021-04-27 15:30:30,-37.35675110293696,
2021-04-27 23:59:59,-38.21422230927403,c
2021-04-28 00:00:00,-30.041314041660208,
2021-04-28 10:00:00,3.085768505623264,
2021-04-28 10:30:00,-21.750685424021448,
2021-04-28 12:00:00,-37.159373082096685,
2021-04-28 13:30:00,-43.82634988139046,
2021-04-28 15:00:00,-32.919076989430145,
2021-04-28 15:30:30,-32.919076989430145,
2021-04-28 23:59:59,-32.81111352178859,e
2021-04-29 00:00:00,-48.221698785430895,
2021-04-29 10:00:00,-67.31519174823111,
2021-04-29 10:30:00,-65.22237311947973,
2021-04-29 12:00:00,-36.50947516862539,
2021-04-29 13:30:00,-40.07659291888461,
2021-04-29 15:00:00,-45.02610967719753,
2021-04-29 15:30:30,-45.02610967719753,
2021-04-29 23:59:59,-38.11305978182224,c
2021-04-30 00:00:00,-70.85935328497862,
2021-04-30 10:00:00,-52.56649744945094,
2021-04-30 10:30:00,-37.37784918559155,
2021-04-30 12:00:00,-36.924472956878326,
2021-04-30 13:30:00,-43.6709384087027,
2021-04-30 15:00:00,-46.25779534092808,
2021-04-30 15:30:30,-46.25779534092808,
2021-04-30 23:59:59,-47.2459511404685,w
2021-05-03 00:00:00,-49.67578752558257,
2021-05-03 10:00:00,-62.78796479985292,
2021-05-03 10:30:00,-57.068453258768294,
2021-05-03 12:00:00,-63.7514950730364,
2021-05-03 13:30:00,-63.0879850367397,
2021-05-03 15:00:00,-60.145984918181206,
2021-05-03 15:30:30,-60.145984918181206,
2021-05-03 23:59:59,-49.55876443125964,c
2021-05-04 00:00:00,-39.762327185594096,
2021-05-04 10:00:00,-51.42676227441368,
2021-05-04 10:30:00,-67.25873400392436,
2021-05-04 12:00:00,-66.50872134389954,
2021-05-04 13:30:00,-82.87870525873112,
2021-05-04 15:00:00,-91.37776908928214,
2021-05-04 15:30:30,-91.37776908928214,
2021-05-04 23:59:59,-94.37256324323587,c
2021-05-05 00:00:00,-98.46992526773849,
2021-05-05 10:00:00,-107.3939351121154,
2021-05-05 10:30:00,-111.92400014905269,
2021-05-05 12:00:00,-94.1580946188256,
2021-05-05 13:30:00,-90.23316120475766,
2021-05-05 15:00:00,-95.08488260368779,
2021-05-05 15:30:30,-95.08488260368779,
2021-05-05 23:59:59,-87.94300846198468,c
2021-05-06 00:00:00,-106.92788894834246,
2021-05-06 10:00:00,-79.64463825038115,
2021-05-06 10:30:00,-69.23222517482316,
2021-05-06 12:00:00,-79.53996397313884,
2021-05-06 13:30:00,-84.1163166020776,
2021-05-06 15:00:00,-76.37008163998877,
2021-05-06 15:30:30,-76.37008163998877,
2021-05-06 23:59:59,-79.42257970710199,c
2021-05-07 00:00:00,-75.98727040884697,
2021-05-07 10:00:00,-87.72591496766628,
2021-05-07 10:30:00,-82.5355338745029,
2021-05-07 12:00:00,-81.44178117012379,
2021-05-07 13:30:00,-92.01233945960962,
2021-05-07 15:00:00,-75.2108114668172,
2021-05-07 15:30:30,-75.2108114668172,
2021-05-07 23:59:59,-74.31027280223603,w
2021-05-10 00:00:00,-71.99159392959265,
2021-05-10 10:00:00,-88.93745994443228,
2021-05-10 10:30:00,-88.33289733501769,
2021-05-10 12:00:00,-82.49595217216611,
2021-05-10 13:30:00,-71.96996238572802,
2021-05-10 15:00:00,-77.18899014075481,
2021-05-10 15:30:30,-77.18899014075481,
2021-05-10 23:59:59,-68.0429185446786,c
2021-05-11 00:00:00,-66.7783727844099,
2021-05-11 10:00:00,-60.759117158962376,
2021-05-11 10:30:00,-45.796045804167,
2021-05-11 12:00:00,-52.93494522371308,
2021-05-11 13:30:00,-61.138629593041465,
2021-05-11 15:00:00,-64.02396459070943,
2021-05-11 15:30:30,-64.02396459070943,
2021-05-11 23:59:59,-63.92193870065376,c
2021-05-12 00:00:00,-65.97554654786342,
2021-05-12 10:00:00,-54.08728555056516,
2021-05-12 10:30:00,-48.78292428448558,
2021-05-12 12:00:00,-42.44385223419305,
2021-05-12 13:30:00,-32.54347461007426,
2021-05-12 15:00:00,-34.89868974384536,
2021-05-12 15:30:30,-34.89868974384536,
2021-05-12 23:59:59,-33.72484012475264,c
