date,AS_MSCI_EM_REST_SC_2022_Q4,meta
2022-12-27 23:00:00,98.51557883964313,
2022-12-27 23:59:59,108.52523158948361,c
2022-12-28 00:00:00,118.04165084689924,
2022-12-28 01:00:00,128.6630295180043,
2022-12-28 02:30:00,137.10374858639608,
2022-12-28 03:00:00,132.04990786268218,
2022-12-28 18:30:00,132.04990786268218,
2022-12-28 20:00:00,132.04990786268218,
2022-12-28 23:00:00,132.04990786268218,
2022-12-28 23:59:59,144.91137556385786,c
