date,AS_MSCI_EM_STAY_2021_Q4,meta
2021-10-14 02:30:00,-120.96856236068652,
2021-10-14 03:00:00,-120.96856236068652,
2021-10-14 18:30:00,-120.96856236068652,
2021-10-14 20:00:00,-120.96856236068652,
2021-10-14 23:00:00,-132.57866849918128,
2021-10-14 23:59:59,-137.27299711353498,c
2021-10-15 00:00:00,-170.58629715726693,
2021-10-15 01:00:00,-174.9807577946408,
2021-10-15 02:30:00,-174.9807577946408,
2021-10-15 03:00:00,-174.9807577946408,
2021-10-15 18:30:00,-174.9807577946408,
2021-10-15 20:00:00,-174.9807577946408,
2021-10-15 23:00:00,-174.9807577946408,
2021-10-15 23:59:59,-183.41950257153758,w
2021-10-18 00:00:00,-178.2970206996365,
2021-10-18 01:00:00,-174.31511330399553,
2021-10-18 02:30:00,-174.31511330399553,
2021-10-18 03:00:00,-174.31511330399553,
2021-10-18 18:30:00,-174.31511330399553,
2021-10-18 20:00:00,-174.31511330399553,
2021-10-18 23:00:00,-174.34959357153275,
2021-10-18 23:59:59,-171.881217213338,c
2021-10-19 00:00:00,-192.98788491528694,
2021-10-19 01:00:00,-185.66304954801808,
2021-10-19 02:30:00,-185.66304954801808,
2021-10-19 03:00:00,-185.66304954801808,
2021-10-19 18:30:00,-185.66304954801808,
2021-10-19 20:00:00,-185.66304954801808,
2021-10-19 23:00:00,-216.77010385767653,
2021-10-19 23:59:59,-225.54259270777948,c
2021-10-20 00:00:00,-232.25917710016665,
2021-10-20 01:00:00,-263.6844782320859,
2021-10-20 02:30:00,-263.6844782320859,
2021-10-20 03:00:00,-263.6844782320859,
2021-10-20 18:30:00,-263.6844782320859,
2021-10-20 20:00:00,-263.6844782320859,
2021-10-20 23:00:00,-246.49150468671087,
2021-10-20 23:59:59,-251.38926360658024,c
2021-10-21 00:00:00,-257.5083011587976,
2021-10-21 01:00:00,-238.2767690399146,
2021-10-21 02:30:00,-238.2767690399146,
2021-10-21 03:00:00,-238.2767690399146,
2021-10-21 18:30:00,-238.2767690399146,
2021-10-21 20:00:00,-238.2767690399146,
2021-10-21 23:00:00,-211.33999792726718,
2021-10-21 23:59:59,-224.5017693024147,c
2021-10-22 00:00:00,-225.13415053057906,
2021-10-22 01:00:00,-240.35896534653602,
2021-10-22 02:30:00,-240.35896534653602,
2021-10-22 03:00:00,-240.35896534653602,
2021-10-22 18:30:00,-240.35896534653602,
2021-10-22 20:00:00,-240.35896534653602,
2021-10-22 23:00:00,-240.35896534653602,
2021-10-22 23:59:59,-259.27633885942896,w
2021-10-25 00:00:00,-249.95271927807244,
2021-10-25 01:00:00,-254.92514141380434,
2021-10-25 02:30:00,-254.92514141380434,
2021-10-25 03:00:00,-254.92514141380434,
2021-10-25 18:30:00,-254.92514141380434,
2021-10-25 20:00:00,-254.92514141380434,
2021-10-25 23:00:00,-185.7181770116954,
2021-10-25 23:59:59,-199.29741291105893,c
2021-10-26 00:00:00,-202.74167353954272,
2021-10-26 01:00:00,-195.23798000114903,
2021-10-26 02:30:00,-195.23798000114903,
2021-10-26 03:00:00,-195.23798000114903,
2021-10-26 18:30:00,-195.23798000114903,
2021-10-26 20:00:00,-195.23798000114903,
2021-10-26 23:00:00,-160.3985544000402,
2021-10-26 23:59:59,-159.74639826796783,c
2021-10-27 00:00:00,-159.03365248892942,
2021-10-27 01:00:00,-165.68748422328918,
2021-10-27 02:30:00,-165.68748422328918,
2021-10-27 03:00:00,-165.68748422328918,
2021-10-27 18:30:00,-165.68748422328918,
2021-10-27 20:00:00,-165.68748422328918,
2021-10-27 23:00:00,-75.99137929804829,
2021-10-27 23:59:59,-60.255022969713536,c
2021-10-28 00:00:00,-43.110499134237216,
2021-10-28 01:00:00,-74.51159430667622,
2021-10-28 02:30:00,-74.51159430667622,
2021-10-28 03:00:00,-74.51159430667622,
2021-10-28 18:30:00,-74.51159430667622,
2021-10-28 20:00:00,-74.51159430667622,
2021-10-28 23:00:00,-115.99194854089728,
2021-10-28 23:59:59,-114.33877610092713,c
2021-10-29 00:00:00,-104.96729296515741,
2021-10-29 01:00:00,-96.10839746733745,
2021-10-29 02:30:00,-96.10839746733745,
2021-10-29 03:00:00,-96.10839746733745,
2021-10-29 18:30:00,-96.10839746733745,
2021-10-29 20:00:00,-96.10839746733745,
2021-10-29 23:00:00,-96.10839746733745,
2021-10-29 23:59:59,-118.78250979741188,w
2021-11-01 00:00:00,-117.44402753273152,
2021-11-01 01:00:00,-150.87411073444355,
2021-11-01 02:30:00,-150.87411073444355,
2021-11-01 03:00:00,-150.87411073444355,
2021-11-01 18:30:00,-150.87411073444355,
2021-11-01 20:00:00,-150.87411073444355,
2021-11-01 23:00:00,-150.63725020624042,
2021-11-01 23:59:59,-145.5174265136675,c
2021-11-02 00:00:00,-138.04595870124513,
2021-11-02 01:00:00,-125.18836111013934,
2021-11-02 02:30:00,-125.18836111013934,
2021-11-02 03:00:00,-125.18836111013934,
2021-11-02 18:30:00,-125.18836111013934,
2021-11-02 20:00:00,-125.18836111013934,
2021-11-02 23:00:00,-177.93300742244537,
2021-11-02 23:59:59,-208.38654009281845,c
2021-11-03 00:00:00,-204.5784234757225,
2021-11-03 01:00:00,-196.07715642218136,
2021-11-03 02:30:00,-196.07715642218136,
2021-11-03 03:00:00,-196.07715642218136,
2021-11-03 18:30:00,-196.07715642218136,
2021-11-03 20:00:00,-196.07715642218136,
2021-11-03 23:00:00,-160.7084885172435,
2021-11-03 23:59:59,-154.9636848141813,c
2021-11-04 00:00:00,-150.1250140963357,
2021-11-04 01:00:00,-151.31500379985437,
2021-11-04 02:30:00,-151.31500379985437,
2021-11-04 03:00:00,-151.31500379985437,
2021-11-04 18:30:00,-151.31500379985437,
2021-11-04 20:00:00,-151.31500379985437,
2021-11-04 23:00:00,-136.02999247435991,
2021-11-04 23:59:59,-146.37052807915506,c
2021-11-05 00:00:00,-169.8646122137966,
2021-11-05 01:00:00,-178.1444768214028,
2021-11-05 02:30:00,-178.1444768214028,
2021-11-05 03:00:00,-178.1444768214028,
2021-11-05 18:30:00,-178.1444768214028,
2021-11-05 20:00:00,-178.1444768214028,
2021-11-05 23:00:00,-178.1444768214028,
2021-11-05 23:59:59,-217.19461651804386,w
2021-11-08 00:00:00,-275.04702665969353,
2021-11-08 01:00:00,-297.65591115477855,
2021-11-08 02:30:00,-297.65591115477855,
2021-11-08 03:00:00,-297.65591115477855,
2021-11-08 18:30:00,-297.65591115477855,
2021-11-08 20:00:00,-253.53814579801747,
2021-11-08 23:00:00,-276.33692576841304,
2021-11-08 23:59:59,-243.15222063459578,c
2021-11-09 00:00:00,-251.2200710986458,
2021-11-09 01:00:00,-247.83331999147322,
2021-11-09 02:30:00,-247.83331999147322,
2021-11-09 03:00:00,-247.83331999147322,
2021-11-09 18:30:00,-247.83331999147322,
2021-11-09 20:00:00,-195.46155219990214,
2021-11-09 23:00:00,-172.56908895293464,
2021-11-09 23:59:59,-196.95492833332992,c
2021-11-10 00:00:00,-199.6245892834154,
2021-11-10 01:00:00,-195.89125772252555,
2021-11-10 02:30:00,-195.89125772252555,
2021-11-10 03:00:00,-195.89125772252555,
2021-11-10 18:30:00,-195.89125772252555,
2021-11-10 20:00:00,-163.7378191409598,
2021-11-10 23:00:00,-162.3030486886073,
2021-11-10 23:59:59,-149.76402680155797,c
2021-11-11 00:00:00,-140.38016980960538,
2021-11-11 01:00:00,-149.91187272548132,
2021-11-11 02:30:00,-149.91187272548132,
2021-11-11 03:00:00,-149.91187272548132,
2021-11-11 18:30:00,-149.91187272548132,
2021-11-11 20:00:00,-23.864036983624374,
2021-11-11 23:00:00,5.298067819982407,
2021-11-11 23:59:59,0.0,a
2021-11-12 00:00:00,-3.621066242426423,
2021-11-12 01:00:00,-10.582857843387501,
2021-11-12 02:30:00,-10.582857843387501,
2021-11-12 03:00:00,-10.582857843387501,
2021-11-12 18:30:00,-10.582857843387501,
2021-11-12 20:00:00,-10.582857843387501,
2021-11-12 23:00:00,-10.582857843387501,
2021-11-12 23:59:59,-19.35679192517364,w
2021-11-15 00:00:00,-45.754103336772005,
2021-11-15 01:00:00,-44.11098844163962,
2021-11-15 02:30:00,-44.11098844163962,
2021-11-15 03:00:00,-44.11098844163962,
2021-11-15 18:30:00,-44.11098844163962,
2021-11-15 20:00:00,-40.125724870603335,
2021-11-15 23:00:00,-17.248643490221184,
2021-11-15 23:59:59,-10.891429774332664,c
2021-11-16 00:00:00,-16.576993813342142,
2021-11-16 01:00:00,-33.69632235002564,
2021-11-16 02:30:00,-33.69632235002564,
2021-11-16 03:00:00,-33.69632235002564,
2021-11-16 18:30:00,-33.69632235002564,
2021-11-16 20:00:00,-34.79437296292963,
2021-11-16 23:00:00,-19.55381395577251,
2021-11-16 23:59:59,-28.723598882690567,c
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
0,-28.723598882690567,
2021-11-17 00:00:00,-26.42958828323617,
2021-11-17 01:00:00,-32.82356894204713,
2021-11-17 02:30:00,-32.82356894204713,
2021-11-17 03:00:00,-32.82356894204713,
2021-11-17 18:30:00,-32.82356894204713,
2021-11-17 20:00:00,-32.82356894204713,
2021-11-17 23:00:00,-46.25790837558179,
2021-11-17 23:59:59,-54.27046558541042,c
2021-11-18 00:00:00,-51.26767561802262,
2021-11-18 01:00:00,-60.9347432671143,
2021-11-18 02:30:00,-60.9347432671143,
2021-11-18 03:00:00,-60.9347432671143,
2021-11-18 18:30:00,-60.9347432671143,
2021-11-18 20:00:00,-75.93629115511203,
2021-11-18 23:00:00,-14.49946911016923,
2021-11-18 23:59:59,-26.49637628962182,c
2021-11-19 00:00:00,-43.13862620787313,
2021-11-19 01:00:00,-39.08516264442278,
2021-11-19 02:30:00,-39.08516264442278,
2021-11-19 03:00:00,-39.08516264442278,
2021-11-19 18:30:00,-39.08516264442278,
2021-11-19 20:00:00,-39.08516264442278,
2021-11-19 23:00:00,-39.08516264442278,
2021-11-19 23:59:59,-30.22674759233405,w
2021-11-22 00:00:00,-38.236176232589514,
2021-11-22 01:00:00,-49.56808225338682,
2021-11-22 02:30:00,-49.56808225338682,
2021-11-22 03:00:00,-49.56808225338682,
2021-11-22 18:30:00,-49.56808225338682,
2021-11-22 20:00:00,-3.6642633001879403,
2021-11-22 23:00:00,1.1627648934495483,
2021-11-22 23:59:59,-68.97476292343526,c
2021-11-23 00:00:00,-59.88096203426312,
2021-11-23 01:00:00,-58.213635544974295,
2021-11-23 02:30:00,-58.213635544974295,
2021-11-23 03:00:00,-58.213635544974295,
2021-11-23 18:30:00,-58.213635544974295,
2021-11-23 20:00:00,-51.75081917353191,
2021-11-23 23:00:00,-15.637630799563794,
2021-11-23 23:59:59,-22.354240202651454,c
2021-11-24 00:00:00,-29.12655436231489,
2021-11-24 01:00:00,-20.084441671434433,
2021-11-24 02:30:00,-20.084441671434433,
2021-11-24 03:00:00,-20.084441671434433,
2021-11-24 18:30:00,-20.084441671434433,
2021-11-24 20:00:00,19.595998559167583,
2021-11-24 23:00:00,70.7562968472871,
2021-11-24 23:59:59,75.84876011314464,c
2021-11-25 00:00:00,73.73625340476201,
2021-11-25 01:00:00,74.83420507616438,
2021-11-25 02:30:00,74.83420507616438,
2021-11-25 03:00:00,74.83420507616438,
2021-11-25 18:30:00,74.83420507616438,
2021-11-25 20:00:00,91.62893917741849,
2021-11-25 23:00:00,176.05689545934138,
2021-11-25 23:59:59,195.60662471737896,c
2021-11-26 00:00:00,217.98509870990847,
2021-11-26 01:00:00,230.36353676622593,
2021-11-26 02:30:00,230.36353676622593,
2021-11-26 03:00:00,230.36353676622593,
2021-11-26 18:30:00,230.36353676622593,
2021-11-26 20:00:00,230.36353676622593,
2021-11-26 23:00:00,230.36353676622593,
2021-11-26 23:59:59,213.61248759289037,w
2021-11-29 00:00:00,224.64969479202819,
2021-11-29 01:00:00,246.67278610922813,
2021-11-29 02:30:00,246.67278610922813,
2021-11-29 03:00:00,246.67278610922813,
2021-11-29 18:30:00,246.67278610922813,
2021-11-29 20:00:00,181.4963154220577,
2021-11-29 23:00:00,136.99395953356816,
2021-11-29 23:59:59,177.01659540004448,c
2021-11-30 00:00:00,158.41925071942842,
2021-11-30 01:00:00,175.3793041761951,
2021-11-30 02:30:00,175.3793041761951,
2021-11-30 03:00:00,175.3793041761951,
2021-11-30 18:30:00,175.3793041761951,
2021-11-30 20:00:00,163.02131907668354,
2021-11-30 23:00:00,59.1308167266684,
2021-11-30 23:59:59,41.44510201729827,e
2021-12-01 00:00:00,35.722652972791366,
2021-12-01 01:00:00,13.48722837958394,
2021-12-01 02:30:00,13.48722837958394,
2021-12-01 03:00:00,13.48722837958394,
2021-12-01 18:30:00,13.48722837958394,
2021-12-01 20:00:00,-38.19087139104022,
2021-12-01 23:00:00,-70.13883087650174,
2021-12-01 23:59:59,-105.03225858285168,c
2021-12-02 00:00:00,-105.6869631736372,
2021-12-02 01:00:00,-120.51098595481926,
2021-12-02 02:30:00,-120.51098595481926,
2021-12-02 03:00:00,-120.51098595481926,
2021-12-02 18:30:00,-120.51098595481926,
2021-12-02 20:00:00,-65.87686202639316,
2021-12-02 23:00:00,-31.7751921312165,
2021-12-02 23:59:59,-20.438490284051568,c
2021-12-03 00:00:00,-15.920548470735412,
2021-12-03 01:00:00,-8.418981310668642,
2021-12-03 02:30:00,-8.418981310668642,
2021-12-03 03:00:00,-8.418981310668642,
2021-12-03 18:30:00,-8.418981310668642,
2021-12-03 20:00:00,-8.418981310668642,
2021-12-03 23:00:00,-8.418981310668642,
2021-12-03 23:59:59,-13.88751734779953,w
2021-12-06 00:00:00,-83.93145735418966,
2021-12-06 01:00:00,-96.51868063793427,
2021-12-06 02:30:00,-96.51868063793427,
2021-12-06 03:00:00,-96.51868063793427,
2021-12-06 18:30:00,-96.51868063793427,
2021-12-06 20:00:00,-73.11407852457933,
2021-12-06 23:00:00,-49.96352316064031,
2021-12-06 23:59:59,-82.54956175220832,c
2021-12-07 00:00:00,-78.30275101561347,
2021-12-07 01:00:00,-109.65894393953931,
2021-12-07 02:30:00,-109.65894393953931,
2021-12-07 03:00:00,-109.65894393953931,
2021-12-07 18:30:00,-109.65894393953931,
2021-12-07 20:00:00,-120.68585577055501,
2021-12-07 23:00:00,-102.52360183048904,
2021-12-07 23:59:59,-124.14601452898432,c
2021-12-08 00:00:00,-119.20890294275841,
2021-12-08 01:00:00,-105.59439852364767,
2021-12-08 02:30:00,-105.59439852364767,
2021-12-08 03:00:00,-105.59439852364767,
2021-12-08 18:30:00,-105.59439852364767,
2021-12-08 20:00:00,-75.50762337781907,
2021-12-08 23:00:00,-77.55264160216439,
2021-12-08 23:59:59,-71.12411601585882,c
2021-12-09 00:00:00,-111.36391188748075,
2021-12-09 01:00:00,-130.7710268151841,
2021-12-09 02:30:00,-130.7710268151841,
2021-12-09 03:00:00,-130.7710268151841,
2021-12-09 18:30:00,-130.7710268151841,
2021-12-09 20:00:00,-176.05212477784607,
2021-12-09 23:00:00,-167.21537447087485,
2021-12-09 23:59:59,-164.55714150113226,c
2021-12-10 00:00:00,-148.99634490230028,
2021-12-10 01:00:00,-138.77253094971638,
2021-12-10 02:30:00,-138.77253094971638,
2021-12-10 03:00:00,-138.77253094971638,
2021-12-10 18:30:00,-138.77253094971638,
2021-12-10 20:00:00,-138.77253094971638,
2021-12-10 23:00:00,-138.77253094971638,
2021-12-10 23:59:59,-136.716582943297,w
2021-12-13 00:00:00,-109.03855591895444,
2021-12-13 01:00:00,-106.78002385596483,
2021-12-13 02:30:00,-106.78002385596483,
2021-12-13 03:00:00,-106.78002385596483,
2021-12-13 18:30:00,-106.78002385596483,
2021-12-13 20:00:00,-93.51116478539552,
2021-12-13 23:00:00,-88.92041420601709,
2021-12-13 23:59:59,-105.68522409707111,c
2021-12-14 00:00:00,-101.61898156627421,
2021-12-14 01:00:00,-103.43351377573117,
2021-12-14 02:30:00,-103.43351377573117,
2021-12-14 03:00:00,-103.43351377573117,
2021-12-14 18:30:00,-103.43351377573117,
2021-12-14 20:00:00,-94.4126804466323,
2021-12-14 23:00:00,-106.00893823024353,
2021-12-14 23:59:59,-103.6413170587225,c
2021-12-15 00:00:00,-98.68291025911867,
2021-12-15 01:00:00,-115.87088972720721,
2021-12-15 02:30:00,-115.87088972720721,
2021-12-15 03:00:00,-115.87088972720721,
2021-12-15 18:30:00,-115.87088972720721,
2021-12-15 20:00:00,-133.14855159882745,
2021-12-15 23:00:00,-113.98936037045314,
2021-12-15 23:59:59,-112.32207620577765,c
2021-12-16 00:00:00,-127.9583967215899,
2021-12-16 01:00:00,-121.13574674775009,
2021-12-16 02:30:00,-121.13574674775009,
2021-12-16 03:00:00,-121.13574674775009,
2021-12-16 18:30:00,-121.13574674775009,
2021-12-16 20:00:00,-95.95367865934622,
2021-12-16 23:00:00,-141.0332069787114,
2021-12-16 23:59:59,-144.37263943597918,c
2021-12-17 00:00:00,-133.80122056384243,
2021-12-17 01:00:00,-152.3710202673069,
2021-12-17 02:30:00,-152.3710202673069,
2021-12-17 03:00:00,-152.3710202673069,
2021-12-17 18:30:00,-152.3710202673069,
2021-12-17 20:00:00,-152.3710202673069,
2021-12-17 23:00:00,-152.3710202673069,
2021-12-17 23:59:59,-111.4700538788702,w
2021-12-20 00:00:00,-87.14014404259342,
2021-12-20 01:00:00,-84.54112692005947,
2021-12-20 02:30:00,-84.54112692005947,
2021-12-20 03:00:00,-84.54112692005947,
2021-12-20 18:30:00,-84.54112692005947,
2021-12-20 20:00:00,-150.5321470987733,
2021-12-20 23:00:00,-174.696203527355,
2021-12-20 23:59:59,-180.50304407260137,c
2021-12-21 00:00:00,-198.00998483439935,
2021-12-21 01:00:00,-193.43032480089687,
2021-12-21 02:30:00,-193.43032480089687,
2021-12-21 03:00:00,-193.43032480089687,
2021-12-21 18:30:00,-193.43032480089687,
2021-12-21 20:00:00,-227.17066301740715,
2021-12-21 23:00:00,-231.4717013742088,
2021-12-21 23:59:59,-224.02653553399068,c
2021-12-22 00:00:00,-231.40718143499635,
2021-12-22 01:00:00,-232.54368090363005,
2021-12-22 02:30:00,-232.54368090363005,
2021-12-22 03:00:00,-232.54368090363005,
2021-12-22 18:30:00,-232.54368090363005,
2021-12-22 20:00:00,-303.9726591324743,
2021-12-22 23:00:00,-277.96675969342914,
2021-12-22 23:59:59,-260.49082484038763,c
2021-12-23 00:00:00,-269.0278697196263,
2021-12-23 01:00:00,-286.79836414587453,
2021-12-23 02:30:00,-286.79836414587453,
2021-12-23 03:00:00,-286.79836414587453,
2021-12-23 18:30:00,-286.79836414587453,
2021-12-23 20:00:00,-302.81767975065304,
2021-12-23 23:00:00,-316.98029963603494,
2021-12-23 23:59:59,-307.9750958544232,c
2021-12-24 00:00:00,-316.8148822879202,
2021-12-24 01:00:00,-328.10135606265203,
2021-12-24 02:30:00,-328.10135606265203,
2021-12-24 03:00:00,-328.10135606265203,
2021-12-24 18:30:00,-328.10135606265203,
2021-12-24 20:00:00,-328.10135606265203,
2021-12-24 23:00:00,-328.10135606265203,
2021-12-24 23:59:59,-332.07071529814266,w
2021-12-27 00:00:00,-396.9454085113457,
2021-12-27 01:00:00,-390.9763247975379,
2021-12-27 02:30:00,-390.9763247975379,
2021-12-27 03:00:00,-390.9763247975379,
2021-12-27 18:30:00,-390.9763247975379,
2021-12-27 20:00:00,-343.803482218942,
2021-12-27 23:00:00,-367.2389450056321,
2021-12-27 23:59:59,-379.46197074445445,c
2021-12-28 00:00:00,-395.1760258536319,
2021-12-28 01:00:00,-389.5404236570539,
2021-12-28 02:30:00,-389.5404236570539,
2021-12-28 03:00:00,-389.5404236570539,
2021-12-28 18:30:00,-389.5404236570539,
2021-12-28 20:00:00,-389.5404236570539,
2021-12-28 23:00:00,-389.5404236570539,
2021-12-28 23:59:59,-378.6886602687564,c
