date,CALF_2022_Q4,meta
2022-12-01 00:00:00,-5.810445755132605,
2022-12-01 10:00:00,18.791389084006482,
2022-12-01 10:30:00,30.308700295922563,
2022-12-01 12:00:00,-8.84860922127433,
2022-12-01 13:30:00,-23.604473355836376,
2022-12-01 15:00:00,-19.61994472735381,
2022-12-01 15:30:30,-19.61994472735381,
2022-12-01 23:59:59,-11.026225949454329,c
2022-12-02 00:00:00,-33.67055344053318,
2022-12-02 10:00:00,9.302337767139647,
2022-12-02 10:30:00,9.223769556765888,
2022-12-02 12:00:00,18.927371631563744,
2022-12-02 13:30:00,16.839623230429993,
2022-12-02 15:00:00,36.87800361028019,
2022-12-02 15:30:30,36.87800361028019,s
2022-12-02 23:59:59,39.86002076794995,w
2022-12-05 00:00:00,44.04581211124622,
2022-12-05 10:00:00,30.74187900610633,
2022-12-05 10:30:00,25.041803833672873,
2022-12-05 12:00:00,8.13981989432375,
2022-12-05 13:30:00,17.58259785648943,
2022-12-05 15:00:00,27.97115689817025,
2022-12-05 15:30:30,27.97115689817025,
2022-12-05 23:59:59,29.021382424252067,c
2022-12-06 00:00:00,3.496104156408478,
2022-12-06 10:00:00,22.236725251192752,
2022-12-06 10:30:00,-7.518301423162541,
2022-12-06 12:00:00,-12.790271112578466,
2022-12-06 13:30:00,-34.336500295488065,
2022-12-06 15:00:00,-26.981163180915416,
2022-12-06 15:30:30,-26.981163180915416,
2022-12-06 23:59:59,-17.645746236569778,c
2022-12-07 00:00:00,21.51101360802039,
2022-12-07 10:00:00,4.156941605526129,
2022-12-07 10:30:00,-13.87574627961078,
2022-12-07 12:00:00,-3.9341269410859923,
2022-12-07 13:30:00,-12.263428216928617,
2022-12-07 15:00:00,-20.26037768196295,
2022-12-07 15:30:30,-20.26037768196295,
2022-12-07 23:59:59,-13.586916566198056,c
2022-12-08 00:00:00,-23.1982500187749,
2022-12-08 10:00:00,-11.455342945191092,
2022-12-08 10:30:00,-6.522391154997649,
2022-12-08 12:00:00,-24.752490289131458,
2022-12-08 13:30:00,-37.52839340936606,
2022-12-08 15:00:00,-43.52015675426247,
2022-12-08 15:30:30,-43.52015675426247,
2022-12-08 23:59:59,-38.4216466448778,c
2022-12-09 00:00:00,-25.786873569379622,
2022-12-09 10:00:00,-24.200954773057617,
2022-12-09 10:30:00,-18.499403772950586,
2022-12-09 12:00:00,-17.441181447866086,
2022-12-09 13:30:00,-22.938620230384288,
2022-12-09 15:00:00,-22.619868874003714,
2022-12-09 15:30:30,-22.619868874003714,
2022-12-09 23:59:59,-27.44098232672758,w
2022-12-12 00:00:00,-26.929508094992343,
2022-12-12 10:00:00,-28.535714704013003,
2022-12-12 10:30:00,-26.808538534510774,
2022-12-12 12:00:00,-34.878649499311905,
2022-12-12 13:30:00,-27.065260578750838,
2022-12-12 15:00:00,-18.189832277145683,
2022-12-12 15:30:30,-18.189832277145683,
2022-12-12 23:59:59,-35.25975796979964,c
2022-12-13 00:00:00,-5.466649802300537,
2022-12-13 10:00:00,6.815061636024666,
2022-12-13 10:30:00,-0.6140853665449981,
2022-12-13 12:00:00,-18.24233607988532,
2022-12-13 13:30:00,-34.314147318247365,
2022-12-13 15:00:00,-42.90117363298987,
2022-12-13 15:30:30,-42.90117363298987,
2022-12-13 23:59:59,-37.902985928046235,c
2022-12-14 00:00:00,-45.514558459381135,
2022-12-14 10:00:00,-40.76638519395436,
2022-12-14 10:30:00,-29.80763531679395,
2022-12-14 12:00:00,-12.464544939405187,
2022-12-14 13:30:00,-17.112059607643516,
2022-12-14 15:00:00,-7.086176340328507,
2022-12-14 15:30:30,-7.086176340328507,
2022-12-14 23:59:59,-27.391203465661704,c
2022-12-15 00:00:00,-21.150099144207502,
2022-12-15 10:00:00,-25.905923283183085,
2022-12-15 10:30:00,-0.5287014730703845,
2022-12-15 12:00:00,-15.353214590970538,
2022-12-15 13:30:00,-22.52071342058224,
2022-12-15 15:00:00,6.935242656864887,
2022-12-15 15:30:30,6.935242656864887,
2022-12-15 23:59:59,0.0,a
2022-12-16 00:00:00,3.226035379081111,
2022-12-16 10:00:00,6.708915134615438,
2022-12-16 10:30:00,10.146124390760292,
2022-12-16 12:00:00,23.56019901113649,
2022-12-16 13:30:00,53.22498161646945,
2022-12-16 15:00:00,43.14147914425496,
2022-12-16 15:30:30,43.14147914425496,
2022-12-16 23:59:59,146.41038687184636,e
2022-12-19 00:00:00,120.94977275765052,
2022-12-19 10:00:00,106.49788156189447,
2022-12-19 10:30:00,90.86413316022924,
2022-12-19 12:00:00,63.256788844522475,
2022-12-19 13:30:00,73.0339667055627,
2022-12-19 15:00:00,58.46477166236588,
2022-12-19 15:30:30,58.46477166236588,
2022-12-19 23:59:59,43.919990436665444,c
2022-12-20 00:00:00,39.54972605557771,
2022-12-20 10:00:00,45.041668160038455,
2022-12-20 10:30:00,72.29926460364561,
2022-12-20 12:00:00,51.75318989019689,
2022-12-20 13:30:00,59.80351211193408,
2022-12-20 15:00:00,63.14868348083769,
2022-12-20 15:30:30,63.14868348083769,
2022-12-20 23:59:59,66.46399106118457,c
2022-12-21 00:00:00,49.55041333725745,
2022-12-21 10:00:00,64.96654813138434,
2022-12-21 10:30:00,56.40017219922311,
2022-12-21 12:00:00,76.75410577274636,
2022-12-21 13:30:00,80.49305671236067,
2022-12-21 15:00:00,83.06647690186566,
2022-12-21 15:30:30,83.06647690186566,
2022-12-21 23:59:59,89.48905595288255,c
2022-12-22 00:00:00,74.29213193613253,
2022-12-22 10:00:00,81.21780805276637,
2022-12-22 10:30:00,80.33835996057451,
2022-12-22 12:00:00,87.49393869691289,
2022-12-22 13:30:00,62.58148575248623,
2022-12-22 15:00:00,71.4828489778734,
2022-12-22 15:30:30,71.4828489778734,
2022-12-22 23:59:59,87.20947822317191,c
2022-12-23 00:00:00,109.34160989924112,
2022-12-23 10:00:00,86.05845118877579,
2022-12-23 10:30:00,92.576302031041,
2022-12-23 12:00:00,82.1914593584267,
2022-12-23 13:30:00,93.97326395584383,
2022-12-23 15:00:00,97.97229774438154,
2022-12-23 15:30:30,97.97229774438154,
2022-12-23 23:59:59,97.01127838022092,w
2022-12-26 00:00:00,97.01127838022092,
2022-12-26 10:00:00,97.01127838022092,
2022-12-26 10:30:00,97.01127838022092,
2022-12-26 12:00:00,97.01127838022092,
2022-12-26 13:30:00,97.01127838022092,
2022-12-26 15:00:00,97.01127838022092,
2022-12-26 15:30:30,97.01127838022092,
2022-12-26 23:59:59,97.01127838022092,c
2022-12-27 00:00:00,77.31374356581068,
2022-12-27 10:00:00,95.53261239615381,
2022-12-27 10:30:00,95.52951960520073,
2022-12-27 12:00:00,84.46919750362474,
2022-12-27 13:30:00,84.99799229389964,
2022-12-27 15:00:00,81.41046842976789,
2022-12-27 15:30:30,81.41046842976789,
2022-12-27 23:59:59,74.35584156048054,c
2022-12-28 00:00:00,76.03177936240752,
2022-12-28 10:00:00,88.18385569564697,
2022-12-28 10:30:00,89.80707394780575,
2022-12-28 12:00:00,81.4887934471812,
2022-12-28 13:30:00,83.33465796787704,
2022-12-28 15:00:00,69.44030148166274,
2022-12-28 15:30:30,69.44030148166274,
2022-12-28 23:59:59,60.371953984885465,c
2022-12-29 00:00:00,38.46317632006344,
2022-12-29 10:00:00,49.73082545782523,
2022-12-29 10:30:00,50.414688797466,
2022-12-29 12:00:00,39.63156332722707,
2022-12-29 13:30:00,45.53547899113994,
2022-12-29 15:00:00,36.80675172326528,
2022-12-29 15:30:30,36.80675172326528,
2022-12-29 23:59:59,19.963174925989733,c
2022-12-30 00:00:00,3.5407957087336968,
