date,AS_FTSE_DM_MIG_2023_Q1,meta
2023-01-06 00:00:00,-160.2766703587895,
2023-01-06 01:00:00,-164.81167646037466,
2023-01-06 02:30:00,-164.81167646037466,
2023-01-06 03:00:00,-164.81167646037466,
2023-01-06 18:30:00,-164.81167646037466,
2023-01-06 20:00:00,-164.81167646037466,
2023-01-06 23:00:00,-164.81167646037466,
2023-01-06 23:59:59,-142.92683758048042,w
2023-01-09 00:00:00,-136.99386384289028,
2023-01-09 01:00:00,-137.24249378984678,
2023-01-09 02:30:00,-137.24249378984678,
2023-01-09 03:00:00,-137.24249378984678,
2023-01-09 18:30:00,-157.1875281659286,
2023-01-09 20:00:00,-96.25539575337098,
2023-01-09 23:00:00,-105.80076055697646,
2023-01-09 23:59:59,-132.4813908362321,c
2023-01-10 00:00:00,-144.66704091320025,
2023-01-10 01:00:00,-155.9208951182518,
2023-01-10 02:30:00,-155.9208951182518,
2023-01-10 03:00:00,-155.9208951182518,
2023-01-10 18:30:00,-171.24343089408285,
2023-01-10 20:00:00,-142.56756327424955,
2023-01-10 23:00:00,-154.52952187296432,
2023-01-10 23:59:59,-170.49665150151486,c
2023-01-11 00:00:00,-157.0178773785683,
2023-01-11 01:00:00,-162.1749682298414,
2023-01-11 02:30:00,-162.1749682298414,
2023-01-11 03:00:00,-162.1749682298414,
2023-01-11 18:30:00,-206.1529387106857,
2023-01-11 20:00:00,-193.42768293954214,
2023-01-11 23:00:00,-203.83568891317373,
2023-01-11 23:59:59,-203.25115925258797,c
2023-01-12 00:00:00,-163.93353741951614,
2023-01-12 01:00:00,-171.40415556654625,
2023-01-12 02:30:00,-171.40415556654625,
2023-01-12 03:00:00,-171.40415556654625,
2023-01-12 18:30:00,-142.09122447893242,
2023-01-12 20:00:00,-110.17447513934712,
2023-01-12 23:00:00,-99.48041461193134,
2023-01-12 23:59:59,-110.46363741756613,c
2023-01-13 00:00:00,-114.24659191757019,
2023-01-13 01:00:00,-120.21397683390751,
2023-01-13 02:30:00,-120.21397683390751,
2023-01-13 03:00:00,-120.21397683390751,
2023-01-13 18:30:00,-120.21397683390751,
2023-01-13 20:00:00,-120.21397683390751,
2023-01-13 23:00:00,-120.21397683390751,
2023-01-13 23:59:59,-115.56853466010762,w
2023-01-16 00:00:00,-105.55672254364254,
2023-01-16 01:00:00,-108.71733270439108,
2023-01-16 02:30:00,-108.71733270439108,
2023-01-16 03:00:00,-108.71733270439108,
2023-01-16 18:30:00,-149.2701509453782,
2023-01-16 20:00:00,-149.3505835632168,
2023-01-16 23:00:00,-121.10910212398085,
2023-01-16 23:59:59,-178.4911689837536,c
2023-01-17 00:00:00,-159.73535332849315,
2023-01-17 01:00:00,-158.74535176600511,
2023-01-17 02:30:00,-158.74535176600511,
2023-01-17 03:00:00,-158.74535176600511,
2023-01-17 18:30:00,-182.18931604755198,
2023-01-17 20:00:00,-189.42560304652216,
2023-01-17 23:00:00,-164.2897313758549,
2023-01-17 23:59:59,-174.0969715931751,c
2023-01-18 00:00:00,-146.80131259127484,
2023-01-18 01:00:00,-107.44979861876163,
2023-01-18 02:30:00,-107.44979861876163,
2023-01-18 03:00:00,-107.44979861876163,
2023-01-18 18:30:00,-78.06785333329572,
2023-01-18 20:00:00,-127.68124468216229,
2023-01-18 23:00:00,-142.03638075933304,
2023-01-18 23:59:59,-48.61882677719041,c
2023-01-19 00:00:00,-69.03490005458661,
2023-01-19 01:00:00,-91.34296882960007,
2023-01-19 02:30:00,-91.34296882960007,
2023-01-19 03:00:00,-91.34296882960007,
2023-01-19 18:30:00,-129.1664901903132,
2023-01-19 20:00:00,-123.60719701430389,
2023-01-19 23:00:00,-131.0168985381897,
2023-01-19 23:59:59,-109.1526549172886,c
2023-01-20 00:00:00,-93.97971141187918,
2023-01-20 01:00:00,-81.86800651483645,
2023-01-20 02:30:00,-81.86800651483645,
2023-01-20 03:00:00,-81.86800651483645,
2023-01-20 18:30:00,-81.86800651483645,
2023-01-20 20:00:00,-81.86800651483645,
2023-01-20 23:00:00,-81.86800651483645,
2023-01-20 23:59:59,-60.95748655373427,w
2023-01-23 00:00:00,-56.99236737797219,
2023-01-23 01:00:00,-75.30791910622793,
2023-01-23 02:30:00,-75.30791910622793,
2023-01-23 03:00:00,-75.30791910622793,
2023-01-23 18:30:00,-142.15567132239448,
2023-01-23 20:00:00,-102.07804807718458,
2023-01-23 23:00:00,-71.89329317014199,
2023-01-23 23:59:59,-66.14942367320145,c
2023-01-24 00:00:00,-24.372877342713764,
2023-01-24 01:00:00,-29.74218500621282,
2023-01-24 02:30:00,-29.74218500621282,
2023-01-24 03:00:00,-29.74218500621282,
2023-01-24 18:30:00,-48.19650286433898,
2023-01-24 20:00:00,-34.633178909407434,
2023-01-24 23:00:00,38.260877842096306,
2023-01-24 23:59:59,-2.8495698271799483,c
2023-01-25 00:00:00,-24.815728213927287,
2023-01-25 01:00:00,-27.298479526545634,
2023-01-25 02:30:00,-27.298479526545634,
2023-01-25 03:00:00,-27.298479526545634,
2023-01-25 18:30:00,-27.298479526545634,
2023-01-25 20:00:00,-30.082661980286503,
2023-01-25 23:00:00,-52.36077470919554,
2023-01-25 23:59:59,-76.49673505827559,c
2023-01-26 00:00:00,-74.20545533363111,
2023-01-26 01:00:00,-69.7841241427268,
2023-01-26 02:30:00,-69.7841241427268,
