date,MJ_2021_Q4,meta
2021-10-22 00:00:00,581.8729375404014,
2021-10-22 10:00:00,492.39044499010606,
2021-10-22 10:30:00,518.340847488605,
2021-10-22 12:00:00,441.60146417511896,
2021-10-22 13:30:00,439.7545213845365,
2021-10-22 15:00:00,426.45044082000413,
2021-10-22 15:30:30,426.45044082000413,
2021-10-22 23:59:59,416.28081485571056,w
2021-10-25 00:00:00,423.03178754696046,
2021-10-25 10:00:00,453.38970870163894,
2021-10-25 10:30:00,410.83065711415156,
2021-10-25 12:00:00,384.4710383928832,
2021-10-25 13:30:00,395.29750483005455,
2021-10-25 15:00:00,402.27248069727057,
2021-10-25 15:30:30,402.27248069727057,
2021-10-25 23:59:59,390.1106715354713,c
2021-10-26 00:00:00,392.39597305056895,
2021-10-26 10:00:00,272.26941090678156,
2021-10-26 10:30:00,298.91304495099075,
2021-10-26 12:00:00,265.7960108577927,
2021-10-26 13:30:00,230.38432478221694,
2021-10-26 15:00:00,249.4137985084335,
2021-10-26 15:30:30,249.4137985084335,
2021-10-26 23:59:59,271.33977169710397,c
2021-10-27 00:00:00,275.8355544365704,
2021-10-27 10:00:00,271.1886202050391,
2021-10-27 10:30:00,260.454248169955,
2021-10-27 12:00:00,240.87136574812803,
2021-10-27 13:30:00,242.60620117152348,
2021-10-27 15:00:00,233.73131216420916,
2021-10-27 15:30:30,233.73131216420916,
2021-10-27 23:59:59,233.67054901676966,c
2021-10-28 00:00:00,251.76540946774003,
2021-10-28 10:00:00,232.83155711429708,
2021-10-28 10:30:00,264.4491081248816,
2021-10-28 12:00:00,248.69720188770543,
2021-10-28 13:30:00,254.59075260915233,
2021-10-28 15:00:00,244.90072646018734,
2021-10-28 15:30:30,244.90072646018734,
2021-10-28 23:59:59,257.69852900739943,c
2021-10-29 00:00:00,269.7594217073338,
2021-10-29 10:00:00,229.46280793456253,
2021-10-29 10:30:00,189.42176391444264,
2021-10-29 12:00:00,140.14757287142902,
2021-10-29 13:30:00,180.22366582482528,
2021-10-29 15:00:00,160.9712047660073,
2021-10-29 15:30:30,160.9712047660073,s
2021-10-29 23:59:59,148.52379181553079,w
2021-11-01 00:00:00,136.00210499918103,
2021-11-01 10:00:00,68.19538290388437,
2021-11-01 10:30:00,131.68814331070598,
2021-11-01 12:00:00,89.27045218428248,
2021-11-01 13:30:00,78.56623813623992,
2021-11-01 15:00:00,62.03744710314595,
2021-11-01 15:30:30,62.03744710314595,
2021-11-01 23:59:59,69.43624804790898,c
2021-11-02 00:00:00,73.16265703138743,
2021-11-02 10:00:00,14.967274483664823,
2021-11-02 10:30:00,3.889774504917341,
2021-11-02 12:00:00,-21.454459551841637,
2021-11-02 13:30:00,-52.838201610887154,
2021-11-02 15:00:00,-41.99324117923402,
2021-11-02 15:30:30,-41.99324117923402,
2021-11-02 23:59:59,-23.432563254651768,c
2021-11-03 00:00:00,-28.20502930935254,
2021-11-03 10:00:00,-7.912456584876736,
2021-11-03 10:30:00,29.428898708873476,
2021-11-03 12:00:00,19.08379771310183,
2021-11-03 13:30:00,3.3743865498106516,
2021-11-03 15:00:00,9.278610927592581,
2021-11-03 15:30:30,9.278610927592581,
2021-11-03 23:59:59,40.47937331001549,c
2021-11-04 00:00:00,106.44278412370295,
2021-11-04 10:00:00,101.45325064198323,
2021-11-04 10:30:00,137.27801527513793,
2021-11-04 12:00:00,49.151028353240235,
2021-11-04 13:30:00,73.37322852190391,
2021-11-04 15:00:00,113.02568349534477,
2021-11-04 15:30:30,113.02568349534477,
2021-11-04 23:59:59,107.66238026834526,c
2021-11-05 00:00:00,88.15023601626444,
2021-11-05 10:00:00,-13.168522943233029,
2021-11-05 10:30:00,-0.6280440950185948,
2021-11-05 12:00:00,-64.55014641101138,
2021-11-05 13:30:00,-105.07250429431679,
2021-11-05 15:00:00,-66.4522132546133,
2021-11-05 15:30:30,-66.4522132546133,
2021-11-05 23:59:59,0.0,a
2021-11-08 00:00:00,34.53905106413504,
2021-11-08 10:00:00,134.71296416655377,
2021-11-08 10:30:00,187.8267750545665,
2021-11-08 12:00:00,291.3758342145411,
2021-11-08 13:30:00,323.3859357940282,
2021-11-08 15:00:00,325.7242520176778,
2021-11-08 15:30:30,325.7242520176778,
2021-11-08 23:59:59,365.40272476605196,c
2021-11-09 00:00:00,206.6563385037971,
2021-11-09 10:00:00,83.44430457468115,
2021-11-09 10:30:00,175.2596942572004,
2021-11-09 12:00:00,246.66219816771354,
2021-11-09 13:30:00,283.8461819175868,
2021-11-09 15:00:00,444.4737073640913,
2021-11-09 15:30:30,444.4737073640913,
2021-11-09 23:59:59,467.68112829349593,c
2021-11-10 00:00:00,324.99048513068965,
