date,COWZ_2022_Q2,meta
2022-06-02 00:00:00,-58.48873019830427,
2022-06-02 10:00:00,-90.1307218806887,
2022-06-02 10:30:00,-85.71481649930035,
2022-06-02 12:00:00,-92.05241629614449,
2022-06-02 13:30:00,-94.83653012805866,
2022-06-02 15:00:00,-87.56461885544593,
2022-06-02 15:30:30,-87.56461885544593,
2022-06-02 23:59:59,-89.95421302616995,c
2022-06-03 00:00:00,-98.21668007481554,
2022-06-03 10:00:00,-95.76024891491417,
2022-06-03 10:30:00,-100.5139156586402,
2022-06-03 12:00:00,-98.96900685298385,
2022-06-03 13:30:00,-112.87319285255492,
2022-06-03 15:00:00,-115.4379464338561,
2022-06-03 15:30:30,-115.4379464338561,s
2022-06-03 23:59:59,-120.32850175811002,w
2022-06-06 00:00:00,-112.51153920625447,
2022-06-06 10:00:00,-87.06856613175466,
2022-06-06 10:30:00,-94.33970996567584,
2022-06-06 12:00:00,-92.46579144832967,
2022-06-06 13:30:00,-95.72162502345506,
2022-06-06 15:00:00,-95.1684962800658,
2022-06-06 15:30:30,-95.1684962800658,
2022-06-06 23:59:59,-86.27929953988277,c
2022-06-07 00:00:00,-95.97702397847269,
2022-06-07 10:00:00,-103.2389041381519,
2022-06-07 10:30:00,-114.09065533944224,
2022-06-07 12:00:00,-107.46798017107659,
2022-06-07 13:30:00,-109.4492755560118,
2022-06-07 15:00:00,-112.56149558202912,
2022-06-07 15:30:30,-112.56149558202912,u
2022-06-07 23:59:59,-116.17206518259229,c
2022-06-08 00:00:00,-95.87068594803907,
2022-06-08 10:00:00,-79.34949860421472,
2022-06-08 10:30:00,-71.69543208294965,
2022-06-08 12:00:00,-88.08998234426005,
2022-06-08 13:30:00,-84.83552112169929,
2022-06-08 15:00:00,-78.32697841619333,
2022-06-08 15:30:30,-78.32697841619333,
2022-06-08 23:59:59,-72.85518200479996,c
2022-06-09 00:00:00,-60.63495809780335,
2022-06-09 10:00:00,-63.6745896286067,
2022-06-09 10:30:00,-70.31119009232538,
2022-06-09 12:00:00,-67.80078824062062,
2022-06-09 13:30:00,-63.48060860612071,
2022-06-09 15:00:00,-67.42264169531751,
2022-06-09 15:30:30,-67.42264169531751,
2022-06-09 23:59:59,-69.87758924444219,c
2022-06-10 00:00:00,-68.05111414046664,
2022-06-10 10:00:00,-59.842654385658534,
2022-06-10 10:30:00,-49.19149080630791,
2022-06-10 12:00:00,-39.275338208832494,
2022-06-10 13:30:00,-34.6207727448232,
2022-06-10 15:00:00,-31.877629733342673,
2022-06-10 15:30:30,-31.877629733342673,
2022-06-10 23:59:59,-35.836482414803356,w
