date,KBE_2022_Q4,meta
2022-11-18 00:00:00,248.23437589704588,
2022-11-18 10:00:00,185.11704220113086,
2022-11-18 10:30:00,180.8578386696562,
2022-11-18 12:00:00,165.3230887681317,
2022-11-18 13:30:00,165.50395168314765,
2022-11-18 15:00:00,164.0503719667878,
2022-11-18 15:30:30,164.0503719667878,
2022-11-18 23:59:59,169.4272648264349,w
2022-11-21 00:00:00,149.49699558863415,
2022-11-21 10:00:00,125.21563220262271,
2022-11-21 10:30:00,113.81979149259871,
2022-11-21 12:00:00,98.8183037527391,
2022-11-21 13:30:00,77.87198780174265,
2022-11-21 15:00:00,79.96514165972474,
2022-11-21 15:30:30,79.96514165972474,
2022-11-21 23:59:59,102.79603471410348,c
2022-11-22 00:00:00,106.33339807709774,
2022-11-22 10:00:00,98.63382576963056,
2022-11-22 10:30:00,136.4428614610057,
2022-11-22 12:00:00,116.50399394262979,
2022-11-22 13:30:00,113.92085266237257,
2022-11-22 15:00:00,108.85331258607937,
2022-11-22 15:30:30,108.85331258607937,
2022-11-22 23:59:59,132.61091374971204,c
2022-11-23 00:00:00,142.2914951789486,
2022-11-23 10:00:00,139.37505512264818,
2022-11-23 10:30:00,165.0898857823903,
2022-11-23 12:00:00,190.52814389227854,
2022-11-23 13:30:00,193.71363310629215,
2022-11-23 15:00:00,207.2160079140873,
2022-11-23 15:30:30,207.2160079140873,
2022-11-23 23:59:59,208.3326489580562,c
2022-11-24 00:00:00,208.3326489580562,
2022-11-24 10:00:00,208.3326489580562,
2022-11-24 10:30:00,208.3326489580562,
2022-11-24 12:00:00,208.3326489580562,
2022-11-24 13:30:00,208.3326489580562,
2022-11-24 15:00:00,208.3326489580562,
2022-11-24 15:30:30,208.3326489580562,
2022-11-24 23:59:59,208.3326489580562,c
2022-11-25 00:00:00,184.19761076337056,
2022-11-25 10:00:00,188.4028630038723,
2022-11-25 10:30:00,182.11563683621728,
2022-11-25 12:00:00,200.54774831054817,
2022-11-25 13:30:00,200.54774831054817,
2022-11-25 15:00:00,200.54774831054817,
2022-11-25 15:30:30,200.54774831054817,
2022-11-25 23:59:59,200.4048893259993,w
2022-11-28 00:00:00,172.48763625986237,
2022-11-28 10:00:00,178.6284787963042,
2022-11-28 10:30:00,157.8981206461948,
2022-11-28 12:00:00,156.7190913124074,
2022-11-28 13:30:00,145.64413075529308,
2022-11-28 15:00:00,130.33243553126078,
2022-11-28 15:30:30,130.33243553126078,
2022-11-28 23:59:59,128.39366805099928,c
2022-11-29 00:00:00,166.68153622132343,
2022-11-29 10:00:00,156.81039034706566,
2022-11-29 10:30:00,166.8461476923527,
2022-11-29 12:00:00,134.47330473603154,
2022-11-29 13:30:00,122.07368275177134,
2022-11-29 15:00:00,118.12781157948359,
2022-11-29 15:30:30,118.12781157948359,
2022-11-29 23:59:59,135.61420870721815,c
2022-11-30 00:00:00,198.245584926368,
2022-11-30 10:00:00,105.30840063951803,
2022-11-30 10:30:00,114.37663981937396,
2022-11-30 12:00:00,112.6338005028282,
2022-11-30 13:30:00,100.37980273155597,
2022-11-30 15:00:00,171.40253437224658,
2022-11-30 15:30:30,171.40253437224658,s
2022-11-30 23:59:59,224.52727429257573,c
2022-12-01 00:00:00,217.58942521714164,
2022-12-01 10:00:00,241.7207947533576,
2022-12-01 10:30:00,215.03847978828014,
2022-12-01 12:00:00,231.6672696853367,
2022-12-01 13:30:00,216.10446373358138,
2022-12-01 15:00:00,192.68666923430294,
2022-12-01 15:30:30,192.68666923430294,
2022-12-01 23:59:59,199.6787674625906,c
2022-12-02 00:00:00,185.75179981091048,
2022-12-02 10:00:00,151.33305395477862,
2022-12-02 10:30:00,165.63923257525005,
2022-12-02 12:00:00,168.32518261194912,
2022-12-02 13:30:00,168.69838789513062,
2022-12-02 15:00:00,161.1797700496876,
2022-12-02 15:30:30,161.1797700496876,
2022-12-02 23:59:59,163.34211439179182,w
2022-12-05 00:00:00,143.03958325361862,
2022-12-05 10:00:00,75.47684371422395,
2022-12-05 10:30:00,35.136415593848824,
2022-12-05 12:00:00,25.135266894310803,
2022-12-05 13:30:00,-3.028895288413878,
2022-12-05 15:00:00,-1.174709937845705,
2022-12-05 15:30:30,-1.174709937845705,
2022-12-05 23:59:59,4.69277211658175,c
2022-12-06 00:00:00,10.290041860895599,
2022-12-06 10:00:00,-66.60060188769444,
2022-12-06 10:30:00,-79.70909750525425,
2022-12-06 12:00:00,-61.8744336567097,
2022-12-06 13:30:00,-76.65794787429911,
2022-12-06 15:00:00,-65.07518143198297,
2022-12-06 15:30:30,-65.07518143198297,
2022-12-06 23:59:59,-92.42357781181715,c
2022-12-07 00:00:00,-112.41914496786751,
2022-12-07 10:00:00,-111.41273190743664,
2022-12-07 10:30:00,-100.85051126935218,
2022-12-07 12:00:00,-78.5254673770238,
2022-12-07 13:30:00,-78.26731900721165,
2022-12-07 15:00:00,-84.88922887050319,
2022-12-07 15:30:30,-84.88922887050319,
2022-12-07 23:59:59,-73.41964111654488,c
2022-12-08 00:00:00,-56.835848397033715,
2022-12-08 10:00:00,-49.16531422592243,
