date,EU_SMI_2022_Q3,meta
2022-08-12 00:00:00,544.3158160578153,
2022-08-12 03:30:00,570.0125539773579,
2022-08-12 04:00:00,561.7470449501687,
2022-08-12 06:00:00,540.19933372361,
2022-08-12 08:00:00,533.418850420675,
2022-08-12 10:30:00,533.4547716204873,
2022-08-12 11:00:00,521.8050054781664,
2022-08-12 23:59:59,530.1139830490076,w
2022-08-15 00:00:00,535.9415631217704,
2022-08-15 03:30:00,520.5191842089653,
2022-08-15 04:00:00,515.303050086845,
2022-08-15 06:00:00,529.7041980712818,
2022-08-15 08:00:00,501.03205042977186,
2022-08-15 10:30:00,475.51824942853267,
2022-08-15 11:00:00,476.1642789378315,
2022-08-15 23:59:59,479.4661975587152,c
2022-08-16 00:00:00,339.6781270323715,
2022-08-16 03:30:00,316.1544457645086,
2022-08-16 04:00:00,300.3376829409165,
2022-08-16 06:00:00,314.6668635938465,
2022-08-16 08:00:00,315.67638889955924,
2022-08-16 10:30:00,300.8266778655493,
2022-08-16 11:00:00,303.856555720458,
2022-08-16 23:59:59,290.23906857577606,c
2022-08-17 00:00:00,297.38567576796663,
2022-08-17 03:30:00,295.8292537103381,
2022-08-17 04:00:00,273.5581017475537,
2022-08-17 06:00:00,274.1898418975146,
2022-08-17 08:00:00,246.17343089598916,
2022-08-17 10:30:00,197.93721941909527,
2022-08-17 11:00:00,200.28341828598326,
2022-08-17 23:59:59,202.84651419189194,c
2022-08-18 00:00:00,192.01773620130646,
2022-08-18 03:30:00,198.424324114513,
2022-08-18 04:00:00,204.27073535563713,
2022-08-18 06:00:00,215.57801410715567,
2022-08-18 08:00:00,200.38825094142243,
2022-08-18 10:30:00,194.66172258519103,
2022-08-18 11:00:00,199.81199324924066,
2022-08-18 23:59:59,193.79270006936065,c
2022-08-19 00:00:00,180.26908459765008,
2022-08-19 03:30:00,180.3771855705682,
2022-08-19 04:00:00,176.87625794698556,
2022-08-19 06:00:00,160.92561351492986,
2022-08-19 08:00:00,172.02346153909687,
2022-08-19 10:30:00,154.07672531687183,
2022-08-19 11:00:00,136.9314528922474,
2022-08-19 23:59:59,131.89280846727107,w
2022-08-22 00:00:00,125.99023722048516,
2022-08-22 03:30:00,104.29199258025011,
2022-08-22 04:00:00,94.30078894237504,
2022-08-22 06:00:00,93.94490469350349,
2022-08-22 08:00:00,59.34753898572754,
2022-08-22 10:30:00,46.92331256179391,
2022-08-22 11:00:00,49.394847254352015,
2022-08-22 23:59:59,54.563458666953395,c
2022-08-23 00:00:00,50.100639169965405,
2022-08-23 03:30:00,113.43262792625323,
2022-08-23 04:00:00,104.78740782079295,
2022-08-23 06:00:00,104.31675131709993,
2022-08-23 08:00:00,97.85836203490281,
2022-08-23 10:30:00,115.3404633359124,
2022-08-23 11:00:00,106.16773355979912,
2022-08-23 23:59:59,108.39699284962961,c
2022-08-24 00:00:00,114.16816327241781,
2022-08-24 03:30:00,75.46271161317327,
2022-08-24 04:00:00,77.57605043651984,
2022-08-24 06:00:00,93.69088320494109,
2022-08-24 08:00:00,101.32009143627975,
2022-08-24 10:30:00,126.24706178435474,
2022-08-24 11:00:00,117.48831715719673,
2022-08-24 23:59:59,114.60045483074404,c
2022-08-25 00:00:00,124.87289906448491,
2022-08-25 03:30:00,132.96497731936418,
2022-08-25 04:00:00,122.11295047895506,
2022-08-25 06:00:00,109.84480451052632,
2022-08-25 08:00:00,135.07606609508053,
2022-08-25 10:30:00,144.0790841436215,
2022-08-25 11:00:00,140.5244021571445,
2022-08-25 23:59:59,129.2996982460911,c
2022-08-26 00:00:00,137.95888029323604,
2022-08-26 03:30:00,139.53686862565465,
2022-08-26 04:00:00,161.29776126659354,
2022-08-26 06:00:00,117.9449392559795,
2022-08-26 08:00:00,122.87162066460698,
2022-08-26 10:30:00,93.32179367235305,
2022-08-26 11:00:00,88.74874919244763,
2022-08-26 23:59:59,78.42226877725736,w
2022-08-29 00:00:00,45.209916471335035,
2022-08-29 03:30:00,33.511084836763956,
2022-08-29 04:00:00,39.56631249504374,
2022-08-29 06:00:00,16.522391369084495,
2022-08-29 08:00:00,41.15733321855171,
2022-08-29 10:30:00,57.002415507914264,
2022-08-29 11:00:00,42.948831567815006,
2022-08-29 23:59:59,57.41652077171152,c
2022-08-30 00:00:00,74.03256250841088,
2022-08-30 03:30:00,41.606471697289294,
2022-08-30 04:00:00,66.93318290492267,
2022-08-30 06:00:00,50.37880419349791,
2022-08-30 08:00:00,73.45495300188985,
